,protected,name,verified,location,id,public_metrics,url,profile_image_url,username,description,entities,pinned_tweet_id
287232883,False,Sue Scott,False,Glorious Devon,,"{'followers_count': 252, 'following_count': 651, 'tweet_count': 3257, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1225851227562561536/R8NsQ2AL_normal.jpg,sue_scott,I spent the night with Boone Vincent,,
1292808814757122049,False,JUSTICE❀,False,she/her! ʚĭɞ,,"{'followers_count': 27, 'following_count': 110, 'tweet_count': 619, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1507493847697346565/26axpSCB_normal.jpg,WHACKNROTTEN,୨♡୧ — pathological liar! kinda funny ! i like french fries ! really good opinioner! sabrina carpenter love bot !,,
710128681864159232,False,pri ⁷ ⟭⟬ 🏳️‍🌈🌸,False,"she / her , 20 , india",,"{'followers_count': 160, 'following_count': 359, 'tweet_count': 43357, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1505449348921921536/DOf7d5RU_normal.jpg,foolforjinnie,bts || mdzs/cql || rarely nsfw but dfi you're a minor,,1330060453725294592
756882358649950209,False,Zeynep,False,,,"{'followers_count': 2635, 'following_count': 2687, 'tweet_count': 134363, 'listed_count': 7}",,https://pbs.twimg.com/profile_images/1519006496620752897/puJogz0g_normal.jpg,Zeynep_via25,⛔DM,,922222906414858242
183690426,False,Dr.SBR,False,"New Delhi, India",,"{'followers_count': 26, 'following_count': 42, 'tweet_count': 513, 'listed_count': 0}",https://t.co/bE6P5KTQDt,https://pbs.twimg.com/profile_images/1510986378661703681/ANDyzqNB_normal.jpg,SONALJS,"Director-Dr.Randhawa’s Institute of Ultrasound Training New Delhi Academician,Doctor,Poet,Author .. seeing life in a million shades of grey ..","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bE6P5KTQDt', 'expanded_url': 'http://ultrasound.net.in', 'display_url': 'ultrasound.net.in'}]}}",1319580411073183745
1412414012067823619,False,Pooja | she/her | Copywriter,False,"New Delhi, India",,"{'followers_count': 82, 'following_count': 126, 'tweet_count': 280, 'listed_count': 0}",https://t.co/mBEY0kceyU,https://pbs.twimg.com/profile_images/1514318869288001536/q_tRrhF8_normal.jpg,_aggarwalpooja_,Freelance Copywriter | Content Writer | Social Media | Memes | Intersectional Feminism | DM for work queries 📝,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mBEY0kceyU', 'expanded_url': 'https://www.linkedin.com/in/poojaaggarwal05', 'display_url': 'linkedin.com/in/poojaaggarw…'}]}}",
329495184,False,♒Lil Gandules Ismael JR🇩🇴🇵🇷,False,Boston,,"{'followers_count': 458, 'following_count': 494, 'tweet_count': 55425, 'listed_count': 0}",https://t.co/vGGUaPZheX,https://pbs.twimg.com/profile_images/1508159282646327304/2I-3O6tk_normal.jpg,ismael_brah420,🇩🇴🇵🇷,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vGGUaPZheX', 'expanded_url': 'http://www.facebook.com/ismaeldiaz809', 'display_url': 'facebook.com/ismaeldiaz809'}]}}",1436707788684767232
1009799896818384898,False,Inscrutability of the fear,False,"Bengaluru South, India",,"{'followers_count': 143, 'following_count': 187, 'tweet_count': 5701, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1511286748990799872/gYsDBUBv_normal.jpg,tichkulecompany,"C in liberal stands for consistency, 
ಕನ್ನಡಿಗ, 
24,
Bangalore /Mumbai, 
The future is nanba , 
Wont feature in a mockumentary,will make do with this",,1476881496262668288
252948287,False,"Chronically Ill, Non-Weak Kitty",False,"Inner West, Sydney, Australia",,"{'followers_count': 1501, 'following_count': 999, 'tweet_count': 113725, 'listed_count': 34}",,https://pbs.twimg.com/profile_images/993684634188763136/FvWnQV1C_normal.jpg,coolguy69666,I like the soggy chips. One time I was trending in Australia. My boss said I was scary. Is bean mé. That means she/her. “Knowledgeable” - Mary O’Sullivan 🏳️‍🌈,,1492789436702027783
363937425,False,Nang,False,"Depok, Indonesia",,"{'followers_count': 385, 'following_count': 869, 'tweet_count': 5463, 'listed_count': 0}",https://t.co/cJGd3BICSQ,https://pbs.twimg.com/profile_images/1515593518391390214/zdN-y00S_normal.jpg,tomngrh,"mostly retweets, memes, cat pics, and unpredictable tweets","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cJGd3BICSQ', 'expanded_url': 'https://open.spotify.com/playlist/1lrxONzoESHvE5epM0Cenk?si=CR4P28p-QvSUb36CZFmQKw', 'display_url': 'open.spotify.com/playlist/1lrxO…'}]}}",1450781440690380802
121643232,False,Bret Bartelme,False,VA -- OKC -- TX -- OKC,,"{'followers_count': 108, 'following_count': 667, 'tweet_count': 4603, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/953771488074715136/pWljvG21_normal.jpg,want2beapirate,Happy hour hero.,,
1258667435424538624,False,Jess Costall,False,,,"{'followers_count': 11, 'following_count': 169, 'tweet_count': 250, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,CostallJess,"Kiwi, nature-lover, biology nerd",,
906555243852333056,False,luna,False,"gryffindor tower, hogwarts",,"{'followers_count': 1212, 'following_count': 1845, 'tweet_count': 47128, 'listed_count': 3}",https://t.co/ViE9jzoQ7E,https://pbs.twimg.com/profile_images/1517195245582270471/eQJoHput_normal.jpg,swftroyal,"(a/ela/-a) • (fan account)

|

little mix & taylor swift supremacy","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ViE9jzoQ7E', 'expanded_url': 'https://www.amazon.com.br/hz/wishlist/ls/107AJNPSRERFH?ref_=wl_share', 'display_url': 'amazon.com.br/hz/wishlist/ls…'}]}}",
1220289528948297728,False,♥༻✧ 𝘁𝗿𝗼𝘆 𝗰𝗮𝗹𝘆𝗽𝘀𝗼'𝘀 𝘄𝗵𝗼𝗿𝗲.,False,pfp@cupidzbow • they/them • 29,,"{'followers_count': 137, 'following_count': 240, 'tweet_count': 26841, 'listed_count': 0}",https://t.co/IA5avc6JFh,https://pbs.twimg.com/profile_images/1443208553741922306/YzXkUKpB_normal.jpg,deadtowers,"that paperwork isn't gONNA DO 𝙄𝙏𝙎𝙀𝙇𝙁 !!!!! time, to get some brothers. bagels? coffee? THEY'RE NOT PICKY. you can have 𝘞𝘏𝘈𝘛𝘌𝘝𝘌𝘙 𝘠𝘖𝘜 𝙒𝘼𝙉𝙏!!!","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/IA5avc6JFh', 'expanded_url': 'http://tellonym.me/deadtower', 'display_url': 'tellonym.me/deadtower'}]}}",1427705458748428293
129992042,False,German City Boi,False,"Georgia, USA",,"{'followers_count': 822, 'following_count': 704, 'tweet_count': 109798, 'listed_count': 22}",https://t.co/tcFF8KkQgZ,https://pbs.twimg.com/profile_images/1351276847284236294/Z3oRPuNI_normal.jpg,BulletShellz,#AΦA | 👦🏽👶🏽Father | 6’5” Tennis Player 🎾 | 1 of @The3idjits | #UNCGAlumnus | #KeepPounding,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tcFF8KkQgZ', 'expanded_url': 'http://cash.me/$BulletShellz', 'display_url': 'cash.me/$BulletShellz'}]}, 'description': {'hashtags': [{'start': 0, 'end': 4, 'tag': 'AΦA'}, {'start': 62, 'end': 74, 'tag': 'UNCGAlumnus'}, {'start': 77, 'end': 90, 'tag': 'KeepPounding'}], 'mentions': [{'start': 48, 'end': 59, 'username': 'The3idjits'}]}}",1397960415657725957
1289852990,False,Chad Wappes,False,"Wellington, New Zealand",,"{'followers_count': 548, 'following_count': 784, 'tweet_count': 18563, 'listed_count': 104}",,https://pbs.twimg.com/profile_images/481320312307326976/gUzkpNyp_normal.png,AskWhoopass,"Kiwi-American, Dreamer, Entrepreneur, Visionary, Social Enterprise Evangelist, Activist, Volunteer, IT Geek, Blogger and all around nice guy. :^)",,
191808448,False,Mary de boof,False,,,"{'followers_count': 28, 'following_count': 289, 'tweet_count': 433, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/463705400756285440/lcvwI2y9_normal.png,mary_de_boof,,,
1265574700878630916,False,kfc twigs,False,,,"{'followers_count': 129, 'following_count': 699, 'tweet_count': 24531, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1509795966647422990/sX-EkXR6_normal.jpg,Iethabondumo,@ginxie21 stan acc,"{'description': {'mentions': [{'start': 0, 'end': 9, 'username': 'ginxie21'}]}}",
1926133670,False,Nansense,False,United States of Anxiety,,"{'followers_count': 5746, 'following_count': 193, 'tweet_count': 2850, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1170299237331980288/NnT8CKvP_normal.png,nansense__,Yaam iruka bio yen | RevOps @Chargebee,"{'description': {'mentions': [{'start': 28, 'end': 38, 'username': 'Chargebee'}]}}",1093367500874469376
247638211,False,Constance Banks,False,Planet Earth ,,"{'followers_count': 239, 'following_count': 74, 'tweet_count': 21580, 'listed_count': 15}",https://t.co/YVI4radMvV,https://pbs.twimg.com/profile_images/1267800206059372550/BMcD6Zhr_normal.jpg,YouHavePurpose,"Wife, Mother, Writer and Encourager who loves God and people.♥ https://t.co/GGuaDLvhyN ★ https://t.co/tp5RacxS3N * https://t.co/BYKZX5b9rq RTs =/= en","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YVI4radMvV', 'expanded_url': 'http://www.constancebanks.com', 'display_url': 'constancebanks.com'}]}, 'description': {'urls': [{'start': 63, 'end': 86, 'url': 'https://t.co/GGuaDLvhyN', 'expanded_url': 'http://amzn.com/B002NGO49M', 'display_url': 'amzn.com/B002NGO49M'}, {'start': 89, 'end': 112, 'url': 'https://t.co/tp5RacxS3N', 'expanded_url': 'http://amzn.com/B0192ODK7Y', 'display_url': 'amzn.com/B0192ODK7Y'}, {'start': 115, 'end': 138, 'url': 'https://t.co/BYKZX5b9rq', 'expanded_url': 'https://youtu.be/7h-qVuFxQWI', 'display_url': 'youtu.be/7h-qVuFxQWI'}]}}",689059376435310592
2520190968,False,エコダマ,False,,,"{'followers_count': 246, 'following_count': 444, 'tweet_count': 34813, 'listed_count': 8}",,https://pbs.twimg.com/profile_images/1080394612424855553/c_4hrEKI_normal.jpg,ekoball27,"アニメとゲームとカラオケが趣味
PSアカウント ecoball27
Switchアカウント SW-7951-5453-7020
ソシャゲはシャドバとプリコネとダンカグ",,1455292078703800320
704689718554968065,False,Andrea Fabiana,False,"Ciudad Autónoma de Buenos Aires, Argentina",,"{'followers_count': 120, 'following_count': 428, 'tweet_count': 8836, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1288474806732693504/w8qYmwAG_normal.jpg,pichulina12,bostera 💙💛💙. Atiendo peronistas y a todas las ramas de ese nefasto partido político desde que estaba el patilludo en el poder,,1384778829013606401
963244210244734976,False,💞 totty 🌹 clemkira canon 💞 ENSTARS 7TH ANNI!!,False,ceo of protecting haibara ai,,"{'followers_count': 276, 'following_count': 486, 'tweet_count': 33667, 'listed_count': 11}",https://t.co/pp2OVmybKb,https://pbs.twimg.com/profile_images/1507962921661435904/yK1Q8Tm-_normal.jpg,wlwsylveon,"❖ totty, 21, she/syl, sapphic ❖ 1/3 grd 🥄❖ ♦️ @arsonistlizards ♦️ + 
❤ @DESTRUCTlONROAD ❤ | #BLM #ACAB","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pp2OVmybKb', 'expanded_url': 'https://en.pronouns.page/@wlwsylveon', 'display_url': 'en.pronouns.page/@wlwsylveon'}]}, 'description': {'hashtags': [{'start': 92, 'end': 96, 'tag': 'BLM'}, {'start': 97, 'end': 102, 'tag': 'ACAB'}], 'mentions': [{'start': 46, 'end': 62, 'username': 'arsonistlizards'}, {'start': 71, 'end': 87, 'username': 'DESTRUCTlONROAD'}]}}",1449499144310120453
2260280467,False,꒰ haneulshii ◡̈ ｡⋆ ♡̷ ꒱,False,ก้าวแรกw/방탄♡ : 131224,,"{'followers_count': 828, 'following_count': 280, 'tweet_count': 227203, 'listed_count': 14}",https://t.co/9vT8HY5GxN,https://pbs.twimg.com/profile_images/1491579884078268416/91kj_q88_normal.jpg,SkyF_618,=͟͟͞͞♡ 🦕⋆⁺ 🧩 °˖ @BTS_twt @stray_kids || ɛïз ⋆⁺₊⋆⁺₊⋆ 김석진 황현진-양정인 ˚!🥛യ•₊˚🥐º·˚ || #JinV #Kookmin #Hyunin,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9vT8HY5GxN', 'expanded_url': 'https://drive.google.com/drive/folders/1b6BCvrHKrBIFxeSfztP9R1x62yGk8RoP', 'display_url': 'drive.google.com/drive/folders/…'}]}, 'description': {'hashtags': [{'start': 79, 'end': 84, 'tag': 'JinV'}, {'start': 85, 'end': 93, 'tag': 'Kookmin'}, {'start': 94, 'end': 101, 'tag': 'Hyunin'}], 'mentions': [{'start': 16, 'end': 24, 'username': 'BTS_twt'}, {'start': 25, 'end': 36, 'username': 'stray_kids'}]}}",1474670905695506434
2828590136,False,Emilio Diez González,False,Trapagaran,,"{'followers_count': 68, 'following_count': 777, 'tweet_count': 2208, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/514500036973961216/e5wfz2ga_normal.jpeg,bernizuri,,,
171587403,False,Ho Ho Siwa,False,"Mooresville, NC",,"{'followers_count': 238, 'following_count': 348, 'tweet_count': 8986, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1495323120449818628/bCQpE83l_normal.jpg,rlw0010,it’s brutal out here,,1161089424891031552
64596762,False,liv,False,brooklyn - she/her,,"{'followers_count': 1074, 'following_count': 720, 'tweet_count': 22034, 'listed_count': 19}",,https://pbs.twimg.com/profile_images/1224782996454215681/oW_3JS-V_normal.jpg,olliiivy,very taurus-y,,1433283115154292737
2950907523,False,Divesh,False,"New Delhi, India",,"{'followers_count': 1579, 'following_count': 66, 'tweet_count': 11107, 'listed_count': 8}",https://t.co/BAivPW2h3j,https://pbs.twimg.com/profile_images/1380123580889882624/fJTOzW0v_normal.jpg,SablaniaDivesh,"Indian🇮🇳, Cricket Lover🏏,Music and Movies Lover 🎥🎧,Memes😂,18+ Tweet only🚫,Proud Supporter and Fan of beautiful @ANGELAWHITE 😍","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BAivPW2h3j', 'expanded_url': 'https://linktr.ee/theangelawhite', 'display_url': 'linktr.ee/theangelawhite'}]}, 'description': {'mentions': [{'start': 111, 'end': 123, 'username': 'ANGELAWHITE'}]}}",1190358637404807168
979677424177827840,False,Divya Gopalan,False,"Mumbai, India",,"{'followers_count': 75, 'following_count': 154, 'tweet_count': 634, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/981213537191301120/C1d2hWS8_normal.jpg,dee_gops,Underrated tweeter,,
713217773,False,morgan 🦋,False,Pluto,,"{'followers_count': 290, 'following_count': 178, 'tweet_count': 11127, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1497301586342727684/2zrFumeb_normal.jpg,xom0rgg,heavy on my empty mind shit • VCU alum • GMU alum,,
761300873284816896,False,Robert of Hove 🇺🇸🇳🇴🇺🇦,False,"Lansing, MI",,"{'followers_count': 4352, 'following_count': 4903, 'tweet_count': 600164, 'listed_count': 28}",,https://pbs.twimg.com/profile_images/1459292066471628800/CCdIZ1Zx_normal.jpg,robert_hove,"#BlackLivesMatter #StandWithUkraine🇺🇦 #VoteBlueIn22, photography, art, poetry, jazz, progressive politics. Norwegian-American 🇳🇴🇺🇸Michigander. no DMs","{'description': {'hashtags': [{'start': 0, 'end': 17, 'tag': 'BlackLivesMatter'}, {'start': 18, 'end': 35, 'tag': 'StandWithUkraine'}, {'start': 38, 'end': 51, 'tag': 'VoteBlueIn22'}]}}",1440663698884890632
391378612,False,Paul Smith,False,"Billingham, England",,"{'followers_count': 453, 'following_count': 1458, 'tweet_count': 12888, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1449465272507768835/kkmEeQou_normal.jpg,p_isno1,"Lefty Loony. Labour 🌹 Boro, Sligo Rovers & Yorkshire CCC fan. Favourite Uncle, Collie owner/servant. love a bit of US sport (SF & Boston)",,
526703381,False,.ico車,False,,,"{'followers_count': 262, 'following_count': 2959, 'tweet_count': 5497, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1486441245820227584/_0bg2vpO_normal.jpg,_icosha,ソロ聖地巡礼。外国語勉強中。たまに絵描く。,,1236362078006333441
116150552,False,Khizar Khan,False,"MUMBAI, INDIA",,"{'followers_count': 278, 'following_count': 49, 'tweet_count': 22235, 'listed_count': 3}",https://t.co/ZgZDs6IG9Q,https://pbs.twimg.com/profile_images/1473798273873809408/9JcYmTb4_normal.jpg,KKhanKK,"Bleh.
We're All Stories, In The End.
XII • XXVI  || Accidental Engineer || Mumbai, India.
Instagram: kkhan_kk || SnapChat: kkhankk","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZgZDs6IG9Q', 'expanded_url': 'http://www.facebook.com/kkhan260', 'display_url': 'facebook.com/kkhan260'}]}}",
96907347,False,homare,False,,,"{'followers_count': 27, 'following_count': 46, 'tweet_count': 226, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1168244872/cu2masa_normal.jpg,cu2masa,ヒーロー大好き社怪人。,,
587940848,False,Aαng,False,,,"{'followers_count': 154, 'following_count': 342, 'tweet_count': 6467, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1337522730137055233/rkday3XM_normal.jpg,sarboang,🦖,,
1156668476536381440,False,Graff Ironchest,False,Zalera (Shirogane / W8 / P19),,"{'followers_count': 673, 'following_count': 356, 'tweet_count': 19618, 'listed_count': 6}",https://t.co/PLKIxij1BL,https://pbs.twimg.com/profile_images/1450205574692577283/upbgS2hl_normal.jpg,GraffXIV,"He/Him | Gay Uncle (35) | 🔞, NO RP | @Twitch Affiliate | Hrothgar VStreamer | FFXIV, Classic Bemani, Ferrets | Model: @Cellenseres | Icon: @_Bitto_Bit","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PLKIxij1BL', 'expanded_url': 'http://twitch.tv/GraffXIV', 'display_url': 'twitch.tv/GraffXIV'}]}, 'description': {'mentions': [{'start': 37, 'end': 44, 'username': 'Twitch'}, {'start': 118, 'end': 130, 'username': 'Cellenseres'}, {'start': 139, 'end': 150, 'username': '_Bitto_Bit'}]}}",1518973856144310275
271705922,False,🍋 Ivonne 로레나 🔮💎,False,"Vancouver, British Columbia",,"{'followers_count': 1526, 'following_count': 634, 'tweet_count': 4532, 'listed_count': 77}",https://t.co/NXfOVTuMe1,https://pbs.twimg.com/profile_images/1495641602374602752/UhTvpvno_normal.jpg,ivonnewrites,Fear is the mind killer 👺 👩🏼‍💻 Copyeditor |learning 🇰🇷 & 🇮🇹 | Personal branding | high strangeness & astromagic 🔮 | #shawol💎 - #btsarmy,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NXfOVTuMe1', 'expanded_url': 'http://www.ivonnewrites.com', 'display_url': 'ivonnewrites.com'}]}, 'description': {'hashtags': [{'start': 116, 'end': 123, 'tag': 'shawol'}, {'start': 127, 'end': 135, 'tag': 'btsarmy'}]}}",1478032439301722112
854787203733405696,False,Marie,False,,,"{'followers_count': 76, 'following_count': 292, 'tweet_count': 50360, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1517848852686114817/UinCGZwU_normal.jpg,Marie1878_70,Mum to the best boy. Love Everton. Tim Cahill is my hero,,1132739303698849794
1308221102850801664,False,domino,False,,,"{'followers_count': 33, 'following_count': 197, 'tweet_count': 563, 'listed_count': 0}",https://t.co/jNT1EMT8ig,https://pbs.twimg.com/profile_images/1517572136407347206/q-3K68aE_normal.jpg,onimodaekil,"twitch affiliate, local idiot - you know what it is. DBD, Elden Ring, & Horror. 🏳️‍🌈

biz/itsadominottv (at) gmail (dot) com!

https://t.co/Vhv5oRl3Ek","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jNT1EMT8ig', 'expanded_url': 'https://www.twitch.tv/itsadomino', 'display_url': 'twitch.tv/itsadomino'}]}, 'description': {'urls': [{'start': 127, 'end': 150, 'url': 'https://t.co/Vhv5oRl3Ek', 'expanded_url': 'http://linktr.ee/onimodaekil', 'display_url': 'linktr.ee/onimodaekil'}]}}",1516107790183546880
15766371,False,Matty,False,"Cherry Hill, NJ",,"{'followers_count': 7728, 'following_count': 393, 'tweet_count': 47661, 'listed_count': 46}",https://t.co/f5NDZ1nqpR,https://pbs.twimg.com/profile_images/1513230312247070724/kW8J8RLf_normal.jpg,bowlingotter,1/2 of The BS with the lovely @LissySandwich | 100K YouTube | 10K Twitch | @ShotcallGG Partner,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/f5NDZ1nqpR', 'expanded_url': 'https://wlo.link/@bowlingotter', 'display_url': 'wlo.link/@bowlingotter'}]}, 'description': {'mentions': [{'start': 30, 'end': 44, 'username': 'LissySandwich'}, {'start': 75, 'end': 86, 'username': 'ShotcallGG'}]}}",
1324870533700268036,False,meah,False,,,"{'followers_count': 1, 'following_count': 86, 'tweet_count': 58, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,meah03842933,quiet,,
1297503193429979140,False,ちぇけら,False,＠Mrchekecheke ,,"{'followers_count': 181, 'following_count': 328, 'tweet_count': 437, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1374662187206070273/erIfAm6q_normal.jpg,Chekera_puzzle,パズスクのcastle wall全制覇が目標です,,1297505681574998016
1227592589076987904,False,Minister of silly walks,False,,,"{'followers_count': 298, 'following_count': 378, 'tweet_count': 7428, 'listed_count': 0}",https://t.co/JtATvIyFuV,https://pbs.twimg.com/profile_images/1513194931308969992/kGiOxG9X_normal.jpg,SantiLafont,Médico UBA - Antes todo esto era campo,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JtATvIyFuV', 'expanded_url': 'https://www.instagram.com/santi.lafont/', 'display_url': 'instagram.com/santi.lafont/'}]}}",1494395384055087108
1389951215442841609,False,kshitij,False,New Delhi,,"{'followers_count': 0, 'following_count': 170, 'tweet_count': 23, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,kushluv_,,,
900948367752089602,False,Dave,False,"Calgary, Alberta",,"{'followers_count': 924, 'following_count': 1521, 'tweet_count': 5298, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1368346579577442305/RBIxhLVs_normal.jpg,Bowhuntingbsfan,"Canadian Red Sox,Bruins, Flames and Dolphins fan who loves to hunt, fish and drink beer. Cancer Survivor #fuckcancer","{'description': {'hashtags': [{'start': 105, 'end': 116, 'tag': 'fuckcancer'}]}}",
254301545,False,Isabel Storey,False,"Adelaide, South Australia",,"{'followers_count': 243, 'following_count': 632, 'tweet_count': 1996, 'listed_count': 2}",https://t.co/yH5WgEbmkE,https://pbs.twimg.com/profile_images/1515917469835489280/IcjzXa7w_normal.jpg,izabelladora,research more fun than writing; seeking subject.,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yH5WgEbmkE', 'expanded_url': 'http://www.isabeldorastorey.com.au', 'display_url': 'isabeldorastorey.com.au'}]}}",
78563158,False,Sanskari Bhedia,False,New Delhi,,"{'followers_count': 1055, 'following_count': 2515, 'tweet_count': 29548, 'listed_count': 21}",https://t.co/3SBjrt9isz,https://pbs.twimg.com/profile_images/1380756014820065280/FhHmXalA_normal.jpg,pkg_lonewolf,"#FreeSpiritLoneWolf - Digital Evangelist, A nomad at heart and a shutter-happy character...","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3SBjrt9isz', 'expanded_url': 'http://lifestoryin.blogspot.com', 'display_url': 'lifestoryin.blogspot.com'}]}, 'description': {'hashtags': [{'start': 0, 'end': 19, 'tag': 'FreeSpiritLoneWolf'}]}}",1412708275099889666
55552506,False,blackstream,False,Düsseldorf,,"{'followers_count': 333, 'following_count': 678, 'tweet_count': 7436, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1358455585839210496/njz2gKho_normal.jpg,wasop,"Feingeist und Grobmotoriker. 
All Cats Are Beautiful 🏴 
Born at 327 ppm",,1052127068538978305
801508241968660481,False,Jane Beckwith,False,,,"{'followers_count': 2636, 'following_count': 4916, 'tweet_count': 82864, 'listed_count': 35}",,https://pbs.twimg.com/profile_images/801513253431963648/ThzBuSsa_normal.jpg,jb4civilrights,"Supporting civil rights, the environment, a free press, our democratic institutions and a commitment to critical thinking  in hopes of preserving our nation.",,
30470664,False,Eric Fontenot,False,"Frisco, TX",,"{'followers_count': 127, 'following_count': 410, 'tweet_count': 2839, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1243924129771855878/zitzicaC_normal.jpg,ericjfontenot,,,
780928442,False,linda,False,,,"{'followers_count': 7, 'following_count': 36, 'tweet_count': 266, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,lindasioux1,,,
1414659262937112608,False,mx/AYATO DAYYY!!! -325,False,kamisato's teahouse,,"{'followers_count': 801, 'following_count': 784, 'tweet_count': 6363, 'listed_count': 9}",https://t.co/7Czb5IZ53H,https://pbs.twimg.com/profile_images/1520946942338949120/YYT5eIul_normal.jpg,axyatos,I can be a better boyfriend than that idiot,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7Czb5IZ53H', 'expanded_url': 'http://axyatos.carrd.co', 'display_url': 'axyatos.carrd.co'}]}}",1521312152673406978
1461344659502886914,False,Raj,False,,,"{'followers_count': 1381, 'following_count': 673, 'tweet_count': 10961, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1520043094032326656/m3Rw6lB__normal.jpg,rajcaar,"Nationalist...Proud To Be A Farmer... Coffee Grower... IAS (Indian Agricultural Service)
#foodie #RajsKitchen
Old account @raajcar","{'description': {'hashtags': [{'start': 89, 'end': 96, 'tag': 'foodie'}, {'start': 97, 'end': 109, 'tag': 'RajsKitchen'}], 'mentions': [{'start': 122, 'end': 130, 'username': 'raajcar'}]}}",1485093685112963073
3303514880,False,ヌ,False,(っ◞‸◟c),,"{'followers_count': 114, 'following_count': 238, 'tweet_count': 26734, 'listed_count': 2}",https://t.co/D9DwbzEaxn,https://pbs.twimg.com/profile_images/1112389053490446336/Hz3HYDcb_normal.jpg,nukamisonootoge,†痩せる2022† 今はテイワット,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/D9DwbzEaxn', 'expanded_url': 'https://sp12.iidx.app/sheets/0741-6558/clear', 'display_url': 'sp12.iidx.app/sheets/0741-65…'}]}}",1476934825965547524
934086583,False,Fiza Pathan,False,"Bandra, Mumbai INDIA",,"{'followers_count': 5901, 'following_count': 4905, 'tweet_count': 323507, 'listed_count': 1343}",https://t.co/EFwfvUGdmH,https://pbs.twimg.com/profile_images/458696866746478592/h_t-zWRl_normal.jpeg,FizaPathan,"A teacher, author, publisher. 2020 DBW Awards Finalist. 2020 WD 8th Annual Self-Published E-Book Awards Honorable Mention  Blog: https://t.co/e9qq7JnzFA 
@FreedomPluralis","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EFwfvUGdmH', 'expanded_url': 'https://fizapathanpublishing.us', 'display_url': 'fizapathanpublishing.us'}]}, 'description': {'urls': [{'start': 129, 'end': 152, 'url': 'https://t.co/e9qq7JnzFA', 'expanded_url': 'http://insaneowl.com', 'display_url': 'insaneowl.com'}], 'mentions': [{'start': 154, 'end': 170, 'username': 'FreedomPluralis'}]}}",1522159708697919488
988002882430685189,False,buitrago,False,,,"{'followers_count': 56, 'following_count': 73, 'tweet_count': 678, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1419753262505467904/r9nSi_C__normal.jpg,andriuu,,,
