,entities,verified,description,profile_image_url,public_metrics,url,username,id,name,protected,pinned_tweet_id,location
3098674201,,False,My friends call me five cent :P,https://pbs.twimg.com/profile_images/1200012906072395776/xSCt9fiG_normal.jpg,"{'followers_count': 100, 'following_count': 254, 'tweet_count': 773, 'listed_count': 1}",,maplezebra,,maplezebra,False,,"California, USA"
523345899,,False,"Trad Catholic, independent thinker, husband & father. Love and work in sports. State citizenship free agency starting summer 2022.",https://pbs.twimg.com/profile_images/1355536109560848386/WhTIWwX9_normal.jpg,"{'followers_count': 188, 'following_count': 583, 'tweet_count': 2456, 'listed_count': 5}",,robpike19,,Rob Pike,False,1505195539222118402,United States
780389052,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SfM4y6Fp9v', 'expanded_url': 'https://ameblo.jp/sen-pooki', 'display_url': 'ameblo.jp/sen-pooki'}]}, 'description': {'hashtags': [{'start': 0, 'end': 3, 'tag': 'KH'}, {'start': 4, 'end': 9, 'tag': 'imas'}, {'start': 19, 'end': 27, 'tag': 'imas_PB'}, {'start': 59, 'end': 62, 'tag': 'MJ'}, {'start': 68, 'end': 73, 'tag': 'Mリーグ'}, {'start': 83, 'end': 92, 'tag': 'hololive'}, {'start': 153, 'end': 159, 'tag': '御朱印巡り'}]}}",False,#KH/#imas (真、昴、みく)/#imas_PB (Tuba 編曲等)/M@STER BRASS (Tuba)/#MJ 三麻闘王/#Mリーグ ABEMAS推し/#hololive スバ友/Nikkan YBB-321/YAMAHA YFB-822S/VOLVO V50/YAMAHA YZF-R25/#御朱印巡り,https://pbs.twimg.com/profile_images/694850383563214848/e1txwsTk_normal.jpg,"{'followers_count': 895, 'following_count': 4173, 'tweet_count': 20630, 'listed_count': 32}",https://t.co/SfM4y6Fp9v,Senpooki2305,,扇風機P(セン／セン・プーキ)▶️🚑,False,1508218462786646022,東海
258061994,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4IHOtvuFza', 'expanded_url': 'http://Instagram.com/karissaanne_', 'display_url': 'Instagram.com/karissaanne_'}]}}",False,,https://pbs.twimg.com/profile_images/1510407536767340547/PlflD94k_normal.jpg,"{'followers_count': 232, 'following_count': 237, 'tweet_count': 6899, 'listed_count': 1}",https://t.co/4IHOtvuFza,KarissaAHansen,,Karissa Hansen,False,,MKE
838471658147053571,,False,"Oldest of the clan. Like Theoden.
Live for truth and honor. Fuck Putin.",https://pbs.twimg.com/profile_images/1322228228464005123/iDPQQDZW_normal.jpg,"{'followers_count': 1785, 'following_count': 1919, 'tweet_count': 11520, 'listed_count': 2}",,StepenEDufresne,,Thane of family Frane 🇺🇸👊🌊🇺🇦,False,,"New Jersey, USA"
1372459045,,False,I'll be a dreamer 'til the day I die,https://pbs.twimg.com/profile_images/1502629079538970635/uNxL7RjM_normal.jpg,"{'followers_count': 156, 'following_count': 308, 'tweet_count': 11868, 'listed_count': 14}",,AWSlotsky,,Abbie 🇺🇦 🌻,False,1499052313796820997,United States
915780193,,False,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 8, 'following_count': 64, 'tweet_count': 1350, 'listed_count': 1}",,Sccsgrho,,Shaleen Chapman,False,,
1066235424626987008,,False,"akun sambat, fangirling",https://pbs.twimg.com/profile_images/1399944575884546050/FeqzNyCs_normal.jpg,"{'followers_count': 7, 'following_count': 94, 'tweet_count': 3072, 'listed_count': 0}",,nisisasa,,n,False,,she/her
1273391724291862529,,False,"drama queen,overthinker, and part-time fangirl",https://pbs.twimg.com/profile_images/1520974159379107841/yH4hexuJ_normal.jpg,"{'followers_count': 312, 'following_count': 199, 'tweet_count': 22931, 'listed_count': 13}",,fromnyctophilia,,philia,False,1507083856662380551,
565507262,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cmy2N9pF9i', 'expanded_url': 'http://blog.livedoor.jp/yousei720666/', 'display_url': 'blog.livedoor.jp/yousei720666/'}]}}",False,ヤマトサウルス・イザナギィ,https://pbs.twimg.com/profile_images/1300680823113281537/selKw6GY_normal.jpg,"{'followers_count': 911, 'following_count': 928, 'tweet_count': 278994, 'listed_count': 29}",https://t.co/cmy2N9pF9i,720666yousei,,あおりあ⚕️⚕️⚕️⚕️⚕️,False,1323659387106291715,荒川
952731927190167552,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Os1qcNx0Qq', 'expanded_url': 'http://behance.net/bernardobarouk', 'display_url': 'behance.net/bernardobarouk'}]}}",False,"🏳️‍🌈 (He/Him) Graphic designer, photographer and illustrator based in Colombia.",https://pbs.twimg.com/profile_images/1493594100246978577/rH_8ztYk_normal.jpg,"{'followers_count': 36, 'following_count': 137, 'tweet_count': 591, 'listed_count': 0}",https://t.co/Os1qcNx0Qq,BernardoBarouk,,Bernardo Barouk,False,1482034227046756357,
114978482,"{'description': {'hashtags': [{'start': 117, 'end': 135, 'tag': 'letsgetvaccinated'}, {'start': 136, 'end': 144, 'tag': 'boosted'}, {'start': 145, 'end': 155, 'tag': 'prochoice'}]}}",False,"Baseball is my favorite season. Whiskey, beer & wine are my poisons. Bibliophile. Meet you at the statue in an hour. #letsgetvaccinated #boosted #prochoice",https://pbs.twimg.com/profile_images/1514303953609003008/0ziBpN33_normal.jpg,"{'followers_count': 508, 'following_count': 368, 'tweet_count': 265530, 'listed_count': 85}",,baseballbabe_92,,E is for Erin 🌻,False,1174389282624045056,Mother Earth 
1312638319096991744,,False,,https://pbs.twimg.com/profile_images/1501381094888853504/aqvLx1tk_normal.jpg,"{'followers_count': 4, 'following_count': 7, 'tweet_count': 426, 'listed_count': 0}",,NalaaLalaa,,🧘🏾‍♀️,False,,
49445627,"{'description': {'hashtags': [{'start': 0, 'end': 9, 'tag': 'musicals'}, {'start': 10, 'end': 30, 'tag': 'personaldevelopment'}, {'start': 31, 'end': 39, 'tag': 'walking'}, {'start': 40, 'end': 52, 'tag': 'environment'}, {'start': 53, 'end': 65, 'tag': 'countryside'}, {'start': 66, 'end': 74, 'tag': 'climate'}, {'start': 75, 'end': 89, 'tag': 'socialjustice'}, {'start': 90, 'end': 99, 'tag': 'equality'}, {'start': 100, 'end': 107, 'tag': 'travel'}, {'start': 108, 'end': 117, 'tag': 'politics'}]}}",False,"#musicals #personaldevelopment #walking #environment #countryside #climate #socialjustice #equality #travel #politics
Opinions my own/RTs not endorsements",https://pbs.twimg.com/profile_images/3678366475/c9d0a2ab2deb9cf3ce88ae695bfa1002_normal.jpeg,"{'followers_count': 2683, 'following_count': 2393, 'tweet_count': 31827, 'listed_count': 75}",,MumfordSa,,Sarah Mumford (she/her),False,,United Kingdom
1371643129,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZQ9UOdFuA3', 'expanded_url': 'http://privatter.net/u/Wind_taro', 'display_url': 'privatter.net/u/Wind_taro'}]}}",False,創作とげーむ 定期的に容赦なくエロ（それも時々特殊性癖）をRTします 昔より出没頻度は低い FF14復帰 MHRiseもやれます,https://pbs.twimg.com/profile_images/669806716637188096/i8HrcgUh_normal.png,"{'followers_count': 254, 'following_count': 350, 'tweet_count': 133346, 'listed_count': 26}",https://t.co/ZQ9UOdFuA3,Wind_taro,,風の子太郎,False,1030394162426724354,私は６人存在がネタバレの推しがいます 枡はこっちです htt
765199111549128705,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gFY5S4W0rL', 'expanded_url': 'https://apollobaycruiser.jp/', 'display_url': 'apollobaycruiser.jp'}]}, 'description': {'hashtags': [{'start': 49, 'end': 59, 'tag': 'たけにょん聖地巡礼'}], 'mentions': [{'start': 11, 'end': 25, 'username': 'mimori_suzuko'}, {'start': 33, 'end': 48, 'username': 'T4KENYON_PAINT'}]}}",False,🍚👑💧🐙 三森すずこ(@mimori_suzuko)のオタク 。 @T4KENYON_PAINT #たけにょん聖地巡礼,https://pbs.twimg.com/profile_images/1409371938397450240/qOqy1y9Y_normal.jpg,"{'followers_count': 70, 'following_count': 157, 'tweet_count': 18357, 'listed_count': 3}",https://t.co/gFY5S4W0rL,WgQosws0,,たけにょん彡🍠🔥,False,,虹ヶ咲学園
138860670,,False,"Si miras atrás,que sea para recordar los bonitos momentos del pasado.",https://pbs.twimg.com/profile_images/1517184121218416640/02xc62XU_normal.jpg,"{'followers_count': 1048, 'following_count': 612, 'tweet_count': 55830, 'listed_count': 40}",,trinity_may,,✨🌍Ⓜ️ayte✨,False,1510741221857275913,
2512941698,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cDjUA9sOOH', 'expanded_url': 'http://www.katmandu.com', 'display_url': 'katmandu.com'}]}}",False,Graphic designer * knitter * singer/composer/musician * proud wife of PMC rider RC0227 * Facebook * LinkedIn * Etsy * Ravelry * Pinterest * Dog Lover,https://pbs.twimg.com/profile_images/819581676464603139/B487EGyZ_normal.jpg,"{'followers_count': 71, 'following_count': 245, 'tweet_count': 3716, 'listed_count': 0}",https://t.co/cDjUA9sOOH,LouiseRCote,,Louise Cote,False,,"Massachusetts, USA"
17744316,,False,"‘Legacy fan’ with a great wife & 2 fantastic daughters. Was 30 years awaiting, Love you Jurgen. JFT97",https://pbs.twimg.com/profile_images/1278418045082402817/9aTktNa1_normal.jpg,"{'followers_count': 363, 'following_count': 875, 'tweet_count': 24788, 'listed_count': 17}",,ferritec,,Ciano,False,,"Laytown, Co. Meath, Ireland"
16317833,"{'description': {'mentions': [{'start': 80, 'end': 91, 'username': 'Duock_FF11'}]}}",False,オートバイとヘヴィメタルが好きです。 北欧やドイツ界隈のパワーメタルとかゴシックとかインダストリアル等々。且つ心の故郷はDavid Bowie。FF11アカ→ @Duock_FF11,https://pbs.twimg.com/profile_images/1445148747143413763/u8ee3ZRJ_normal.jpg,"{'followers_count': 48, 'following_count': 29, 'tweet_count': 1482, 'listed_count': 0}",,YUZUHA_G,,柚葉,False,,茨城
726143414,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BHSP3X9be5', 'expanded_url': 'https://youtube.com/channel/UCbqySV2-7vBQCTnwj9s_9sQ', 'display_url': 'youtube.com/channel/UCbqyS…'}]}, 'description': {'urls': [{'start': 123, 'end': 146, 'url': 'https://t.co/k8D5tuBFa6', 'expanded_url': 'http://twitch.tv/yourboyzulu', 'display_url': 'twitch.tv/yourboyzulu'}], 'hashtags': [{'start': 51, 'end': 55, 'tag': 'FGC'}]}}",False,"Here for the vibes 🌌 like to stream fighting games #FGC and RPGs - check out my channels 👉

YouTube: YourBoyZulu |
Twitch: https://t.co/k8D5tuBFa6",https://pbs.twimg.com/profile_images/1519408844090318853/rkedqA9B_normal.jpg,"{'followers_count': 360, 'following_count': 1212, 'tweet_count': 4065, 'listed_count': 2}",https://t.co/BHSP3X9be5,YourBoyZulu,,Zulu #BLM,False,1504933654186835969,
271098657,,False,,https://pbs.twimg.com/profile_images/1302560586530775040/JPhBYALw_normal.jpg,"{'followers_count': 36, 'following_count': 147, 'tweet_count': 2674, 'listed_count': 2}",,elaincra,,Elaine Crawford,False,,
55834204,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dmEmc4Oppo', 'expanded_url': 'https://ko-fi.com/mdv_the_vdm?fbclid=IwAR3cKXq5TCeJmahEgrJhoNhbsso0t1DQ9HWZKqmi9o3j--V1jFEE41N-Hh4', 'display_url': 'ko-fi.com/mdv_the_vdm?fb…'}]}, 'description': {'hashtags': [{'start': 77, 'end': 82, 'tag': 'DDAL'}, {'start': 83, 'end': 88, 'tag': 'MCDM'}, {'start': 121, 'end': 135, 'tag': 'ChiefsKingdom'}, {'start': 136, 'end': 148, 'tag': 'MistHunters'}, {'start': 149, 'end': 153, 'tag': 'DnD'}]}}",False,"He/him,|🇺🇸🇹🇭🇵🇷|7yrs Sober|ThaiRican|Disabled Veteran|MHP|Buddhist| D&D DM|♉️|#DDAL #MCDM Creator| Events Organizer|Ally| #ChiefsKingdom #MistHunters #DnD",https://pbs.twimg.com/profile_images/1492019198003978245/TXoqek7z_normal.jpg,"{'followers_count': 227, 'following_count': 332, 'tweet_count': 6093, 'listed_count': 2}",https://t.co/dmEmc4Oppo,VALiant573,,Marcello grads in 31 days.,False,,"Bellevue, NE"
1508927849256079361,,False,どこにでもいる普通の情シス（インフラ系）です。,https://pbs.twimg.com/profile_images/1508928213673984003/32Jc0WFw_normal.jpg,"{'followers_count': 2, 'following_count': 11, 'tweet_count': 80, 'listed_count': 0}",,3T19pwWOomqNNhz,,今日は缶の日,False,,
345591592,,False,"Love, live, work London. I help make books at Orion Publishing. It’s books, food and gardening and that’s it 🌱",https://pbs.twimg.com/profile_images/1255219146536685569/gZMGFYNA_normal.jpg,"{'followers_count': 628, 'following_count': 741, 'tweet_count': 11538, 'listed_count': 14}",,Ruthie_Orion,,Ruthie,False,,"Lambeth, London"
140974839,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LnPamnMVFK', 'expanded_url': 'http://ameblo.jp/s-mileage8/', 'display_url': 'ameblo.jp/s-mileage8/'}]}, 'description': {'hashtags': [{'start': 0, 'end': 7, 'tag': '猫のいる生活'}, {'start': 8, 'end': 13, 'tag': 'あやちょ'}, {'start': 14, 'end': 19, 'tag': 'ゆはしお'}]}}",False,#猫のいる生活 #あやちょ #ゆはしお #999.9 (≒やくせん⚾️),https://pbs.twimg.com/profile_images/879177967/a25_normal.gif,"{'followers_count': 326, 'following_count': 369, 'tweet_count': 43751, 'listed_count': 5}",https://t.co/LnPamnMVFK,ll_shimpa_ll,,shimpa,False,,
1313103181,,False,ポケモンとかモンハンとかラブライブとかTwitterとか好きです。ぺラップ歴10年目。王族。,https://pbs.twimg.com/profile_images/1277738025666007040/YqobPPLH_normal.jpg,"{'followers_count': 1766, 'following_count': 1959, 'tweet_count': 345073, 'listed_count': 53}",,maroya_k,,まろやか,False,1501150914723614720,今年の抱負 自分を変える 「改」
135775791,,False,Juggling my 3 children every day and that’s not so bad.,https://pbs.twimg.com/profile_images/1168356055614545920/WLOpXMPf_normal.jpg,"{'followers_count': 107, 'following_count': 207, 'tweet_count': 4570, 'listed_count': 0}",,yasumasatakukou,,Takukouyuki,False,,
2462612064,,False,"Uruguay, 25💜",https://pbs.twimg.com/profile_images/1510704378629476363/lQAnje-n_normal.jpg,"{'followers_count': 160, 'following_count': 158, 'tweet_count': 9823, 'listed_count': 1}",,camil4aaa,,Camila,False,,
168760777,,False,Yorkshire lass. Wife. Mum. Grandma,https://pbs.twimg.com/profile_images/1211722748462014469/gBE4ddAa_normal.jpg,"{'followers_count': 174, 'following_count': 791, 'tweet_count': 2293, 'listed_count': 0}",,tucbiscuit,,･ﾟ. 🎀 𝐿𝑒𝒾𝑔𝒽 𝐻❁𝓊𝓁𝓉 🎀 .ﾟ･,False,,Leeds
420647264,,False,,https://pbs.twimg.com/profile_images/999050001362829312/dBjRqW-W_normal.jpg,"{'followers_count': 78, 'following_count': 126, 'tweet_count': 1162, 'listed_count': 0}",,gbelliv,,Gbelliv,False,,
870546704,,False,«Another person's temporary pleasure is someone's else forever pain» 📍Marketing,https://pbs.twimg.com/profile_images/1519085400719044609/R-g7uuJx_normal.jpg,"{'followers_count': 2782, 'following_count': 1851, 'tweet_count': 44522, 'listed_count': 12}",,ladyandrea99_,,Andrea🥱,False,1477762756610822149,"Almería, España"
1371816788011458564,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/snCLhLcNx5', 'expanded_url': 'https://youtu.be/0RSad7VHilw', 'display_url': 'youtu.be/0RSad7VHilw'}]}, 'description': {'mentions': [{'start': 13, 'end': 27, 'username': 'NixEnterprise'}, {'start': 47, 'end': 61, 'username': 'FNCompetitive'}, {'start': 83, 'end': 92, 'username': 'PavanFPS'}]}}",False,🇵🇭 15 / Comp @NixEnterprise / Unrestricted F/A @FNCompetitive / Business Inquiries @PavanFPS,https://pbs.twimg.com/profile_images/1508762599143448581/fAJIX33g_normal.jpg,"{'followers_count': 1052, 'following_count': 761, 'tweet_count': 2116, 'listed_count': 1}",https://t.co/snCLhLcNx5,MauvFN,,luv mauv,False,1507481080009576451,Toronto
180966944,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BvSjydGRNm', 'expanded_url': 'http://lozzawriting.wordpress.com', 'display_url': 'lozzawriting.wordpress.com'}]}, 'description': {'urls': [{'start': 129, 'end': 152, 'url': 'https://t.co/hMeY79yj1t', 'expanded_url': 'http://ko-fi.com/lozzawriting', 'display_url': 'ko-fi.com/lozzawriting'}], 'hashtags': [{'start': 109, 'end': 119, 'tag': 'amwriting'}, {'start': 120, 'end': 127, 'tag': 'kidlit'}]}}",False,"Writer of children's picture books. Seeking representation. Mum, teacher, traveller and collector of books. 
#amwriting #kidlit

https://t.co/hMeY79yj1t",https://pbs.twimg.com/profile_images/1025478120097439747/RJxXL4k__normal.jpg,"{'followers_count': 587, 'following_count': 760, 'tweet_count': 1874, 'listed_count': 3}",https://t.co/BvSjydGRNm,lozzawriting,,Laura Cooney,False,1521161694902460416,"Edinburgh, Scotland, UK"
27424591,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RhuPtixADM', 'expanded_url': 'http://bbc.co.uk/radiomanchester', 'display_url': 'bbc.co.uk/radiomanchester'}]}, 'description': {'mentions': [{'start': 13, 'end': 26, 'username': 'bbcradiomanc'}]}}",True,"Sport Editor @bbcradiomanc. Radio producer, journalist and football commentator. “If I hadn’t seen such riches, I could live with being poor...”",https://pbs.twimg.com/profile_images/1367052782033915907/6QCX2vxx_normal.jpg,"{'followers_count': 12478, 'following_count': 2930, 'tweet_count': 56545, 'listed_count': 229}",https://t.co/RhuPtixADM,billrice23,,ᗷIᒪᒪ ᖇIᑕᕮ 🎙📻,False,997109082057314304,Manchester
159028899,,False,botとお友達。たまに独り言をいいましゅ。,https://pbs.twimg.com/profile_images/1127946612/f6sx_normal.jpg,"{'followers_count': 89, 'following_count': 304, 'tweet_count': 11593, 'listed_count': 2}",,chappie_jam,,chappie_jam,False,,りあるな現実
746913035478982656,,False,"""There are probably some very gripping accountants!"" - Harry Jasper Kennedy (The Vicar of Dibley)

Adult 🧍 • Ace ♠ • LotR 💍 • Mars ❤️💚💙

Opinions my own.",https://pbs.twimg.com/profile_images/1488732875889340416/7YM0ygrY_normal.jpg,"{'followers_count': 541, 'following_count': 752, 'tweet_count': 39619, 'listed_count': 10}",,EmonEconomist,,Canberra Tragic 😷,False,841756196461658112,Ngunnawal Country • she/her
72074815,,False,"Living life! Pulmonary embolisms survivor. Longtime fan of LIVE!, Backstreet Boys, & game shows. One of the lucky few to win the audience trivia prize at LIVE!",https://pbs.twimg.com/profile_images/740312115806797825/jQq8JsWK_normal.jpg,"{'followers_count': 32, 'following_count': 123, 'tweet_count': 1384, 'listed_count': 1}",,SummerDays86,,Amy,False,,RI
1078195095940132864,,False,歌とベースと旅行と映画。2019年1月アカウント移行。旧垢削除以降に絡みのあった方をフォローさせていただいてます。鉄オタじゃないのにJR完乗目指してます。,https://pbs.twimg.com/profile_images/1128326467211784192/EqDoNAhF_normal.png,"{'followers_count': 180, 'following_count': 200, 'tweet_count': 3797, 'listed_count': 3}",,saklab_39,,さく,False,,
94140916,,False,,https://pbs.twimg.com/profile_images/1457941708/twitter-bot_normal.png,"{'followers_count': 8, 'following_count': 16, 'tweet_count': 1837, 'listed_count': 0}",,iam_rahulpathak,,Rahul,False,,why
257416032,,False,"I am an endangered specie of the family Hominidae, subfamily Homininae, tribe Hominini, genus Homo.",https://pbs.twimg.com/profile_images/3355561481/6f59de26a8f0f0e3ecf5d6981a09dce3_normal.jpeg,"{'followers_count': 13, 'following_count': 210, 'tweet_count': 402, 'listed_count': 0}",,ranshenghui,,Chris Martin,False,,"Bulacan, Central Luzon"
19078614,,False,Frequently defeated by packaging.,https://pbs.twimg.com/profile_images/801513085483810821/1zOQfFl5_normal.jpg,"{'followers_count': 1574, 'following_count': 1998, 'tweet_count': 67615, 'listed_count': 0}",,Our_Man_Flint,,Ash Brown,False,,"Leicester, England"
1211497416173572097,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dincdyQ1x2', 'expanded_url': 'https://txti.es/DOWOO', 'display_url': 'txti.es/DOWOO'}]}}",False,doyoung has a big ponderous extensive great major huge immense enormous colossal vast gigantic cosmic whopping prodigious jumbo sized heart,https://pbs.twimg.com/profile_images/1520884191344402432/P2qgx3OJ_normal.jpg,"{'followers_count': 1720, 'following_count': 998, 'tweet_count': 85154, 'listed_count': 59}",https://t.co/dincdyQ1x2,dygenre,,َ,False,1520884051846078467,byf ➡️
3180225355,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/osSEYfcamq', 'expanded_url': 'https://www.elizarenton.com', 'display_url': 'elizarenton.com'}]}}",False,"Writer of Romantic Suspense.
Lover of dance and music. 
Keen interest in military medicine. 
Passionate about human rights and social justice.",https://pbs.twimg.com/profile_images/1411869773873377285/YAox2dsw_normal.jpg,"{'followers_count': 193, 'following_count': 429, 'tweet_count': 3194, 'listed_count': 2}",https://t.co/osSEYfcamq,renton_eliza,,Eliza Renton,False,,
989194056084480000,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8rbmI7L5xz', 'expanded_url': 'https://www.youtube.com/c/detroiterinpoland', 'display_url': 'youtube.com/c/detroiterinp…'}]}, 'description': {'mentions': [{'start': 66, 'end': 78, 'username': 'HistoricDET'}, {'start': 79, 'end': 92, 'username': 'WroclawUncut'}]}}",False,"genderfluid bisexual drag king, writer & YouTube creator. seen on @HistoricDET @WroclawUncut. they/them; ono/jejgo PL",https://pbs.twimg.com/profile_images/1176458946665734145/hDoFSdEs_normal.jpg,"{'followers_count': 206, 'following_count': 958, 'tweet_count': 5745, 'listed_count': 3}",https://t.co/8rbmI7L5xz,v8mile,,Detroiter in Poland🌻 💙💛 BLM STILL,False,1514309717090353157,Poland
146658380,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/o6RcHzUJTY', 'expanded_url': 'http://weeum.com', 'display_url': 'weeum.com'}]}}",False,working to make a better life for me and mine,https://pbs.twimg.com/profile_images/1515130774017777672/RnLE1KTF_normal.jpg,"{'followers_count': 30, 'following_count': 244, 'tweet_count': 675, 'listed_count': 1}",https://t.co/o6RcHzUJTY,wpeacock78,,WEEUM,False,,"North Carolina, USA"
1109299919012032513,,False,spicy scorpio,https://pbs.twimg.com/profile_images/1481356721972936704/1fnQKVCq_normal.jpg,"{'followers_count': 185, 'following_count': 278, 'tweet_count': 2976, 'listed_count': 0}",,Sopheuhhh,,um,False,1520309980619890694,
58720584,,False,,https://pbs.twimg.com/profile_images/1183573810705907714/lfeqSYFH_normal.jpg,"{'followers_count': 70, 'following_count': 106, 'tweet_count': 1270, 'listed_count': 2}",,1Nic_Davies,,Liverpool_Lass,False,, Brisbane
1441271922965114884,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Dm21DuK4VH', 'expanded_url': 'https://peing.net/bestkid', 'display_url': 'peing.net/bestkid'}]}}",False,해팔이라고 부르면 돼요,https://pbs.twimg.com/profile_images/1506502942760701955/3hSIDzIo_normal.jpg,"{'followers_count': 111, 'following_count': 142, 'tweet_count': 8179, 'listed_count': 0}",https://t.co/Dm21DuK4VH,bestkidaward,,haepal(hǎizhē),False,1518336574479421440,
1356063445641166851,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8WZ5S2Zk5c', 'expanded_url': 'https://ameblo.jp/suchienglishtrain/', 'display_url': 'ameblo.jp/suchienglishtr…'}]}}",False,函館杉並町にある英語・英会話教室！カナダ人講師1名とオーストラリア帰りの日本人講師1名の教室です。プライベートレッスン中心で、オンラインレッスンも可。木曜日定休日。土日やってます！,https://pbs.twimg.com/profile_images/1356063880896684035/n_ejvtX-_normal.jpg,"{'followers_count': 81, 'following_count': 206, 'tweet_count': 398, 'listed_count': 0}",https://t.co/8WZ5S2Zk5c,EnglishTrain_HD,,English Train,False,1356422833694412800,北海道 函館市
701115902226518016,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Q6dzYQB64Q', 'expanded_url': 'https://myanimelist.net/profile/Teh_Otaking_Tris', 'display_url': 'myanimelist.net/profile/Teh_Ot…'}]}, 'description': {'mentions': [{'start': 116, 'end': 129, 'username': 'Tris_Otaking'}]}}",False,"French/Male/Bisexual/21/Loves animation and music/Megan Thee Stallion, Reol, (sic)boy and beabadoobee stan/Discord: @Tris_Otaking#8088/can be 18+",https://pbs.twimg.com/profile_images/1511059689433411592/b2kH-pVX_normal.jpg,"{'followers_count': 1052, 'following_count': 2011, 'tweet_count': 183924, 'listed_count': 25}",https://t.co/Q6dzYQB64Q,Tris_Otaking,,T R I S,False,1485865881800425473,
384861428,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/O58GyeTcmK', 'expanded_url': 'http://irumors.doorblog.jp/', 'display_url': 'irumors.doorblog.jp'}]}, 'description': {'urls': [{'start': 83, 'end': 106, 'url': 'https://t.co/XS8gfjnwx9', 'expanded_url': 'https://www.Instagram.com/tom.tajima24/', 'display_url': 'Instagram.com/tom.tajima24/'}]}}",False,野球 / 少年野球 / スポーツ / 背番号24 / 右投右打 / 育児 / 3児の父 / Apple / 写真・カメラ / 東京マラソン完走 ... 【insta】https://t.co/XS8gfjnwx9  …Shsf.,https://pbs.twimg.com/profile_images/1258198329378222083/inTWFXMY_normal.jpg,"{'followers_count': 1377, 'following_count': 2133, 'tweet_count': 42510, 'listed_count': 40}",https://t.co/O58GyeTcmK,tom_tajima24,,とも⚾️24,False,,"Tokyo, Japan"
42288886,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/c1ZBfNzaOQ', 'expanded_url': 'https://linktr.ee/dcontin', 'display_url': 'linktr.ee/dcontin'}]}}",False,"I've made lots of mistakes and I will make more. It's dos I learn. Keep it simple. Retweets not endorsements, but reminders. Time to kick things up! Scheiße UTN",https://pbs.twimg.com/profile_images/1521995126205202433/3gK3wye1_normal.png,"{'followers_count': 921, 'following_count': 4441, 'tweet_count': 16908, 'listed_count': 22}",https://t.co/c1ZBfNzaOQ,dcontin,,Diego Contin 🇦🇷 Gung Ho!,False,1191521886980755456,"La Plata, Argentina"
356691027,,False,方向音痴,https://pbs.twimg.com/profile_images/1514270805/090106_145700__1__normal.jpg,"{'followers_count': 40, 'following_count': 159, 'tweet_count': 8657, 'listed_count': 1}",,kubun_chizu,,区分地図,False,,東京都
1494269166,,False,(((o(*ﾟ▽ﾟ*)o))),https://pbs.twimg.com/profile_images/1000017298982297601/LsRkxNkM_normal.jpg,"{'followers_count': 7, 'following_count': 145, 'tweet_count': 969, 'listed_count': 0}",,travass666,,とりころーる,False,,
1274024810952249346,,False,"♥Rodrigo🎾♥ Rocío 📚♥ Gael🐣  
                 Querido..M💓🇪🇸",https://pbs.twimg.com/profile_images/1274768580198924288/_p1MtARQ_normal.jpg,"{'followers_count': 30, 'following_count': 96, 'tweet_count': 2907, 'listed_count': 0}",,Sandra48172151,,Sändrą Rodguez,False,1491599121760800770,
604867642,,False,,https://pbs.twimg.com/profile_images/1258799012297289728/h8TUy5VN_normal.jpg,"{'followers_count': 11, 'following_count': 259, 'tweet_count': 383, 'listed_count': 0}",,njc222,,Njc222,False,,"Hipsterville, Manchester"
