,id,profile_image_url,url,public_metrics,username,protected,name,description,location,verified,entities,pinned_tweet_id
19733741,,https://pbs.twimg.com/profile_images/3574611545/28f52a4e76f5994ba52319479271232a_normal.jpeg,,"{'followers_count': 246, 'following_count': 503, 'tweet_count': 13150, 'listed_count': 5}",Donball,False,Caelid Tourism Agency,I drink to deal with my politics problem.,,False,,
2736301249,,https://pbs.twimg.com/profile_images/1334325478723751936/2EPfUc4T_normal.jpg,,"{'followers_count': 10, 'following_count': 35, 'tweet_count': 1859, 'listed_count': 0}",pinkynicky64,False,prob nicole idk,talking to myself about myself,she/her,False,,1401752882039255041
188367181,,https://pbs.twimg.com/profile_images/1513626747908112386/y9jTL87K_normal.jpg,,"{'followers_count': 1017, 'following_count': 574, 'tweet_count': 63294, 'listed_count': 46}",AlexandraInTX,False,Alexandra,"Sarcastic alcohol-free bartender. Ballpark-traveller, concert-lover, tattoo-haver. Proud owner of a fivehead. Texan.","Houston, TX",False,,1352032739973804037
770003103210938368,,https://pbs.twimg.com/profile_images/1144053785007939585/tzOExNnR_normal.jpg,,"{'followers_count': 46, 'following_count': 81, 'tweet_count': 9499, 'listed_count': 1}",GOGAMES88,False,GO GAMES,"‘Indiegoalie’ For everything related to video games. Opinions, reviews, content, highlights. PSN: indigoali",United States,False,,1328209699179798529
33026544,,https://pbs.twimg.com/profile_images/950496899940999168/aS6P75li_normal.jpg,,"{'followers_count': 274, 'following_count': 463, 'tweet_count': 31438, 'listed_count': 5}",pondrrap,False,Pondy,"unusual man, normal guy","Montfton, NJ",False,,728338601927450626
2751592943,,https://pbs.twimg.com/profile_images/1111049178959003648/-n3vqOlf_normal.jpg,,"{'followers_count': 32, 'following_count': 227, 'tweet_count': 3158, 'listed_count': 0}",RafaPico1111,False,Rafa P. y algún despistado,"Me gusta un tuiter flanderoso, sin malos rollos, que no vale la pena.","València, España",False,,
789853375932338176,,https://pbs.twimg.com/profile_images/1520838910137483264/CCHlGGb3_normal.jpg,,"{'followers_count': 161, 'following_count': 148, 'tweet_count': 8848, 'listed_count': 1}",Steve8485,False,Steven Atkins,"Lapsed Christian, Still a Bible Believer, Knows Jesus loves you, Evertonian, Slight Socialist.",Skelmersdale,False,,
3196909297,,https://pbs.twimg.com/profile_images/1513603709443489802/t4OslyRM_normal.png,https://t.co/zR5K8mBtnE,"{'followers_count': 1782, 'following_count': 831, 'tweet_count': 27240, 'listed_count': 5}",shibuyagato,False,Shibuya※Gato IV,26 | asexual | she/they | twitch affiliate | @millenniummic + https://t.co/BMKckfQHWL | 💖 @thecalamitycarl,CAT Street,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zR5K8mBtnE', 'expanded_url': 'https://discord.gg/rDspH6A', 'display_url': 'discord.gg/rDspH6A'}]}, 'description': {'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/BMKckfQHWL', 'expanded_url': 'http://patreon.com/millenniummic', 'display_url': 'patreon.com/millenniummic'}], 'mentions': [{'start': 45, 'end': 59, 'username': 'millenniummic'}, {'start': 90, 'end': 106, 'username': 'thecalamitycarl'}]}}",1312125649243394049
1118256491402805250,,https://pbs.twimg.com/profile_images/1510862801966936067/oi-fPnx8_normal.jpg,https://t.co/pXPipVc9hf,"{'followers_count': 1090, 'following_count': 663, 'tweet_count': 15530, 'listed_count': 0}",SyncerelE,False,🎀𝕊𝕪𝕟𝕔𝕖𝕣𝕖𝕝𝕪 𝔼𝕓𝕠𝕟𝕪🎀,Tired.,On your mind,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pXPipVc9hf', 'expanded_url': 'http://blessed.com', 'display_url': 'blessed.com'}]}}",1331952513550065667
1087904131,,https://pbs.twimg.com/profile_images/1477248556109119491/9E8aXc-J_normal.jpg,,"{'followers_count': 3615, 'following_count': 210, 'tweet_count': 2341, 'listed_count': 40}",luvrgrlrel,False,aurelia,mercury rich 🌍,18,False,,1423112956737380353
823543132214165504,,https://pbs.twimg.com/profile_images/823548042662019072/XG-CjTI5_normal.jpg,,"{'followers_count': 100, 'following_count': 529, 'tweet_count': 972, 'listed_count': 1}",autumn_ang,False,Ang 🦇🍂🥀🇺🇦,"Red head, goth, witch, musician, writer.","Auckland Region, New Zealand",False,,
1344201383461801985,,https://pbs.twimg.com/profile_images/1520644200282288129/Xvpj5LLc_normal.jpg,https://t.co/wxKY1gxIhp,"{'followers_count': 1772, 'following_count': 992, 'tweet_count': 163456, 'listed_count': 44}",anxieturt_,False,Jay! 🎗 | COMMISSIONS OPEN,#DREAM: *WHEEZE* || art: @anxieturt ———— 🟩🔨 ⚠️ #2514 | SHOP: https://t.co/3yUvpKWdXc | COMMISSIONS OPEN,she/her ✦ 19 ✦ 🇵🇭,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wxKY1gxIhp', 'expanded_url': 'https://anxieturt.wixsite.com/anxieturt', 'display_url': 'anxieturt.wixsite.com/anxieturt'}]}, 'description': {'urls': [{'start': 61, 'end': 84, 'url': 'https://t.co/3yUvpKWdXc', 'expanded_url': 'https://etsy.me/3cZFlrN', 'display_url': 'etsy.me/3cZFlrN'}], 'hashtags': [{'start': 0, 'end': 6, 'tag': 'DREAM'}], 'mentions': [{'start': 25, 'end': 35, 'username': 'anxieturt'}]}}",1479575210298789888
3637863913,,https://pbs.twimg.com/profile_images/1264679298318778368/ou1PZcF6_normal.jpg,,"{'followers_count': 377, 'following_count': 859, 'tweet_count': 22671, 'listed_count': 8}",poke_828,False,レトム,アイコン→ @momen_haniwa /ポケモン(チバコイル3年渉外補佐)/ラブライブ！/Splatoon2/ぷよテト/maimai,caking王国,False,"{'description': {'mentions': [{'start': 6, 'end': 19, 'username': 'momen_haniwa'}]}}",1462401735365132290
1015093902,,https://pbs.twimg.com/profile_images/1454760485123919872/fk_tEZWV_normal.jpg,,"{'followers_count': 2709, 'following_count': 4359, 'tweet_count': 20821, 'listed_count': 3}",budgiemcb,False,AndrewMcB,Love a Hibs shirt. 💚🤍,,False,,1454122783022194692
2657353849,,https://pbs.twimg.com/profile_images/1132795497322704896/4FCFxTCh_normal.jpg,,"{'followers_count': 144, 'following_count': 506, 'tweet_count': 6447, 'listed_count': 0}",jakelvincent,False,Jake,"NFL/NBA Enthusiast, Pokémon Master, Socialist",HTX,False,,
3534165856,,https://pbs.twimg.com/profile_images/1514622364708966402/MdDP2vYr_normal.jpg,https://t.co/pgXb8zzEHJ,"{'followers_count': 420, 'following_count': 986, 'tweet_count': 129469, 'listed_count': 12}",SandraGG76,False,🌹Sandruska🌹,She/Her ┆ 20/08/19💚 ┆ Me siento sekai wa koi ni ochiteiru hikari no ya mune wo sasu. Aquí estoy mal @Sandrasiendoemo,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pgXb8zzEHJ', 'expanded_url': 'http://xn--achs-sra.com', 'display_url': 'achús.com'}]}, 'description': {'mentions': [{'start': 100, 'end': 116, 'username': 'Sandrasiendoemo'}]}}",1299406633207058435
2840532957,,https://pbs.twimg.com/profile_images/1173237061534593029/IMqoINgP_normal.jpg,,"{'followers_count': 46, 'following_count': 472, 'tweet_count': 15005, 'listed_count': 0}",MargaretCorsino,False,Margaret Corsino,,,False,,
598450549,,https://pbs.twimg.com/profile_images/1321139971613466627/w_2AoZ-l_normal.jpg,,"{'followers_count': 83, 'following_count': 187, 'tweet_count': 3824, 'listed_count': 1}",SmashNuge,False,Nuge,"https://t.co/7V9fjCJYih
Ult Lucas/Dark Pit. 
Learning to speedrun BOTW. 
Fire Emblem enthusiast. PoR is best FE game. He/Him. 🏳️‍🌈","Massachusetts, USA",False,"{'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7V9fjCJYih', 'expanded_url': 'http://twitch.tv/nugesmashfe', 'display_url': 'twitch.tv/nugesmashfe'}]}}",1324593147154993152
226599751,,https://pbs.twimg.com/profile_images/1406093298264121344/GDVuOg-t_normal.jpg,,"{'followers_count': 156, 'following_count': 474, 'tweet_count': 25813, 'listed_count': 0}",pauleezo,False,Sailor Guardian Paulette,"Book/game/tv/anime/movie nerd. Part time champion of justice, part time lazy bum. Hondureña. Inmigrante. Abolition has to be the way. #BLM #TransLivesMatter 🌈","Houston, TX",False,"{'description': {'hashtags': [{'start': 134, 'end': 138, 'tag': 'BLM'}, {'start': 139, 'end': 156, 'tag': 'TransLivesMatter'}]}}",1507537450985566214
130934233,,https://pbs.twimg.com/profile_images/1451636316454674437/SUOReYKQ_normal.jpg,,"{'followers_count': 31, 'following_count': 117, 'tweet_count': 1005, 'listed_count': 0}",Sweeney_1983,False,David Sweeney,,Newcastle,False,,
19706953,,https://pbs.twimg.com/profile_images/1510272424142684163/t6RmpPJs_normal.jpg,,"{'followers_count': 3338, 'following_count': 3093, 'tweet_count': 2109, 'listed_count': 0}",BCWIyam,False,BCW 🛵🛵,A Proud Black Country Wench Born & Bred,,False,,1264453294463881218
2519924317,,https://pbs.twimg.com/profile_images/1520849882197733376/jRAXbVMO_normal.jpg,,"{'followers_count': 214, 'following_count': 182, 'tweet_count': 2462, 'listed_count': 0}",imDeepPoint,False,DeepPoint,engineer -noun[en`juh`neer] .. an organism that thrives on caffeine and last minute work,,False,,
565320179,,https://pbs.twimg.com/profile_images/993901831909789697/oUVKE_WM_normal.jpg,,"{'followers_count': 105, 'following_count': 303, 'tweet_count': 6334, 'listed_count': 3}",SiroTL97,False,Chema Torres,Be loyal to what matters,España,False,,1431473042660732930
353141203,,https://pbs.twimg.com/profile_images/1440645155992727560/H3qfDf27_normal.jpg,https://t.co/y7Z9Lvu01c,"{'followers_count': 115, 'following_count': 109, 'tweet_count': 48100, 'listed_count': 0}",khemm_r,False,겐아,It’s cornflower blue! 56,"Bangkok, Thailand",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/y7Z9Lvu01c', 'expanded_url': 'http://instagram.com/khemm.r', 'display_url': 'instagram.com/khemm.r'}]}}",1420419358728228864
27997907,,https://pbs.twimg.com/profile_images/1348342057962758150/tzb5-kyy_normal.jpg,https://t.co/tzCGjcUXr4,"{'followers_count': 1622, 'following_count': 5002, 'tweet_count': 41532, 'listed_count': 38}",rrosenthal,False,Rachel Rosenthal,"IU alum, Bears/Bulls/Cubs/Hawks/Hoosier fan, media geek, liberal, Alpha Phi Omega, JCI, fantasy football addict, avid reader, #83Nation - all this & more.",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tzCGjcUXr4', 'expanded_url': 'http://www.linkedin.com/in/rrosenth', 'display_url': 'linkedin.com/in/rrosenth'}]}, 'description': {'hashtags': [{'start': 126, 'end': 135, 'tag': '83Nation'}]}}",
1428736268574158854,,https://pbs.twimg.com/profile_images/1521818135325646849/q-B1_l4l_normal.jpg,,"{'followers_count': 73, 'following_count': 89, 'tweet_count': 14922, 'listed_count': 2}",cyjzlv,False,🐈 🎀,you're one of my main driving forces . priv acc dont follow,rose she/bun,False,,1462446513271947267
79161200,,https://pbs.twimg.com/profile_images/1454422831597596672/MnkuKZE0_normal.jpg,https://t.co/MTznJn609z,"{'followers_count': 4902, 'following_count': 1481, 'tweet_count': 93164, 'listed_count': 193}",amandajames61,False,Mandy James,"Cornwall based author, writing uplifting fiction with a liberal sprinkling of Cornish magic! A Secret Gift, 2021, The Garden by the Sea - 2022 @0neMoreChapter_",Cornwall UK,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MTznJn609z', 'expanded_url': 'https://www.amazon.co.uk/Amanda-James/e/B00BO7XBNQ/ref=dp_byline_cont_pop_ebooks_1', 'display_url': 'amazon.co.uk/Amanda-James/e…'}]}, 'description': {'mentions': [{'start': 143, 'end': 159, 'username': '0neMoreChapter_'}]}}",1522126433535070208
1020950305352151040,,https://pbs.twimg.com/profile_images/1020952039160008704/LsP9YnGs_normal.jpg,,"{'followers_count': 15, 'following_count': 68, 'tweet_count': 106, 'listed_count': 0}",LassBermondsey,False,Bermondsey Lass,Bought up in Bermondsey and living in Warwickshire now.,"Leamington Spa, England",False,,
225268824,,https://pbs.twimg.com/profile_images/1352880474616565762/sTxS2FM1_normal.jpg,,"{'followers_count': 213, 'following_count': 201, 'tweet_count': 53864, 'listed_count': 10}",Zomaotoko,False,Fernando D. Soto,Soy muy bueno contando chistes malos.,"Aguascalientes, México",False,,
2543842783,,https://pbs.twimg.com/profile_images/1449954178223202309/RizhMLGc_normal.jpg,,"{'followers_count': 4247, 'following_count': 3731, 'tweet_count': 150242, 'listed_count': 85}",NanL28,False,𝓝𝓪𝓷𝓬𝔂 🌱,Turn the page and start a new chapter.,"Illinois, USA",False,,1421003660750897155
225580728,,https://pbs.twimg.com/profile_images/1316913771651256322/n3YHvw6s_normal.jpg,https://t.co/Df2DTUwlBf,"{'followers_count': 122, 'following_count': 109, 'tweet_count': 48808, 'listed_count': 1}",SunsetSonne,False,Mrs. Harta 💚,"28. Me da paja lo políticamente correcto. Prefiero mil veces a los animales que a las personas. No hablo con la X, ni la E.","Mar del Plata, Argentina",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Df2DTUwlBf', 'expanded_url': 'http://instagram.com/hieristsonne', 'display_url': 'instagram.com/hieristsonne'}]}}",
876503641057841154,,https://pbs.twimg.com/profile_images/1010294475585916928/78qxEYDC_normal.jpg,,"{'followers_count': 987, 'following_count': 960, 'tweet_count': 2315, 'listed_count': 3}",MaxwellThePuga,False,Maxwell aka Max,"I eat, I drink, I do number 1, I do number 2 and then I sleep. Not necessarily in this order.",,False,,1512069653853470738
989823697,,https://pbs.twimg.com/profile_images/948702227216007168/kUf6PVGk_normal.jpg,,"{'followers_count': 492, 'following_count': 422, 'tweet_count': 8696, 'listed_count': 5}",pocchano2,False,pocchan,末永く登れる🦎のを目指してゆっくりやってます🐌🐌🐌 SFと🍷と🍶が好き。しばらくバルセロナ生活。,,False,,
952978321758830592,,https://pbs.twimg.com/profile_images/1522295182158356481/8tGIxIpP_normal.jpg,https://t.co/EODEF5Aie4,"{'followers_count': 1593, 'following_count': 1500, 'tweet_count': 6535, 'listed_count': 17}",MaidaMalby,False,Maida is celebrating AAPI Heritage Month. 🌏🏝🇺🇸,"She/her/siya. 🇵🇭🇺🇸 Indie Author of MCIR contemporary romance Boracay Vows, New York Engagement, Singapore Fling, Global City Tryst #GenX ♏️","Alexandria, VA",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EODEF5Aie4', 'expanded_url': 'https://maidamalby.com/', 'display_url': 'maidamalby.com'}]}, 'description': {'hashtags': [{'start': 131, 'end': 136, 'tag': 'GenX'}]}}",1520760474702430219
1293067195644358656,,https://pbs.twimg.com/profile_images/1489917852048052226/iQ_Gczd7_normal.jpg,,"{'followers_count': 1570, 'following_count': 2000, 'tweet_count': 3538, 'listed_count': 11}",BooBerry_crunch,False,booberry 🍓🫐,"sexual wellness advisor, okayish server, neurodivergent, I like horror, cheese, and cats. bisexual. Pisces ☀️ Gemini 🌙 Pisces ⬆️ she/her #actuallyautistic #blm",,False,"{'description': {'hashtags': [{'start': 137, 'end': 154, 'tag': 'actuallyautistic'}, {'start': 155, 'end': 159, 'tag': 'blm'}]}}",
862209482809585664,,https://pbs.twimg.com/profile_images/1047435496522231808/D01TY_Fm_normal.jpg,,"{'followers_count': 35, 'following_count': 157, 'tweet_count': 5271, 'listed_count': 0}",Jace34339441,False,Jace,Free,"Pinetown, South Africa",False,,
1082902117109489665,,https://pbs.twimg.com/profile_images/1418901600727453697/EGYYR-fs_normal.jpg,https://t.co/OUfbz5cAi9,"{'followers_count': 666, 'following_count': 1407, 'tweet_count': 8614, 'listed_count': 10}",snackchikan,False,ママ🦀【公式気取り】,スナックのママです！カニです₍₍⁽⁽🦀₎₎⁾⁾ 年中おしぼりあっつあつよ！（っ'-')╮ =͟͟͞͞🫔ﾌﾞｫﾝ,場末,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OUfbz5cAi9', 'expanded_url': 'https://marshmallow-qa.com/snackchikan?utm_medium=url_text&utm_source=promotion', 'display_url': 'marshmallow-qa.com/snackchikan?ut…'}]}}",
1369512140961382400,,https://pbs.twimg.com/profile_images/1520260678736560130/NSi-0YiP_normal.jpg,,"{'followers_count': 18, 'following_count': 196, 'tweet_count': 358, 'listed_count': 0}",SirKingBoo,False,CrazyBoo,"18 (Male) Mario main||
nascar fan||
Austin Hill is a future cup champion||
yall do not get to hear my favorite f1 driver||
Ameture artist||

🇺🇦",Briscoe's talent graveyard,False,,1521830512502968321
1445934348109336577,,https://pbs.twimg.com/profile_images/1517175348697473024/ZcqQ8Bqb_normal.jpg,,"{'followers_count': 18, 'following_count': 22, 'tweet_count': 158, 'listed_count': 0}",isodrifty,False,Ty,He who conducts thy aux cord must havith flames on thy playlist,,False,,1446072190999351299
20048557,,https://pbs.twimg.com/profile_images/1409105935822360579/thort2rT_normal.jpg,,"{'followers_count': 588, 'following_count': 1336, 'tweet_count': 15047, 'listed_count': 0}",traceyfs,False,Tracey Steel,Slightly hassled mother of three who works for a publishing company. Has a soft spot for the young Jim Dale. All views and haverings are my own.,,False,,
1505174586,,https://pbs.twimg.com/profile_images/1346946546781323265/2r3476hH_normal.jpg,,"{'followers_count': 7216, 'following_count': 1689, 'tweet_count': 97716, 'listed_count': 54}",3Genis,False,GENÍS 🎗🏴󠁧󠁢󠁥󠁮󠁧󠁿 3️⃣3️⃣,Els qui avui menystenen o combaten l'Estat català maldaran per governar-lo quan l'hàgim proclamat (President @krls Puigdemont),Catalunya,False,"{'description': {'mentions': [{'start': 109, 'end': 114, 'username': 'krls'}]}}",1472679482876211200
947644921955209216,,https://pbs.twimg.com/profile_images/1475601293347545090/h6bkKDC7_normal.jpg,,"{'followers_count': 1171, 'following_count': 386, 'tweet_count': 25414, 'listed_count': 0}",TobyTheDerg,False,Toby,Artist | 21 | He/they | Bisexual (male lean) | Commissions: Closed | pfp by @BeamhasReturned,NC,False,"{'description': {'mentions': [{'start': 76, 'end': 92, 'username': 'BeamhasReturned'}]}}",1469167886551986177
43722148,,https://pbs.twimg.com/profile_images/1448926314484977666/icJ_UujH_normal.jpg,,"{'followers_count': 2656, 'following_count': 4391, 'tweet_count': 21035, 'listed_count': 7}",Angie_baby_25,False,Angela🇺🇦 💙💛🐶🐾🌈❤,"Hi peeps!! 🇬🇧I'm a proud NHS employee, an avid movie buff (❤all genres) also ❤ photography, animals, (I'm a dog lover).🌈🐶 Enjoys a laugh occasionally 🤭","Norwich, England,  UK",False,,
870496186385350658,,https://pbs.twimg.com/profile_images/1475618623662215168/mYgrVVOX_normal.jpg,,"{'followers_count': 810, 'following_count': 1524, 'tweet_count': 22002, 'listed_count': 1}",kost_lou,False,Lou Kost,"happily semi retired, resistor, long walks on the beach, and of course world peace. go ahead dm me I dare you!", Chicago and Harmony Grove WI,False,,
223026609,,https://pbs.twimg.com/profile_images/1274196361081167872/WyXfz9c__normal.jpg,,"{'followers_count': 745, 'following_count': 996, 'tweet_count': 25564, 'listed_count': 10}",AgustinDm,False,Mariano,Racing Club de Avellaneda (Aguante la Academia carajo!) Estudiante de Ciencias Biológicas (UBA) 🔬🦠👨‍🔬,Argentina,False,,1279068895945658370
4624361,,https://pbs.twimg.com/profile_images/707092866892505089/1ZRXaGZs_normal.jpg,https://t.co/X601xDCyUf,"{'followers_count': 404, 'following_count': 274, 'tweet_count': 20844, 'listed_count': 37}",littlereview,False,The Little Review 🇺🇦,"She/her💉😷#prochoice✡️🇺🇸 lifelong Democrat #BLM🏳️‍🌈 👨‍👩‍👦‍👦x2🐱x3 🥗🌳🌎4'10""♐🐎old enough to be your mom📷💻👩‍🏫🎭PoGo538633779648🧙‍♀️🖖mostly on FB",USA,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/X601xDCyUf', 'expanded_url': 'http://www.littlereview.com', 'display_url': 'littlereview.com'}]}, 'description': {'hashtags': [{'start': 9, 'end': 19, 'tag': 'prochoice'}, {'start': 42, 'end': 46, 'tag': 'BLM'}]}}",
464492143,,https://pbs.twimg.com/profile_images/861736664330149888/3g_Hw79N_normal.jpg,,"{'followers_count': 380, 'following_count': 947, 'tweet_count': 41916, 'listed_count': 7}",09306tonepoke,False,宵闇,ポケモン復帰予定のバケツの人 ccc好き バイオファン タイムアタックやってます。TNるーみあ プリコネクラン、ゴリゴリのゴリラの団長,,False,,1227149187759763456
892052410876801025,,https://pbs.twimg.com/profile_images/1360284925187018753/Bo9jQTRz_normal.jpg,https://t.co/S3RYF6mtTz,"{'followers_count': 63, 'following_count': 206, 'tweet_count': 4229, 'listed_count': 2}",Refuse2HoldBack,False,RefuseToHoldBack,"Putting work in on this 2k and COD always trying to improve and get better.

Twitch: https://t.co/S3RYF6mtTz

PSN: RefuseToHoldBack","Nashville, TN",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/S3RYF6mtTz', 'expanded_url': 'https://www.twitch.tv/refusetoholdback', 'display_url': 'twitch.tv/refusetoholdba…'}]}, 'description': {'urls': [{'start': 85, 'end': 108, 'url': 'https://t.co/S3RYF6mtTz', 'expanded_url': 'https://www.twitch.tv/refusetoholdback', 'display_url': 'twitch.tv/refusetoholdba…'}]}}",
1067250984752218112,,https://pbs.twimg.com/profile_images/1491904754733268994/vgQHMTac_normal.jpg,https://t.co/Hp8iHZ2vwZ,"{'followers_count': 79, 'following_count': 161, 'tweet_count': 851, 'listed_count': 1}",basementkeyy,False,moldy bread,my personal diary ♡ unbearable ☆ m,"San Antonio, TX",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Hp8iHZ2vwZ', 'expanded_url': 'http://twitch.tv/aprilaries13', 'display_url': 'twitch.tv/aprilaries13'}]}}",
224994519,,https://pbs.twimg.com/profile_images/1497511103877857281/MtFiQuvb_normal.jpg,,"{'followers_count': 488, 'following_count': 1036, 'tweet_count': 15553, 'listed_count': 9}",quoideneuffolks,False,quoideneuffolks💙❤️EU#FBPE#wearamask😷,Retired HT/Consultant and still passionate about education. Now loving having time with family and friends. RT's don't mean I agree. What's new/what's next?,WILTS OR FRANCE (#inmydreams) ,False,,1420833402408869892
235749922,,https://pbs.twimg.com/profile_images/1415667556569001985/Jm_WtzCc_normal.jpg,,"{'followers_count': 378, 'following_count': 436, 'tweet_count': 9026, 'listed_count': 3}",timmyjaws59,False,Timmy Jurowski,Chicago Cubs  Chicago Bears  Chicago Blackhawks  University of Cincinnati  Proud to be an American. #USA,"Cincinnati, OH",False,"{'description': {'hashtags': [{'start': 100, 'end': 104, 'tag': 'USA'}]}}",
3298658976,,https://pbs.twimg.com/profile_images/1518349225385414658/mEdLMs1l_normal.jpg,,"{'followers_count': 8, 'following_count': 433, 'tweet_count': 90, 'listed_count': 0}",philyra_raven,False,lyra 🍂,she/her,denial,False,,
1474430179753791505,,https://pbs.twimg.com/profile_images/1478729665737105411/VRLi4kpA_normal.jpg,,"{'followers_count': 2, 'following_count': 16, 'tweet_count': 74, 'listed_count': 0}",Chaotic_ramen,False,Ramen,Chaotic neutral,,False,,
57572898,,https://pbs.twimg.com/profile_images/1499129285474492422/H4sLYJTx_normal.jpg,,"{'followers_count': 38, 'following_count': 215, 'tweet_count': 2761, 'listed_count': 0}",deedsy404,False,Benjamin Kuehl,"I am a high school information technology teacher. Movie Enthusiast, Total Geek, Packers, Badgers, Cubs, Lakers, and Tiger Woods/Golf fan!","Watertown, WI",False,,
4690675590,,https://pbs.twimg.com/profile_images/1019951198844186624/PV0mg7Ea_normal.jpg,,"{'followers_count': 85, 'following_count': 214, 'tweet_count': 19249, 'listed_count': 2}",FarenMon,False,Farenmon,Onye Igbo | Cat got my tongue | Onye kelee Sunny...,,False,,1078959066670616576
166277940,,https://pbs.twimg.com/profile_images/767955935021105152/As7bJk3F_normal.jpg,,"{'followers_count': 40, 'following_count': 250, 'tweet_count': 2363, 'listed_count': 2}",ShanSkaggs,False,Shannon Skaggs,real human,Placida FL,False,,
1264451531195265024,,https://pbs.twimg.com/profile_images/1511042860476424194/VjWXJVJb_normal.jpg,https://t.co/oOnGJdWx9C,"{'followers_count': 292, 'following_count': 485, 'tweet_count': 13701, 'listed_count': 3}",PorgHerder77,False,Porgherder,tweeting into the void,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oOnGJdWx9C', 'expanded_url': 'http://letterboxd.com/PorgHerder', 'display_url': 'letterboxd.com/PorgHerder'}]}}",1496746335588036608
76412234,,https://pbs.twimg.com/profile_images/1504513273370140679/JknGlUry_normal.jpg,https://t.co/1nCeiG9gzt,"{'followers_count': 480, 'following_count': 1641, 'tweet_count': 21249, 'listed_count': 11}",ClarkAmie,False,Amie Clark,"Married Democrat mom of Alana Clark in small town Wisconsin. Love country music, concerts & TV. Single guys: Don't even bother following. You'll be blocked. ✝️✝","Waupun, WI.",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1nCeiG9gzt', 'expanded_url': 'http://www.youtube.com/user/aclarkhmr', 'display_url': 'youtube.com/user/aclarkhmr'}]}}",
379255349,,https://pbs.twimg.com/profile_images/1443593074379272192/oHUWudsH_normal.jpg,,"{'followers_count': 648, 'following_count': 548, 'tweet_count': 36741, 'listed_count': 11}",Rizzleyy,False,Rach 🖤,Lvl28. Just here for a laugh x,"Scotland, United Kingdom",False,,1060306696218796032
576797349,,https://pbs.twimg.com/profile_images/1357570168608739328/dALgtHwh_normal.jpg,https://t.co/sM2IwsQ5BJ,"{'followers_count': 704, 'following_count': 1000, 'tweet_count': 8148, 'listed_count': 20}",MarioEFdez,False,Mario E. Fernández,Quizás sea un soñador: #Poesía #RRSS #Canción #IT,"Burgos, Spain",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sM2IwsQ5BJ', 'expanded_url': 'https://www.instagram.com/marioefdez', 'display_url': 'instagram.com/marioefdez'}]}, 'description': {'hashtags': [{'start': 23, 'end': 30, 'tag': 'Poesía'}, {'start': 31, 'end': 36, 'tag': 'RRSS'}, {'start': 37, 'end': 45, 'tag': 'Canción'}, {'start': 46, 'end': 49, 'tag': 'IT'}]}}",
119644744,,https://pbs.twimg.com/profile_images/1498116874474827779/XHT0AKNI_normal.jpg,,"{'followers_count': 592, 'following_count': 991, 'tweet_count': 57045, 'listed_count': 35}",junebugtravels,False,Emily,Re-evaluating the importance of a bio at this time.,Not Chicago/Not St. Louis,False,,1166112258172366849
144076234,,https://pbs.twimg.com/profile_images/1521171873832349696/HJIJHGbJ_normal.jpg,https://t.co/H71hOTGsR7,"{'followers_count': 1265, 'following_count': 1057, 'tweet_count': 14907, 'listed_count': 90}",CamroseDavid,False,David Lewis,"Chartered accountant | Practical help for SMEs going through due diligence | Forward looking business information | Buy side #duediligence 

 #BarnetFC fan",North West London,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/H71hOTGsR7', 'expanded_url': 'http://www.camroseconsulting.co.uk', 'display_url': 'camroseconsulting.co.uk'}]}, 'description': {'hashtags': [{'start': 125, 'end': 138, 'tag': 'duediligence'}, {'start': 142, 'end': 151, 'tag': 'BarnetFC'}]}}",
1377375669554929673,,https://pbs.twimg.com/profile_images/1397995214720143366/pE6Ex4O9_normal.jpg,,"{'followers_count': 99, 'following_count': 246, 'tweet_count': 537, 'listed_count': 0}",sorrybabuschka,False,bozuk satıh,🦊,,False,,1379816999258324996
2873726765,,https://pbs.twimg.com/profile_images/1411023262658744323/kMJnV7F__normal.jpg,,"{'followers_count': 53, 'following_count': 892, 'tweet_count': 3105, 'listed_count': 4}",scarlson816,False,Stephanie Carlson,"Lover of astronomy, cooking, philately, and travel. Alphabetically.","Pittsburgh, PA",False,,
