,name,url,protected,profile_image_url,id,username,public_metrics,description,verified,location,pinned_tweet_id,entities
42880419,Takashi,,False,https://pbs.twimg.com/profile_images/964517692303536133/rAboKfPH_normal.jpg,,tks310,"{'followers_count': 368, 'following_count': 696, 'tweet_count': 62452, 'listed_count': 8}",,False,北海道 札幌市,,
114369540,菅本は我慢した,https://t.co/Kex8AeuDVr,False,https://pbs.twimg.com/profile_images/1458688849308446720/_UizASWY_normal.jpg,,ribo528,"{'followers_count': 241, 'following_count': 334, 'tweet_count': 240488, 'listed_count': 13}",シルバニアの赤ちゃんと同居しています ムラしかない FGO(アヴァロン序盤)/メギド(シナナインが死なん) 風諏訪が好き■平気で本誌バレ話す 🎾@AAsgt_yan,False,ヴァイガルド⇄ガラル,1348602624635854849,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Kex8AeuDVr', 'expanded_url': 'http://twpf.jp/ribo528', 'display_url': 'twpf.jp/ribo528'}]}, 'description': {'mentions': [{'start': 72, 'end': 82, 'username': 'AAsgt_yan'}]}}"
153627616,T Ohashi＠打天九協会日本支部神奈川支局、流しのインスト人,https://t.co/kEIWmXZ8bb,False,https://pbs.twimg.com/profile_images/1247114474449858560/btmyUt0t_normal.png,,rouilia,"{'followers_count': 640, 'following_count': 483, 'tweet_count': 17685, 'listed_count': 34}",さまざまなイベントに現れては子供たちにボードゲームをインストする、自称流しのインスト人。打天九協会日本支部神奈川支局兼バクチェン協会日本支部神奈川支局所属。本部がどこにあるかは誰も知らない。ボードゲームの他には自転車、アート、経済あたりに絡むかも知れません。,False,神奈川県,728203098900963328,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kEIWmXZ8bb', 'expanded_url': 'http://blog.goo.ne.jp/rouilia_', 'display_url': 'blog.goo.ne.jp/rouilia_'}]}}"
1398768472784396295,🛡️무알콜좌수🗡️,https://t.co/unC5o6OgMb,False,https://pbs.twimg.com/profile_images/1510571179207143429/oS0cborb_normal.jpg,,temp_doubtist,"{'followers_count': 133, 'following_count': 266, 'tweet_count': 35706, 'listed_count': 0}",게임후릭이 니 친구냐?,False,,1520392566138892288,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/unC5o6OgMb', 'expanded_url': 'https://doubtist.postype.com/', 'display_url': 'doubtist.postype.com'}]}}"
4398131069,Jacob White,,False,https://pbs.twimg.com/profile_images/1445753733221027856/O9-D8gRh_normal.jpg,,FF_JacobWhite,"{'followers_count': 134, 'following_count': 254, 'tweet_count': 4719, 'listed_count': 2}",Writer for @GridironExperts ✍️ | @KFFSC 13-0 Division Champion 🚀🚀🚀 | Fantasy Football Player/Analyst | Chicago Bears Degenerate | Zach Wilson QB1,False,"Peoria, IL",1521258128431628294,"{'description': {'mentions': [{'start': 11, 'end': 27, 'username': 'GridironExperts'}, {'start': 33, 'end': 39, 'username': 'KFFSC'}]}}"
111895911,ウマカツ！,,False,https://pbs.twimg.com/profile_images/1484719572188274699/tzzLdBJf_normal.jpg,,katsugawa,"{'followers_count': 461, 'following_count': 732, 'tweet_count': 99909, 'listed_count': 14}",澁谷梓希／佐々木李子／林鼓子／若井友希／ニチアサ／ミラクル産まれのキラキラ育ち／プリティーシリーズを見てください／ミチトモ,False,おひさまの国,,
855365475441623040,キッサキ,,False,https://pbs.twimg.com/profile_images/1253069815469666305/ck7doca6_normal.jpg,,m8d948,"{'followers_count': 48, 'following_count': 27, 'tweet_count': 1064, 'listed_count': 1}",絵と音楽とマギレコのオタク。チリヌルヲワカと押見修造,False,,,
1331922265018011648,Holy(@donndoco),,False,https://pbs.twimg.com/profile_images/1415626587525947392/kmJMc_Kw_normal.jpg,,holy_donndoco,"{'followers_count': 465, 'following_count': 848, 'tweet_count': 2113, 'listed_count': 8}","妖怪ウォッチ2のRTA(→@holy_Yokai2_RTA)や、アイマス(ミリ,ポプ)とか、太鼓とかします。他にもいろいろゲーム関係のツイートします。ツイートにいいねされるとフォローしに行くことがあります。
話すのは下手ですが、仲良くしてね！",False,家,1438746427165863938,"{'description': {'mentions': [{'start': 13, 'end': 29, 'username': 'holy_Yokai2_RTA'}]}}"
90819797,大川,,False,https://pbs.twimg.com/profile_images/1344211966827528195/KbBFcLGG_normal.jpg,,lifesucksyeah,"{'followers_count': 164, 'following_count': 97, 'tweet_count': 29626, 'listed_count': 17}",I am staunchly pro-Oxford comma.,False,,,
796657898436706305,もつ鍋xe,https://t.co/GZBgiwVaZ5,False,https://pbs.twimg.com/profile_images/847681577970581506/AsZUBtfm_normal.jpg,,xenon_motsu,"{'followers_count': 1543, 'following_count': 398, 'tweet_count': 59187, 'listed_count': 36}",別人垢 @Focus_Sash /アイマス垢 @xenon_motsu_P /競プロ垢 @Motsu_xe /お絵描き垢 @Motill_xe /ホロライブ垢 @xenon_motsu_h / ネタバレ垢 @xenon_motsu_s / ふろんから0,False,My production,1334079752768954369,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GZBgiwVaZ5', 'expanded_url': 'https://motsu-xe.hatenablog.com/', 'display_url': 'motsu-xe.hatenablog.com'}]}, 'description': {'mentions': [{'start': 4, 'end': 15, 'username': 'Focus_Sash'}, {'start': 23, 'end': 37, 'username': 'xenon_motsu_P'}, {'start': 44, 'end': 53, 'username': 'Motsu_xe'}, {'start': 61, 'end': 71, 'username': 'Motill_xe'}, {'start': 80, 'end': 94, 'username': 'xenon_motsu_h'}, {'start': 103, 'end': 117, 'username': 'xenon_motsu_s'}]}}"
2837549311,ちゃありぃ,https://t.co/dsn0LWyoMS,False,https://pbs.twimg.com/profile_images/1476638160994320386/KTnYY4Dx_normal.png,,arch_charlieF,"{'followers_count': 1193, 'following_count': 1748, 'tweet_count': 160294, 'listed_count': 57}",アイマスと特撮と任天堂キッズ,False,モバマス:音無事務所,1512448410837995524,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dsn0LWyoMS', 'expanded_url': 'https://pink-check.school/producer/detail/64936026', 'display_url': 'pink-check.school/producer/detai…'}]}}"
905146825,Lauren,https://t.co/J1DLUTpuWT,False,https://pbs.twimg.com/profile_images/1512250825405571074/X7WSZBRW_normal.jpg,,obsidian98,"{'followers_count': 231, 'following_count': 411, 'tweet_count': 24577, 'listed_count': 0}",burnout former band kid | ⚓️ she/her ♍︎,False,23 - VA ,1463280826561540103,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/J1DLUTpuWT', 'expanded_url': 'https://swaggie.org', 'display_url': 'swaggie.org'}]}}"
1070215771081437185,Pixie,https://t.co/YaD06ojDxR,False,https://pbs.twimg.com/profile_images/1364392818748268552/PWHnVI4h_normal.jpg,,FirstOrderPixie,"{'followers_count': 683, 'following_count': 1032, 'tweet_count': 18708, 'listed_count': 11}","I'm Pixie! 🔞 I draw, and I write and review Adult Novels! My account is NSFW, warnings for darkfic noncon guro and BDSM. Currently super into: VAMPIRES",False,She/her,1216132320018649088,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YaD06ojDxR', 'expanded_url': 'https://rosesbooks.home.blog/', 'display_url': 'rosesbooks.home.blog'}]}}"
119430354,むじんDX,,False,https://pbs.twimg.com/profile_images/734112167/_______normal.png,,mujinkunn,"{'followers_count': 62, 'following_count': 84, 'tweet_count': 10118, 'listed_count': 2}",ｷﾞｯﾌﾟﾘｬ,False,福岡県,,
3283337167,島,https://t.co/MECt64J5gJ,False,https://pbs.twimg.com/profile_images/1488070358205071360/hBzxusn9_normal.jpg,,shima24h,"{'followers_count': 502, 'following_count': 257, 'tweet_count': 16904, 'listed_count': 15}",楽しいことを楽しめる程度の能力 人生のリハビリ中,False,,1485897109199286273,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MECt64J5gJ', 'expanded_url': 'https://profcard.info/u/1NjGjgUp7cZ94WJcuKNoQy6IxOj2', 'display_url': 'profcard.info/u/1NjGjgUp7cZ9…'}]}}"
494638953,いる・ふら il fraticello,,False,https://pbs.twimg.com/profile_images/1383551648555884550/Kt-u32ZT_normal.jpg,,ilfraticello,"{'followers_count': 241, 'following_count': 407, 'tweet_count': 6649, 'listed_count': 2}","ソフトウェア開発者
世界人権宣言を支持
小沢健二作品が好き
Knife Edge Caress",False,,,
1056924662,Ferdiansyah Ramadhan,,False,https://pbs.twimg.com/profile_images/1506706351971397634/WE1Chex1_normal.jpg,,ferdiansyahrmdn,"{'followers_count': 270, 'following_count': 273, 'tweet_count': 6331, 'listed_count': 0}",dilihat bukunya kosong | Rock's Yea!!! | #YNWA | https://t.co/woO468eLe2,False,bogor as always,,"{'description': {'urls': [{'start': 49, 'end': 72, 'url': 'https://t.co/woO468eLe2', 'expanded_url': 'http://jieexplorer.blogspot.com', 'display_url': 'jieexplorer.blogspot.com'}], 'hashtags': [{'start': 41, 'end': 46, 'tag': 'YNWA'}]}}"
44128619,Gastronomía y Cía,https://t.co/inagab0GkG,False,https://pbs.twimg.com/profile_images/1080854308076355586/ZaWrY5Sj_normal.jpg,,Gastronomiaycia,"{'followers_count': 376880, 'following_count': 1443, 'tweet_count': 38326, 'listed_count': 2394}","Blog de gastronomía, cocina, recetas, restaurantes, actualidad, eventos, vinos, viajes, ciencia culinaria, salud... Creamos recetas y cocinamos tradición",False,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/inagab0GkG', 'expanded_url': 'https://gastronomiaycia.republica.com/', 'display_url': 'gastronomiaycia.republica.com'}]}}"
85778252,おうたむ,https://t.co/8fZ1gt4oPh,False,https://pbs.twimg.com/profile_images/1013209233/Power-Armor-icon_normal.jpg,,woetumn,"{'followers_count': 233, 'following_count': 239, 'tweet_count': 38810, 'listed_count': 10}","ツイートの内訳はゲーム３割、飯３割、ネタ３割。
残りの91割は、もっとどうでもいい何か。",False,船殻破りを許さない町,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8fZ1gt4oPh', 'expanded_url': 'https://www.amazon.co.jp/hz/wishlist/ls/2XFTYXQBGHX3W', 'display_url': 'amazon.co.jp/hz/wishlist/ls…'}]}}"
59769860,そか,https://t.co/QfkFkg2O92,False,https://pbs.twimg.com/profile_images/1522351864326811648/HA0D2UA9_normal.jpg,,blast2630,"{'followers_count': 5137, 'following_count': 2715, 'tweet_count': 689183, 'listed_count': 0}","【着ぐるみ】
【QMA（協力）】 
【ポケモン】 
【ケモノ・ドラゴン】
などなど

↓ 干し芋🍠",False,100円2クレほぼ山梨校,1058978469910999041,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QfkFkg2O92', 'expanded_url': 'https://www.amazon.co.jp/hz/wishlist/ls/MM8C04IR1TKA/?ref_=lol_ov_le', 'display_url': 'amazon.co.jp/hz/wishlist/ls…'}]}}"
1411836935459508224,:p,,False,https://pbs.twimg.com/profile_images/1507770723217162259/vj797YP-_normal.jpg,,namggucci,"{'followers_count': 373, 'following_count': 415, 'tweet_count': 16103, 'listed_count': 1}",nose,False,cagada de canguro,1464304741782011909,
987956507403677702,Matt orth,https://t.co/NrqTHw8k6R,False,https://pbs.twimg.com/profile_images/1497967128854818816/spzbd9Hz_normal.jpg,,Surbhi1601,"{'followers_count': 65, 'following_count': 19, 'tweet_count': 3586, 'listed_count': 0}",I think i should get love inked on my skin. Maybe that's the only way i am destined to keep it.,False,"ATLANTA, GA 🇺🇸",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NrqTHw8k6R', 'expanded_url': 'http://bit.ly/manifest__2022', 'display_url': 'bit.ly/manifest__2022'}]}}"
1042312239317803008,あおくん@メモ:研究進捗,https://t.co/RY2tfvTnwC,False,https://pbs.twimg.com/profile_images/1377631320784863236/7fPc0SHB_normal.png,,A0ikun_1818,"{'followers_count': 287, 'following_count': 281, 'tweet_count': 8822, 'listed_count': 4}",18偶数→22奇数/競プロとかいろいろ/無言フォロー注意/ #あおくんの業務連絡,False,水青往復芸人,1519566649409830916,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RY2tfvTnwC', 'expanded_url': 'https://atcoder.jp/users/A0ikun_1818', 'display_url': 'atcoder.jp/users/A0ikun_1…'}]}, 'description': {'hashtags': [{'start': 30, 'end': 40, 'tag': 'あおくんの業務連絡'}]}}"
80660401,ps_from_cali,,False,https://pbs.twimg.com/profile_images/1192833534462816256/FIskqxPa_normal.jpg,,ps_from_cali,"{'followers_count': 1729, 'following_count': 4155, 'tweet_count': 32402, 'listed_count': 3}","Lifeislikeacoin. Youcanspenditanywayyouwish, butyoucanonlyspenditonce.",False,,,
761028156883034113,Reid Ascot,,False,https://pbs.twimg.com/profile_images/1108633523118723077/752keVPi_normal.png,,ReidAscot,"{'followers_count': 44, 'following_count': 84, 'tweet_count': 1508, 'listed_count': 2}","General Manager, The Atomic Cafe. Your Last Stop.",False,Second Sand Dune To The Right,1110086636748959745,
2685259033,sk,,False,https://pbs.twimg.com/profile_images/1475081289833549828/7pEA6HbR_normal.jpg,,o1his,"{'followers_count': 724, 'following_count': 924, 'tweet_count': 83929, 'listed_count': 18}",成人済 自然派 反ワクチン 量子医学 ツイフェミ アイコン(@koyo_hy),False,京都,1282665040621924357,"{'description': {'mentions': [{'start': 30, 'end': 38, 'username': 'koyo_hy'}]}}"
1264609712227659777,Jelly 🍇,,False,https://pbs.twimg.com/profile_images/1438284651869708288/oqBI3ywA_normal.jpg,,jellybeansaid,"{'followers_count': 114, 'following_count': 125, 'tweet_count': 2016, 'listed_count': 0}",ya favorite condiment,False,,,
339769871,きじとらん@予定は未定,https://t.co/4e7guu9Cxi,False,https://pbs.twimg.com/profile_images/973910580388970496/LsSaZzOO_normal.jpg,,kijitoran_0202,"{'followers_count': 843, 'following_count': 1064, 'tweet_count': 222656, 'listed_count': 178}",成人済。声優さんや演劇が大好き。宮野真守さん、高木俊さん。スマスパも！ミュージカル好き。東啓介くん注目してます。アンジェリーカー、リュミエール様は永遠の本命。刀剣乱舞は燭台切光忠で、燭さに脳。故郷と野球は横浜。L&P会員です☆おんなのこにうまれたおとこのこ。相棒はミャウエバーのアッシュ。English OK!,False,チームマモ合唱団,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4e7guu9Cxi', 'expanded_url': 'http://twpf.jp/kijitoran_0202', 'display_url': 'twpf.jp/kijitoran_0202'}]}}"
68901078,A,https://t.co/igrDHJ2Prl,False,https://pbs.twimg.com/profile_images/1455011349067538434/QGmMY7Q8_normal.jpg,,alfredofah,"{'followers_count': 927, 'following_count': 1933, 'tweet_count': 44874, 'listed_count': 44}",Member of the church of the sax line in Run Away With Me.,False,Magic City 🌙🔥,1424965706458804228,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/igrDHJ2Prl', 'expanded_url': 'https://www.alfredobasilio.com/', 'display_url': 'alfredobasilio.com'}]}}"
1457298210,持ち主,https://t.co/SnhWDdnNU9,False,https://pbs.twimg.com/profile_images/1474914992076263424/6HvBrZDH_normal.jpg,,nakajima897,"{'followers_count': 1141, 'following_count': 1303, 'tweet_count': 32996, 'listed_count': 8}","音楽( the pillows / the MADRAS / Carnation / カミナリグモ / ArtTheaterGuild / 高橋徹也)，LEGO，写真．雑多な趣味アカウントですがピロウズ関連の発信多めです．

#LEGOで作るピロウズ，#ピロプレイリスト，#バスターズ大喜利　等モーメントにまとめてます．",False,東京都,1521928820063817728,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SnhWDdnNU9', 'expanded_url': 'http://suzuri.jp/nakajima897', 'display_url': 'suzuri.jp/nakajima897'}]}, 'description': {'hashtags': [{'start': 113, 'end': 125, 'tag': 'LEGOで作るピロウズ'}, {'start': 126, 'end': 135, 'tag': 'ピロプレイリスト'}, {'start': 136, 'end': 145, 'tag': 'バスターズ大喜利'}]}}"
1015033782,Bernat,,False,https://pbs.twimg.com/profile_images/547784404396167169/fbtjX-8v_normal.jpeg,,Indiano1331,"{'followers_count': 1322, 'following_count': 617, 'tweet_count': 53195, 'listed_count': 26}",,False,Sa Roqueta. ..... Mallorca ,1518327472982568960,
1230166601959264256,BR브리,https://t.co/TuN7pBnXIF,False,https://pbs.twimg.com/profile_images/1476051388392108032/5VMnnnhf_normal.jpg,,bluesidebr,"{'followers_count': 205, 'following_count': 779, 'tweet_count': 26952, 'listed_count': 1}","98l. Basically a fanacc of a mulfan_+•10
#TEN once said, 'be you and be true'",False,,1446160988148047874,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TuN7pBnXIF', 'expanded_url': 'https://bluesidebr.carrd.co/', 'display_url': 'bluesidebr.carrd.co'}]}, 'description': {'hashtags': [{'start': 41, 'end': 45, 'tag': 'TEN'}]}}"
1396386474573058050,aliss 🜲,https://t.co/zFsoaLn35j,False,https://pbs.twimg.com/profile_images/1513161677184897027/XkD7STBC_normal.jpg,,alicia_mellaman,"{'followers_count': 848, 'following_count': 963, 'tweet_count': 19670, 'listed_count': 9}",escuchando a casa pete con ibai y karchez ☁︎,False,s!her,1486737996871344131,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zFsoaLn35j', 'expanded_url': 'https://11.512.xn--c6h/', 'display_url': '11.512.♡'}]}}"
1492115088232255493,𝐅𝐮𝐭𝐮𝐫𝐞 𝐀𝐛𝐨𝐠𝐚𝐝𝐚 ⚖,,False,https://pbs.twimg.com/profile_images/1492120008721272838/FZWOP0qz_normal.jpg,,jayane___,"{'followers_count': 37, 'following_count': 39, 'tweet_count': 301, 'listed_count': 0}","𝙻𝚊𝚠 𝚜𝚝𝚞𝚍𝚎𝚗𝚝 | 𝙹𝙳𝟷 🇵🇭

𝘋𝘶𝘮 𝘴𝘱𝘪𝘳𝘰 𝘴𝘱𝘦𝘳𝘰 🙏🏻 ||

𝙽𝚘𝚝 𝚖𝚢 𝚛𝚎𝚊𝚕 𝚗𝚊𝚖𝚎.  𝙸𝚗𝚝𝚛𝚘𝚍𝚞𝚌𝚒𝚗𝚐 𝚖𝚢𝚜𝚎𝚕𝚏 as abogada soon.",False,,1492418759784468483,
1129426035265626114,ランニングサイエンス,,False,https://pbs.twimg.com/profile_images/1343069295043964930/oU9R3H7P_normal.jpg,,swsw_ikki,"{'followers_count': 88, 'following_count': 81, 'tweet_count': 29122, 'listed_count': 0}",ぱっすろ引退,False,,1495325033283330049,
1188406369021390848,鬼塚,https://t.co/cQRF1BJvDX,False,https://pbs.twimg.com/profile_images/1513206080511578112/JS7idSfl_normal.jpg,,ONDK188,"{'followers_count': 419, 'following_count': 444, 'tweet_count': 46435, 'listed_count': 0}",⚡️夢 CP固定です自衛頼む ◼️絵全般@BWkids188/ガチ夢絵@adore_my_king,False,冥府,1520374038493036544,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cQRF1BJvDX', 'expanded_url': 'https://twpf.jp/ONDK188', 'display_url': 'twpf.jp/ONDK188'}]}, 'description': {'mentions': [{'start': 20, 'end': 30, 'username': 'BWkids188'}, {'start': 35, 'end': 49, 'username': 'adore_my_king'}]}}"
60752292,居石信吾,https://t.co/BahFisP6W4,False,https://pbs.twimg.com/profile_images/1433404634438070280/fOshSxou_normal.jpg,,Icy_Cool,"{'followers_count': 832, 'following_count': 4998, 'tweet_count': 89982, 'listed_count': 0}",ドーモ、イイシシンゴと読みます HN:石ころ 好き:ニンジャスレイヤー 映画 漫画 SF noteに小説載せてます,False,澄崎市,1489192652230692864,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BahFisP6W4', 'expanded_url': 'https://note.com/icy_cool', 'display_url': 'note.com/icy_cool'}]}}"
2289617346,鐘,,False,https://pbs.twimg.com/profile_images/1521123260947046400/bU9TUoXd_normal.png,,mgn178,"{'followers_count': 146, 'following_count': 658, 'tweet_count': 57341, 'listed_count': 2}",我在学习汉语🇨🇳（日本人🇯🇵）我喜欢听广播📻許可局員、アルピーdcg、カーボーイ,False,,1509379566850408456,
2697912330,Ranol☆P,https://t.co/E4O32sqkDK,False,https://pbs.twimg.com/profile_images/1213688874884464640/PqCf6ZeN_normal.jpg,,RanolP_777,"{'followers_count': 968, 'following_count': 449, 'tweet_count': 38936, 'listed_count': 9}","성인 아님.
화이쟈 2차 2021-11-15.
매일 바퀴를 재발명하고 싶은 사람.
한국어가 모국어, English OK.

익명 질문 ⏩ https://t.co/ogQYkYd6jk",False,"Guri, Republic of Korea",1477999879083667460,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/E4O32sqkDK', 'expanded_url': 'https://discord.gg/RFuWN4q', 'display_url': 'discord.gg/RFuWN4q'}]}, 'description': {'urls': [{'start': 77, 'end': 100, 'url': 'https://t.co/ogQYkYd6jk', 'expanded_url': 'http://ask.shiftp.sh/RanolP_777', 'display_url': 'ask.shiftp.sh/RanolP_777'}]}}"
301795752,나삳믹,https://t.co/sYdbmiCfIG,False,https://pbs.twimg.com/profile_images/1245367685698834438/F_L1KJdS_normal.jpg,,Ecryle,"{'followers_count': 342, 'following_count': 203, 'tweet_count': 214666, 'listed_count': 10}",열심히 게으름,False,지옥,1018817713924263936,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sYdbmiCfIG', 'expanded_url': 'http://ecryle.postype.com/', 'display_url': 'ecryle.postype.com'}]}}"
20903956,はち,https://t.co/XHnWModtpz,False,https://pbs.twimg.com/profile_images/508917545/_________4_normal.jpg,,8_hachi,"{'followers_count': 59, 'following_count': 76, 'tweet_count': 20741, 'listed_count': 0}",ライダー(Wオーズフォーゼドライブエグゼイドジオウゼロワン)/ニンジャスレイヤー/刀剣乱舞こぎなき・なきこぎ/リバイス見てる,False,ネオムツノクニ,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XHnWModtpz', 'expanded_url': 'http://miasma.2-d.jp/', 'display_url': 'miasma.2-d.jp'}]}}"
141995203,TakuyaT,,False,https://pbs.twimg.com/profile_images/1247286254/catface_jpg_normal.JPG,,oct_path,"{'followers_count': 385, 'following_count': 262, 'tweet_count': 37637, 'listed_count': 10}","機械学習・画像認識 / 自作🍜 / 育児の話題 / ベランダ菜園🍅 / 合唱 / 小野式製麺機 / 低温調理 / EWI / Kaggle
https://t.co/PyXLoPffdx",False,神奈川県,,"{'description': {'urls': [{'start': 70, 'end': 93, 'url': 'https://t.co/PyXLoPffdx', 'expanded_url': 'http://kaggle.com/octpath0302', 'display_url': 'kaggle.com/octpath0302'}]}}"
82147042,Ibrahim Faisal 💉💉💉,https://t.co/uaD60oV9af,False,https://pbs.twimg.com/profile_images/1482332216512643074/uKuBq4aW_normal.jpg,,IbrahimKFaisal,"{'followers_count': 198, 'following_count': 671, 'tweet_count': 5361, 'listed_count': 4}","The less I know about other people's affairs, the happier I am.",False,"Sydney, New South Wales",849093674562707457,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uaD60oV9af', 'expanded_url': 'http://www.mogojastro.com/', 'display_url': 'mogojastro.com'}]}}"
871107101053071361,nearlydetroitdonna,,False,https://pbs.twimg.com/profile_images/1381266031549812738/aHhGK-qy_normal.jpg,,CcDcliffcarter2,"{'followers_count': 18, 'following_count': 308, 'tweet_count': 318, 'listed_count': 0}",,False,,,
85131838,Jacqueline Kelly,,False,https://pbs.twimg.com/profile_images/489694793/DSC00250_normal.jpg,,jlkelly11,"{'followers_count': 23, 'following_count': 83, 'tweet_count': 765, 'listed_count': 0}",,False,"Norco, CA",,
880421851662397440,Ebifrylover,,False,https://pbs.twimg.com/profile_images/880428267555008512/Xsv_2OV1_normal.jpg,,ebiflyfry,"{'followers_count': 125, 'following_count': 88, 'tweet_count': 474, 'listed_count': 0}",A science enthusiast who loves gourmet ebi fry. ^_^ she/her,False,Japan,,
68992641,TwinStar∞(みねのもみぢば),https://t.co/RD8mgUGfMu,False,https://pbs.twimg.com/profile_images/908856040384372736/TgVXzzXW_normal.jpg,,momidiba,"{'followers_count': 637, 'following_count': 642, 'tweet_count': 129555, 'listed_count': 28}",トイデジと石とガラスと食べ物が好きです。刀剣乱舞のイベント時は周回bot化します。趣味で分けないためカオスなアカウントです。 デジタルハリネズミ各種/Bonzart Ziegel/「＃虹の結晶 」シリーズ等々。JSTQB-AL(TM)取得済。評価業務に戻ってこれた。,False,"Setagaya,Tokyo",678461252163604480,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RD8mgUGfMu', 'expanded_url': 'http://digiharimaniacs.com/', 'display_url': 'digiharimaniacs.com'}]}, 'description': {'hashtags': [{'start': 91, 'end': 96, 'tag': '虹の結晶'}]}}"
1393543008876826624,だいち です,https://t.co/rJnjvQhwXp,False,https://pbs.twimg.com/profile_images/1393543128670302209/RObZxD77_normal.jpg,,desu_dch,"{'followers_count': 41, 'following_count': 57, 'tweet_count': 125, 'listed_count': 0}",都市と旅と酒が好き。凍結されたアカウントが復活しないのでこちらでも引き続きよろしくお願いします / よく使うタグ → #せいりょうご飯 #MarkLand,False,東京,1393571175851122691,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rJnjvQhwXp', 'expanded_url': 'https://vero.co/dch_desu', 'display_url': 'vero.co/dch_desu'}]}, 'description': {'hashtags': [{'start': 59, 'end': 67, 'tag': 'せいりょうご飯'}, {'start': 68, 'end': 77, 'tag': 'MarkLand'}]}}"
207547809,須川才蔵,https://t.co/j8k0xsoigK,False,https://pbs.twimg.com/profile_images/1248469432906559489/kKVxcZ3N_normal.png,,Niwanionegai,"{'followers_count': 1181, 'following_count': 349, 'tweet_count': 55847, 'listed_count': 53}","バリー・マイルズ『フランク・ザッパ』、いよいよ発売！ https://t.co/M42jpfP4pu 
倉地久美夫主演・冨永昌敬監督『庭にお願い』、とりふね＋須川善行『ことの次第 30周年エディション』も絶賛発売中！",False,裏庭,1254412522758631424,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/j8k0xsoigK', 'expanded_url': 'https://apricotgoods.theshop.jp/', 'display_url': 'apricotgoods.theshop.jp'}]}, 'description': {'urls': [{'start': 27, 'end': 50, 'url': 'https://t.co/M42jpfP4pu', 'expanded_url': 'https://bit.ly/3DijKHq', 'display_url': 'bit.ly/3DijKHq'}]}}"
1386450133085302790,Taggy5,,False,https://pbs.twimg.com/profile_images/1386450250710331393/UuqGqExX_normal.png,,Taggy51,"{'followers_count': 4, 'following_count': 47, 'tweet_count': 106, 'listed_count': 0}",Just a gamer doing gamer things https://t.co/mks36Xxj39 | follow my game dev journey with @BusterDogB over at @BusterGame0,False,,,"{'description': {'urls': [{'start': 32, 'end': 55, 'url': 'https://t.co/mks36Xxj39', 'expanded_url': 'http://twitch.tv/taggy5', 'display_url': 'twitch.tv/taggy5'}], 'mentions': [{'start': 90, 'end': 101, 'username': 'BusterDogB'}, {'start': 110, 'end': 122, 'username': 'BusterGame0'}]}}"
822918200,ItalianMaestro,,False,https://pbs.twimg.com/profile_images/1513592969521246215/_hJkVYJa_normal.jpg,,Italian_maestr0,"{'followers_count': 1520, 'following_count': 1111, 'tweet_count': 59772, 'listed_count': 30}",,False,Italia,1423641201123762182,
23916376,Edinho,https://t.co/xumMbWRY6F,False,https://pbs.twimg.com/profile_images/1296826410007502850/Gl_2JOGx_normal.jpg,,EdLegend,"{'followers_count': 720, 'following_count': 1234, 'tweet_count': 102790, 'listed_count': 33}",Under 6ft and beardless. *Update: I have a chinstrap due to quarantine* Rustic Modern. Your paragon of virtue. RIP Sandy. IG blacknaitch,False,Texas Stadium,773530649030369285,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xumMbWRY6F', 'expanded_url': 'https://www.discogs.com/seller/elrecordsonline/profile', 'display_url': 'discogs.com/seller/elrecor…'}]}}"
