,description,id,url,name,profile_image_url,public_metrics,verified,username,protected,location,pinned_tweet_id,entities
40484010,مؤسس @Alaabgaming. مهتم بصناعة الألعاب ومحب للسفر والبحث على أفضل المأكولات. ايه نعم، صورتي موجودة في Bloodstained. ما أعرف مين اللي سوا الهيدر 🤷🏽‍♂️,,https://t.co/W8g7V2MFou,Ahmed Alrashed,https://pbs.twimg.com/profile_images/1095819321736159232/R_ZzQvDv_normal.jpg,"{'followers_count': 13483, 'following_count': 710, 'tweet_count': 22151, 'listed_count': 69}",False,AR_1085,False,"Riyadh, Saudi Arabia",978198652421328897,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/W8g7V2MFou', 'expanded_url': 'https://www.youtube.com/c/alaabgaming', 'display_url': 'youtube.com/c/alaabgaming'}]}, 'description': {'mentions': [{'start': 5, 'end': 17, 'username': 'Alaabgaming'}]}}"
424205762,"Sabres, Bandits, Mets and Boilermakers fan @jcy0813 💍🥰",,,Bill G,https://pbs.twimg.com/profile_images/1340776114223001606/0GxXhoxE_normal.jpg,"{'followers_count': 148, 'following_count': 640, 'tweet_count': 8685, 'listed_count': 19}",False,BillG300,False,"Wooster, OH",,"{'description': {'mentions': [{'start': 43, 'end': 51, 'username': 'jcy0813'}]}}"
1136100710364246016,"Interested in world events and sport of most kinds. High school teacher turned computer programmer, now semi-retired.",,,GraemeE,https://pbs.twimg.com/profile_images/1321381563158835200/Iyhwc2Zh_normal.jpg,"{'followers_count': 2704, 'following_count': 3440, 'tweet_count': 36983, 'listed_count': 0}",False,GraemeE13,False,"Melbourne, Victoria",,
884486882725416961,"🔸Co-Présidente de La 404 Devinci
🔸Ancienne Secrétaire Générale chez @LDVEsport
🔸Étudiante en dev web et gestion de projet à @IIMParis",,,Claire 🌟,https://pbs.twimg.com/profile_images/1457426717308489731/HkgLSdZw_normal.jpg,"{'followers_count': 117, 'following_count': 273, 'tweet_count': 1731, 'listed_count': 0}",False,Pouniflu,False,,,"{'description': {'mentions': [{'start': 68, 'end': 78, 'username': 'LDVEsport'}, {'start': 124, 'end': 133, 'username': 'IIMParis'}]}}"
542035425,,,,mohammed lasheen,https://pbs.twimg.com/profile_images/794509097483771904/F5x3bgVi_normal.jpg,"{'followers_count': 114, 'following_count': 187, 'tweet_count': 754, 'listed_count': 1}",False,lasheen911,False,,,
768177428829175810,"⠀↬ femme de Kento Yamazaki, quatrième épouse d’Uzui Tengen & double championne du monde de karuta | | 21y",,https://t.co/tqxH9qE5RJ,aibo,https://pbs.twimg.com/profile_images/1521020074475372549/UJJKQJ4M_normal.jpg,"{'followers_count': 178, 'following_count': 628, 'tweet_count': 40715, 'listed_count': 6}",False,Pikabloo,False,♡ 👹🈳 ♡ she/they/he,1072246790789980160,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tqxH9qE5RJ', 'expanded_url': 'https://www.paypal.me/konokuzuu', 'display_url': 'paypal.me/konokuzuu'}]}}"
226440623,Left atheist skeptic sweary Boomer OK? Nobel laureate in knitting. RN since 1977. Tweet about health & politics. Friend of Science In Medicine. GetUp puppet 🤩,,,IrmaGherd (Retired Nurse Thug)💉💉💉💉,https://pbs.twimg.com/profile_images/977882260807364608/MN7FByid_normal.jpg,"{'followers_count': 6016, 'following_count': 2427, 'tweet_count': 105595, 'listed_count': 0}",False,maureenchuck1,False,"Cabarita, Sydney. Australia",1166162733877743618,
198686652,"You said memories become stories when we forget them. Maybe some of them become songs.








       🍁 page one  🎶 Gryffindor 🦁 INFP * she/her",,https://t.co/9tvlo7Y4b6,misguided ghost 🔂 STAY ODDINARY,https://pbs.twimg.com/profile_images/1496915093459808262/aRs6Mn4l_normal.jpg,"{'followers_count': 333, 'following_count': 1527, 'tweet_count': 22574, 'listed_count': 1}",False,MargheDW8,False,Gallifrey,1400157725137510401,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9tvlo7Y4b6', 'expanded_url': 'https://open.spotify.com/track/7m3mf1vU7CZHhwXcxAX7zk?si=PTssmCW5R4yqZK5Ku9ANXQ&utm_source=copy-link', 'display_url': 'open.spotify.com/track/7m3mf1vU…'}]}}"
935332760,"Photojournalist, striving to show the beauty of the little things in life; one arthropod at a time #becurious #BeKind 
Buy prints of my photos via my website!",,https://t.co/ji0zVotcSl,Cri 🕊🐝🐜😷⚽💉💉💉💉,https://pbs.twimg.com/profile_images/720751788597518336/ac91qcrt_normal.jpg,"{'followers_count': 11900, 'following_count': 320, 'tweet_count': 328405, 'listed_count': 381}",False,CrawliesWithCri,False,,1333450975441403905,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ji0zVotcSl', 'expanded_url': 'http://crawlieswithcri.smugmug.com', 'display_url': 'crawlieswithcri.smugmug.com'}]}, 'description': {'hashtags': [{'start': 99, 'end': 109, 'tag': 'becurious'}, {'start': 110, 'end': 117, 'tag': 'BeKind'}]}}"
624308298,everyone should make the most of their #brandnewday #USAF #veteran #vols 🍊🍊🍊🍊 #kingsport oh I live between aggies and horns now 🙄,,,weathergirl,https://pbs.twimg.com/profile_images/1505286460181819393/dXvSBqUi_normal.jpg,"{'followers_count': 921, 'following_count': 1781, 'tweet_count': 54033, 'listed_count': 33}",False,kngsport,False,,,"{'description': {'hashtags': [{'start': 39, 'end': 51, 'tag': 'brandnewday'}, {'start': 52, 'end': 57, 'tag': 'USAF'}, {'start': 58, 'end': 66, 'tag': 'veteran'}, {'start': 67, 'end': 72, 'tag': 'vols'}, {'start': 78, 'end': 88, 'tag': 'kingsport'}]}}"
126339904,MA Queens University Belfast ‘20. BA Meredith College ‘18. Writer. Feminist. Abolitionist. Queer. 27. she/her or any pronouns,,,Ann 🌈,https://pbs.twimg.com/profile_images/1400196865371512833/yVEsWuVX_normal.png,"{'followers_count': 269, 'following_count': 1415, 'tweet_count': 17987, 'listed_count': 1}",False,ALC_233,False,"Hillsborough, NC",1518327689005998082,
54241516,"Follower of Christ, husband to Brandy, father of Angel and Jasmine, Pastor of Preaching and Vision at Eureka Baptist in Talladega, AL.",,http://t.co/RRqoVg5OSi,Jason Grissom,https://pbs.twimg.com/profile_images/1256962319772520457/rk2Y5SAM_normal.jpg,"{'followers_count': 125, 'following_count': 321, 'tweet_count': 2859, 'listed_count': 3}",False,eurekapastor,False,"Talladega, AL",,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/RRqoVg5OSi', 'expanded_url': 'http://eurekabaptistchurch.com', 'display_url': 'eurekabaptistchurch.com'}]}}"
1956036788,Google+からにょろにょろ流れてきました,,https://t.co/wFRTKE752X,くらまい,https://pbs.twimg.com/profile_images/1115242921320570880/Pqx2_PRh_normal.png,"{'followers_count': 81, 'following_count': 129, 'tweet_count': 473, 'listed_count': 3}",False,kurachimai,False,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wFRTKE752X', 'expanded_url': 'http://kuratema.blogspot.com/', 'display_url': 'kuratema.blogspot.com'}]}}"
18380602,"Una planta.... dura en apariencia, blanda en su interior",,https://t.co/O1GQkSemkp,Kalruth,https://pbs.twimg.com/profile_images/642662181599887360/GFn9-ZPJ_normal.jpg,"{'followers_count': 162, 'following_count': 407, 'tweet_count': 8321, 'listed_count': 17}",False,Kalruth,False,"En La Coru, neno...",798292866040811520,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/O1GQkSemkp', 'expanded_url': 'http://toxo.wordpress.com', 'display_url': 'toxo.wordpress.com'}]}}"
967338848219885568,葉っパァ( ᐛ )👐,,https://t.co/PqfXrCoPoi,がっこ💧✨🎮,https://pbs.twimg.com/profile_images/1337489402801471488/QjeNmi07_normal.jpg,"{'followers_count': 277, 'following_count': 1222, 'tweet_count': 10528, 'listed_count': 0}",False,GAKKO_spl,False,switch→7022-9795-0322,1480087624304193536,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PqfXrCoPoi', 'expanded_url': 'https://youtube.com/channel/UCgT0R72RPw_d6ZPyQVwIEbw', 'display_url': 'youtube.com/channel/UCgT0R…'}]}}"
19442684,,,https://t.co/CUmOITjPX4,"Wait, what?",https://pbs.twimg.com/profile_images/1359920106596360194/a9vHB5q2_normal.jpg,"{'followers_count': 144, 'following_count': 631, 'tweet_count': 4951, 'listed_count': 6}",False,messanger,False,"Biel, Switzerland",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CUmOITjPX4', 'expanded_url': 'http://www.instagram.com/michael_stotzer', 'display_url': 'instagram.com/michael_stotzer'}]}}"
1423058003041820672,『好きなことを続けるために、学びたい』人が勉強や手帳を緩く楽しむ場『まなび庵 よすが』いちご大福のQK学ぼう専用アカウント。勉強とQKと日常のおはなし。 今年の目標はDTMの上達とか諸々。（取得済：TOEIC LR990/IELTS8.0/英検1級/漢検準1級） QK学ぼうメイトさん以外はフォロバいたしません。,,,いちご大福（まなび庵よすが）,https://pbs.twimg.com/profile_images/1448247506668687364/TJGWuas4_normal.jpg,"{'followers_count': 164, 'following_count': 154, 'tweet_count': 583, 'listed_count': 0}",False,manabianyosuga,False,,1510171663979089925,
25828406,Proud Biffo! Blianta caite ag obair ar son na cúise!!.,,,Seán Ó Ceallaigh,https://pbs.twimg.com/profile_images/1012777173206233088/s7_fysRJ_normal.jpg,"{'followers_count': 313, 'following_count': 733, 'tweet_count': 689, 'listed_count': 3}",False,soceallaig,False,"Leamhcán, Áth Cliath",,
831515077,der beste,,https://t.co/XFAzdtqvxC,Chesra,https://pbs.twimg.com/profile_images/1380243749784145921/MFy5aPwd_normal.jpg,"{'followers_count': 204, 'following_count': 672, 'tweet_count': 14759, 'listed_count': 2}",False,SirChesra,False,Sifftwitter,959689361083203584,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XFAzdtqvxC', 'expanded_url': 'http://chesra.de', 'display_url': 'chesra.de'}]}}"
27168929,Arizona native.  Spelling bee champ.  Old soul.  Schnauzer mom.   NAU alumni.,,,Lisa🌻,https://pbs.twimg.com/profile_images/1262605481073246208/6cF4YgG8_normal.jpg,"{'followers_count': 458, 'following_count': 830, 'tweet_count': 22541, 'listed_count': 12}",False,AZN8IV,False,Arizona,,
4008513795,,,,Suart,https://pbs.twimg.com/profile_images/658526022166564864/bUpz3Y8E_normal.jpg,"{'followers_count': 1, 'following_count': 166, 'tweet_count': 80, 'listed_count': 0}",False,suleartuner,False,,,
1212024758788734976,Conservative | Macallan fan| Avid Traveler| follower of Acharya @Cawnporiaah,,,𝐼𝓃𝒹🌞𝓇𝑒𝒲𝒶𝓁𝑒𝐵𝒽𝒾𝓎𝒶,https://pbs.twimg.com/profile_images/1491250413076885506/HcskK2qc_normal.jpg,"{'followers_count': 3752, 'following_count': 452, 'tweet_count': 40401, 'listed_count': 0}",False,IndoreWaleBhiya,False,यहीं कहीं,1465543944171778048,"{'description': {'mentions': [{'start': 64, 'end': 76, 'username': 'Cawnporiaah'}]}}"
96390403,My problem; people think they can actually read me...*smh* #Enigma,,,SUPER,https://pbs.twimg.com/profile_images/1306191283287982080/0FFcsAkF_normal.jpg,"{'followers_count': 4212, 'following_count': 3406, 'tweet_count': 302773, 'listed_count': 16}",False,icezic,False,Where chill @,1258690524229361664,"{'description': {'hashtags': [{'start': 59, 'end': 66, 'tag': 'Enigma'}]}}"
187471707,"Informatiker, Pilot, what else? 🌍 🌎 🇪🇺🇩🇪",,,lucky_Steve,https://pbs.twimg.com/profile_images/1475393946067128328/Z4uvb_Jv_normal.png,"{'followers_count': 313, 'following_count': 232, 'tweet_count': 62427, 'listed_count': 16}",False,lucky_Steve,False,"Erlangen, Germany",,
14359088,Award winning Industrial Designer. Adelaide ex-pat who hates humidity but lives in Brisbane because I'm an idiot. I think too much and complain even more.,,,Adam,https://pbs.twimg.com/profile_images/1505358091126128640/RwXAJsZH_normal.jpg,"{'followers_count': 289, 'following_count': 79, 'tweet_count': 39584, 'listed_count': 45}",False,Yeahbutnaahh,False,"Brisbane, Australia",1494479382852747265,
169908820,DDRやってるかダンスラやってるかFGOやってるかウマやってるか飲酒するかその他諸々して毎日過ごしてます。ごく稀に絵も描いたりするよ。よくアルカス言われるけど全く違います。DDR:1105-0059/弐寺:5023-1127,,https://t.co/NmGjn1iP4E,🕺🏻🗿💃🏻𝟭𝟲𝗯𝗶𝘁🍻💋✍🏻,https://pbs.twimg.com/profile_images/1504497727941464089/5UT3P08X_normal.jpg,"{'followers_count': 850, 'following_count': 1072, 'tweet_count': 255269, 'listed_count': 79}",False,Can_Be_Real,False,修羅乃豚骨大国　FUK,1517865543750938624,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NmGjn1iP4E', 'expanded_url': 'https://www.pixiv.net/users/4569163', 'display_url': 'pixiv.net/users/4569163'}]}}"
481664632,"Fledgling scribbler. IT dabbler. Animal lover. Healer. Husband, father, grandfather. Respectful agnostic. #stacesplace",,https://t.co/sb0Nq2SVfA,💧Mike Stacey,https://pbs.twimg.com/profile_images/1162483268509286400/vHaFh980_normal.jpg,"{'followers_count': 140, 'following_count': 589, 'tweet_count': 5495, 'listed_count': 3}",False,stacesplaceoz,False,"Sydney, Australia",774787203561992192,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sb0Nq2SVfA', 'expanded_url': 'http://www.stacesplace.blog', 'display_url': 'stacesplace.blog'}]}, 'description': {'hashtags': [{'start': 106, 'end': 118, 'tag': 'stacesplace'}]}}"
35281342,"Punjab , Punjabi , ਗੁਰਮੁਖੀ شاہ مُکھی",,,Tejinder,https://pbs.twimg.com/profile_images/1494973045198393346/eJgGeTQa_normal.jpg,"{'followers_count': 988, 'following_count': 662, 'tweet_count': 10282, 'listed_count': 1}",False,singhtejinder,False,Melbourne,,
564562685,"Taste me you will see, more is all you need",,,Theia 🌚,https://pbs.twimg.com/profile_images/1498686325679181826/VzbStEcI_normal.jpg,"{'followers_count': 957, 'following_count': 869, 'tweet_count': 43681, 'listed_count': 46}",False,theia_nm,False,France,450675010558889985,
372967801,"Nihil volitum quin praecognitum

 https://t.co/KRSpzXSprz",,,C:\VictorM\,https://pbs.twimg.com/profile_images/1482363727366307840/T7WpsB-U_normal.jpg,"{'followers_count': 197, 'following_count': 751, 'tweet_count': 3799, 'listed_count': 2}",False,VictorMSnchez,False,"Ni esto, ni lo otro",1261647693836963840,"{'description': {'urls': [{'start': 34, 'end': 57, 'url': 'https://t.co/KRSpzXSprz', 'expanded_url': 'http://instagram.com/victormsnchez/', 'display_url': 'instagram.com/victormsnchez/'}]}}"
5687592,"Lawyer, translator, publisher. Interests:  history, literature, mysteries, music. My tweets do not imply approval or agreement.  😊",,https://t.co/eoWSrDDsmH,John Pierce,https://pbs.twimg.com/profile_images/1469694462360277001/y3IZY2x2_normal.jpg,"{'followers_count': 7625, 'following_count': 4422, 'tweet_count': 47885, 'listed_count': 60}",False,jrpierce,False,Massachusetts,1238801343562858496,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eoWSrDDsmH', 'expanded_url': 'https://amzn.to/3Ip5vSp', 'display_url': 'amzn.to/3Ip5vSp'}]}}"
775372198903025665,"3 things I Love: Pursuit of knowledge, good music, autumn. 3 things I Dislike: Willful ignorance, no sleep, winter. #FlipTheSenateBlue #JohnLewisVotingRightsAct",,,Lkbolden,https://pbs.twimg.com/profile_images/789523779714179072/8QU4MJUh_normal.jpg,"{'followers_count': 16655, 'following_count': 16916, 'tweet_count': 22593, 'listed_count': 3}",False,bolden46,False,,,"{'description': {'hashtags': [{'start': 116, 'end': 134, 'tag': 'FlipTheSenateBlue'}, {'start': 135, 'end': 160, 'tag': 'JohnLewisVotingRightsAct'}]}}"
1503888910040064005,dev,,,Emre,https://pbs.twimg.com/profile_images/1503889216455032833/DsGKrM_7_normal.jpg,"{'followers_count': 3, 'following_count': 111, 'tweet_count': 39, 'listed_count': 0}",False,emr3kp,False,,,
1278171186820550656,,,,zenas,https://pbs.twimg.com/profile_images/1278172406872281094/cVcTxLqg_normal.jpg,"{'followers_count': 0, 'following_count': 16, 'tweet_count': 95, 'listed_count': 0}",False,zenas_toledo,False,,,
94340142,"音楽好きなエンジニア。一児の父。推しは、エビ中/玉井詩織/Kaede/Perfumeのっち/高井千帆/北美梨寧/その他スタダアイドル。ツイートは私の個人的な意見であり勤務先とは何ら関係はありません。engineer, music lover. @yaskono tweets in Eng",,https://t.co/Cehy2L3yZJ,yasuhisa kono 河野泰久,https://pbs.twimg.com/profile_images/1620208629/face1_normal.jpg,"{'followers_count': 568, 'following_count': 2905, 'tweet_count': 31379, 'listed_count': 8}",False,river_field,False,東京都府中市 国立市 tokyo,1237323840868323328,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Cehy2L3yZJ', 'expanded_url': 'http://twilog.org/river_field', 'display_url': 'twilog.org/river_field'}]}, 'description': {'mentions': [{'start': 122, 'end': 130, 'username': 'yaskono'}]}}"
2660205344,i’d rather laugh with the sinners than cry with the saints // {she/they} // get vaxxed please // BLM/ACAB // ♠️💖💜💙,,,Lizzie but covered in pixie dust 🥀📜,https://pbs.twimg.com/profile_images/1399810821299994624/Ka5TA8do_normal.png,"{'followers_count': 290, 'following_count': 1193, 'tweet_count': 9039, 'listed_count': 2}",False,onmyown_24601,False,Over the Rainbow,,
43833248,MBA Ing. Civil. Docente Universitario. Gerente General. Gamer. Ex. Residente de Obras.. Buscando ante todo ser consecuente y autentico. 36 años.,,,Edward García,https://pbs.twimg.com/profile_images/1272933254962782208/q_Ybfnvj_normal.jpg,"{'followers_count': 53, 'following_count': 129, 'tweet_count': 1638, 'listed_count': 0}",False,Gared23,False,"Lima, Perú",,
2255512794,,,,Agit KAYA,https://pbs.twimg.com/profile_images/1303775619155722259/LXv8OZ6k_normal.jpg,"{'followers_count': 265, 'following_count': 916, 'tweet_count': 489, 'listed_count': 0}",False,dtagitkaya,False,Turkey,1313543929707606016,
1210074344258338817,いろんなとこにいる 恭平に弱い長尾担 最近スノにもお金を出し始めてしまった 箱推しになる予感,,,最弱のうどん,https://pbs.twimg.com/profile_images/1377404133066428416/2TJD_ua6_normal.jpg,"{'followers_count': 50, 'following_count': 623, 'tweet_count': 5855, 'listed_count': 0}",False,udon_saizyaku,False,おうち,1500885366093463552,
26193070,All Things Battle Rap... An enthusiast of Sorts,,,Mambo,https://pbs.twimg.com/profile_images/1478915968290242573/tZW8t8Kz_normal.jpg,"{'followers_count': 411, 'following_count': 863, 'tweet_count': 6812, 'listed_count': 4}",False,Bocage__,False,MD to NC,1215806726517248000,
1271853919421870080,"Hitam belum tentu kotor, Putih belum tentu bersih👹",,,Valencio,https://pbs.twimg.com/profile_images/1301567639160909825/FgACA3P5_normal.jpg,"{'followers_count': 163, 'following_count': 276, 'tweet_count': 3572, 'listed_count': 0}",False,panamaRangers,False,"Surakarta, Jawa Tengah",1509006133784379404,
523578604,"Si luchas, lo acabarás consiguiendo. Modo de vida: BALONCESTO, 6 a la espalda, UD Loiola Indautxu https://t.co/m00NbfpNC4 🎓Graduado en CAFyD",,,Arnaud Azkoaga,https://pbs.twimg.com/profile_images/1389608256335753225/4oNymaga_normal.jpg,"{'followers_count': 158, 'following_count': 328, 'tweet_count': 1615, 'listed_count': 0}",False,AAzkoaga6,False,"Bilbao, País Vasco",1214125744055574528,"{'description': {'urls': [{'start': 98, 'end': 121, 'url': 'https://t.co/m00NbfpNC4', 'expanded_url': 'http://Instagram.com/arnaudazkoaga', 'display_url': 'Instagram.com/arnaudazkoaga'}]}}"
737475342986809348,"fembastard, he/him (it/its if you're feisty) kindly be 18+",,,pnen,https://pbs.twimg.com/profile_images/1451746324932710400/w9GbdOkn_normal.jpg,"{'followers_count': 360, 'following_count': 343, 'tweet_count': 6949, 'listed_count': 2}",False,ZER0ZOMBIES,False," London, 21",,
4699460514,Teopfokki spielt eine Rolle in meinem Leben,,,토뽀끼🦭,https://pbs.twimg.com/profile_images/1463574142549381122/ydjH50LQ_normal.png,"{'followers_count': 134, 'following_count': 667, 'tweet_count': 22231, 'listed_count': 2}",False,teopfokki,False,,1450408329138917380,
186727890,"やっぱりカープがナンバーワン！ 
Janne Da Arc /wyse /UVERworld /鈴木このみ /水樹奈々 /Aqours",,https://t.co/D3F9Puct07,ザラキ,https://pbs.twimg.com/profile_images/1517718601620344832/Y-8S7cLj_normal.jpg,"{'followers_count': 228, 'following_count': 228, 'tweet_count': 22782, 'listed_count': 7}",False,t_sct,False,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/D3F9Puct07', 'expanded_url': 'http://twpf.jp/t_sct', 'display_url': 'twpf.jp/t_sct'}]}}"
12525642,好きな法令は道路交通法・道路交通法施行令・道路交通法施行規則です。馬は軽車両。飲んだら乗るな、乗るなら飲むな。Julia、R、Matlab、C、JSFXなど使って音楽と音響をゴニョゴニョします。New England Patriotsと警視庁イーグルスを応援しています。ネンオシャチエブクトウバシメ！ LISP勉強中。,,,歩行者は右側通行,https://pbs.twimg.com/profile_images/1245620031725031425/nr4So2Rm_normal.jpg,"{'followers_count': 689, 'following_count': 680, 'tweet_count': 14276, 'listed_count': 34}",False,JikanBae,False,,1377274494365003783,
1227873692501315585,📚 Historian | Racial justice educator | History Shows Us Podcast host | Bibliophile | #JamesBaldwin stan | IG: sincerely.lettie,,https://t.co/GzNN8P4qwN,Lettie Gore,https://pbs.twimg.com/profile_images/1489720958105620480/0Vua76le_normal.jpg,"{'followers_count': 622, 'following_count': 135, 'tweet_count': 215, 'listed_count': 1}",False,SincerelyLettie,False,"North Carolina, USA",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GzNN8P4qwN', 'expanded_url': 'https://linktr.ee/sincerely.lettie', 'display_url': 'linktr.ee/sincerely.lett…'}]}, 'description': {'hashtags': [{'start': 86, 'end': 99, 'tag': 'JamesBaldwin'}]}}"
1007314166682513410,"おにぎりです。オバチャンです。
【推し】私立恵比寿中学(まやぽー推しの中学33年生)、事務員Gさん、ウクレレ奏者の鈴木智貴さん、りぶさん、いづさん、コニーさん、NORISTRYさん。",,https://t.co/9GsnLQxb1t,ちいまめ,https://pbs.twimg.com/profile_images/1459776432444706816/3EQ7dysN_normal.jpg,"{'followers_count': 182, 'following_count': 265, 'tweet_count': 38585, 'listed_count': 0}",False,chi_mame_mochi,False,関東,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9GsnLQxb1t', 'expanded_url': 'https://nana-music.com/users/7697734/', 'display_url': 'nana-music.com/users/7697734/'}]}}"
277338276,,,https://t.co/LAzCikStmp,Ross K.,https://pbs.twimg.com/profile_images/1438840418100256775/RKsdntUL_normal.jpg,"{'followers_count': 298, 'following_count': 466, 'tweet_count': 3958, 'listed_count': 11}",False,Disasteross,False,"Chicago, IL",1339895681725714434,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LAzCikStmp', 'expanded_url': 'https://xn--wp8hfen1d65d.y.at', 'display_url': '💎👋🚀🤡.y.at'}]}}"
748294483,Patron saint of bread backs. Micah6:8ologist. Caine enthusiast.,,,Dizzy Trillespie,https://pbs.twimg.com/profile_images/609539808520613890/fT1oqajY_normal.jpg,"{'followers_count': 174, 'following_count': 1080, 'tweet_count': 25999, 'listed_count': 2}",False,trillespie,False,Six Figures Under,797300125685153792,
616053989,たくさんのオタマトーンと暮らしている人です。サカモト教授/Otamatone/ゲーム音楽/ご当地マンホール etc... 最近の癒しはすゑひろがりず。 すゑアカ→ @h__mutsuswe インスタ(おたま写真)→ https://t.co/LLLaqtUQVE,,https://t.co/HiZuKmVs8t,むつき,https://pbs.twimg.com/profile_images/1480717121948905472/8WOTlCFZ_normal.jpg,"{'followers_count': 3498, 'following_count': 623, 'tweet_count': 34435, 'listed_count': 0}",False,h__mutsu,False,"Tokyo, Japan",1501317466449866755,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HiZuKmVs8t', 'expanded_url': 'https://www.youtube.com/channel/UC83ASIaxWhLjku2d3REKahg', 'display_url': 'youtube.com/channel/UC83AS…'}]}, 'description': {'urls': [{'start': 108, 'end': 131, 'url': 'https://t.co/LLLaqtUQVE', 'expanded_url': 'http://instagram.com/h__mutsu/', 'display_url': 'instagram.com/h__mutsu/'}], 'mentions': [{'start': 82, 'end': 94, 'username': 'h__mutsuswe'}]}}"
17111029,"Dont expect apostrophes. Celebrate them when you get them. 
Tweeting since 25/4/07",,https://t.co/RLBSGDz7JM,Overlizard,https://pbs.twimg.com/profile_images/1176615945/Parrots_close-up_normal.jpg,"{'followers_count': 3122, 'following_count': 4292, 'tweet_count': 344018, 'listed_count': 261}",False,Aitch_El,False,Dja dja wurrung. Never ceded.,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RLBSGDz7JM', 'expanded_url': 'http://theshallowside.wordpress.com/', 'display_url': 'theshallowside.wordpress.com'}]}}"
5404592,いったいどこで間違えたんだ！ 鳥クラスタ四天王の中でもさいじゃく https://t.co/IUUFpq6cNH https://t.co/UqPJTwP1wp https://t.co/C3ndqNE6Eo デレステ288041257,,https://t.co/MYrg82yBX3,!ʞoɹ!H '∀W∀MI,https://pbs.twimg.com/profile_images/716132872894029824/yXz3oO9o_normal.jpg,"{'followers_count': 1080, 'following_count': 807, 'tweet_count': 255552, 'listed_count': 120}",False,higamma,False,"Aichi, Japan",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MYrg82yBX3', 'expanded_url': 'http://www.amazon.co.jp/registry/wishlist/LNBUP7B93AEX/ref=cm_sw_r_tw_ws_HiW2tb1XE41RB', 'display_url': 'amazon.co.jp/registry/wishl…'}]}, 'description': {'urls': [{'start': 33, 'end': 56, 'url': 'https://t.co/IUUFpq6cNH', 'expanded_url': 'http://higamma.hatenablog.com', 'display_url': 'higamma.hatenablog.com'}, {'start': 57, 'end': 80, 'url': 'https://t.co/UqPJTwP1wp', 'expanded_url': 'http://paygr.com/higamma', 'display_url': 'paygr.com/higamma'}, {'start': 81, 'end': 104, 'url': 'https://t.co/C3ndqNE6Eo', 'expanded_url': 'http://gunosy.com/hi.gamma', 'display_url': 'gunosy.com/hi.gamma'}]}}"
893101298433871873,MSKÜ/TIP,,,Hz.Alîko,https://pbs.twimg.com/profile_images/1500888703631249414/QFleNXbU_normal.jpg,"{'followers_count': 67, 'following_count': 147, 'tweet_count': 218, 'listed_count': 0}",False,lawemirehoska,False,di guhê gê de ,1359611878322937857,
1111487773,"AKA David Kendall. 

25, Welshman, sports fanatic and ELO are the fucking best! Runs the @edgarfp86 fanpage.",,,🏴󠁧󠁢󠁷󠁬󠁳󠁿DJ Gandolfini🏴󠁧󠁢󠁷󠁬󠁳󠁿,https://pbs.twimg.com/profile_images/1478876990732124164/nVWIKvpr_normal.jpg,"{'followers_count': 1142, 'following_count': 1486, 'tweet_count': 42956, 'listed_count': 9}",False,djk29_,False,"Risca, Wales",1439134099441164289,"{'description': {'mentions': [{'start': 89, 'end': 99, 'username': 'edgarfp86'}]}}"
1565373018,Soc gilipollas què vols que et diga. Handmade memes. Curador d’animalets.,,https://t.co/lF1vi2lu1s,2an,https://pbs.twimg.com/profile_images/1518906479851577345/et-9SE5m_normal.jpg,"{'followers_count': 239, 'following_count': 220, 'tweet_count': 9801, 'listed_count': 0}",False,justijoan,False,La Vila Joiosa-León,1199761450887208962,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/lF1vi2lu1s', 'expanded_url': 'https://twitter.com/justi_candao', 'display_url': 'twitter.com/justi_candao'}]}}"
