,location,name,protected,url,verified,public_metrics,description,profile_image_url,username,id,entities,pinned_tweet_id
976209860583882752,Texas,JumpinRudy,False,,False,"{'followers_count': 54, 'following_count': 444, 'tweet_count': 4108, 'listed_count': 0}","Science, compassion, thought, deliberate, fair.",https://pbs.twimg.com/profile_images/1251261015469236224/4vFIKfGW_normal.jpg,JumpinRudy,,,
1515370743588139012,,CurledCurlew,False,,False,"{'followers_count': 3, 'following_count': 106, 'tweet_count': 37, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1515762271603113985/-_dqstjk_normal.jpg,CurledCurlew,,,
236066633,,Lit Foley,False,,False,"{'followers_count': 169, 'following_count': 825, 'tweet_count': 61099, 'listed_count': 9}","Who's that peaking in my window? Nobody cuz I live in a penthouse. Davine By Nature #HeGotNext
Pronouns: GOAT/Dope",https://pbs.twimg.com/profile_images/1471501117594877968/SpYEHUdm_normal.jpg,ladydavine_dbn,,"{'description': {'hashtags': [{'start': 84, 'end': 94, 'tag': 'HeGotNext'}]}}",1175008862996295680
73675991,"Glasgow, Scotland","Damn it, Jim, I’m a doctor 🌻",False,,False,"{'followers_count': 182, 'following_count': 340, 'tweet_count': 3670, 'listed_count': 4}",PhD in Creative Writing. Fairy tales & magical realism. Co-author: *A Drink of One’s Own: Feminist Cocktails for Literary Ladies*. Queer. She/her.,https://pbs.twimg.com/profile_images/1471222893560446981/btrF_cQn_normal.jpg,thewiscowitch,,,1318146166379433984
2301724454,Ubicuo,Bread&Water,False,,False,"{'followers_count': 63, 'following_count': 154, 'tweet_count': 620, 'listed_count': 0}","Emprendiendo a ser persona.
Barçacérrimo",https://pbs.twimg.com/profile_images/429249483529277440/_T_kDToW_normal.jpeg,Javierpc80,,,
182314735,India,SUNDARESAN,False,,False,"{'followers_count': 143, 'following_count': 1442, 'tweet_count': 5190, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1786806468/Image_459__normal.jpg,rsundaresan1956,,,
318038734,Los Angeles,Player X,False,https://t.co/G5ThfTNaDs,False,"{'followers_count': 100, 'following_count': 439, 'tweet_count': 7156, 'listed_count': 2}",Just a guy w/mild skin issues & rather large eyes; my circumspect reads taciturn. I hosted https://t.co/qWUbm2UF4M (now dark) & originated the Player X Ray infographic,https://pbs.twimg.com/profile_images/1397679400/pokeravatar2_normal.jpg,HoldThePoint,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/G5ThfTNaDs', 'expanded_url': 'http://HoldThePoint.com', 'display_url': 'HoldThePoint.com'}]}, 'description': {'urls': [{'start': 91, 'end': 114, 'url': 'https://t.co/qWUbm2UF4M', 'expanded_url': 'http://HoldThePoint.com', 'display_url': 'HoldThePoint.com'}]}}",1470474152561762308
412469204,,Kt Fokn 70,False,,False,"{'followers_count': 502, 'following_count': 348, 'tweet_count': 25795, 'listed_count': 4}",dramatic • abbreviations • whining • slytherin,https://pbs.twimg.com/profile_images/1483640009106284546/KUkQC4-y_normal.jpg,notkuegerrr,,,1025999135823081472
2987917522,Lincolnshire,Sylvia Britton,False,,False,"{'followers_count': 383, 'following_count': 1389, 'tweet_count': 6031, 'listed_count': 1}",Good for nothing!,https://pbs.twimg.com/profile_images/835833583369666561/v9z5wcv3_normal.jpg,britton_sylvia,,,
19358545,Toys ‘R Us from 1992,¶AUL,False,https://t.co/qFGyrwheqR,False,"{'followers_count': 428, 'following_count': 1136, 'tweet_count': 19598, 'listed_count': 16}",he/his/ham,https://pbs.twimg.com/profile_images/1499924563194531845/9JdUVrIJ_normal.jpg,feetmittens,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qFGyrwheqR', 'expanded_url': 'https://thereluctantadultpodcast.podbean.com/', 'display_url': 'thereluctantadultpodcast.podbean.com'}]}}",1498756970802827270
27060094,"Atlanta, GA",PhiDamSho®,False,https://t.co/OBir0AYwgE,False,"{'followers_count': 349, 'following_count': 887, 'tweet_count': 31307, 'listed_count': 6}","I don't desire the spotlight, I'm trying to be one. | 🇳🇬 Curator of @PhiShoHub Owner of @PhiShoDelivers| tweets are my own | #bitcoin | Braves World Champs",https://pbs.twimg.com/profile_images/1489279872581226500/MOVobI4a_normal.jpg,iAmPhiSho,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OBir0AYwgE', 'expanded_url': 'http://instagram.com/iamphisho', 'display_url': 'instagram.com/iamphisho'}]}, 'description': {'hashtags': [{'start': 125, 'end': 133, 'tag': 'bitcoin'}], 'mentions': [{'start': 68, 'end': 78, 'username': 'PhiShoHub'}, {'start': 88, 'end': 103, 'username': 'PhiShoDelivers'}]}}",1362985981167697921
1032100461174607872,Dream Chaser Asia Base.,Chitte@with no name.,False,,False,"{'followers_count': 249, 'following_count': 153, 'tweet_count': 7342, 'listed_count': 1}",Are you goin'ta Scarborough Fair?,https://pbs.twimg.com/profile_images/1498948565410127874/M3IOOEP3_normal.jpg,chitte_bbttem,,,
131246209,"Cape Town, South Africa",Roopam Dey,False,,False,"{'followers_count': 93, 'following_count': 150, 'tweet_count': 263, 'listed_count': 0}","UBUNTU!

Trying to makes sense of stuff!",https://pbs.twimg.com/profile_images/1477905082238869504/V_wCXVXv_normal.jpg,dey_roo,,,1376825175208046593
35283652,Toronto Canada,Peter Myers,False,,False,"{'followers_count': 1057, 'following_count': 481, 'tweet_count': 20347, 'listed_count': 10}",Founding member and past President of the General Sir Isaac Brock Appreciation League (Willowdale chapter),https://pbs.twimg.com/profile_images/884864430772715520/qFk8jOuH_normal.jpg,Peterlizard,,,1399058901006532609
386905942,"Rosario, Santa Fe, Argentina.",Rubén A. Fraga,False,https://t.co/CopwYHuYli,False,"{'followers_count': 76818, 'following_count': 74866, 'tweet_count': 122747, 'listed_count': 102}","Periodista y docente. | 📻🎙️ Conduce @RubenFragaCLG en #RadioRivadaviaRosario (106.3), L a V de 22 a 00.✍ @ConclusionRos. Profe en UNR, UAI e IPR. #Newells❤️🖤",https://pbs.twimg.com/profile_images/915079312948318208/p0-WMkvM_normal.jpg,Ruben_A_Fraga,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CopwYHuYli', 'expanded_url': 'https://www.conclusion.com.ar/?s=ruben+fraga', 'display_url': 'conclusion.com.ar/?s=ruben+fraga'}]}, 'description': {'hashtags': [{'start': 54, 'end': 76, 'tag': 'RadioRivadaviaRosario'}, {'start': 146, 'end': 154, 'tag': 'Newells'}], 'mentions': [{'start': 36, 'end': 50, 'username': 'RubenFragaCLG'}, {'start': 105, 'end': 119, 'username': 'ConclusionRos'}]}}",684738500755873792
89995701,"LONDON, UK",Alison Marie 💜,False,https://t.co/sBc5Ct4odA,False,"{'followers_count': 195, 'following_count': 292, 'tweet_count': 14048, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1452712289371672589/4VDCdx1N_normal.jpg,AlisonMarie1981,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sBc5Ct4odA', 'expanded_url': 'https://www.amazon.co.uk/Alison-Marie/e/B0115BDU7W/ref=dp_byline_cont_ebooks_1', 'display_url': 'amazon.co.uk/Alison-Marie/e…'}]}}",1408207403645079552
44522123,O-H-I-O ,Shelby,False,,False,"{'followers_count': 162, 'following_count': 305, 'tweet_count': 6103, 'listed_count': 4}","Sometimes you need to drink some coffee, put on gangster rap, and just handle business.",https://pbs.twimg.com/profile_images/961757799243018241/D4Odx6nX_normal.jpg,shelb315,,,1047816361723002880
1504055448319803395,xe/them,mora ⚢,False,https://t.co/IuNztEdOYI,False,"{'followers_count': 80, 'following_count': 86, 'tweet_count': 2863, 'listed_count': 0}",@cumtones 💕,https://pbs.twimg.com/profile_images/1517477360433516545/G3QVUrei_normal.jpg,fuhuasrealgf,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/IuNztEdOYI', 'expanded_url': 'http://rentry.org/fukiwhore', 'display_url': 'rentry.org/fukiwhore'}]}, 'description': {'mentions': [{'start': 0, 'end': 9, 'username': 'cumtones'}]}}",
25094403,U.K.,(((Michelle Speck)))🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇺🇦💉💉💉😷 🌈,False,https://t.co/TjmI6cUHeB,False,"{'followers_count': 142, 'following_count': 481, 'tweet_count': 9736, 'listed_count': 5}","F. 44, #1 Ralph fan. Multi-fandom geek, Bi, LGBTQ+ ally, Trans➡️sRHuman➡s, 💙🧡🦅🧡💙 ~Freedom of speech is not freedom from consequence.~ ❤💙💜",https://pbs.twimg.com/profile_images/798231990248083456/Rpf_5Kcz_normal.jpg,pheonix11,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TjmI6cUHeB', 'expanded_url': 'http://www.youtube.com/Pheonix11', 'display_url': 'youtube.com/Pheonix11'}]}}",978741891645796352
258187304,,Natash THEE Arts🌻🇺🇦,False,https://t.co/uHizq1dl5P,False,"{'followers_count': 487, 'following_count': 609, 'tweet_count': 16239, 'listed_count': 0}","Ceramic artist, digital artist, sci-fi geek, shameless lefty (politically). Joined to read the funniest tweets out there. Saves $ on meds. #PostcardsToVoters",https://pbs.twimg.com/profile_images/1828126107/52_copy2_normal.jpg,natasharts,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uHizq1dl5P', 'expanded_url': 'http://www.natasharts.com', 'display_url': 'natasharts.com'}]}, 'description': {'hashtags': [{'start': 139, 'end': 157, 'tag': 'PostcardsToVoters'}]}}",
730495859616583684,Canada 🇨🇦,Ryan O'Connor,False,https://t.co/IIrWlXDSsa,False,"{'followers_count': 101, 'following_count': 937, 'tweet_count': 802, 'listed_count': 1}",Writer | Filmmaker | Podcast co-host for @into_spotlight 🎙 Marketing Specialist 💻 #PlayStation enthusiast 🎮 Passionate about storytelling 🎥,https://pbs.twimg.com/profile_images/1493353372858175489/iUw_YgN9_normal.jpg,RyanOConnorCA,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/IIrWlXDSsa', 'expanded_url': 'https://linktr.ee/RyanOConnor', 'display_url': 'linktr.ee/RyanOConnor'}]}, 'description': {'hashtags': [{'start': 82, 'end': 94, 'tag': 'PlayStation'}], 'mentions': [{'start': 41, 'end': 56, 'username': 'into_spotlight'}]}}",
487948788,"England, United Kingdom",Paul B 💙,False,https://t.co/CSG1hUbfzU,False,"{'followers_count': 832, 'following_count': 142, 'tweet_count': 3698, 'listed_count': 23}","Husband, father and dog owner 🐾🐾 - retired homicide Detective Superintendent 🔍. FBI National Academy graduate.  Follow @spotlight_999",https://pbs.twimg.com/profile_images/1399059668811583495/U5Coy7M3_normal.jpg,PapaBravo69,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CSG1hUbfzU', 'expanded_url': 'http://linkedin.com/in/paul-barton-45040ab5', 'display_url': 'linkedin.com/in/paul-barton…'}]}, 'description': {'mentions': [{'start': 119, 'end': 133, 'username': 'spotlight_999'}]}}",
88253136,Lawn Guy Land,Ryan Gillman,False,,False,"{'followers_count': 390, 'following_count': 526, 'tweet_count': 42846, 'listed_count': 5}",Tom Brady is a fraud. Mets/Jets/Islanders/Knicks/Illini fan. Property of @Omnomnomitha.,https://pbs.twimg.com/profile_images/1462891330481405957/xHEcu0d8_normal.jpg,ryangillman,,"{'description': {'mentions': [{'start': 73, 'end': 86, 'username': 'Omnomnomitha'}]}}",893925118463836161
700854578,Canarias tierra precaria,René,False,https://t.co/4JGuKc8mZi,False,"{'followers_count': 749, 'following_count': 632, 'tweet_count': 189405, 'listed_count': 20}","Vaya movida la vida.
Graduado en Filosofía ULL.",https://pbs.twimg.com/profile_images/1520523282767917057/7vMgIdnU_normal.jpg,Pukermit,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4JGuKc8mZi', 'expanded_url': 'https://renepukermit.tumblr.com/', 'display_url': 'renepukermit.tumblr.com'}]}}",1484632243201093637
507960496,Buckinghamshire,Maria Earley💙,False,https://t.co/b5Ee5ciqUQ,False,"{'followers_count': 573, 'following_count': 501, 'tweet_count': 9259, 'listed_count': 3}",Working in healthcare in staff engagement & recognition & business partner in carpet & stone cleaning & restoration business. All tweets are my own opinions.,https://pbs.twimg.com/profile_images/1108410929522372609/pKvRaqNW_normal.png,Mariafearley,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/b5Ee5ciqUQ', 'expanded_url': 'http://www.redkitecarpetcleaning.co.uk', 'display_url': 'redkitecarpetcleaning.co.uk'}]}}",
1411036328783859715,,SisterSpooky1013,False,https://t.co/VL8pDJKbjp,False,"{'followers_count': 574, 'following_count': 333, 'tweet_count': 2856, 'listed_count': 2}","MSR obsessed👩🏻‍🦰🧑🏻, fanfic reader and writer ✍️ , find me on Tumblr and AO3 as SisterSpooky1013 👽 🛸 she/her",https://pbs.twimg.com/profile_images/1490508970833809413/fxvS28dD_normal.jpg,SisSpooky1013,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VL8pDJKbjp', 'expanded_url': 'https://archiveofourown.org/users/SisterSpooky1013/pseuds/SisterSpooky1013', 'display_url': 'archiveofourown.org/users/SisterSp…'}]}}",
3007373767,"Baltimore, MD",Patrick Sears,False,,False,"{'followers_count': 58, 'following_count': 1074, 'tweet_count': 351, 'listed_count': 0}",Baltimore born. Raised by wolves in the wilds of Herring Run.,https://pbs.twimg.com/profile_images/1160737268094644225/2SFDel_S_normal.jpg,baltimorethor,,,
26512981,"Los Angeles, CA",Dana Herlihey,False,,False,"{'followers_count': 1229, 'following_count': 669, 'tweet_count': 11471, 'listed_count': 24}",a rich man. Editorial at Netflix.,https://pbs.twimg.com/profile_images/715939249153908736/BdwYbFwQ_normal.jpg,danaherlihey,,,
1174691687689543684,,Rafa Cerdeño,False,,False,"{'followers_count': 12, 'following_count': 21, 'tweet_count': 468, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,CerdenoRafa,,,
1274884067855609867,"New York, NY",Tommy Kay,False,,False,"{'followers_count': 53, 'following_count': 559, 'tweet_count': 5918, 'listed_count': 1}",LFGM LGR,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,tommyktheedj,,,
21111999,"Helena, MT",I'm NOT HERE...Catch me on GETTR or Gab,False,https://t.co/hCvdqXAJui,False,"{'followers_count': 2820, 'following_count': 2585, 'tweet_count': 167659, 'listed_count': 176}","to know me is to....well you be the judge;)
all tweets are my own and don't reflect the opinions of my employer...whoever that may be",https://pbs.twimg.com/profile_images/1194629974/beboopprofile_normal.jpg,rjacksix,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hCvdqXAJui', 'expanded_url': 'https://www.amazon.com/Enchantress-Robin-Jackson/dp/1460937252', 'display_url': 'amazon.com/Enchantress-Ro…'}]}}",
93927276,Bolivia,Collita ingeniera 👷‍♀️,False,,False,"{'followers_count': 1939, 'following_count': 1080, 'tweet_count': 11577, 'listed_count': 2}","Ingeniera, amante de los perritos, gatitos, la aceituna en la salteña y la piña en la pizza. Y ahora la costura.",https://pbs.twimg.com/profile_images/1413204690708410370/cDTwsIm9_normal.jpg,Nadi_16,,,1471863697865777160
40289398,South Florida 🌴,May the L be with you 🍎🦉,False,https://t.co/BvQnX6JInp,False,"{'followers_count': 2438, 'following_count': 748, 'tweet_count': 14665, 'listed_count': 12}","FSU alum.
Blerd.
Wannabe funny person.
1/3 of The Melanated Council Tues @ 9pm ET.
3x💉
Homebrewer.
#EmailGeek.
ENFP ♌🇯🇲🇺🇲
she/her.
Views are mine",https://pbs.twimg.com/profile_images/1341234020542197760/zoLf7hS-_normal.jpg,7eandra,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BvQnX6JInp', 'expanded_url': 'https://linktr.ee/7eandra', 'display_url': 'linktr.ee/7eandra'}]}, 'description': {'hashtags': [{'start': 99, 'end': 109, 'tag': 'EmailGeek'}]}}",1276691277636087808
806223575610953729,"Indianapolis, IN",Joe Steward,False,,False,"{'followers_count': 25, 'following_count': 51, 'tweet_count': 782, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1434202223546884103/l1FbpQzY_normal.jpg,STEWDOOD55,,,
4780650962,,ﾅｺ㌈の森,False,,False,"{'followers_count': 24, 'following_count': 211, 'tweet_count': 938, 'listed_count': 0}",猫舌の奴を猫と戦わせるバイトをするなど,https://pbs.twimg.com/profile_images/1488914445019803648/yhBx7uhJ_normal.jpg,___i_75,,,1492680962802524163
1435789043212513280,,Niko,False,,False,"{'followers_count': 289, 'following_count': 367, 'tweet_count': 13320, 'listed_count': 3}",Happy husband. Proud dad. Dachshund whisperer. Horror movie aficionado. Probably either at work or Disneyland. #SFGameUp #ConGanas,https://pbs.twimg.com/profile_images/1443457440574443526/GY7DYVN8_normal.jpg,NLabendeira,,"{'description': {'hashtags': [{'start': 111, 'end': 120, 'tag': 'SFGameUp'}, {'start': 121, 'end': 130, 'tag': 'ConGanas'}]}}",1517595273526087680
1140118836491894784,"desi, 🏳️‍🌈",aanal 🍂 heartstopper era 🍂,False,,False,"{'followers_count': 227, 'following_count': 198, 'tweet_count': 30332, 'listed_count': 3}",people love an ingénue ☁️ 26. she / her.,https://pbs.twimg.com/profile_images/1471210789767761923/edaZ3c0a_normal.jpg,history_huh,,,
958716722848071681,Barcelona,Nekane,False,,False,"{'followers_count': 4275, 'following_count': 4589, 'tweet_count': 19087, 'listed_count': 1}","Si jo no tinc por, tu no tens poder.
Militant a @cupbarcelona LC, SAF, 8M. 
Antifeixista, Feminista

Qui no es mou, no sent les cadenes (Rosa de Luxemburg)",https://pbs.twimg.com/profile_images/1452180845146542089/7b5tgu1Z_normal.jpg,FionaShrek65,,"{'description': {'mentions': [{'start': 48, 'end': 61, 'username': 'cupbarcelona'}]}}",1460862935417470979
96711940,"CDMX, Mexico",AldoSlashuur,False,,False,"{'followers_count': 24, 'following_count': 195, 'tweet_count': 1119, 'listed_count': 2}","Hola muñec@s! Soy un streamer de variedad!
Twitch: https://t.co/6pXfkkaTqp
Youtube: https://t.co/weyO7K5Y8r)
Site: https://t.co/C6naPQ6ARN",https://pbs.twimg.com/profile_images/1120520301043945472/G-y7lZOG_normal.jpg,AldoSlashuur,,"{'description': {'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/6pXfkkaTqp', 'expanded_url': 'http://twitch.tv/aldoslashuur', 'display_url': 'twitch.tv/aldoslashuur'}, {'start': 84, 'end': 107, 'url': 'https://t.co/weyO7K5Y8r', 'expanded_url': 'http://goo.gl/bPT3aH', 'display_url': 'goo.gl/bPT3aH'}, {'start': 115, 'end': 138, 'url': 'https://t.co/C6naPQ6ARN', 'expanded_url': 'https://sites.google.com/view/aldoslashuur', 'display_url': 'sites.google.com/view/aldoslash…'}]}}",
179228269,Bopping to the Top,Nat,False,,False,"{'followers_count': 310, 'following_count': 206, 'tweet_count': 8201, 'listed_count': 2}",“Blonde sillie” America’s Next Great National Social Media Influencer. Opinions = mine.,https://pbs.twimg.com/profile_images/1198667784529620993/Ds7IMVDj_normal.jpg,legitnatpru,,,1198664327378718721
47331441,,ムツミ@6/5ファニヤミC-2,False,https://t.co/02afJcjgx3,False,"{'followers_count': 453, 'following_count': 580, 'tweet_count': 82638, 'listed_count': 44}",DDR、弐寺、ててご、Sky、ｸｷｯｰﾗｿ、1/6ドール、多肉 成人済み 高校生以下フォロー非推奨 たまに低浮上,https://pbs.twimg.com/profile_images/1509537454742982657/zN2Efde9_normal.jpg,623orange,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/02afJcjgx3', 'expanded_url': 'http://twpf.jp/623orange', 'display_url': 'twpf.jp/623orange'}]}}",1516718351959343105
2402229884,"Los Angeles, CA",Paul Douglas Moomjean 👻,False,https://t.co/wZQn0cDGp1,False,"{'followers_count': 1114, 'following_count': 1287, 'tweet_count': 6423, 'listed_count': 43}","Comedian. Not Traditionally Handsome. VC Reporter Writer. Dry Bar Comedy special ""Guys Like You And Me"" out now!!!!!",https://pbs.twimg.com/profile_images/1473839709289807874/3gcFptbQ_normal.jpg,themoomabides,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wZQn0cDGp1', 'expanded_url': 'http://www.themoomabides.com', 'display_url': 'themoomabides.com'}]}}",1508272386893758464
1931159456,,P[K]INGÜINO,False,,False,"{'followers_count': 209, 'following_count': 233, 'tweet_count': 87903, 'listed_count': 1}",Mayormente me quejo (que es gratis) y retuiteo. A veces hasta hago gracia.,https://pbs.twimg.com/profile_images/1063118361511510022/F81aXZNV_normal.jpg,Nefettiste,,,1509308516569333760
3561975078,,Clarise Doluntap,False,,False,"{'followers_count': 7, 'following_count': 38, 'tweet_count': 181, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/870992807040765952/889NsIkg_normal.jpg,doluntapcm_92,,,
33668051,,Suzie Walters,False,,False,"{'followers_count': 8, 'following_count': 51, 'tweet_count': 254, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/2619696140/98hj45dyerye0kxcw2fy_normal.jpeg,suzeq_,,,
3662878457,,Thaddeus Brink,False,,False,"{'followers_count': 77, 'following_count': 93, 'tweet_count': 2615, 'listed_count': 0}",Lunch maker. Concert goer.,https://pbs.twimg.com/profile_images/643920511144062976/MdJiyzWV_normal.jpg,KnowsThad,,,
97915126,,だいせつ(アフツイ次女),False,,False,"{'followers_count': 764, 'following_count': 966, 'tweet_count': 52522, 'listed_count': 27}",バイクで旅をする生き物。美味しいものが好き。,https://pbs.twimg.com/profile_images/1237375495181701121/yWYmxyMs_normal.jpg,daisetz,,,
174253651,,Seven Blue⁷🧈,False,,False,"{'followers_count': 231, 'following_count': 2084, 'tweet_count': 2716, 'listed_count': 3}",Julie ~ INFP ~ ♋️ 🌕 Love yourself - love myself - peace 💜 방탄소년단,https://pbs.twimg.com/profile_images/1509418801049309184/FMzBgl3M_normal.jpg,seven_blue,,,
780598710153601024,Japan,平葉　キユロ,False,,False,"{'followers_count': 26, 'following_count': 421, 'tweet_count': 136, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1388306080292167681/44c_K7xu_normal.jpg,hiraharakiyuro,,,
1082126898623406081,she/her,taylor🍋,False,,False,"{'followers_count': 268, 'following_count': 130, 'tweet_count': 16821, 'listed_count': 9}",“im at a retreat for all these ladieeees” -fran drescher,https://pbs.twimg.com/profile_images/1516271931913379840/GqPcDzXx_normal.jpg,franniedarIing,,,1378154186588762114
239238679,Newhere between Negril n Kgn,Vernon Vaxwell,False,,False,"{'followers_count': 723, 'following_count': 656, 'tweet_count': 104266, 'listed_count': 14}","Gather 'round followers, that's if you're still living. N get on down to that ol' Wilks rhythm.",https://pbs.twimg.com/profile_images/1376158125422747653/nA3WmVt3_normal.jpg,WilksWilks_,,,
1365842194951770114,"Muncie, IN",Dire Mama Squirrel🐿️,False,,False,"{'followers_count': 323, 'following_count': 381, 'tweet_count': 25588, 'listed_count': 3}","Your favorite dissident baker.

https://t.co/WCtJKNczGL

priv: @s3cretsqu1rrel",https://pbs.twimg.com/profile_images/1500665357719252993/0IPM7Hpt_normal.jpg,jawnquijote,,"{'description': {'urls': [{'start': 32, 'end': 55, 'url': 'https://t.co/WCtJKNczGL', 'expanded_url': 'https://tellonym.me/jawnquixote', 'display_url': 'tellonym.me/jawnquixote'}], 'mentions': [{'start': 63, 'end': 78, 'username': 's3cretsqu1rrel'}]}}",1404233537377734657
863876964,"Los Angeles, CA",Ayman Kandeel,False,https://t.co/V8n3ktMnA2,False,"{'followers_count': 7321, 'following_count': 486, 'tweet_count': 5660, 'listed_count': 25}","Entrepreneur & economist. I Tweet my own photography & my own views about world politics, Egypt, USA, soccer, and life. IG @aymankandeelphoto @draymankandeel",https://pbs.twimg.com/profile_images/1057378427655794688/RgJ3mbpN_normal.jpg,DrAymanKandeel,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/V8n3ktMnA2', 'expanded_url': 'http://www.fanarah.com', 'display_url': 'fanarah.com'}]}, 'description': {'mentions': [{'start': 123, 'end': 141, 'username': 'aymankandeelphoto'}, {'start': 142, 'end': 157, 'username': 'draymankandeel'}]}}",
102696627,短歌ウサギ,黒井いづみ,False,https://t.co/ej85EeUg5M,False,"{'followers_count': 505, 'following_count': 188, 'tweet_count': 38905, 'listed_count': 30}",短歌を作っています。好きな服着るやくざ（PCイエベ秋・骨格ストレート・顔タイプソフトエレガント）。スピッツとSEVENTEENと宝塚が好き。MIU404の面影を追いがち。 #ミスiD2021 セミファイナリストでした。,https://pbs.twimg.com/profile_images/1517850380121833472/XlTavRsw_normal.jpg,izumikuroi,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ej85EeUg5M', 'expanded_url': 'http://whistle-tune.jugem.jp/', 'display_url': 'whistle-tune.jugem.jp'}]}, 'description': {'hashtags': [{'start': 86, 'end': 95, 'tag': 'ミスiD2021'}]}}",1520347780484857857
432581787,Buenos Aires,Seven Rod,False,,False,"{'followers_count': 2592, 'following_count': 1047, 'tweet_count': 10299, 'listed_count': 8}",Estudiante de Estudiantes de La Plata el fanatismo paso a ser una carrera universitaria aprobada con posgrado y todo. Gracias a mi viejo que me hizo pincha,https://pbs.twimg.com/profile_images/717085886014291971/rTp7m0wK_normal.jpg,Rolo_7a0,,,
905404392,ATX/956,EverydayGoose,False,https://t.co/3ZbpqQmiz1,False,"{'followers_count': 336, 'following_count': 603, 'tweet_count': 10282, 'listed_count': 3}",just your everyday goose. @kidlatpunch @playerversus_,https://pbs.twimg.com/profile_images/843318879212486656/fm9n-qUx_normal.jpg,YouFoundAlex,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3ZbpqQmiz1', 'expanded_url': 'http://kidlat.bandcamp.com', 'display_url': 'kidlat.bandcamp.com'}]}, 'description': {'mentions': [{'start': 26, 'end': 38, 'username': 'kidlatpunch'}, {'start': 39, 'end': 53, 'username': 'playerversus_'}]}}",1072676066064588800
1261382550523650048,,A-IDA,False,,False,"{'followers_count': 1807, 'following_count': 2252, 'tweet_count': 20699, 'listed_count': 1}",Verdiana💜👾,https://pbs.twimg.com/profile_images/1261385210492485633/gr1YR7nS_normal.jpg,AIDASINRETORNO,,,
1419853915785416723,5 admins,DSMP Updates Español,False,https://t.co/njplYWHkFs,False,"{'followers_count': 4100, 'following_count': 158, 'tweet_count': 27440, 'listed_count': 11}",¡Actualizaciones del Dream SMP en español!,https://pbs.twimg.com/profile_images/1475194363965755392/dNKu-2Ks_normal.jpg,smpupdatesesp,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/njplYWHkFs', 'expanded_url': 'https://dsmpupdates.carrd.co/', 'display_url': 'dsmpupdates.carrd.co'}]}}",1452823958932307969
84590970,Empire State ,Drippin' in Finesse,False,,False,"{'followers_count': 219, 'following_count': 179, 'tweet_count': 33419, 'listed_count': 3}",MeMyself&God .. MusicIsMyPassion.. YoungGifted&Black #NaturalHairDontCare #JanetJackson,https://pbs.twimg.com/profile_images/864621381505368064/A1J6v68p_normal.jpg,Sweet_Lady1823,,"{'description': {'hashtags': [{'start': 53, 'end': 73, 'tag': 'NaturalHairDontCare'}, {'start': 74, 'end': 87, 'tag': 'JanetJackson'}]}}",
1073535014875348992,...,Büşra Nur,False,,False,"{'followers_count': 246, 'following_count': 255, 'tweet_count': 577, 'listed_count': 0}",...,https://pbs.twimg.com/profile_images/1418683019066499074/T5SVqLD-_normal.jpg,bsranrclk,,,1491413556935692291
120230399,,Conway Tweety,False,,False,"{'followers_count': 160, 'following_count': 719, 'tweet_count': 3573, 'listed_count': 0}","Sometimes I tweet, sometimes I'm productive.",https://pbs.twimg.com/profile_images/1233499343421763584/nVdkVtzI_normal.jpg,ricardodelfuego,,,
