,verified,description,protected,url,public_metrics,location,profile_image_url,pinned_tweet_id,name,id,username,entities
0,False,,False,,"{'followers_count': 882, 'following_count': 731, 'tweet_count': 39232, 'listed_count': 1}",Colorado✌,https://pbs.twimg.com/profile_images/1477417187618918400/EYpYwS2G_normal.jpg,1405231074351984652,Peaky Fookin’ Blinder,48895616,BEEstroyer,
1,False,一児の母(🐘10m、修正7m)。娯楽大好き。ゲームとアニメは何年経っても大好き。映画も音楽も好き。最近は生活のこと中心になりつつ、時々ゲームのこと。無言フォローや通りすがりいいね失礼します。人見知りのためリプ少なめです、すみません…！ゲームはウマ娘、ガデテル,False,,"{'followers_count': 50, 'following_count': 153, 'tweet_count': 2093, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/950561928002220033/l0xGPYMt_normal.jpg,,すずこ/みしぇこ,207134294,isotope_leon,
2,False,"God, Family, Country. Happily married to my soul mate with four boys! #mamabear #boymom #hockeylover",False,,"{'followers_count': 11723, 'following_count': 11537, 'tweet_count': 44893, 'listed_count': 3}",Mayberry ,https://pbs.twimg.com/profile_images/1475875587415814156/Eq6C408O_normal.jpg,1459619848288407556,Crys❤️Pens/Steelers,3827140457,PensCrys,"{'description': {'hashtags': [{'start': 70, 'end': 79, 'tag': 'mamabear'}, {'start': 80, 'end': 87, 'tag': 'boymom'}, {'start': 88, 'end': 100, 'tag': 'hockeylover'}]}}"
3,False,Nexialist / Intensivist / Health Tech Assessment/Thanatologist/ Fish / Bees / Free (levo) Radical / Personal views / Born @ 311 ppm.,False,,"{'followers_count': 1162, 'following_count': 1842, 'tweet_count': 21102, 'listed_count': 11}","Auckland, New Zealand",https://pbs.twimg.com/profile_images/1241092143139045376/xl3mNEsn_normal.jpg,1242506622296936448,Stephen Streat,1476110112,stephen_streat,
4,False,大手IT企業で管理職 | 30代 | プロダクトマネージャ | サラリーマン投資家 | AFP保有 | マーケティング | ビジネス企画＆立上げ | 海外駐在 | 海外留学 | お酒 | 健康 |,False,,"{'followers_count': 2277, 'following_count': 1578, 'tweet_count': 355, 'listed_count': 10}",東京 渋谷区,https://pbs.twimg.com/profile_images/1159037892028579840/n4S-JZQt_normal.jpg,,fundcottage,3683057791,fundcottage,
5,False,,False,,"{'followers_count': 132, 'following_count': 314, 'tweet_count': 5188, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1493709850215600128/XKudT5Bs_normal.jpg,,MUBy 🇵🇸,2703477355,AHMDMBRK,
6,False,Viajo todo lo que puedo y sobrevivo ☀️,False,https://t.co/fFXAvm8DOe,"{'followers_count': 79, 'following_count': 198, 'tweet_count': 1074, 'listed_count': 4}",Spain,https://pbs.twimg.com/profile_images/823431821903831041/PvETYT76_normal.jpg,,Mandarina Trips,3342897239,MandarinaTrips,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fFXAvm8DOe', 'expanded_url': 'http://www.youtube.com/mandarinatrips', 'display_url': 'youtube.com/mandarinatrips'}]}}"
7,False,don’t take anything on here seriously 🦦,False,https://t.co/8o4Rz9QrOc,"{'followers_count': 128, 'following_count': 87, 'tweet_count': 38070, 'listed_count': 0}",NYC,https://pbs.twimg.com/profile_images/1519738892664061953/2g2RGiD2_normal.jpg,,jenn,759834207313076224,jxqxx,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8o4Rz9QrOc', 'expanded_url': 'http://instagram.com/j.quin__', 'display_url': 'instagram.com/j.quin__'}]}}"
8,False,,False,,"{'followers_count': 34, 'following_count': 200, 'tweet_count': 1653, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1447285584817532939/3Upi4TE5_normal.jpg,,andrea g,1179429522,AndieNY70,
9,False,creator of thought free words surrounded by succulent verbiage of inconsequential meaning. an involute muddlehead,False,,"{'followers_count': 1165, 'following_count': 1119, 'tweet_count': 130145, 'listed_count': 0}","California, USA",https://pbs.twimg.com/profile_images/1415061040551710721/oGIu72d-_normal.jpg,,James Neville,355614310,rustysiding,
10,False,"サウンドクリエイター@djseiru の予備アカウントです。元アカウントが凍結されました。
お仕事の連絡等もこちらにしていただければ幸いです。
メギド72の効果音とか作ってます
過去仕事：よるのないくに2、SHOW BY ROCK、クロスビーツなどなど。
歌ってみたのMIXとかもしてるよ",False,https://t.co/LEBmlfprOx,"{'followers_count': 585, 'following_count': 1220, 'tweet_count': 12520, 'listed_count': 7}",ひなんじょ,https://pbs.twimg.com/profile_images/1307749413192835072/I3bERzup_normal.png,1445342584591638528,せいる/djseiru,1623546811,djseiru_hinan,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LEBmlfprOx', 'expanded_url': 'http://www.nicovideo.jp/mylist/16360743', 'display_url': 'nicovideo.jp/mylist/16360743'}]}, 'description': {'mentions': [{'start': 10, 'end': 18, 'username': 'djseiru'}]}}"
11,False,絵で飯を食う魚。ゲームが好き。 呟きは雑多。 ✉️magikou09@gmail.com🏷️#ギ工房 📺️担当V：🐉七福リウ(@shichifukuriu)☀️梓陽しろみ(@siromi0406),False,https://t.co/hO5Uop0Cpt,"{'followers_count': 327, 'following_count': 250, 'tweet_count': 70797, 'listed_count': 23}",残雪グレーズのドーナツ盆地💫🎏,https://pbs.twimg.com/profile_images/1520392946159599616/3p4NoP8B_normal.jpg,,GiKO💫真岸広大,2669485152,magikou09,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hO5Uop0Cpt', 'expanded_url': 'https://profcard.info/u/WpWBj3Iu2ghO3Xeu2exfDx2BKz53', 'display_url': 'profcard.info/u/WpWBj3Iu2ghO…'}]}, 'description': {'hashtags': [{'start': 46, 'end': 50, 'tag': 'ギ工房'}], 'mentions': [{'start': 63, 'end': 77, 'username': 'shichifukuriu'}, {'start': 86, 'end': 97, 'username': 'siromi0406'}]}}"
12,False,,False,,"{'followers_count': 36, 'following_count': 111, 'tweet_count': 165, 'listed_count': 3}",Argentina,https://pbs.twimg.com/profile_images/1360787570406412289/odpKe9pm_normal.jpg,,Fran Samios,885401400,franciscosamios,
13,False,20↑　夢、腐、ｼｮﾀｺﾝ。鯰尾藤四郎が好きです。刀剣乱舞(ずおばみ白山泛塵則宗)/にじさんじ(咎人、Luxiem中心)/twst/FGO/ソシャゲ色々/angela フォロバは基本的に知人のみ。その他詳細→https://t.co/QEA2GSHinJ,False,https://t.co/c6xFPNZnEt,"{'followers_count': 164, 'following_count': 152, 'tweet_count': 111300, 'listed_count': 9}",裏→@necco_ur,https://pbs.twimg.com/profile_images/1016902234901057536/HXKwSLdq_normal.png,732210371033894912,ねっこ,213272359,necco_k,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/c6xFPNZnEt', 'expanded_url': 'https://marshmallow-qa.com/necco_k?utm_medium=url_text&utm_source=promotion', 'display_url': 'marshmallow-qa.com/necco_k?utm_me…'}]}, 'description': {'urls': [{'start': 104, 'end': 127, 'url': 'https://t.co/QEA2GSHinJ', 'expanded_url': 'http://twpf.jp/necco_k', 'display_url': 'twpf.jp/necco_k'}]}}"
14,False,25265,False,,"{'followers_count': 116, 'following_count': 1646, 'tweet_count': 79821, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1515577282923880448/fQrMNsB-_normal.jpg,,あざ,801021845403103233,janomia1,
15,False,"Resource Teacher, Case Manager - SJH - mother of 4",False,,"{'followers_count': 402, 'following_count': 564, 'tweet_count': 2394, 'listed_count': 8}","Katy, TX",https://pbs.twimg.com/profile_images/1182116602864525317/H1xkbrve_normal.jpg,,Heather Anderson M.Ed.,3312612104,Anderson8Sci,
16,False,"I live on a farm, love all animals, especially my dogs.",False,,"{'followers_count': 500, 'following_count': 266, 'tweet_count': 31860, 'listed_count': 30}",Canada,https://pbs.twimg.com/profile_images/1499025592414453761/5fmkLdgx_normal.jpg,,Marie Aitken,26421933,zrlb08,
17,False,49ers Faithful| Dub Nation| Marvel Fanboy| Video Game enthusiast| Bishop Sycamore Graduate|Saddest of the Sad Boiz,False,,"{'followers_count': 185, 'following_count': 668, 'tweet_count': 36346, 'listed_count': 0}",Bishop Sycamore Highschool,https://pbs.twimg.com/profile_images/1516903058151776256/3Ql8VJf1_normal.jpg,1516903518879293440,THE TRIBAL CHIEF,293687336,llCambinoll,
18,False,Splatoon2🔰 ポケモン 5月は80点以上のボムしか投げないを目指します,False,https://t.co/Krzr8Tc2K1,"{'followers_count': 70, 'following_count': 121, 'tweet_count': 4854, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1492127587761795075/68Y46Ilw_normal.jpg,1518568726681235457,みーずごろ🌱,992615991845646342,Hotate_pa,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Krzr8Tc2K1', 'expanded_url': 'https://www.youtube.com/channel/UCJ5hDmdMGlprVwDqElfU-Eg', 'display_url': 'youtube.com/channel/UCJ5hD…'}]}}"
19,False,ちんたら ひねもす よもすがら。つまんないことつぶやく。最近は石沼に沈んだ映画好き主婦、夜行性。趣味友募集中♡ お気軽に「あゆは」と呼んで頂けると喜びます◡̈ trumpet / shisha / calligraphy / synesthesia / tsuujiimolien / jewels / movie,False,https://t.co/N49h7V0q7R,"{'followers_count': 218, 'following_count': 345, 'tweet_count': 58012, 'listed_count': 10}", ≪ 小指と薬指の間 ≫,https://pbs.twimg.com/profile_images/1423658236582920197/_ddU7uIe_normal.jpg,1297921280683868162,あゆは氏もと@ゆる石活,282475085,ayh_411,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/N49h7V0q7R', 'expanded_url': 'https://filmarks.com/users/ayh411', 'display_url': 'filmarks.com/users/ayh411'}]}}"
20,False,贅肉は裏切らない,False,,"{'followers_count': 81, 'following_count': 118, 'tweet_count': 10567, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/378800000274156965/5d26c4ce3d6698ac367d3b18da292c3f_normal.jpeg,,らりのすけ,436920844,rarinosuke,
21,False,Instagram: @Still_MoYates #Believeland,False,,"{'followers_count': 758, 'following_count': 494, 'tweet_count': 61950, 'listed_count': 4}","Scottsdale, AZ",https://pbs.twimg.com/profile_images/1520849451039952896/ym4LC2xK_normal.jpg,1454229824306761728,Mo,249492611,EatBallChill,"{'description': {'hashtags': [{'start': 26, 'end': 38, 'tag': 'Believeland'}], 'mentions': [{'start': 11, 'end': 25, 'username': 'Still_MoYates'}]}}"
22,False,software developer @latermedia | Britney stan since '99 | #FreedBritney,False,,"{'followers_count': 179, 'following_count': 496, 'tweet_count': 2570, 'listed_count': 8}","Vancouver, Canada",https://pbs.twimg.com/profile_images/753360536037752832/7vJbxJkr_normal.jpg,,Galina 👩🏼‍💻 #FreedBritney,93515766,GalinaSkaya,"{'description': {'hashtags': [{'start': 58, 'end': 71, 'tag': 'FreedBritney'}], 'mentions': [{'start': 19, 'end': 30, 'username': 'latermedia'}]}}"
23,False,,False,,"{'followers_count': 104, 'following_count': 501, 'tweet_count': 7055, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1484574527220817932/XXx8ra2v_normal.jpg,,Marwa,1096181284844568576,TedMosby_1,
24,False,"Luchando cada día por mantener la cordura, master en procrastinar",False,,"{'followers_count': 382, 'following_count': 422, 'tweet_count': 14718, 'listed_count': 1}","Madrid, Spain",https://pbs.twimg.com/profile_images/1019638119946125318/BPCYr337_normal.jpg,1202552779568504832,Olivia,956141517579735040,mrsOliviaM,
25,False,Customer Experience Host for London North Eastern Railway. Diploma in Creative Industries sector. All views and Opinions are my own,False,https://t.co/REbeEATYmO,"{'followers_count': 439, 'following_count': 1019, 'tweet_count': 8229, 'listed_count': 12}","Edinburgh, Scotland",https://pbs.twimg.com/profile_images/1323339655534809088/aZgkzgd3_normal.jpg,681841293954301956,Jamie Wells,119041001,RadioWellsy,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/REbeEATYmO', 'expanded_url': 'http://www.eastcoastfm.co.uk', 'display_url': 'eastcoastfm.co.uk'}]}}"
26,False,"Christian, Mother, Wife, Southerner, Latina, Republican, Marketing Savant. UGA Grad. #godawgs",False,,"{'followers_count': 1046, 'following_count': 1781, 'tweet_count': 46477, 'listed_count': 47}","Augusta, Ga",https://pbs.twimg.com/profile_images/1507482793814671361/G3OXtBMt_normal.jpg,1320846817517514757,Caroline Bradshaw,257694517,carab1985,"{'description': {'hashtags': [{'start': 85, 'end': 93, 'tag': 'godawgs'}]}}"
27,False,Mama💛,False,https://t.co/dVrR9ktCU0,"{'followers_count': 138, 'following_count': 261, 'tweet_count': 7165, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1440692421432524816/xfCuoRE__normal.jpg,1092223970567307264,Paige🖤,2991923714,paigexxb,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dVrR9ktCU0', 'expanded_url': 'http://paigexxb.vsco.co', 'display_url': 'paigexxb.vsco.co'}]}}"
28,False,pabrik figure | pengen ngelawak tapi takut diketawain.,False,https://t.co/LxQrSJEXvS,"{'followers_count': 135, 'following_count': 151, 'tweet_count': 9290, 'listed_count': 1}","Jakarta Capital Region, Indonesia",https://pbs.twimg.com/profile_images/1380561953974669316/HenBgMxA_normal.jpg,1120677290667470850,wk,701272139840749569,filosofiwilly,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LxQrSJEXvS', 'expanded_url': 'https://youtu.be/Ne-fEVI16C0', 'display_url': 'youtu.be/Ne-fEVI16C0'}]}}"
29,False,のら。と申します 20↑ 敦芥/英A/バンユキ/久慈兄弟/司類/あんまよ 6版/7版/2010/2015/帝国/マレモン header(@ichi_etc) icon(@3kamatari )ほしいもの→https://t.co/VsRxyGPNnV,False,,"{'followers_count': 145, 'following_count': 289, 'tweet_count': 164251, 'listed_count': 14}",涯無探偵事務所,https://pbs.twimg.com/profile_images/1515347664556093443/Zyq1W2BN_normal.jpg,1518526651386064896,🍟 💰📮,3333158474,nora_amane0,"{'description': {'urls': [{'start': 102, 'end': 125, 'url': 'https://t.co/VsRxyGPNnV', 'expanded_url': 'https://fusetter.com/tw/WOsSdet9#friend', 'display_url': 'fusetter.com/tw/WOsSdet9#fr…'}], 'mentions': [{'start': 68, 'end': 77, 'username': 'ichi_etc'}, {'start': 84, 'end': 94, 'username': '3kamatari'}]}}"
30,False,新米魔法使い Wuv NU/同人音楽/@mara_metal /鍵盤SP皆伝(★9)未難4(冥黒イカ槍侍)/GF元金/ボ暴,False,https://t.co/2T05obw91j,"{'followers_count': 487, 'following_count': 558, 'tweet_count': 103437, 'listed_count': 31}",オラオラチンポソイヤ,https://pbs.twimg.com/profile_images/848042193906315266/gM7fK2c7_normal.jpg,1467082022619594760,味塩太郎,193723654,tasty_salt,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2T05obw91j', 'expanded_url': 'http://twpf.jp/tasty_salt', 'display_url': 'twpf.jp/tasty_salt'}]}, 'description': {'mentions': [{'start': 19, 'end': 30, 'username': 'mara_metal'}]}}"
31,False,"sr. engineer at @Unum_ID. Opinions are my own, or total nonsense. Dog person, but I identify more with cats.",False,https://t.co/yzemqq0hWv,"{'followers_count': 68, 'following_count': 528, 'tweet_count': 1782, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/517776305605984256/tBYcCPY2_normal.jpeg,,Jacob Singer,94026406,yaycoblee,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yzemqq0hWv', 'expanded_url': 'http://jacobleesinger.com', 'display_url': 'jacobleesinger.com'}]}, 'description': {'mentions': [{'start': 16, 'end': 24, 'username': 'Unum_ID'}]}}"
32,False,,False,,"{'followers_count': 60, 'following_count': 1354, 'tweet_count': 948, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/888748555174805504/7sOdwSzB_normal.jpg,,Pamela Lumsden,219019264,PamelaLumsden,
33,False,She/her. Nobody steals Mushy Snugglebites' badonkadonk and lives!,False,,"{'followers_count': 139, 'following_count': 428, 'tweet_count': 4078, 'listed_count': 1}","Community of Madrid, Spain",https://pbs.twimg.com/profile_images/3124417984/12be1505254a88773e7dfb892a0565d3_normal.png,1417044651434037248,Not Duermevela,1100826643,duermevela_13,
34,False,Life long Padres and SDSU Aztecs fan. SDSU Alumni. I dabble in art and I am very sarcastic.,False,,"{'followers_count': 171, 'following_count': 634, 'tweet_count': 13415, 'listed_count': 5}","San Diego, CA",https://pbs.twimg.com/profile_images/971475915656982529/_-ubQBYh_normal.jpg,,LosFace Killer,49549147,Los__Dos,
35,False,USC Annenberg grad ‘17✌🏼// crafting and sports are life // family is everything❤️,False,,"{'followers_count': 274, 'following_count': 1044, 'tweet_count': 18595, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1286342767820464128/M_vT39qK_normal.jpg,1329138312708165632,.:Ally:.,432881309,ally_pop31,
36,False,"Analyst,Observer,Traveller, Crime Thriller addict ...Kind of Mindful",False,,"{'followers_count': 121, 'following_count': 275, 'tweet_count': 3348, 'listed_count': 0}","Mumbai, India",https://pbs.twimg.com/profile_images/1611103751/5582057102441913346_normal,,Debjit,400255505,cdebjit,
37,False,trying to create consciously ✨,False,https://t.co/hPwde2VVRz,"{'followers_count': 37, 'following_count': 182, 'tweet_count': 97, 'listed_count': 0}","Johor Bahru, Johor",https://pbs.twimg.com/profile_images/1503324638834982913/XUlW-wiL_normal.jpg,,jagediswaran rajandran,1502994732879810563,beingjag,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hPwde2VVRz', 'expanded_url': 'http://instagram.com/beingjag', 'display_url': 'instagram.com/beingjag'}]}}"
38,False,"según la UNAM soy biólogo, para mi que soy pendejo",False,,"{'followers_count': 62, 'following_count': 62, 'tweet_count': 2268, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1486107942881570826/nab2rvvt_normal.jpg,1506639201663701005,Moncho,1374537570378452998,FernandoMonfil2,
39,False,"I've had ALS (Lou Gehrig’s Disease) over 29yrs. and I’m living everyday the best I can! My son, family, friends are a great love + support system!",False,,"{'followers_count': 186, 'following_count': 240, 'tweet_count': 6214, 'listed_count': 4}",CT,https://pbs.twimg.com/profile_images/2316167792/nrqnuvw5dx2by2xyxwyw_normal.jpeg,1315295702529040384,Beth Rookey,24871839,MamaRook361,
40,False,"Just a Briton in his early 20s auto-piloting through life.
I also livestream video games occasionally",False,https://t.co/ps0bHgCU6h,"{'followers_count': 7, 'following_count': 112, 'tweet_count': 78, 'listed_count': 0}","Leicester, England",https://pbs.twimg.com/profile_images/1256360411588411393/6rqL3lBF_normal.jpg,,Liam,811322148086312960,LiamPocock2000,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ps0bHgCU6h', 'expanded_url': 'https://www.twitch.tv/YourAverageBriton?sr=a', 'display_url': 'twitch.tv/YourAverageBri…'}]}}"
41,False,邪悪なブス,False,,"{'followers_count': 588, 'following_count': 735, 'tweet_count': 92070, 'listed_count': 30}",bs_kt_rt,https://pbs.twimg.com/profile_images/1445551279028137984/yd-O-ksV_normal.jpg,1313443504807276544,ぽら,280370225,cassava0908,
42,False,"属性過多。中身は全部TDゲー。
・今のアイコンはオダメより。
・ヘッダは頂き物です。感謝！
・今やってるゲーム：遊戯王MD（蟲惑魔メイン）、アイギス
・鍵を掛けた部屋はCross→Closed。",False,,"{'followers_count': 228, 'following_count': 283, 'tweet_count': 59229, 'listed_count': 19}",,https://pbs.twimg.com/profile_images/1487500791774466050/D6Y1salq_normal.png,1492189659195404289,ショタ殿王子ちゃい,980556792,TnarruCross,
43,False,Music. Movies. Just Living Life. #FutureDoctor  #MusicLover #ColeWorld #RattPack #RavensNation #BullsNation #Yankees,False,https://t.co/PghwU6rSBN,"{'followers_count': 426, 'following_count': 444, 'tweet_count': 174839, 'listed_count': 11}",Maryland. ,https://pbs.twimg.com/profile_images/1368577029852004358/hMHuVdbJ_normal.jpg,1508980465654452226,Malik Williams`,392429854,Marvel_Guitars,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PghwU6rSBN', 'expanded_url': 'https://linktr.ee/Malxk', 'display_url': 'linktr.ee/Malxk'}]}, 'description': {'hashtags': [{'start': 33, 'end': 46, 'tag': 'FutureDoctor'}, {'start': 48, 'end': 59, 'tag': 'MusicLover'}, {'start': 60, 'end': 70, 'tag': 'ColeWorld'}, {'start': 71, 'end': 80, 'tag': 'RattPack'}, {'start': 81, 'end': 94, 'tag': 'RavensNation'}, {'start': 95, 'end': 107, 'tag': 'BullsNation'}, {'start': 108, 'end': 116, 'tag': 'Yankees'}]}}"
44,False,脱出ゲーム@チームKY（@teamky_escape） /黒猫のネネはガブリエル,False,,"{'followers_count': 200, 'following_count': 577, 'tweet_count': 14529, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1505110097957376004/lFHjfS4Q_normal.jpg,,ゆかいじゅ＠KY,4057301653,ukaijyuky,"{'description': {'mentions': [{'start': 12, 'end': 26, 'username': 'teamky_escape'}]}}"
45,False,,False,,"{'followers_count': 31, 'following_count': 100, 'tweet_count': 2048, 'listed_count': 1}","Concepción, Chile",https://pbs.twimg.com/profile_images/1241897764331687945/6lUFcfR1_normal.jpg,500172436953133056,Rafael Cartaya,184846929,rafaelc26,
46,False,Abrazadora incorregible.,False,https://t.co/5NlO7jDIWR,"{'followers_count': 166, 'following_count': 110, 'tweet_count': 2904, 'listed_count': 0}",GazpacHouse,https://pbs.twimg.com/profile_images/1430208306791034885/SEKyV_Zr_normal.jpg,,Esclava del Aire 🔮,696481640147722241,Miss_Gazpacho,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5NlO7jDIWR', 'expanded_url': 'https://instagram.com/miss_gazpacho?igshid=1og3tnuvpu17z', 'display_url': 'instagram.com/miss_gazpacho?…'}]}}"
47,False,n=1/駿茶3 SB/uts2志望/無言フォローします失敬,False,,"{'followers_count': 31, 'following_count': 41, 'tweet_count': 51, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1517453727510429696/hsVGf8Mj_normal.jpg,,流浪人ペン心,1517450990274084865,rurouni_suncha,
48,False,"(ユメユキ331 コトシタ241 茨302 ソラニワ217 SoLA46 ソレナリ262)
所属【性癖学生・HNT】 好き【Fate･pkmn･FT･ﾜﾝﾋﾟ･07ｰGHOST･めだか･Ib･スイプリ・姫プリ・おそ松さんetc】第５人格(元マンモス) RIZE【ﾗｲﾄ・弓・双剣】※別れはブロック",False,,"{'followers_count': 357, 'following_count': 536, 'tweet_count': 128212, 'listed_count': 11}",M S S Planet,https://pbs.twimg.com/profile_images/1518990024905158656/6y1nlwTx_normal.jpg,1099970904950419456,🔥🔥🔥🔥🔥🔥🔥🔥RISEのｸﾛｺｹﾞハンター鬼姫🔥🔥🔥🔥🔥🔥🔥🔥,740317729,onihime071608,
49,False,👧「結婚式は月でハネムーンがいいなぁ」👨「月でハネムーンしようや〜」👧「アハハ〜😂」〜10年後〜👨‍🚀「本当にする？」,False,,"{'followers_count': 529, 'following_count': 599, 'tweet_count': 107638, 'listed_count': 30}",11,https://pbs.twimg.com/profile_images/1423264276085579782/YV3VLaqS_normal.png,1501579861798047744,👨‍🚀まげお👨‍🚀,554272497,ausnoshizuku,
50,False,focus all the way,False,,"{'followers_count': 72, 'following_count': 136, 'tweet_count': 827, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1500789726038478853/F9Vis1Fq_normal.jpg,1520468759638466560,mirrr,1493289465485606912,Pokoyoko3,
51,False,Smoking is dead. Vaping is the future. And the future is NOW,False,https://t.co/Y11HaSGaxR,"{'followers_count': 220, 'following_count': 619, 'tweet_count': 5866, 'listed_count': 3}",Theater of Dreams,https://pbs.twimg.com/profile_images/1001025863087865857/v7x6ds2k_normal.jpg,1221482637681815552,Mohd Afizi Adnan,73920613,AfiziAdnan,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Y11HaSGaxR', 'expanded_url': 'http://www.afiziadnan.manutd.com', 'display_url': 'afiziadnan.manutd.com'}]}}"
52,False,musicnerd.... cinefile....,False,,"{'followers_count': 38, 'following_count': 143, 'tweet_count': 464, 'listed_count': 1}","London, England",https://pbs.twimg.com/profile_images/1444229936072511488/9WHTeY-m_normal.jpg,,juggernaut,58150323,jaybuddhadev,
53,False,The award-winning Sports Editor for the Butler County Times-Gazette. All things #NJCAA Athletics. Tip/tricks: cchaney@cherryroad.com,False,https://t.co/LuDXBkYMmR,"{'followers_count': 4693, 'following_count': 787, 'tweet_count': 120614, 'listed_count': 103}","Wichita, Kansas",https://pbs.twimg.com/profile_images/1497130836889591851/uxof8dCZ_normal.jpg,1502077002202767360,Charles Chaney,20672957,ChuckChaneyBCTG,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LuDXBkYMmR', 'expanded_url': 'https://www.buymeacoffee.com/ChuckChaney', 'display_url': 'buymeacoffee.com/ChuckChaney'}]}, 'description': {'hashtags': [{'start': 80, 'end': 86, 'tag': 'NJCAA'}]}}"
54,False,,False,https://t.co/qAXlpH9Inn,"{'followers_count': 827, 'following_count': 292, 'tweet_count': 52559, 'listed_count': 21}","Seoul, Republic of Korea",https://pbs.twimg.com/profile_images/511798552746422272/3NjL0zEc_normal.jpeg,,Yunho Kim,91305435,cocaas,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qAXlpH9Inn', 'expanded_url': 'https://yunho-kim.github.io/', 'display_url': 'yunho-kim.github.io'}]}}"
55,False,Iamwhoiam,False,,"{'followers_count': 22, 'following_count': 106, 'tweet_count': 493, 'listed_count': 0}","Bengaluru, India",https://pbs.twimg.com/profile_images/1326486013632344068/arDF3p-y_normal.jpg,,Manjunath Satyamurthy🇮🇳,4582754006,smanjunath211,
56,False,,False,,"{'followers_count': 255, 'following_count': 296, 'tweet_count': 10315, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1132629365588680704/69U0AtUM_normal.jpg,,Paulie Jones,921061435433734146,eburgpaulie,
57,False,"Mum, Wife, Primary Teacher, Digital Leader, Apple Teacher, MIE, Seesaw Ambassador 🏴󠁧󠁢󠁳󠁣󠁴󠁿",False,,"{'followers_count': 749, 'following_count': 1392, 'tweet_count': 1331, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1419258738104483840/NElKKks3_normal.jpg,,Tracy Main,240832620,tamarshall79,
58,False,Noi siamo delle lucciole che stanno nelle tenebre,False,,"{'followers_count': 295, 'following_count': 937, 'tweet_count': 43718, 'listed_count': 14}",Barcelona ciutat d travacances,https://pbs.twimg.com/profile_images/1408848116468654092/FRGdo1We_normal.jpg,1358095563623960576,JXD,283046411,jjdelmas,
59,False,Gramma who marched for women's rights and will again. Ticked off ready to continue the fight.,False,,"{'followers_count': 11, 'following_count': 89, 'tweet_count': 1925, 'listed_count': 0}","Ballwin, MO",https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,Anne10752,4617699252,Anne10752,
60,False,ウクライナ情勢関連で流れる画像あり、心的外傷想起に注意。 関東をさまようASD中年医療者「エーマス」です。奥華子さん藤田麻衣子さん好きの方はほぼ即フォロー。写真関連、ねこあつめ、旅かえるなども。医療関係、精神医学関係も積極的にRT。ひねくれた愚痴は適当にあしらってやってくださいな。,False,,"{'followers_count': 578, 'following_count': 1183, 'tweet_count': 26649, 'listed_count': 7}",,https://pbs.twimg.com/profile_images/1302079299403407361/_M4czjKP_normal.png,,A-math (Aftermath）,1117647415308214272,AftermathDoubl1,
61,False,I'm a stay-at-home mum to three beautiful kids..,False,,"{'followers_count': 24, 'following_count': 155, 'tweet_count': 177, 'listed_count': 0}",malaysia,https://pbs.twimg.com/profile_images/1415575020865134592/g3U6YXLl_normal.jpg,,rosnani abdullah,19050260,rosnani,
