,location,verified,description,username,url,protected,name,id,public_metrics,profile_image_url,pinned_tweet_id,entities
0,アリの巣,False,64🦖　彼は五右衛門,rossii6464,,False,ロッシーザウルス,3292065072,"{'followers_count': 158, 'following_count': 418, 'tweet_count': 21863, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1482973795761946629/vyX0LEI5_normal.jpg,,
1,nowhere,False,いらやーちいまぜ　,sigh2plus,,False,さい2+(whiskycat),16680670,"{'followers_count': 164, 'following_count': 226, 'tweet_count': 7107, 'listed_count': 10}",https://pbs.twimg.com/profile_images/61652200/jamespromo_normal.JPG,1148038632147570689,
2,,False,ウマ娘の育成配信してます。平日22：00から２時間ほど（ロスタイムあり）基本的に毎日ですが突発休止あるかもです。土日祝日は不定期です。平日休止や休日配信する時はツイッターで告知します。現在は平日はアリエス杯に向けての育成とルームマッチ、土日祝日は不定期でPatrick's Parabox（パズルゲーム）実況やってます！,bUzLJ1pAv6vOwjm,https://t.co/Rm18fAXRVr,False,まるさん＠ウマ娘配信,1097522499271573504,"{'followers_count': 31, 'following_count': 28, 'tweet_count': 1090, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1487081192113377288/G6mhGd8a_normal.png,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Rm18fAXRVr', 'expanded_url': 'https://www.youtube.com/channel/UCiw9XHj2RcbdUmaKfowD6eA', 'display_url': 'youtube.com/channel/UCiw9X…'}]}}"
3,○,False,オリキャラを愛してやまない音MAD作者 サブ→@boneetsub 裏→@boneet_URA アイコンは(@BATO_Zip)から ヘッダーは(@zisuto_p)から,boneet_,https://t.co/RqKNJPGnRG,False,ぼねっと,785894997228818432,"{'followers_count': 845, 'following_count': 1203, 'tweet_count': 35876, 'listed_count': 12}",https://pbs.twimg.com/profile_images/1510772514959798275/dds11J-z_normal.jpg,1309894524806688768,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RqKNJPGnRG', 'expanded_url': 'https://www.nicovideo.jp/user/60490847', 'display_url': 'nicovideo.jp/user/60490847'}]}, 'description': {'mentions': [{'start': 23, 'end': 33, 'username': 'boneetsub'}, {'start': 36, 'end': 47, 'username': 'boneet_URA'}, {'start': 54, 'end': 63, 'username': 'BATO_Zip'}, {'start': 73, 'end': 82, 'username': 'zisuto_p'}]}}"
4,(予定),False,h6/168/65/27/九州産G(有) 無言フォローすいません(ºωº) 派遣技術者(正社員)ですd('∀'*)/📱プロセカ(イベント34位)🎶/🐢水族館🦈/ゲーム名(ドラゴンγ) #毎日自宅で水族館 (※水族館で撮った写真です) /運動🏃/スペース_日_時頃~,kei_hi_620,https://t.co/8YpMhGpYDv,False,けい/ひー🐟@毎日自宅で水族館,1010772862427226112,"{'followers_count': 3773, 'following_count': 2978, 'tweet_count': 11350, 'listed_count': 3}",https://pbs.twimg.com/profile_images/1503720484768464896/xfBeGIdj_normal.jpg,1473140278232227841,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8YpMhGpYDv', 'expanded_url': 'https://www.amazon.jp/hz/wishlist/ls/10FUUJ2FVR43V?ref_=wl_share', 'display_url': 'amazon.jp/hz/wishlist/ls…'}]}, 'description': {'hashtags': [{'start': 92, 'end': 101, 'tag': '毎日自宅で水族館'}]}}"
5,"인천, 仁川, Incheon",False,SSG랜더스/인천유나이티드/FC남동/中日ドラゴンズ/名古屋グランパス,ROKAF595,https://t.co/PDpyJWbNfH,False,教善,245182305,"{'followers_count': 478, 'following_count': 1495, 'tweet_count': 257890, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1515402439931068416/vSeNBZuP_normal.jpg,1521751299351474176,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PDpyJWbNfH', 'expanded_url': 'https://twitter.com/safeppy/status/1189795217039192064?s=19', 'display_url': 'twitter.com/safeppy/status…'}]}}"
6,,False,Taken but open. Father of seven cats. Original Board/tabletop/Video Gaymer. He/Him.,Codiak723,,False,Codiak723,8062882,"{'followers_count': 189, 'following_count': 382, 'tweet_count': 4272, 'listed_count': 0}",https://pbs.twimg.com/profile_images/810251677240422400/IHzys8h5_normal.jpg,,
7,たかいところ,False,"music and mood, camera and photo, car and driving, road bike and cycling, industry and civil engineering / Amazonアソシエイトメンバー",fumiyas,,False,フミヤス,2607485311,"{'followers_count': 2015, 'following_count': 1303, 'tweet_count': 24425, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1044856307466014721/C26F-pGv_normal.jpg,1516664552066543622,
8,"Munakata, JAPAN",False,"福岡教育大学英語コミュニケーション研究室（個人垢）。Ph.D.（コミュニケーション学博士；U of Oklahoma, USA）。学生は磨けば輝くダイヤの原石。大学には理想の自分を創造する自由も滅ぼす自由もある。4年間ダイナミックな学びを!★本学学生のフォロワはご縁と思いフォロー返しします（鍵垢で遠慮の方は放置OK）。",MasakiYoshitake,https://t.co/kfSGRCg1Tq,False,吉武正樹◢,116799267,"{'followers_count': 851, 'following_count': 733, 'tweet_count': 31144, 'listed_count': 25}",https://pbs.twimg.com/profile_images/494150249112289280/mGqRdx3k_normal.jpeg,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kfSGRCg1Tq', 'expanded_url': 'https://staff.fukuoka-edu.ac.jp/larsnunn/', 'display_url': 'staff.fukuoka-edu.ac.jp/larsnunn/'}]}}"
9,she/they ♒♓♌,False,"•half-doomed/semisweet• atp treeperson •                                        
structural engineer • professional dumbass • Ⓥ",deahlixoff,https://t.co/E2Ak1o7j6o,False,snarky and aware of it,337448574,"{'followers_count': 925, 'following_count': 683, 'tweet_count': 35831, 'listed_count': 3}",https://pbs.twimg.com/profile_images/1520561960152092672/FVSOuQGS_normal.jpg,1462213839336919043,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/E2Ak1o7j6o', 'expanded_url': 'https://discogs.page.link/oMdzdqW8umGsE6Gd8', 'display_url': 'discogs.page.link/oMdzdqW8umGsE6…'}]}}"
10,,False,知り合いでも行きずりでもフォロー＆リムーブご自由に。お天気の話題から独り言愚痴陰口までつぶやきます。RT多め。 リアル脱出ゲーム/ポケモンGO/カピバラさん/コウペンちゃん/FGO,lijiayy,,False,りじあ⬜🟨🟩,113335596,"{'followers_count': 536, 'following_count': 540, 'tweet_count': 34161, 'listed_count': 12}",https://pbs.twimg.com/profile_images/1259025180380114944/kYePxjaa_normal.jpg,,
11,,False,,TobyDodgen,,False,Toby Dodgen,21454370,"{'followers_count': 187, 'following_count': 480, 'tweet_count': 10963, 'listed_count': 6}",https://pbs.twimg.com/profile_images/1503225707526164484/vayopRQV_normal.jpg,,
12,Peril Premonition ,False,British European Teessider. Musician. F1 Fan despite everything. I voted to keep the control we already had. Focusrite Ibanez Fishman Logic Moog Zappa.,Jim_Gardner_,https://t.co/CkOdIz0xAp,False,Jim Gardner 🇪🇺🇺🇦,922389643785621505,"{'followers_count': 645, 'following_count': 782, 'tweet_count': 24582, 'listed_count': 4}",https://pbs.twimg.com/profile_images/1345010283954188289/84ZooBUH_normal.jpg,1499305494443397123,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CkOdIz0xAp', 'expanded_url': 'https://t.me/+t9-lvF9AWTVmNjA0', 'display_url': 't.me/+t9-lvF9AWTVmN…'}]}}"
13,,False,just trying to live my best life,LeoGreeneyed,,False,GreeneyedLeo,1277608562190098432,"{'followers_count': 320, 'following_count': 802, 'tweet_count': 9324, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1503175185926877186/9eR-CcLr_normal.jpg,,
14,,False,Not much to say,bunkarama67,,False,Mark,1090690483083329536,"{'followers_count': 20, 'following_count': 588, 'tweet_count': 5501, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1498085537931952129/I06OoVZ1_normal.jpg,,
15,,False,お酒呑んだり本読んだりゲームしたり映画見たり,takabosu,,False,タカ,85835056,"{'followers_count': 118, 'following_count': 1421, 'tweet_count': 10512, 'listed_count': 4}",https://pbs.twimg.com/profile_images/555067146217066496/F6hIp4FB_normal.png,,
16,Eastern Montana,False,Mythical Beast. 3rd Degree Mythical Society member. Born on Rhett & Link’s 9th friendiversary. Wife. Mom of 3 mini MBs. she/her,MichellaEmly,,False,Mythical_Montana,1240493891767263232,"{'followers_count': 40, 'following_count': 309, 'tweet_count': 601, 'listed_count': 3}",https://pbs.twimg.com/profile_images/1495868613265215491/hXc7_1yH_normal.jpg,,
17,生首 ナマステ 生卵,False,悪事キッチン,Akjk_trpg,https://t.co/AG9IO5Kq9t,False,悪食🫠,1373914850439487497,"{'followers_count': 35, 'following_count': 34, 'tweet_count': 6869, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1509085244124991488/EocZnaci_normal.jpg,1487340495810756612,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AG9IO5Kq9t', 'expanded_url': 'https://privatter.net/p/7218754', 'display_url': 'privatter.net/p/7218754'}]}}"
18,,False,"“I think we didn’t evolve sleep, we evolved wakefulness.” (Paul Shaw)",JVcE1sH04Ba4iBu,,False,サイモン🇦🇺,1185188714051358722,"{'followers_count': 9, 'following_count': 84, 'tweet_count': 2349, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1305863187850498049/hO1W1YL4_normal.jpg,,
19,Hamburg,False,"-HobbyGrübler
-Atheist
-Dipl. HAW Hamburg (IT)
-Aktionär/Investor
-Gegen Extremismus,Ideologien,Gewalt und Linksverblendung

Blocker sind Filterblasen-Junkies.",MarcusSparsHH,,False,snɔɹɐɯ ɹǝp 🤷‍♂️,1189249333155258368,"{'followers_count': 205, 'following_count': 188, 'tweet_count': 19555, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1519403472348749825/6VYNeSW6_normal.jpg,1192915343171342336,
20,Mexico City,False,"Beautiful, spooky, and stupid // Anxious Millennial Teacher // 💖💜💙 😘✌️ // #ImWithAEW",michherediar,,False,💜💚Michelle Heredia💚💜,65583397,"{'followers_count': 988, 'following_count': 424, 'tweet_count': 136236, 'listed_count': 26}",https://pbs.twimg.com/profile_images/1498490389820547074/xZF8ttw3_normal.jpg,1521648767036010498,"{'description': {'hashtags': [{'start': 74, 'end': 84, 'tag': 'ImWithAEW'}]}}"
21,JPN 風の吹く何処か🍀This account only,False,"BC(DCIS)survivor 　fav→music/art　nouveau etc.
noteはこちら✒️📗→https://t.co/XryEkdM4NT　　　　　　　
Fear always springs from ignorance. 考える葦",natsumex0087,https://t.co/SNcLfdlp23,False,なつめ,1003961690566692864,"{'followers_count': 749, 'following_count': 995, 'tweet_count': 69996, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1509821937186664452/Cfapn7wb_normal.jpg,1244118652565086208,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SNcLfdlp23', 'expanded_url': 'https://suzuri.jp/natsumex0087', 'display_url': 'suzuri.jp/natsumex0087'}]}, 'description': {'urls': [{'start': 57, 'end': 80, 'url': 'https://t.co/XryEkdM4NT', 'expanded_url': 'http://note.com/natsumex0084', 'display_url': 'note.com/natsumex0084'}]}}"
22,"Austin, Texas",False,NYT bestselling author of fiction for all women and a few good men.  Dog slave. Slow motion runner.  Champion Procrastinator.  Flip-flopping Pisces.,JuliaFLondon,https://t.co/3ee7RDMKyG,False,Julia London Prays for Ukraine,16314733,"{'followers_count': 10075, 'following_count': 3308, 'tweet_count': 23844, 'listed_count': 362}",https://pbs.twimg.com/profile_images/1894003413/ragerjfl_normal.jpg,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3ee7RDMKyG', 'expanded_url': 'http://www.julialondon.com/newsletter', 'display_url': 'julialondon.com/newsletter'}]}}"
23,宇宙よりも遠い場所,False,"アニソンアーティストのシングルB面曲、アルバムオリジナル曲などをこよなく愛します

趣味は5人組グループの動画を見ること",4CLDK18,https://t.co/CUMiMBt3D2,False,ROCK-mode'18を許すな,140286232,"{'followers_count': 262, 'following_count': 355, 'tweet_count': 76540, 'listed_count': 15}",https://pbs.twimg.com/profile_images/1426919361231560709/n0D1kbbk_normal.jpg,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CUMiMBt3D2', 'expanded_url': 'https://www.eventernote.com/users/4CLDK18', 'display_url': 'eventernote.com/users/4CLDK18'}]}}"
24,"Bogotá, Colombia",False,"Remember to keep smiling. Dying is easy, young man, living is harder.
El objetivo es ser: feliz.",aesir_pipeguz,https://t.co/YoGA47fgu9,False,LiFe.fpg,892257354,"{'followers_count': 46, 'following_count': 142, 'tweet_count': 5797, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1244471693365690371/GsFxuBe__normal.jpg,1092472260227751936,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YoGA47fgu9', 'expanded_url': 'https://twitter.com/aesir_pipe.guz', 'display_url': 'twitter.com/aesir_pipe.guz'}]}}"
25,"Belleville, IL",False,Illinois College Football Class of ‘26,damian_hudak,https://t.co/Lh4tf9RemC,False,Damian Hudak,1026250645526007808,"{'followers_count': 142, 'following_count': 723, 'tweet_count': 274, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1340671461695102982/FHeR2N22_normal.jpg,1483206725419343877,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Lh4tf9RemC', 'expanded_url': 'http://www.hudl.com/v/2GB5pj', 'display_url': 'hudl.com/v/2GB5pj'}]}}"
26,東城大学医学部付属病院・特別愁訴外来,False,💉💉💉／セレッソとかサッカーとか日常のもろもろ。モリシ・凸凹・マスコット・脱出ゲーム。ユンちゃん監督の写真・動画募集中。／バチスタ沼にどっぷり。グッチー先生に癒されたい。／選TAXIに乗りたい。／特状課に加わりたい。／フォロー・リムーブご自由に／フォロワーさんで◎の人と直接知り合いの方、できればご報告お願いします,exbaum,,False,[◎],43657948,"{'followers_count': 844, 'following_count': 1060, 'tweet_count': 103067, 'listed_count': 0}",https://pbs.twimg.com/profile_images/877149904715390976/z4_t2Vh6_normal.jpg,925394249582915585,
27,"Minneapolis,  MN",False,HR and Talent Acquisition nerd. Living the Retail Life. Optimist by nature! Political junkie. All tweets are my own.,CoachingwMK,,False,Melissa Kollasch,394730465,"{'followers_count': 541, 'following_count': 1736, 'tweet_count': 2852, 'listed_count': 14}",https://pbs.twimg.com/profile_images/1497766650917052416/dBErdLcN_normal.jpg,,
28,Earth ,False,"ExJW she/her 💉Vaxxed, waxed & wearing tight slacks. 💉Anti Racist, Anti Capitalist, Anti Cult. Pro Justice, Pro Equality, Pro Living Wage.",PandemicPimo,,False,Pandemic PIMO,1473770817381142533,"{'followers_count': 150, 'following_count': 274, 'tweet_count': 1294, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1473771077293719562/FR0UkcKC_normal.jpg,1479190843848380418,
29,,False,好き勝手に趣味のことだけ！独り言,UXNMlbNH5Zw2uUd,,False,水滴！,1088115883120025601,"{'followers_count': 3, 'following_count': 0, 'tweet_count': 5017, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1498152199880282113/AT6mXsKH_normal.jpg,1241204152140587008,
30,Tokyo,False,農工大En/EP(LET)→,banban_tbbc_8,,False,ばんばん💉💉💉,1649035634,"{'followers_count': 502, 'following_count': 542, 'tweet_count': 12270, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1520303634759974913/VrN377qm_normal.jpg,,
31,"Mobile, AL",False,"Dad, husband, fan of sports, gambling, poker, good music, crossword puzzles, among other things.",TedAHolder,,False,Ted Holder,39672358,"{'followers_count': 184, 'following_count': 609, 'tweet_count': 9118, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1309186134262587393/O01B6eRa_normal.jpg,,
32,,False,,QuilaTQN,,False,QuilaTQN,323894102,"{'followers_count': 14, 'following_count': 110, 'tweet_count': 3526, 'listed_count': 2}",https://pbs.twimg.com/profile_images/3025105900/d5f29b897d6affb59f2eb8fa4fdf6f7e_normal.jpeg,,
33,Nagano Pref.,False,ポケモン・ドラゴン・ケモノキャラ大好きのお出かけ/写真好き社会人、ドララー+ケモナーなのでまあ注意！,N_Procyo,,False,ぷろきお(~5/6くらいまで?帰省),1143168095332139008,"{'followers_count': 335, 'following_count': 285, 'tweet_count': 65877, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1268193732471345153/uRIifaVr_normal.jpg,1200785838671462400,
34,夜明け前が一番暗い,False,"夜明けの人と夕方の人
短歌→ @yax_b_tanza
衝動のあまりよく誤字をします",snsm1389_ray,https://t.co/fGgo80gkrB,False,車掌🚃,531938255,"{'followers_count': 473, 'following_count': 141, 'tweet_count': 127626, 'listed_count': 8}",https://pbs.twimg.com/profile_images/1472112023869988868/HP2agRYY_normal.jpg,1438273234319785988,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fGgo80gkrB', 'expanded_url': 'https://nf-granite.hatenablog.com/', 'display_url': 'nf-granite.hatenablog.com'}]}, 'description': {'mentions': [{'start': 15, 'end': 27, 'username': 'yax_b_tanza'}]}}"
35,"Asturias, Principado de Asturias",False,♍️♑️♓️,mimii_WTF,https://t.co/bw6kisyimc,False,miry 🇮🇨,798968270,"{'followers_count': 874, 'following_count': 654, 'tweet_count': 40396, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1512837236336865291/b_uizpHz_normal.jpg,1484928851205578758,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bw6kisyimc', 'expanded_url': 'https://www.instagram.com/miryalonso_/', 'display_url': 'instagram.com/miryalonso_/'}]}}"
36,barcelona,False,"Mama,esposa,trabajadora, y luchadora por conseguir
La aceptación de ser diferente",lolig13,,False,m.dolores gonzalez,264952506,"{'followers_count': 317, 'following_count': 459, 'tweet_count': 30070, 'listed_count': 9}",https://pbs.twimg.com/profile_images/678537784899076096/aSgsoro6_normal.jpg,,
37,"Washington, DC",False,"Remember, struggle is an active verb. Public history geek; sports fan; student of how processes work; sock lover; better guy in training",BetterGuyX,,False,Brian Joyner,86102830,"{'followers_count': 746, 'following_count': 1160, 'tweet_count': 12750, 'listed_count': 21}",https://pbs.twimg.com/profile_images/1170897335280226304/tP4gCIkQ_normal.jpg,,
38,,False,"life is cruel
WOC 
adult
header by @thedinkum_reylo",LittleDodoli,,False,Marry-TV is confused,1175768519264178181,"{'followers_count': 54, 'following_count': 119, 'tweet_count': 4262, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1472501053035741193/JdayRVQu_normal.jpg,,"{'description': {'mentions': [{'start': 35, 'end': 51, 'username': 'thedinkum_reylo'}]}}"
39,ロアナプラ,False,聖なる泉枯れ果てし時 凄まじき戦士雷の如く出で 太陽は闇に葬られん,pepsi128,,False,ペプシ,211088489,"{'followers_count': 208, 'following_count': 236, 'tweet_count': 85976, 'listed_count': 17}",https://pbs.twimg.com/profile_images/1498656522091769861/HBY_NNA1_normal.jpg,1175396529990852610,
40,P-Studio,False,アイコンは布宇治(@nunouzhi)さんに描いてもらいました。,pista_TM,https://t.co/UBGQFlw227,False,太コぴー,155122976,"{'followers_count': 1279, 'following_count': 691, 'tweet_count': 146149, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1509720815277068290/E9EFeLd6_normal.jpg,1503397522399662080,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UBGQFlw227', 'expanded_url': 'https://www.youtube.com/c/PisChannel', 'display_url': 'youtube.com/c/PisChannel'}]}, 'description': {'mentions': [{'start': 9, 'end': 18, 'username': 'nunouzhi'}]}}"
41,"Denver, CO",False,"Coloradan by way of MA & NY. Loving the mountains, miss the ocean.",MaryEllenPeter1,,False,Birdsivuonyou,339802854,"{'followers_count': 87, 'following_count': 415, 'tweet_count': 2747, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1186577938361339910/FzHMNW6V_normal.jpg,,
42,,False,成人社会人。主に情報取得用&自分向け記録用/YOI /中田裕二(上野水香のカズミ@デトックス）,kio_ino,,False,イノ,129180242,"{'followers_count': 262, 'following_count': 473, 'tweet_count': 8779, 'listed_count': 11}",https://pbs.twimg.com/profile_images/1601575384/___normal.JPG,,
43,華胥之国,False,"多趣味である事は脳の老化防止に繋がると言われていた
PN：花澤風一",wXTi23RRHIAsBJc,,False,嬰,4762669398,"{'followers_count': 12, 'following_count': 27, 'tweet_count': 9266, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1421016761495810049/v0BIiDoA_normal.jpg,,
44,,False,山形県鶴岡市在住　ブラ３　ｗ７メイン　ｗ４、ｗ１１サブ　ｗ１、ｗ１６～放置,takahashitoru,,False,高橋　徹,46858814,"{'followers_count': 74, 'following_count': 860, 'tweet_count': 172, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1214367579365462016/5e2kB04A_normal.jpg,,
45,South Korea,False,당신께 언제나 생소한 사람,Sngso,https://t.co/Mm5v9npHP8,False,생소,59958119,"{'followers_count': 869, 'following_count': 944, 'tweet_count': 108896, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1509914111433269250/fcmm9StW_normal.jpg,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Mm5v9npHP8', 'expanded_url': 'https://sngso.tistory.com', 'display_url': 'sngso.tistory.com'}]}}"
46,北陸某所甘い食べ物のあるところ,False,いもげ「」ちゃんのダメ人間予備軍。 17歳教徒。子持ち。日本酒は良いね…,halle_img,https://t.co/tWNnZk3c4A,False,ハレ(17)@沙水🍥,61745331,"{'followers_count': 450, 'following_count': 483, 'tweet_count': 51823, 'listed_count': 34}",https://pbs.twimg.com/profile_images/927112800345899008/MWBmlGzT_normal.jpg,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tWNnZk3c4A', 'expanded_url': 'https://twitter.com/halle_img', 'display_url': 'twitter.com/halle_img'}]}}"
47,ヘッダー色#274a78,False,2016.2.20 港区のそことは特に関係ありません プロ野球とかVとかスプラ配信者とか原神配信者とかMリーグの視聴者とかをしてる,sinbashi767,,False,しんばし,767419448105930752,"{'followers_count': 75, 'following_count': 228, 'tweet_count': 7004, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1079743406375501824/-4wlL0fI_normal.jpg,889209618575933440,
48,日本 東京,False,成人済。書くのはオリジナル。ＢＬ、ブロマンス、オールキャラも大好き。FGO、刀剣。面白ければリバるので、固定の方はご注意ください。 それとは別に最推しは暴れるベーシスト。最近は宮舘王国にふるさと納税したい,itukinomori,https://t.co/s7NucmbTy9,False,りゅーせ,838975074602364928,"{'followers_count': 47, 'following_count': 282, 'tweet_count': 6159, 'listed_count': 0}",https://pbs.twimg.com/profile_images/840597683320500224/s95sQxWM_normal.jpg,1295503914494595072,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/s7NucmbTy9', 'expanded_url': 'http://touch.pixiv.net/member.php?id=4846718', 'display_url': 'touch.pixiv.net/member.php?id=…'}]}}"
49,MEGANEKO,False,三度の飯に酒とウマとアイドル,tetsu_Pro,https://t.co/9vBoaJ2heB,False,てっちり,700301647,"{'followers_count': 633, 'following_count': 483, 'tweet_count': 125462, 'listed_count': 32}",https://pbs.twimg.com/profile_images/1258955735305564160/IVGEUWVK_normal.png,1173970478345547778,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9vBoaJ2heB', 'expanded_url': 'http://www.nicovideo.jp/mylist/56977921', 'display_url': 'nicovideo.jp/mylist/56977921'}]}}"
50,,False,"1997.12.03 / Composer / Lyricist / Vocaloid Producer / Vocal Cover / 마음만은 피아니스트 / MAY 23.0 / Contact : record1900@naver.com

그리고 현재 히스이지방으로 탈주함",plumwriter,https://t.co/8lMzIS5PCt,False,Plum@메인트 유니 신곡 '초행' 투고!!,713379939236519938,"{'followers_count': 4494, 'following_count': 1582, 'tweet_count': 96017, 'listed_count': 15}",https://pbs.twimg.com/profile_images/1509737141261135874/s1s0MM_9_normal.jpg,1518909547665973248,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8lMzIS5PCt', 'expanded_url': 'https://www.youtube.com/channel/UC0AwIqrAIR_98iXdDvLzUNg', 'display_url': 'youtube.com/channel/UC0AwI…'}]}}"
51,アイコンとヘッダーは友人作です！,False,ENG/JP ok! 呟く内容の9割がVtuber/e-sports関連な #常闇眷属 です。メンバーシップ加入しているホロメン→ 👾/🚑/🌙/🛸💜 好きなチーム→CR/DFM/ZETA たまにイラストも描きます。,kirikirikiriha,,False,きりは👾,276381725,"{'followers_count': 1532, 'following_count': 4695, 'tweet_count': 138672, 'listed_count': 34}",https://pbs.twimg.com/profile_images/1506003891460403202/FrcPnV0E_normal.png,,"{'description': {'hashtags': [{'start': 38, 'end': 43, 'tag': '常闇眷属'}]}}"
52,"New Orleans, LA",False,"Sex, Drugs, Rock & Roll. Wrote for Larry Flynt and High Times, and own a music studio in New Orleans now. I block hateful MAGAs. #NOLA. Ride or die.",mojofearless,,False,Ashley The Fearless,2739103514,"{'followers_count': 2721, 'following_count': 3738, 'tweet_count': 33862, 'listed_count': 13}",https://pbs.twimg.com/profile_images/855489907631849472/4m3_Jink_normal.jpg,1351948347469426694,"{'description': {'hashtags': [{'start': 129, 'end': 134, 'tag': 'NOLA'}]}}"
53,STL ,False,mad about everything 🙃,__maryk8__,,False,💎 MK 💎,90582864,"{'followers_count': 432, 'following_count': 2278, 'tweet_count': 31478, 'listed_count': 32}",https://pbs.twimg.com/profile_images/1339931525169766401/KMx4rb6c_normal.jpg,,
54,Idaho Green,False,"Avid wrestling fan, writer and uncle. #ReckingCrewForever https://t.co/ZndjeuoNGx",YerOlDad,https://t.co/ZndjeuoNGx,False,YerOlDad,279824790,"{'followers_count': 310, 'following_count': 434, 'tweet_count': 30255, 'listed_count': 8}",https://pbs.twimg.com/profile_images/1518669346645712896/4mAI1eMX_normal.jpg,1357584830632845312,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZndjeuoNGx', 'expanded_url': 'https://www.twitch.tv/YerOlDad', 'display_url': 'twitch.tv/YerOlDad'}]}, 'description': {'urls': [{'start': 58, 'end': 81, 'url': 'https://t.co/ZndjeuoNGx', 'expanded_url': 'https://www.twitch.tv/YerOlDad', 'display_url': 'twitch.tv/YerOlDad'}], 'hashtags': [{'start': 38, 'end': 57, 'tag': 'ReckingCrewForever'}]}}"
55,Twitter,False,"インフラ寄りソフトウェアエンジニア (logo: https://t.co/gReynr2Cj7) https://t.co/tDkTdNqbkh MISW: @tsuzu_misw
Tweets are my own. Gopher is designed by Renee French.",_tsuzu_,https://t.co/t2lkz6BP0V,False,Tsuzu,286455944,"{'followers_count': 1368, 'following_count': 1329, 'tweet_count': 77077, 'listed_count': 42}",https://pbs.twimg.com/profile_images/828119203324456960/JvVGDqex_normal.jpg,1499748296260485123,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/t2lkz6BP0V', 'expanded_url': 'http://tsuzu.hateblo.jp', 'display_url': 'tsuzu.hateblo.jp'}]}, 'description': {'urls': [{'start': 25, 'end': 48, 'url': 'https://t.co/gReynr2Cj7', 'expanded_url': 'http://gopherize.me', 'display_url': 'gopherize.me'}, {'start': 50, 'end': 73, 'url': 'https://t.co/tDkTdNqbkh', 'expanded_url': 'http://github.com/tsuzu', 'display_url': 'github.com/tsuzu'}], 'mentions': [{'start': 80, 'end': 91, 'username': 'tsuzu_misw'}]}}"
