,description,url,verified,profile_image_url,location,id,pinned_tweet_id,username,entities,name,protected,public_metrics
1652573696,,,False,https://pbs.twimg.com/profile_images/1521457624646045698/c9LnyLdV_normal.jpg,,,,mdelgadotirado,,miguel Delgado,False,"{'followers_count': 55, 'following_count': 201, 'tweet_count': 1890, 'listed_count': 2}"
1401458333110788096,I believe in you.,,False,https://pbs.twimg.com/profile_images/1442335431564034048/HKU1IVUU_normal.jpg,,,,Peaceandlove783,,Peaceandlove,False,"{'followers_count': 27, 'following_count': 91, 'tweet_count': 1096, 'listed_count': 0}"
1368448290,WTF IS A MEGA PINT???,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,1092244862693343232,MaxPowers44,,Max Powers,False,"{'followers_count': 119, 'following_count': 1809, 'tweet_count': 17840, 'listed_count': 0}"
1375117874616954881,"ok bitch, call your lawyer, i'll have sex with him!!!",https://t.co/dksAOdEYpU,False,https://pbs.twimg.com/profile_images/1522147879057383424/rnhE_A1U_normal.jpg,he/they,,1439133515912601605,jeviIstail,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dksAOdEYpU', 'expanded_url': 'https://en.pronouns.page/@re2make', 'display_url': 'en.pronouns.page/@re2make'}]}}",mads @ spirit of justice + tgaa!,False,"{'followers_count': 34, 'following_count': 50, 'tweet_count': 4398, 'listed_count': 2}"
184917756,I'm a dad & DIY'er. Loving the outdoors and catalysing innovation in the BoP. All views expressed here are my own etc. Profile pic my morning cycle commute.,,False,https://pbs.twimg.com/profile_images/378800000244751092/a81c185db4cd2256ff0ebb4917a0bf0e_normal.jpeg,"Bay of Plenty, New Zealand",,,marklbegbie,,Mark Begbie 💉💉💉,False,"{'followers_count': 618, 'following_count': 957, 'tweet_count': 7113, 'listed_count': 87}"
14317482,How I've survived this long is proof that humanity is f*cking up Darwin's theory.,,False,https://pbs.twimg.com/profile_images/433440737/evil_smiley_normal.JPG,Bay Area,,,D_Manchild,,DMan,False,"{'followers_count': 77, 'following_count': 133, 'tweet_count': 5446, 'listed_count': 6}"
1659960126,WACCAっていうゲームばかりやってる天然石が好きな(にわか)オタクです。とてもかわいいicon描いてくれた方→ @namaashi999,,False,https://pbs.twimg.com/profile_images/1377453768220966912/3KT5OIJ5_normal.jpg,宮城,,1429705527315947522,bright8016,"{'description': {'mentions': [{'start': 57, 'end': 69, 'username': 'namaashi999'}]}}",🖼テルリド🖼,False,"{'followers_count': 405, 'following_count': 862, 'tweet_count': 160982, 'listed_count': 14}"
217961249,"I tend to scream about random shit and be a fucking nerd... ᶦ'ᵐ ˢᵘᶜʰ ᵃ ʷᵉᵉᵇ 

FFXIV: Yaii Yai - Ultros",https://t.co/b4xCYQhjUB,False,https://pbs.twimg.com/profile_images/1437970742201683977/J9eUPG9k_normal.jpg,The D&D Table,,1483613737823219712,Yukihasitall,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/b4xCYQhjUB', 'expanded_url': 'https://anilist.co/user/YukiYaii/', 'display_url': 'anilist.co/user/YukiYaii/'}]}}",Yaii,False,"{'followers_count': 47, 'following_count': 294, 'tweet_count': 9381, 'listed_count': 0}"
21185544,Malagueña exiliada en Madrid. Madre de gatos. Filóloga y profe a ratos. Tía chachi a tiempo completo. Treat people with kindness. 💖💜💙,https://t.co/Bag30EPXgN,False,https://pbs.twimg.com/profile_images/1475600351051100161/52dw1VAz_normal.jpg,She / Her,,1480481363790860289,vickyspooky,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Bag30EPXgN', 'expanded_url': 'https://allmylinks.com/vickysedanorosa', 'display_url': 'allmylinks.com/vickysedanorosa'}]}}",Vicky S.,False,"{'followers_count': 3672, 'following_count': 788, 'tweet_count': 124326, 'listed_count': 50}"
249979612,"I write about jerseys at https://t.co/CXTmtXaEjc! I also tweet about the @Padres, @Angels, and everything else. University of La Verne '08.",https://t.co/OvlrAT6Ltr,False,https://pbs.twimg.com/profile_images/1386908025701638147/QDK5ZyQL_normal.jpg,California,,760965169321156608,ProMikeZagurski,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OvlrAT6Ltr', 'expanded_url': 'http://sportsfinds.blogspot.com/', 'display_url': 'sportsfinds.blogspot.com'}]}, 'description': {'urls': [{'start': 25, 'end': 48, 'url': 'https://t.co/CXTmtXaEjc', 'expanded_url': 'http://sportsfinds.blogspot.com', 'display_url': 'sportsfinds.blogspot.com'}], 'mentions': [{'start': 73, 'end': 80, 'username': 'Padres'}, {'start': 82, 'end': 89, 'username': 'Angels'}]}}",Adam Elmayan,False,"{'followers_count': 98, 'following_count': 666, 'tweet_count': 3987, 'listed_count': 3}"
62051503,,,False,https://pbs.twimg.com/profile_images/1520059495933972481/KW_6-iog_normal.jpg,makati city ,,,riagiez88,,ctg🏝,False,"{'followers_count': 33, 'following_count': 139, 'tweet_count': 81299, 'listed_count': 2}"
22155283,"All over the web. Wrestling and TV fan. Love Sports too. Miami girl at heart. AZ is home.
@Saxyroro on Instagram and Snap Cash App - $saxyroro1 Venmo - saxyroro",,False,https://pbs.twimg.com/profile_images/1117875270466166784/aMU0QBQF_normal.png,"Glendale, AZ USA",,824061831513677825,saxyroro,"{'description': {'mentions': [{'start': 90, 'end': 99, 'username': 'Saxyroro'}]}}",Rosie,False,"{'followers_count': 442, 'following_count': 2348, 'tweet_count': 8294, 'listed_count': 4}"
1067028573314211840,📚; & the universe said everything you need is within you @awkwrdpotion | 📖; norwegian wood,,False,https://pbs.twimg.com/profile_images/1428526685188620292/Y7al9KN4_normal.jpg,melb ,,1482640754141175817,comfortkarls,"{'description': {'mentions': [{'start': 57, 'end': 70, 'username': 'awkwrdpotion'}]}}",kit connor’s pr manager 🍂,False,"{'followers_count': 1470, 'following_count': 505, 'tweet_count': 31513, 'listed_count': 41}"
1295829925262503937,iq of a rock,,False,https://pbs.twimg.com/profile_images/1482531907183255561/Xr06sQ-T_normal.jpg,,,,posthumanpussy,,🐊,False,"{'followers_count': 29, 'following_count': 34, 'tweet_count': 2530, 'listed_count': 0}"
14059836,"a.k.a. IfThenOrElse
Dad, bassist (@InPlainSightUK), board game enthusiast, Dungeon Master, DOGE HODLer, and level 99 spreadsheet wrangler.",https://t.co/A2ihlFLzNw,False,https://pbs.twimg.com/profile_images/1298275216221786112/51L15gC5_normal.png,"London, UK",,,WillClark,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/A2ihlFLzNw', 'expanded_url': 'https://twitter.com/WillClark', 'display_url': 'twitter.com/WillClark'}]}, 'description': {'mentions': [{'start': 34, 'end': 49, 'username': 'InPlainSightUK'}]}}",Will Clark,False,"{'followers_count': 142, 'following_count': 130, 'tweet_count': 2942, 'listed_count': 9}"
1131419376,"Voyageuse intrépide, Curieuse de tout.
Athée radical.
Je récidive #Macron2022
#singularité Ne tweet jamais mais vous lit avec intérêt",,False,https://pbs.twimg.com/profile_images/591902954954842114/ypfBJspl_normal.jpg,France,,,ljam5,"{'description': {'hashtags': [{'start': 66, 'end': 77, 'tag': 'Macron2022'}, {'start': 78, 'end': 90, 'tag': 'singularité'}]}}",Don't Worry Be Happy - Vaccinée 3/3,False,"{'followers_count': 1, 'following_count': 248, 'tweet_count': 173, 'listed_count': 0}"
3302100664,,,False,https://pbs.twimg.com/profile_images/1483380251736616960/3YXXcXbQ_normal.jpg,Planet Earth,,,A_M_Boyd,,Anna Marie Boyd,False,"{'followers_count': 27, 'following_count': 217, 'tweet_count': 911, 'listed_count': 0}"
980955810,lic en Comunicación. Docente jubilada (en retiro efectivo) y abuela en actividad,,False,https://pbs.twimg.com/profile_images/1415584031178215424/Z5X7dCAW_normal.jpg,,,,magicmujer,,Piky Leiva,False,"{'followers_count': 38, 'following_count': 188, 'tweet_count': 1676, 'listed_count': 0}"
31242134,"Here For Card Buying/Selling. Shipping $5 BMwT. . Self-Appointed Eno Benjamin SuperCollector. . . IG: DLinnCards “D.Linn Cards, dealin’ deals.”",https://t.co/xvTym9cUO4,False,https://pbs.twimg.com/profile_images/1489463795625840641/Pb4_zwR4_normal.jpg,PNW,,1454693207548182529,iAmDavidLinn,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xvTym9cUO4', 'expanded_url': 'http://www.Two-TrackMind.com', 'display_url': 'Two-TrackMind.com'}]}}",David Linn,False,"{'followers_count': 721, 'following_count': 723, 'tweet_count': 7025, 'listed_count': 1}"
778121184,"Fine Art Ceramics, from sculptures to dishes. https://t.co/qL4CyJ3CKh",https://t.co/jHVnVxTnem,False,https://pbs.twimg.com/profile_images/1441474540014641152/zNYTx678_normal.jpg,Kent UK,,,carolrosalind,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jHVnVxTnem', 'expanded_url': 'http://instagram.com/smith.cr', 'display_url': 'instagram.com/smith.cr'}]}, 'description': {'urls': [{'start': 46, 'end': 69, 'url': 'https://t.co/qL4CyJ3CKh', 'expanded_url': 'https://crsmithceramics.weebly.com', 'display_url': 'crsmithceramics.weebly.com'}]}}",CR Smith,False,"{'followers_count': 1568, 'following_count': 1475, 'tweet_count': 16472, 'listed_count': 57}"
10856532,Dodgers Baseball Enjoyer,https://t.co/ODAXYhODJV,False,https://pbs.twimg.com/profile_images/1515152486536949763/-dy5rrqY_normal.jpg,California,,,thundercrat,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ODAXYhODJV', 'expanded_url': 'http://ko-fi.com/thundercrat', 'display_url': 'ko-fi.com/thundercrat'}]}}",Bryan Kephart,False,"{'followers_count': 2993, 'following_count': 869, 'tweet_count': 69673, 'listed_count': 65}"
1677646082,Time and Chance || Please follow @oobaked on IG,,False,https://pbs.twimg.com/profile_images/1516398192614641667/GoA8GpAd_normal.jpg,,,1481339845083639809,oodeyy,"{'description': {'mentions': [{'start': 33, 'end': 41, 'username': 'oobaked'}]}}",O’baked,False,"{'followers_count': 4234, 'following_count': 1933, 'tweet_count': 95929, 'listed_count': 22}"
428573871,🦂 | D 👼🏼🙏🏼,,False,https://pbs.twimg.com/profile_images/1510813713472794626/PasJ8hLW_normal.jpg,yay area ,,,_aleeeeehh,,aleh,False,"{'followers_count': 289, 'following_count': 366, 'tweet_count': 31119, 'listed_count': 0}"
39963912,Leicester Tigers & LCFC fan #TigersFamily,,False,https://pbs.twimg.com/profile_images/1142357953401491456/cHakJoXL_normal.jpg,Leicester,,,John_Phillips,"{'description': {'hashtags': [{'start': 28, 'end': 41, 'tag': 'TigersFamily'}]}}",John Phillips,False,"{'followers_count': 577, 'following_count': 4594, 'tweet_count': 8390, 'listed_count': 17}"
757235917425741828,i am passionate about things and enjoy talking about stuff | 19,https://t.co/3hpuMxt0xp,False,https://pbs.twimg.com/profile_images/1520905740147302400/Xnvo0Ewz_normal.jpg,usa,,1516911000502476801,megamanthepidge,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3hpuMxt0xp', 'expanded_url': 'https://bracketracket.carrd.co/', 'display_url': 'bracketracket.carrd.co'}]}}",Mega 🦐🐢,False,"{'followers_count': 89, 'following_count': 236, 'tweet_count': 12428, 'listed_count': 0}"
23003353,Aspiring nobody. Still not dead.,,False,https://pbs.twimg.com/profile_images/435393001175515136/miYkSds4_normal.png,The UK,,,interference22,,Interference,False,"{'followers_count': 33, 'following_count': 258, 'tweet_count': 1264, 'listed_count': 0}"
48724457,I am a #caligirl and so excited to be moving back. #missmyfam,,False,https://pbs.twimg.com/profile_images/493155226644258817/BiQCH5uq_normal.jpeg,"Los Angeles, CA",,,aliasfanatic04,"{'description': {'hashtags': [{'start': 7, 'end': 16, 'tag': 'caligirl'}, {'start': 51, 'end': 61, 'tag': 'missmyfam'}]}}",Wordle spam with league crap,False,"{'followers_count': 25, 'following_count': 194, 'tweet_count': 1558, 'listed_count': 0}"
14228899,"Recruiting systems & integrations. @zwd founder. Star Trek, The Expanse, Dune, Foundation, Mando/Boba, For All Mankind, MCU.",,False,https://pbs.twimg.com/profile_images/1476123727167320064/VX5wJ7By_normal.jpg,San Francisco Bay Area,,,masonwong,"{'description': {'mentions': [{'start': 35, 'end': 39, 'username': 'zwd'}]}}",Mason Wong,False,"{'followers_count': 695, 'following_count': 994, 'tweet_count': 15131, 'listed_count': 71}"
488949590,i was in 'The Town',https://t.co/X51SaPvbHy,False,https://pbs.twimg.com/profile_images/1456058775845015561/ZvCtP8d7_normal.jpg,he/him,,1442745610038177792,JoeyHickmann,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/X51SaPvbHy', 'expanded_url': 'https://m.soundcloud.com/double-overtime-podcast', 'display_url': 'm.soundcloud.com/double-overtim…'}]}}",joey,False,"{'followers_count': 217, 'following_count': 2942, 'tweet_count': 47962, 'listed_count': 5}"
59699768,"Developmental Psych Prof, parent to a canine & feline, wannabe oenologist, & waaaay left of center. Proudly so.",,False,https://pbs.twimg.com/profile_images/1492052539553959946/Lvxj0krJ_normal.jpg,,,1511007271626575875,meteebee,,Mita Banerjee,False,"{'followers_count': 342, 'following_count': 701, 'tweet_count': 17129, 'listed_count': 1}"
913110019717124097,,https://t.co/uKcsDFwJmS,False,https://pbs.twimg.com/profile_images/1216095158585917440/WNrUDpY8_normal.jpg,"Islas Baleares, España",,,dipieeetro,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uKcsDFwJmS', 'expanded_url': 'http://Instagram.com/f.dipieeetro', 'display_url': 'Instagram.com/f.dipieeetro'}]}}",Franchuu🍟,False,"{'followers_count': 444, 'following_count': 519, 'tweet_count': 15747, 'listed_count': 1}"
65118385,🇵🇭• enterprising and mildly annoying young lady🌟 she/her •RT ≠ endorsements•,,False,https://pbs.twimg.com/profile_images/1508692157925756931/r1WAkV5M_normal.jpg,Kyoshi Island/Bay Area,,1430754751939973126,AndreaFlexine,,champagne socialist,False,"{'followers_count': 703, 'following_count': 473, 'tweet_count': 71847, 'listed_count': 7}"
114573750,,,False,https://pbs.twimg.com/profile_images/1431397186684731392/HTmePCd0_normal.jpg,Madrid (España),,,Alexcanerrero,,Padrentino,False,"{'followers_count': 200, 'following_count': 363, 'tweet_count': 12817, 'listed_count': 4}"
2731146552,| UCM | 🇭🇳 |,,False,https://pbs.twimg.com/profile_images/1519201979779543040/itjvDCtz_normal.jpg,"Los Angeles, CA",,1351484956313153536,bserrano52,,🐐,False,"{'followers_count': 423, 'following_count': 635, 'tweet_count': 17093, 'listed_count': 1}"
1364919178130415626,"000:00:00:00||Nonbinary VOID||she/her/they/them|
how do i exist||pansexual 🏳️‍⚧️? 🏳️‍🌈!|20",,False,https://pbs.twimg.com/profile_images/1438343848355237894/sJwGT6Mj_normal.jpg,the 𝕍  𝕆  𝕀  𝔻,,1457097139784282118,kai_void_,,void (she/her) - 2%,False,"{'followers_count': 72, 'following_count': 505, 'tweet_count': 2571, 'listed_count': 0}"
2356713720,I've switched baristas. #AlexanderSkarsgard #Blindspotting #FilmTwitter #TheLeftovers #LOST #AvengersInfinityWar #Succession #Hamilton #GOT #BetterCallSaul,,False,https://pbs.twimg.com/profile_images/1317547604494983169/TJKmaubE_normal.jpg,"Oakland, CA ",,,sirenaalc,"{'description': {'hashtags': [{'start': 24, 'end': 43, 'tag': 'AlexanderSkarsgard'}, {'start': 44, 'end': 58, 'tag': 'Blindspotting'}, {'start': 59, 'end': 71, 'tag': 'FilmTwitter'}, {'start': 72, 'end': 85, 'tag': 'TheLeftovers'}, {'start': 86, 'end': 91, 'tag': 'LOST'}, {'start': 92, 'end': 112, 'tag': 'AvengersInfinityWar'}, {'start': 113, 'end': 124, 'tag': 'Succession'}, {'start': 125, 'end': 134, 'tag': 'Hamilton'}, {'start': 135, 'end': 139, 'tag': 'GOT'}, {'start': 140, 'end': 155, 'tag': 'BetterCallSaul'}]}}",Shaquita,False,"{'followers_count': 560, 'following_count': 605, 'tweet_count': 30584, 'listed_count': 15}"
830863688668160000,22 || Nací de culo y así voy desde entonces Instagram: https://t.co/llsIMqzqSr,,False,https://pbs.twimg.com/profile_images/1226089452310876160/UXZJ1mHn_normal.jpg,"Sevilla, España",,1092884466442399744,DMP_perspective,"{'description': {'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/llsIMqzqSr', 'expanded_url': 'https://instagram.com/dmp_perspective?igshid=1q258t6feym76', 'display_url': 'instagram.com/dmp_perspectiv…'}]}}",Dani asesino de celulitas 🔪🧫,False,"{'followers_count': 118, 'following_count': 205, 'tweet_count': 8824, 'listed_count': 0}"
49842540,"@ActionNewsNow Chief Meteorologist forecasting for #Chico, #Redding, and all of #NorthState #California. #NorCal AMS CBM Seal #105",https://t.co/fuBliHAziS,True,https://pbs.twimg.com/profile_images/1451435708997005315/KIj-oyrV_normal.jpg,"Chico - Redding, California",,,JasonStiff,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fuBliHAziS', 'expanded_url': 'https://www.actionnewsnow.com/content/station/571607211.html', 'display_url': 'actionnewsnow.com/content/statio…'}]}, 'description': {'hashtags': [{'start': 51, 'end': 57, 'tag': 'Chico'}, {'start': 59, 'end': 67, 'tag': 'Redding'}, {'start': 80, 'end': 91, 'tag': 'NorthState'}, {'start': 92, 'end': 103, 'tag': 'California'}, {'start': 105, 'end': 112, 'tag': 'NorCal'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'ActionNewsNow'}]}}",Jason Stiff,False,"{'followers_count': 5201, 'following_count': 1965, 'tweet_count': 37923, 'listed_count': 162}"
706137897582379008,Yo antes molaba pero la realidad me ha superado · Botaronme droja no colacao · Que te fagorishen 🟩⬜️ A veces ayudo a @rovgaming,https://t.co/tNsWmzxxv9,False,https://pbs.twimg.com/profile_images/1108647434924838912/pbZCIdoY_normal.png,,,1133688416439345152,OsoElPeluchito,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tNsWmzxxv9', 'expanded_url': 'http://www.rovgaming.pro', 'display_url': 'rovgaming.pro'}]}, 'description': {'mentions': [{'start': 117, 'end': 127, 'username': 'rovgaming'}]}}",Osezno,False,"{'followers_count': 140, 'following_count': 252, 'tweet_count': 1834, 'listed_count': 0}"
1206280810141245440,El Norte nunca olvida @RealOviedo,,False,https://pbs.twimg.com/profile_images/1515640727836975108/2ojALU-G_normal.jpg,,,,pelaayinchi,"{'description': {'mentions': [{'start': 22, 'end': 33, 'username': 'RealOviedo'}]}}",Pelayo🐺,False,"{'followers_count': 258, 'following_count': 477, 'tweet_count': 4209, 'listed_count': 0}"
18743694,"Fan of perennial losers: Indian cricket,Cubs,Bears | MACROeconomics is fake science run by cults |
Experts, Intellectuals are smug and useless",,False,https://pbs.twimg.com/profile_images/188022548/obama_and_lara_normal.jpg,,,,losingnow,,losingnow,False,"{'followers_count': 60, 'following_count': 131, 'tweet_count': 3799, 'listed_count': 1}"
1171678328,"wife, most marvellous mummy, daughter, sister, aunty, niece, friend, Unicorn 🦄 and 
TA.
Lover of crafts esp crochet. Fan of gin & olives.
insta: allthewool",,False,https://pbs.twimg.com/profile_images/1210259329087164416/YdhmQDoX_normal.jpg,Where it's sparkly,,,mstmrvelusmummy,,joanne cair,False,"{'followers_count': 204, 'following_count': 550, 'tweet_count': 3321, 'listed_count': 4}"
1105607119418609664,"Deporte como forma de vida ⚽️ Amante de los animales, de mis tres perlas sobre todo 😍🦮🐶🐕‍🦺",,False,https://pbs.twimg.com/profile_images/1409116626713202691/9gMxfPQU_normal.jpg,,,,Sergio10Molina,,ErSuse,False,"{'followers_count': 144, 'following_count': 600, 'tweet_count': 2754, 'listed_count': 0}"
1191585656666873856,Explore the unknown.,,False,https://pbs.twimg.com/profile_images/1376884487758483458/wBAqN0q6_normal.jpg,,,,RitaSong11,,Rita Song,False,"{'followers_count': 1, 'following_count': 70, 'tweet_count': 61, 'listed_count': 0}"
1137079586,,,False,https://pbs.twimg.com/profile_images/1470388648034156545/yszexute_normal.jpg,"Maidstone, South East",,,Kilbybooty,,Lisa Kilby,False,"{'followers_count': 92, 'following_count': 225, 'tweet_count': 2066, 'listed_count': 0}"
29636902,"""SWAGless"" tech freak who tries 2 see world from his own perspective n spread it to others!! I don't follow any verified acnt :)",https://t.co/MY2kStoSJr,False,https://pbs.twimg.com/profile_images/1368762898/devilboy_normal.jpg,"bangalore, India",,1507788883076939780,piyushj_31,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MY2kStoSJr', 'expanded_url': 'http://uncannypiyush.blogspot.com/', 'display_url': 'uncannypiyush.blogspot.com'}]}}",pIyUsH jAiSwAl,False,"{'followers_count': 160, 'following_count': 4, 'tweet_count': 10255, 'listed_count': 6}"
708027601806352384,Insta @abbeysmay17 // makeup insta @mubyasm,,False,https://pbs.twimg.com/profile_images/1488205838170963969/OWF0IyCL_normal.jpg,"Wales, United Kingdom",,926159870935617536,abbey_may17,"{'description': {'mentions': [{'start': 6, 'end': 18, 'username': 'abbeysmay17'}, {'start': 35, 'end': 43, 'username': 'mubyasm'}]}}",Abbey May,False,"{'followers_count': 119, 'following_count': 313, 'tweet_count': 1530, 'listed_count': 0}"
55832445,,,False,https://pbs.twimg.com/profile_images/1519669723633491974/Ylg3Ts5F_normal.jpg,,,258498706616242176,Pinarcinar,,Pınar Çınar,False,"{'followers_count': 234, 'following_count': 72, 'tweet_count': 19044, 'listed_count': 2}"
479458595,"«Too weird to live, too rare to die.»",https://t.co/KTJAMLJ9ve,False,https://pbs.twimg.com/profile_images/1262771137379000321/pC_Z3qTB_normal.jpg,,,,Hysteriasfields,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/KTJAMLJ9ve', 'expanded_url': 'http://Instagram.com/hysteriasfields', 'display_url': 'Instagram.com/hysteriasfields'}]}}",•Nicole•,False,"{'followers_count': 361, 'following_count': 242, 'tweet_count': 13770, 'listed_count': 7}"
291024936,Fanat FC Spartak Moscow,,False,https://pbs.twimg.com/profile_images/2735604790/76b052b2f7a00f41a2e2a0df3972216c_normal.jpeg,,,1424105870070325264,redwhite13,,🅰️del_Ka,False,"{'followers_count': 193, 'following_count': 319, 'tweet_count': 15158, 'listed_count': 1}"
79742721,,,False,https://pbs.twimg.com/profile_images/1417265322160164869/YAicECun_normal.jpg,Melide ,,,xurxootero,,Xurxo Otero,False,"{'followers_count': 167, 'following_count': 227, 'tweet_count': 1684, 'listed_count': 1}"
109391978,"Wait, HOW MANY kazoos?!


he/him",https://t.co/pVcfI9wbdO,False,https://pbs.twimg.com/profile_images/1487044475478319107/rz23OHxo_normal.jpg,A FRIGHT train,,,silasmeek,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pVcfI9wbdO', 'expanded_url': 'http://silasmeek.blogspot.com', 'display_url': 'silasmeek.blogspot.com'}]}}",Seamie TwoKazoos,False,"{'followers_count': 443, 'following_count': 908, 'tweet_count': 52672, 'listed_count': 16}"
3410183105,"(ESP/ENG, He/Him) SSBU Player (Joker/Wolf/Inkling) for @Skoll_gaming_ and anime and JRPG enthusiast. I tweet waaay too much.  Private: @vongarayao",https://t.co/h7tZElaein,False,https://pbs.twimg.com/profile_images/1516514723675656197/sPUW7OCB_normal.png,,,1469786999217442833,VongolaPrimoKHR,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/h7tZElaein', 'expanded_url': 'https://www.instagram.com/vongola_primokhr/', 'display_url': 'instagram.com/vongola_primok…'}]}, 'description': {'mentions': [{'start': 55, 'end': 69, 'username': 'Skoll_gaming_'}, {'start': 135, 'end': 146, 'username': 'vongarayao'}]}}",Vongola #SWBrainrot,False,"{'followers_count': 1234, 'following_count': 1558, 'tweet_count': 75894, 'listed_count': 11}"
994830267725570050,with peace and love,,False,https://pbs.twimg.com/profile_images/1512979401067147274/fX4gTekY_normal.jpg,socal • 24 • she/her • bi,,1500242979931373568,alderaansolo,,ahn,False,"{'followers_count': 1618, 'following_count': 625, 'tweet_count': 41826, 'listed_count': 33}"
69661319,~lower caps enthusiast~,,False,https://pbs.twimg.com/profile_images/1511783358874861569/2Z0gwvGq_normal.jpg,"Tijuana, B.C.",,1501646370368720896,emya_vega,,the worst person in the world,False,"{'followers_count': 374, 'following_count': 287, 'tweet_count': 6862, 'listed_count': 3}"
113392260,"he/him. bi 🏳️‍🌈. IT Engineer at @riotgames. probably listening to @U2 or @friends_table. all animals are friends.

it's okay to log off sometimes.",,False,https://pbs.twimg.com/profile_images/1510076615803383813/Zout48oj_normal.jpg,"Los Angeles, CA",,1474289364922372097,coribald,"{'description': {'mentions': [{'start': 32, 'end': 42, 'username': 'riotgames'}, {'start': 66, 'end': 69, 'username': 'U2'}, {'start': 73, 'end': 87, 'username': 'friends_table'}]}}",corey marra,False,"{'followers_count': 282, 'following_count': 1324, 'tweet_count': 7387, 'listed_count': 4}"
298921337,BTS OT7 Fan Account with a soft spot for calico cats and Jimin. BTS ARMY since April 2019. BVO Team Baepsae 🥄💜,https://t.co/YhDMVn9UVA,False,https://pbs.twimg.com/profile_images/1510829653530869762/5utf6Mvk_normal.jpg,United States,,,kookieTaeji,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YhDMVn9UVA', 'expanded_url': 'https://youtu.be/XsX3ATc3FbA', 'display_url': 'youtu.be/XsX3ATc3FbA'}]}}",Serendipity💜 Filter 🐥With You,False,"{'followers_count': 196, 'following_count': 288, 'tweet_count': 37473, 'listed_count': 1}"
237762870,"Esto es lo qué hay...

































































Soy una Chica que le encanta sonreír!!!",,False,https://pbs.twimg.com/profile_images/1514637276227198985/mNclDpTW_normal.jpg,Panamá /📍 Palma de Mallorca ,,1375868148826640396,Srta_Gittens,,Srta.Gittens🍍,False,"{'followers_count': 163, 'following_count': 156, 'tweet_count': 3952, 'listed_count': 0}"
51441989,#standwithUkraine🇺🇦 Please visit to understand more on HK https://t.co/BSkIZ5i7y5,https://t.co/S5tLCg58Fh,False,https://pbs.twimg.com/profile_images/1507925252340281345/GA5Ib7vU_normal.jpg,Hong Kong,,1405199772407926788,NovakHongKong,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/S5tLCg58Fh', 'expanded_url': 'https://www.redbubble.com/people/iamanba/shop?asc=u', 'display_url': 'redbubble.com/people/iamanba…'}]}, 'description': {'urls': [{'start': 58, 'end': 81, 'url': 'https://t.co/BSkIZ5i7y5', 'expanded_url': 'http://HKREV.info', 'display_url': 'HKREV.info'}], 'hashtags': [{'start': 0, 'end': 17, 'tag': 'standwithUkraine'}]}}",Anba🐊,False,"{'followers_count': 2808, 'following_count': 4322, 'tweet_count': 43466, 'listed_count': 9}"
21836815,,,False,https://pbs.twimg.com/profile_images/575096189781041152/rwRDvwgk_normal.jpeg,,,,AnnalieseMak,,Annaliese,False,"{'followers_count': 17, 'following_count': 75, 'tweet_count': 1939, 'listed_count': 0}"
4441429755,idk,,False,https://pbs.twimg.com/profile_images/1518248493730734081/GTqb8N0O_normal.jpg,"Ávila, España",,,enciiii_,,𝙴𝙽𝙲𝙸 🕳️,False,"{'followers_count': 432, 'following_count': 583, 'tweet_count': 3180, 'listed_count': 0}"
56406752,"#Human Resources Management
#Organisation Development
#Corporate Governance

#Writer
#Arsenalbabe

Jehovah Shalom",,False,https://pbs.twimg.com/profile_images/1502792741012484102/U2jl59mg_normal.jpg,"Accra, Ghana",,,madwoanima,"{'description': {'hashtags': [{'start': 0, 'end': 6, 'tag': 'Human'}, {'start': 28, 'end': 41, 'tag': 'Organisation'}, {'start': 54, 'end': 64, 'tag': 'Corporate'}, {'start': 77, 'end': 84, 'tag': 'Writer'}, {'start': 85, 'end': 97, 'tag': 'Arsenalbabe'}]}}",Adwoa Anima,False,"{'followers_count': 274, 'following_count': 301, 'tweet_count': 3219, 'listed_count': 1}"
