id,profile_image_url,description,name,public_metrics,url,protected,verified,username,location,pinned_tweet_id,entities
1352126251511607296,https://pbs.twimg.com/profile_images/1493398120008323075/4ESs7LfT_normal.jpg,"I am an idiot and also ugly. I watch anime, cartoons, marvel stuff, and minecraft stuff. He/Him",RicfyTheQwerty,"{'followers_count': 60, 'following_count': 397, 'tweet_count': 1236, 'listed_count': 1}",,False,False,RicfyTheQwerty,My House,1.4061757270581862e+18,
2549902692,https://pbs.twimg.com/profile_images/1497669241687789569/-hJM9jZY_normal.jpg,"Proud dad, Gators, Bulldogs, Tigers, Vols, Suns, Cardinals, Raiders, Halep,, college softball, Stephen King, Judas Priest, Planet of the Apes ...",Shawn of the Planet of the Apes 🦍🐒🐵🦧😀,"{'followers_count': 413, 'following_count': 812, 'tweet_count': 4369, 'listed_count': 8}",,False,False,wrldbfreeee,"Las Vegas, NV",1.400695755543769e+18,
3019270941,https://pbs.twimg.com/profile_images/1268257506066923526/Ly5XaUIl_normal.jpg,"Mom, wife, global citizen",Sonali Vaidya,"{'followers_count': 13, 'following_count': 105, 'tweet_count': 161, 'listed_count': 0}",,False,False,sonalimv,"New Jersey, US",,
1487767594056949760,https://pbs.twimg.com/profile_images/1520312910467125248/3aGoVI-W_normal.jpg,IRL non-social on SOCIAL media,tea ☕️ na 🙅🏻‍♀️,"{'followers_count': 717, 'following_count': 603, 'tweet_count': 21059, 'listed_count': 0}",,False,False,dr_shehulk,United states of STRESS ,1.503016249395413e+18,
1443199559954583552,https://pbs.twimg.com/profile_images/1518773524906889217/OzoOuw-Q_normal.jpg,#DaysofOurLives #Jarlena #DHs #DeidreHall #DrakeHogestyn Instagram: @jarlenafan93,JarlenaFan93,"{'followers_count': 168, 'following_count': 347, 'tweet_count': 10800, 'listed_count': 0}",,False,False,JarlenaFan_93,,1.5116929430814884e+18,"{'description': {'hashtags': [{'start': 0, 'end': 15, 'tag': 'DaysofOurLives'}, {'start': 16, 'end': 24, 'tag': 'Jarlena'}, {'start': 25, 'end': 29, 'tag': 'DHs'}, {'start': 30, 'end': 41, 'tag': 'DeidreHall'}, {'start': 42, 'end': 56, 'tag': 'DrakeHogestyn'}], 'mentions': [{'start': 68, 'end': 81, 'username': 'jarlenafan93'}]}}"
58416256,https://pbs.twimg.com/profile_images/766430034840068096/5BMfInHE_normal.jpg,"Every human being is intended to have a character of his own; to be what no others are, and to do what no other can do.iRep #YMCMB",Shamareka,"{'followers_count': 128, 'following_count': 126, 'tweet_count': 13993, 'listed_count': 1}",,False,False,iTruSham,Inna My Scheme!,,"{'description': {'hashtags': [{'start': 125, 'end': 131, 'tag': 'YMCMB'}]}}"
35723598,https://pbs.twimg.com/profile_images/1020115320986464256/EuKkANx0_normal.jpg,"Fund Manager, Wing Chun, BJJ, Cyclist, Scuba Diver, Pilot, Skier, Tech head, Investor. Views are my own.",Ross McDowall,"{'followers_count': 54, 'following_count': 427, 'tweet_count': 2192, 'listed_count': 2}",,False,False,rossmcdowall,Sydney,,
20697709,https://pbs.twimg.com/profile_images/1517686658400935941/j0AlySRY_normal.jpg,Optimist. Real Estate Agent. Voracious reader. Theatre-lover. Former caterer who now cooks only when she has to!,Dana Mason,"{'followers_count': 701, 'following_count': 666, 'tweet_count': 3749, 'listed_count': 44}",https://t.co/dG93oXeX0G,False,False,DanaMason,"Ottawa, Canada ",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dG93oXeX0G', 'expanded_url': 'http://www.danamason.ca', 'display_url': 'danamason.ca'}]}}"
183426046,https://pbs.twimg.com/profile_images/1295952352009228290/ZJQr8sOS_normal.jpg,Comunicadora Social,Silvia Bohórquez Camacho,"{'followers_count': 377, 'following_count': 400, 'tweet_count': 3697, 'listed_count': 0}",https://t.co/Y4K0WrCtH7,False,False,IvannaBohorquez,Pamplona - Colombia ,1.4382229675912888e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Y4K0WrCtH7', 'expanded_url': 'https://www.instagram.com/silviaivana13/', 'display_url': 'instagram.com/silviaivana13/'}]}}"
20956083,https://pbs.twimg.com/profile_images/901850485526810624/RJVtxzUq_normal.jpg,History always retweets itself. I've never faked a sarcasm. ARSENAL FC,Limpar33,"{'followers_count': 3682, 'following_count': 313, 'tweet_count': 125424, 'listed_count': 98}",,False,False,Limpar33,,5.939137265348444e+17,
120120831,https://pbs.twimg.com/profile_images/1517787080910606336/tD4Wwu3u_normal.png,30↑。mdzs/cql/tgcf/svsss/刀ミュ。mxtx作品公式カプと七九と冰九が好き。,たね,"{'followers_count': 496, 'following_count': 717, 'tweet_count': 197812, 'listed_count': 55}",https://t.co/LRfXTJ0FJw,False,False,tane212,東瀛,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LRfXTJ0FJw', 'expanded_url': 'http://www.pixiv.net/member.php?id=144887', 'display_url': 'pixiv.net/member.php?id=…'}]}}"
492745615,https://pbs.twimg.com/profile_images/1350469910753906690/QYasFWoq_normal.jpg,"Houston, Texan with a passion for people. A gulf coast Leslie Knope. Always loving, sometimes fighting. Thoughts are my own. RTs aren’t endorsements.",abolition is the answer,"{'followers_count': 900, 'following_count': 2454, 'tweet_count': 4425, 'listed_count': 32}",,False,False,LailaKhalili,"Houston, TX",,
78868321,https://pbs.twimg.com/profile_images/884368905346600960/ROoGAEw__normal.jpg,"⚽️大好き！チア💃7年習ってました😃
📻️J-WAVE📻️fm yokohama 📻️InterFM
聴いてます🎧️radio生活🤗ゴキゲン作り🎶ホットクック🍲HW24G(halうちのシェフ👩‍🍳)オーブンレンジ…ヘルシーシェフ、トースターでお料理🍴みじん切り苦手なので機械でガーって😊",hal(TOKYO),"{'followers_count': 378, 'following_count': 398, 'tweet_count': 23317, 'listed_count': 12}",,False,False,harutan12,TOKYO,1.3839791351024517e+18,
102328622,https://pbs.twimg.com/profile_images/1113826774423674881/91TB6Hda_normal.jpg,Twitchy in the right places,AJ,"{'followers_count': 62, 'following_count': 207, 'tweet_count': 602, 'listed_count': 2}",,False,False,GenocidalAJ,"Nagpur,Maharashtra,India",,
46718508,https://pbs.twimg.com/profile_images/1477712660137488387/RZiByqWK_normal.jpg,"Proud Dad of best young lady in world. Go my NU ‘Cats & her Fordham Rams! Block marketing&bullshit, never buy followers. Love dogs chipmunks bunnies squirrels.",Truth&LawShouldRule #GetBoosted #GetVaxed,"{'followers_count': 98, 'following_count': 458, 'tweet_count': 18897, 'listed_count': 1}",,False,False,TheEss,United States,,
20712563,https://pbs.twimg.com/profile_images/1454925327826837512/-Eki6QQb_normal.jpg,"10.3.14. Rip Taylor, I miss you everyday♡ #flyEaglesfly #rolltide",Liv🦋 (Taylor’s Version),"{'followers_count': 2508, 'following_count': 1629, 'tweet_count': 94372, 'listed_count': 12}",,False,False,yooolivia,nj ,5.182265998426972e+17,"{'description': {'hashtags': [{'start': 42, 'end': 55, 'tag': 'flyEaglesfly'}, {'start': 56, 'end': 65, 'tag': 'rolltide'}]}}"
264456420,https://pbs.twimg.com/profile_images/1520077598650511360/hOOWXmkL_normal.jpg,الباحث عن الهجرة,mAhAmAd 💉💉💉,"{'followers_count': 1172, 'following_count': 274, 'tweet_count': 148499, 'listed_count': 6}",https://t.co/PkIwzk03vg,False,False,mahamadhesham,"Alexandria, Egypt",1.2287202262185288e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PkIwzk03vg', 'expanded_url': 'http://www.wala7aga.com', 'display_url': 'wala7aga.com'}]}}"
911689826436599808,https://pbs.twimg.com/profile_images/1519005264195768322/T24zNVtO_normal.jpg,19 | Ingeniería Informática UCLM,Luis Melero | A522 Ancianotti FanBoy,"{'followers_count': 219, 'following_count': 547, 'tweet_count': 4985, 'listed_count': 1}",https://t.co/z8YQf1VNL1,False,False,LuisMelero7,"Albacete, España",1.5034944170088038e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/z8YQf1VNL1', 'expanded_url': 'https://instagram.com/luismelero7?igshid=rxfaaqq67tuf', 'display_url': 'instagram.com/luismelero7?ig…'}]}}"
10694342,https://pbs.twimg.com/profile_images/1444770446977634306/h5riM9Nf_normal.jpg,"🐤🐤🐤🐤🐤🐤🐥　 ﾌﾟｲﾌﾟｲ　 🍺🍺🍺🍺🍺🍺🍻
作品 :
https://t.co/eZvxwT7GWC | 
https://t.co/OHbjyPQchS | 
https://t.co/UuUsPYyVcB |
https://t.co/EeA0VBqFyZ",🐢　🐢　🐢,"{'followers_count': 3498, 'following_count': 3347, 'tweet_count': 167068, 'listed_count': 101}",https://t.co/SShj1LON2h,False,False,kituneponyo,,1.1664131789027328e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SShj1LON2h', 'expanded_url': 'https://meow.fan/u/k', 'display_url': 'meow.fan/u/k'}]}, 'description': {'urls': [{'start': 30, 'end': 53, 'url': 'https://t.co/eZvxwT7GWC', 'expanded_url': 'http://meow.fan', 'display_url': 'meow.fan'}, {'start': 57, 'end': 80, 'url': 'https://t.co/OHbjyPQchS', 'expanded_url': 'http://manga.okiba.jp', 'display_url': 'manga.okiba.jp'}, {'start': 84, 'end': 107, 'url': 'https://t.co/UuUsPYyVcB', 'expanded_url': 'http://menhe.land', 'display_url': 'menhe.land'}, {'start': 110, 'end': 133, 'url': 'https://t.co/EeA0VBqFyZ', 'expanded_url': 'http://ponpoko.booth.pm', 'display_url': 'ponpoko.booth.pm'}]}}"
826617226623057920,https://pbs.twimg.com/profile_images/1518819691174670337/PPeh1Cuz_normal.jpg,"Gallery https://t.co/9EWE2BF6EQ
https://t.co/VzZwW7SYzG
lisen.sol
HUNTING OR HUNTED",lisen.eth,"{'followers_count': 256, 'following_count': 2456, 'tweet_count': 506, 'listed_count': 8}",,False,False,sslisen,HongKong,,"{'description': {'urls': [{'start': 8, 'end': 31, 'url': 'https://t.co/9EWE2BF6EQ', 'expanded_url': 'http://oncyber.io/sslisen', 'display_url': 'oncyber.io/sslisen'}, {'start': 32, 'end': 55, 'url': 'https://t.co/VzZwW7SYzG', 'expanded_url': 'https://debank.com/profile/0xc6cef6e4f3eb00b32a2cc12e313bfbc1398ef7ad', 'display_url': 'debank.com/profile/0xc6ce…'}]}}"
505292971,https://pbs.twimg.com/profile_images/1375073595467182095/2RJNmZ3c_normal.jpg,,Wesley Dedmon,"{'followers_count': 49, 'following_count': 196, 'tweet_count': 846, 'listed_count': 0}",,False,False,WesDedmon,,,
783943136217214976,https://pbs.twimg.com/profile_images/1028081703187709952/PPnzjx_j_normal.jpg,人と鳥と魚とエビと同居。相棒はスーパーカブ110。前までネズミも同居してた。ネズミはかわいいんだ。,サハラ🛵💨,"{'followers_count': 347, 'following_count': 572, 'tweet_count': 94828, 'listed_count': 9}",,False,False,ku3ton,,7.890668958571151e+17,
16903409,https://pbs.twimg.com/profile_images/1506272899916726272/oeTJZZyG_normal.jpg,"I dabble with stories and colours.
#Murakami #Wodehouse #Disney #Ghibli #Jigsaws
#Starbucks #PineappleOnPizza 
She/Her
@south_sojourn 
https://t.co/AXSRqXGKRD",Nithya Rajagopal 🌸🎼,"{'followers_count': 875, 'following_count': 477, 'tweet_count': 23605, 'listed_count': 5}",https://t.co/dm9XpJunMZ,False,False,TheSakuraSong,"Chennai, India",1.5115221569662116e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dm9XpJunMZ', 'expanded_url': 'http://theinkspear.wordpress.com', 'display_url': 'theinkspear.wordpress.com'}]}, 'description': {'urls': [{'start': 135, 'end': 158, 'url': 'https://t.co/AXSRqXGKRD', 'expanded_url': 'http://linktr.ee/NithyaRajagopal', 'display_url': 'linktr.ee/NithyaRajagopal'}], 'hashtags': [{'start': 35, 'end': 44, 'tag': 'Murakami'}, {'start': 45, 'end': 55, 'tag': 'Wodehouse'}, {'start': 56, 'end': 63, 'tag': 'Disney'}, {'start': 64, 'end': 71, 'tag': 'Ghibli'}, {'start': 72, 'end': 80, 'tag': 'Jigsaws'}, {'start': 81, 'end': 91, 'tag': 'Starbucks'}, {'start': 92, 'end': 109, 'tag': 'PineappleOnPizza'}], 'mentions': [{'start': 119, 'end': 133, 'username': 'south_sojourn'}]}}"
239622579,https://pbs.twimg.com/profile_images/1195919746593480704/ZqQy6SeT_normal.jpg,게임 만들어요.,김고니,"{'followers_count': 177, 'following_count': 190, 'tweet_count': 13894, 'listed_count': 5}",https://t.co/Cd6IanrM4b,False,False,yulcat,SNUGDC,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Cd6IanrM4b', 'expanded_url': 'https://www.youtube.com/channel/UC6IjzDp4DIWOtItL8lLbgCQ', 'display_url': 'youtube.com/channel/UC6Ijz…'}]}}"
783838880,https://pbs.twimg.com/profile_images/1514358096595931142/zhbqxvRH_normal.jpg,Marine engineer | Tanzanian,Stephen Seng'ongo,"{'followers_count': 86, 'following_count': 535, 'tweet_count': 911, 'listed_count': 0}",,False,False,ste_xpsd,Tanzania,,
61850748,https://pbs.twimg.com/profile_images/1389998588877438977/wGDCf3bh_normal.jpg,"That random girl you see on the street making you turn and stare, thus causing you to walk into a pole. || Profile pic by @lauren_sc0tt || She/Her 💖💜💙🏳️‍🌈",Kerry Morrow,"{'followers_count': 378, 'following_count': 1313, 'tweet_count': 29779, 'listed_count': 28}",https://t.co/e9yJ9puVXF,False,False,Kerry_Morrow,"Vancouver, BC",1.2784825394688737e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/e9yJ9puVXF', 'expanded_url': 'https://www.instagram.com/kerry_morrow/', 'display_url': 'instagram.com/kerry_morrow/'}]}, 'description': {'mentions': [{'start': 122, 'end': 135, 'username': 'lauren_sc0tt'}]}}"
1399408844,https://pbs.twimg.com/profile_images/1506013702981513219/M7JiOh3F_normal.jpg,🟪Técn. Sup. en Psicología Social 🟩Opr. en Psicología Social (ESPSyC-CABA),Viviana Vetta,"{'followers_count': 46, 'following_count': 43, 'tweet_count': 74, 'listed_count': 1}",https://t.co/l5MoXJqYAX,False,False,vivianavetta,"Buenos Aires, Argentina",1.3042337913183805e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/l5MoXJqYAX', 'expanded_url': 'https://www.instagram.com/viviana_vetta', 'display_url': 'instagram.com/viviana_vetta'}]}}"
3283390448,https://pbs.twimg.com/profile_images/1119586827017392128/sR1dBCYN_normal.jpg,お好きにどうぞ。,陽だまり,"{'followers_count': 61, 'following_count': 111, 'tweet_count': 2753, 'listed_count': 0}",,False,False,O_ShiningBright,,,
159005732,https://pbs.twimg.com/profile_images/1103313449310810112/HM0eMVhk_normal.jpg,アイマスとかMTGとかTRPGとかそんな感じの。四条貴音、一ノ瀬志希、木場真奈美、佐藤心、黒埼ちとせ担当P。S.E.M推し。真壁瑞希にお年玉をあげたい。アイコンは液体民さん(@ekitai_peropero)からいただきました。,よつま＠液体民,"{'followers_count': 934, 'following_count': 4996, 'tweet_count': 240719, 'listed_count': 37}",,False,False,ekitai_peropero,ライブラリーの一番上,1.1261048056114545e+18,"{'description': {'mentions': [{'start': 87, 'end': 103, 'username': 'ekitai_peropero'}]}}"
1276682512635506688,https://pbs.twimg.com/profile_images/1442529191250079749/WUaGJb4W_normal.jpg,"Ring Announcing, Interviews,  & Podcasting.",Clark Dyon,"{'followers_count': 33, 'following_count': 415, 'tweet_count': 609, 'listed_count': 0}",https://t.co/YNDZSSFpNF,False,False,ClarkDyon,"Claremont, NH",1.5205511682205778e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YNDZSSFpNF', 'expanded_url': 'https://linktr.ee/rayclough73', 'display_url': 'linktr.ee/rayclough73'}]}}"
134804098,https://pbs.twimg.com/profile_images/1504679990801346560/fB08Ng6__normal.jpg,"Looks like what drives me crazy
Don't have no effect on you--
But I'm gonna keep on at it
Till it drives you crazy, too.",Sσmα Mukhєrjєє 🇮🇳,"{'followers_count': 10041, 'following_count': 662, 'tweet_count': 46098, 'listed_count': 61}",https://t.co/yT4iqHBda3,False,False,somkritya,Jabalpuriya-Bhopali-Mumbaiya,1.322887763104985e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yT4iqHBda3', 'expanded_url': 'http://instagram.com/somkritya', 'display_url': 'instagram.com/somkritya'}]}}"
900225836,https://pbs.twimg.com/profile_images/1405537655568228360/zBCz-Jpj_normal.jpg,Being knowledgeable is pain. ignorance is bliss. വെളിച്ചം ദുഃഖമാണുണ്ണി. താമസ്സല്ലോ സുഖപ്രദം     CIO,Dubious Caesar🇮🇳,"{'followers_count': 146, 'following_count': 102, 'tweet_count': 10013, 'listed_count': 0}",,False,False,MrFoxyMoron,Bangalore,,
705321710757609472,https://pbs.twimg.com/profile_images/1520452758469738497/C-WRCao2_normal.jpg,jiayuan on the brain 24/7 ! ic: sweetnight,十○ ia,"{'followers_count': 1183, 'following_count': 753, 'tweet_count': 53430, 'listed_count': 3}",https://t.co/UuSscBRdpF,False,False,10ZJY,"❆ she/her 
❆ jiayuan 
❆ ten lee
❆ genshin (kaeya main)",1.458391252563415e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UuSscBRdpF', 'expanded_url': 'https://withjiayuan.carrd.co/', 'display_url': 'withjiayuan.carrd.co'}]}}"
549724111,https://pbs.twimg.com/profile_images/1519899683673542658/28-6DFuK_normal.jpg,:)) usc grad,m,"{'followers_count': 769, 'following_count': 838, 'tweet_count': 13947, 'listed_count': 1}",,False,False,mwaestro,los angeles,1.40384096263211e+18,
160234553,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,Tanu Bhandari,"{'followers_count': 25, 'following_count': 139, 'tweet_count': 872, 'listed_count': 0}",,False,False,TanuHere,,,
3912595514,https://pbs.twimg.com/profile_images/1313016050678546432/qVMMzdnw_normal.jpg,,𝗙𝗹𝘆 𝗺𝗲 𝘁𝗼 𝘁𝗵𝗲 𝗺𝗲𝗼𝘄 (lll),"{'followers_count': 85, 'following_count': 125, 'tweet_count': 4806, 'listed_count': 0}",,False,False,ohm_khonsue,,1.2799736363638333e+18,
17325641,https://pbs.twimg.com/profile_images/927411252829102080/v57PSOwP_normal.jpg,"Proud mom and nonna, crazy cat lady, novice knitter, concert goer.",RM,"{'followers_count': 75, 'following_count': 281, 'tweet_count': 5921, 'listed_count': 2}",,False,False,rmariec,"Los Angeles, CA",7.864329784317788e+17,
1949067818,https://pbs.twimg.com/profile_images/1419466760600756224/czxLmmiD_normal.jpg,,ブルーノ,"{'followers_count': 45, 'following_count': 85, 'tweet_count': 3310, 'listed_count': 0}",,False,False,Aoino_0326,,1.163705290019074e+18,
1371465236,https://pbs.twimg.com/profile_images/1130035521449676800/iR6_jM3o_normal.jpg,,Sarah Jane Go,"{'followers_count': 96, 'following_count': 143, 'tweet_count': 9065, 'listed_count': 6}",,False,False,sarahjaneyugo,,1.489537630794842e+18,
1503917778977366016,https://pbs.twimg.com/profile_images/1503925008288133126/14hJBQ9k_normal.jpg,"Reply with your guess to my most recent tweet! Refer to pinned tweet for examples of valid guesses

Most liked tweet is the next guess. Updates every 30 minutes",Тwitter Plays Wordle,"{'followers_count': 16, 'following_count': 2, 'tweet_count': 2512, 'listed_count': 1}",https://t.co/RZ8RnttMs3,False,False,WordleGame_Bot,New result every 30 minutes,1.5077785440254444e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RZ8RnttMs3', 'expanded_url': 'https://github.com/afnzmn/twitter-plays-wordle', 'display_url': 'github.com/afnzmn/twitter…'}]}}"
170756639,https://pbs.twimg.com/profile_images/1465856130844921856/s8E0_1_e_normal.jpg,"Track & Field fan.  🎶🥈 😛 😈 🎵

https://t.co/Wfacirc98U","Matthew, Esq.","{'followers_count': 1712, 'following_count': 883, 'tweet_count': 134365, 'listed_count': 23}",https://t.co/4ZewogmIl3,False,False,SmittyRoyal,"ÜT: 18.0130521,-76.9553175",1.3636808577735148e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4ZewogmIl3', 'expanded_url': 'http://iblogmymind.wordpress.com/', 'display_url': 'iblogmymind.wordpress.com'}]}, 'description': {'urls': [{'start': 30, 'end': 53, 'url': 'https://t.co/Wfacirc98U', 'expanded_url': 'https://amzn.to/37QxM7o', 'display_url': 'amzn.to/37QxM7o'}]}}"
1127236743424425984,https://pbs.twimg.com/profile_images/1489086521596465156/WqGqp5Vt_normal.jpg,Be brave. EXPLORE,Kj,"{'followers_count': 46, 'following_count': 53, 'tweet_count': 189, 'listed_count': 0}",,False,False,JKLmnop_kimkim,,,
217067396,https://pbs.twimg.com/profile_images/1504361293976784896/S_v11UVs_normal.jpg,☆ 내꺼하자!! ♡ 사랑하자!! ☆ INFINITE ● EXO ● MONSTA X ● RED VELVET ● NCT ● 김태연 ● 박지훈 ● 송중기 ● 런닝맨 ● 놀래미 ● 아는 형님 ● ٩꒰ ˘ ³˘꒱۶~♡Interested in Korean Variety-Drama-Song ♫ ♬,🌸 내 왕자님 🌨,"{'followers_count': 163, 'following_count': 307, 'tweet_count': 74257, 'listed_count': 0}",,False,False,crapeitize,"Chiang Mai, Thailand",1.4938306992786883e+18,
2421155164,https://pbs.twimg.com/profile_images/1516707960201916448/s8YYfUgw_normal.jpg,"PE déglinguée par l'EN.
Insoumise, rebelle et résistante.",φ Véro en avril ~ #NUPES φ,"{'followers_count': 1839, 'following_count': 2185, 'tweet_count': 78210, 'listed_count': 80}",,False,False,Yeamepct,Chez moi.,,
1394624611485044736,https://pbs.twimg.com/profile_images/1394624794411245572/8RuKACnw_normal.jpg,"아는 분이어서 혹은 구독하려고 팔로했습니다. 
제 필명을 알고 계시다면 모른 척 해주세요.",건강복돼지,"{'followers_count': 58, 'following_count': 341, 'tweet_count': 738, 'listed_count': 0}",,False,False,AOzjvcJlkoS2poQ,,1.5161956396251218e+18,
2259668048,https://pbs.twimg.com/profile_images/1498454312564903937/KsDaXj2m_normal.jpg,23 ♏︎,n💖,"{'followers_count': 361, 'following_count': 666, 'tweet_count': 10598, 'listed_count': 1}",https://t.co/aZIFlHOCEr,False,False,favcolorispinkk,Hell,1.3597630732093112e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/aZIFlHOCEr', 'expanded_url': 'https://onlyfans.com/camipop', 'display_url': 'onlyfans.com/camipop'}]}}"
1021260759613943808,https://pbs.twimg.com/profile_images/1399018991578800128/aMgcG44a_normal.jpg,嘔吐bot,よな²,"{'followers_count': 16, 'following_count': 139, 'tweet_count': 5753, 'listed_count': 0}",,False,False,yomai__,,,
4130168429,https://pbs.twimg.com/profile_images/1254935945813659650/zR0GqU5A_normal.jpg,she/her,Erin Brown,"{'followers_count': 137, 'following_count': 277, 'tweet_count': 5395, 'listed_count': 1}",,False,False,ekbro22,,,
1188364350282752000,https://pbs.twimg.com/profile_images/1283506481460121607/jW_hQYRn_normal.jpg,Working 9-5 what a way to make a living.,ninetofiveBlonde,"{'followers_count': 111, 'following_count': 1509, 'tweet_count': 5142, 'listed_count': 0}",,False,False,NinetofiveB,Sussex,,
327092661,https://pbs.twimg.com/profile_images/1158914421898567680/-yzYIoKF_normal.jpg,,Inferno Cristian,"{'followers_count': 104, 'following_count': 125, 'tweet_count': 2338, 'listed_count': 1}",https://t.co/5MHlcleOnW,False,False,Inferno_tcr,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5MHlcleOnW', 'expanded_url': 'http://www.thecoastriders.com.ar', 'display_url': 'thecoastriders.com.ar'}]}}"
262630383,https://pbs.twimg.com/profile_images/1265705090/__01_normal.jpg,"にゃんぱらり～

（魔道祖師／陳情令用垢→@sakasamaniotita）
https://t.co/gmV0xaaNNK",闇斬黒猫,"{'followers_count': 125, 'following_count': 157, 'tweet_count': 3974, 'listed_count': 6}",,False,False,ymkrkrnk,,,"{'description': {'urls': [{'start': 39, 'end': 62, 'url': 'https://t.co/gmV0xaaNNK', 'expanded_url': 'http://twpf.jp/ymkrkrnk', 'display_url': 'twpf.jp/ymkrkrnk'}], 'mentions': [{'start': 21, 'end': 37, 'username': 'sakasamaniotita'}]}}"
2488385322,https://pbs.twimg.com/profile_images/1511845674437935106/RlIaK5gh_normal.jpg,十天統.4最終.4賢者/救援流し用,ip@グラブル救援,"{'followers_count': 1, 'following_count': 28, 'tweet_count': 4516, 'listed_count': 0}",,False,False,ipGRBL,,,
1564534075,https://pbs.twimg.com/profile_images/653244202638295040/r4UEAAiz_normal.png,Skepticism not denialism.,WOopswoAH 💉💉💉,"{'followers_count': 1049, 'following_count': 1863, 'tweet_count': 33236, 'listed_count': 0}",,False,False,WoopsWoah,Chimp + ½ chromosome,1.0054795468654879e+18,
3319334406,https://pbs.twimg.com/profile_images/865533961438601220/ORY0c_qF_normal.jpg,,cherry_picker,"{'followers_count': 35, 'following_count': 462, 'tweet_count': 1117, 'listed_count': 0}",,False,False,path_4,,,
392397851,https://pbs.twimg.com/profile_images/1505266935797362693/hoKrP5fS_normal.jpg,४ ⎊ ⍟ ✪ 29. I talk a lot about #jeopardy and #destinationfear. I'm a #MongerCorps mod! she/her,Becky Lease,"{'followers_count': 230, 'following_count': 680, 'tweet_count': 7600, 'listed_count': 2}",https://t.co/hVNmUAQVU8,False,False,itsavengerstime,"Baltimore, MD",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hVNmUAQVU8', 'expanded_url': 'http://itsavengerstime.tumblr.com', 'display_url': 'itsavengerstime.tumblr.com'}]}, 'description': {'hashtags': [{'start': 31, 'end': 40, 'tag': 'jeopardy'}, {'start': 45, 'end': 61, 'tag': 'destinationfear'}, {'start': 69, 'end': 81, 'tag': 'MongerCorps'}]}}"
115154803,https://pbs.twimg.com/profile_images/728320167663390721/FUq5YMyb_normal.jpg,"Sister, daughter, friend. . . you know the type. Lover of good music and television. Game of Thrones-stan.",Jazzypeanuts de la Wakanda,"{'followers_count': 61, 'following_count': 191, 'tweet_count': 6300, 'listed_count': 8}",,False,False,jazzypeanuts,,,
1419509941455384576,https://pbs.twimg.com/profile_images/1509727070204571675/TeCINVjo_normal.jpg,気分で人狼動画を投稿しています。るる鯖に出没気味、人狼以外のこともポロポロと吐き出してます。鍵がかかってなければフォロバというものをすると思いますヽ(•̀ω•́ )ゝ,ぷれすと(本物),"{'followers_count': 188, 'following_count': 196, 'tweet_count': 18677, 'listed_count': 2}",,False,False,okaeriprst,,1.5084802534249103e+18,
42861928,https://pbs.twimg.com/profile_images/1315374703142408195/mjxnm_B5_normal.jpg,Stop acting so small. You are the universe in ecstatic motion- Rumi.,AM,"{'followers_count': 33, 'following_count': 109, 'tweet_count': 1831, 'listed_count': 0}",,False,False,aslammo,,,
381571261,https://pbs.twimg.com/profile_images/1372794828220592134/t03ip7gC_normal.jpg,"San Marquino, Corazonista, ex goleador. ALIANZA LIMA.",gerardo cl.,"{'followers_count': 69, 'following_count': 872, 'tweet_count': 4925, 'listed_count': 1}",,False,False,gerardocl81,Magdalena o San Isidro.,,
1355967180811206656,https://pbs.twimg.com/profile_images/1503529293242064904/EdvQ0DTI_normal.jpg,i swear i’m kidding (kinda),brie ❦,"{'followers_count': 329, 'following_count': 266, 'tweet_count': 12736, 'listed_count': 7}",https://t.co/cUtduspxBc,False,False,bcnniesdavis,she/her | 16 | white,1.51835183385668e+18,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cUtduspxBc', 'expanded_url': 'https://bcnniesdavis.carrd.co/', 'display_url': 'bcnniesdavis.carrd.co'}]}}"
