,verified,description,profile_image_url,public_metrics,url,username,id,name,protected,pinned_tweet_id,location,entities
14562845,False,"Follow
https://t.co/wzTxzEJNgY",https://pbs.twimg.com/profile_images/1069818934935793664/M_Lx4Z43_normal.jpg,"{'followers_count': 130, 'following_count': 210, 'tweet_count': 2128, 'listed_count': 4}",https://t.co/53QAGYM5xC,hendrachristian,,Hendra Christian,False,,"Jakarta, Indonesia","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/53QAGYM5xC', 'expanded_url': 'https://www.thekingdomshop.com', 'display_url': 'thekingdomshop.com'}]}, 'description': {'urls': [{'start': 7, 'end': 30, 'url': 'https://t.co/wzTxzEJNgY', 'expanded_url': 'http://instagram.com/thekingdomshop', 'display_url': 'instagram.com/thekingdomshop'}]}}"
61608571,False,主にアニメ関係の仕事をしているライターです。イベントやラジオ出演もします。仕事履歴 → https://t.co/8dHsjP8rp0 仕事依頼 → mae9biz@gmail.com DMも解放してます。Amazonリンクはアフィリエイトです。ツイートの転載は原則禁止です。意味のわからないリプライにはお返事しませんので、悪しからず。,https://pbs.twimg.com/profile_images/1120735155/mq2_normal.jpg,"{'followers_count': 11223, 'following_count': 7301, 'tweet_count': 134085, 'listed_count': 0}",https://t.co/w07lduLqwC,maeQ,,前Ｑ（前田久）,False,1508796701137682441,東京都,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/w07lduLqwC', 'expanded_url': 'http://mae-9.hatenablog.com/', 'display_url': 'mae-9.hatenablog.com'}]}, 'description': {'urls': [{'start': 44, 'end': 67, 'url': 'https://t.co/8dHsjP8rp0', 'expanded_url': 'http://goo.gl/kKAr2z', 'display_url': 'goo.gl/kKAr2z'}]}}"
1056730674848260103,False,"🚫 relationship 🚫 DM...love my TWD...picky on who I follow🤗🥰❤️ #thewalkingdead #spn  @seahawks 🤘
followed by @jdmorgan 7/18/2019 @mcbridemelissa 2/23/2020",https://pbs.twimg.com/profile_images/1190099250132246528/_nuYHIZm_normal.jpg,"{'followers_count': 1819, 'following_count': 1515, 'tweet_count': 97266, 'listed_count': 8}",https://t.co/bLVzAPGPtT,Tonniemayo5,,Tonnie ❤️ TWD,False,1186347951242825728,"Texas, USA","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bLVzAPGPtT', 'expanded_url': 'http://Instagram.com/tonniemayo', 'display_url': 'Instagram.com/tonniemayo'}]}, 'description': {'hashtags': [{'start': 62, 'end': 77, 'tag': 'thewalkingdead'}, {'start': 78, 'end': 82, 'tag': 'spn'}], 'mentions': [{'start': 84, 'end': 93, 'username': 'seahawks'}, {'start': 108, 'end': 117, 'username': 'jdmorgan'}, {'start': 128, 'end': 143, 'username': 'mcbridemelissa'}]}}"
138345995,False,外食先での食べ物がおいしくないと、とても悲しくなります。歯磨きが好きです。,https://pbs.twimg.com/profile_images/490461326271995904/5xDMwVNc_normal.jpeg,"{'followers_count': 424, 'following_count': 661, 'tweet_count': 72092, 'listed_count': 14}",,lukaniko,,yoko,False,,キプロス共和国,
1321184540996423682,False,♒︎ ☼ ♓︎ ☾ ♍︎ ↑ // she/her // dm for astro reading,https://pbs.twimg.com/profile_images/1517687231070101504/niOBY9CD_normal.jpg,"{'followers_count': 204, 'following_count': 256, 'tweet_count': 5131, 'listed_count': 1}",,rachtheaquarius,,rach🪐,False,1478116020501946369,neptune🧊💫,
591115614,False,"• XXIV • she/her • ♒
• Matemáticas en la UCM.",https://pbs.twimg.com/profile_images/1379052449487552512/OPwl_HiZ_normal.jpg,"{'followers_count': 348, 'following_count': 424, 'tweet_count': 85161, 'listed_count': 13}",https://t.co/gpKfftr6a3,Sandra_Aiko,,†🍒 Sandra Aiko 🍒†,False,1312832436145917952,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gpKfftr6a3', 'expanded_url': 'https://www.instagram.com/sandra_aiko/', 'display_url': 'instagram.com/sandra_aiko/'}]}}"
1385821086806204418,False,𓂋𓂝𓇳𓏤𓁛,https://pbs.twimg.com/profile_images/1513529963231985664/Zejm3s_T_normal.jpg,"{'followers_count': 564, 'following_count': 604, 'tweet_count': 15871, 'listed_count': 0}",https://t.co/wG7UuVXOrl,raigsllum,,Rays (光),False,1500203570477641733,Nowhere ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wG7UuVXOrl', 'expanded_url': 'https://saweria.co/raigsllum', 'display_url': 'saweria.co/raigsllum'}]}}"
881645100,False,Nothing is impossible with God 🤍 | @BTS_twt | #herangina #maecysmochirela #PickChita,https://pbs.twimg.com/profile_images/1519559276670291968/UteidHOL_normal.jpg,"{'followers_count': 1501, 'following_count': 3336, 'tweet_count': 12053, 'listed_count': 1}",,fxyery,,itlog 🍀,False,1514612753113436160,reborn @thvxjins 🇵🇭,"{'description': {'hashtags': [{'start': 46, 'end': 56, 'tag': 'herangina'}, {'start': 57, 'end': 73, 'tag': 'maecysmochirela'}, {'start': 74, 'end': 84, 'tag': 'PickChita'}], 'mentions': [{'start': 35, 'end': 43, 'username': 'BTS_twt'}]}}"
52989323,False,"pues si quieren saber de mi y como soy oigan mago, lean harry potter y admiren el arte!!!",https://pbs.twimg.com/profile_images/1386028473236529158/ZC1ODvtx_normal.jpg,"{'followers_count': 793, 'following_count': 1127, 'tweet_count': 17357, 'listed_count': 14}",,pollomago,,francisco leon,False,1507618963785756674,heredia,
4013076914,False,,https://pbs.twimg.com/profile_images/1233914369190137856/jZImAEMT_normal.jpg,"{'followers_count': 19, 'following_count': 228, 'tweet_count': 98, 'listed_count': 0}",,StevenDT2Smile,,hiyahiya,False,,shitdome,
549564086,False,"Absolute beginner. With the mousy hair.

N.B. Non sono su TikTok né FB",https://pbs.twimg.com/profile_images/1290176342340902913/-X00D-x5_normal.jpg,"{'followers_count': 448, 'following_count': 589, 'tweet_count': 28573, 'listed_count': 11}",,SilviaSign,,Silvia Signorini,False,697200710035886080,"Velathri, Etruria",
739524878,False,ゲームいろいろ/ス/虹,https://pbs.twimg.com/profile_images/1509919098528239616/CDW2MMzq_normal.jpg,"{'followers_count': 1083, 'following_count': 1210, 'tweet_count': 123200, 'listed_count': 48}",https://t.co/LXC2LtEcTE,nmnkx,,なまにく,False,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LXC2LtEcTE', 'expanded_url': 'https://marshmallow-qa.com/nmnkx', 'display_url': 'marshmallow-qa.com/nmnkx'}]}}"
761410038,False,ソシャゲの合間にお絵かきをする生き物。アイマスとかグラブルとかウマ娘とかいっぱいやってます。イラストはこっち( @poppysyrup )🔞はこっち( @yami_ker ),https://pbs.twimg.com/profile_images/1494956531661811715/gh05OBo5_normal.jpg,"{'followers_count': 773, 'following_count': 1366, 'tweet_count': 136037, 'listed_count': 39}",https://t.co/UuzOboz8VX,kerberos0710,,kerberos@ISF A-09💎🃏,False,1497494246655684614,Music in the world,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UuzOboz8VX', 'expanded_url': 'http://www.pixiv.net/member.php?id=4381676', 'display_url': 'pixiv.net/member.php?id=…'}]}, 'description': {'mentions': [{'start': 56, 'end': 67, 'username': 'poppysyrup'}, {'start': 76, 'end': 85, 'username': 'yami_ker'}]}}"
1334863933933580291,False,carre rosa + spreen violeta = mios,https://pbs.twimg.com/profile_images/1495567001812672513/xp2wHI-O_normal.jpg,"{'followers_count': 853, 'following_count': 646, 'tweet_count': 21210, 'listed_count': 15}",https://t.co/ZrjMmykMuu,spreenpato,,zoe WOS CON CATA -10,False,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZrjMmykMuu', 'expanded_url': 'http://091110.carrd.co', 'display_url': '091110.carrd.co'}]}}"
905183341581828097,False,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 1, 'following_count': 58, 'tweet_count': 583, 'listed_count': 0}",,BauBauCip,,Violante,False,,,
4720649895,False,"Mariconsolero y friki del 87
Mezcla entre un Koala y Baymax de Big Hero 6, extra achuchable. 🐨",https://pbs.twimg.com/profile_images/1517100657626464257/OD0xHyLF_normal.jpg,"{'followers_count': 417, 'following_count': 304, 'tweet_count': 30535, 'listed_count': 6}",,Miguemlg_,,✨✨Miguemlg✨✨,False,1399857279046914051,"Málaga, España",
1022113389248737283,False,"魔女の呪いでおっさんにされてしまった INTJ-T の女子高生です
macOS 使って開発者やってる ruby 大好きおじさんです
最近は golang さわってます
FFX|V は Mana DC の Titan で釣りをしています",https://pbs.twimg.com/profile_images/1520271110910377984/soy2HUua_normal.png,"{'followers_count': 139, 'following_count': 115, 'tweet_count': 120752, 'listed_count': 5}",https://t.co/1P6GlYD2Ka,kyohsuke14,,👑雪椿 «Big Fish»,False,1506542472344010752,"Tokyo, Japan","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1P6GlYD2Ka', 'expanded_url': 'http://bit.ly/kyohsuke14', 'display_url': 'bit.ly/kyohsuke14'}]}}"
31174174,False,constant suspension of disbelief | மக்கு ப்ளாஸ்த்ரீ | no feeling is final✨,https://pbs.twimg.com/profile_images/1518539428158795779/4aIbiOUj_normal.jpg,"{'followers_count': 1391, 'following_count': 611, 'tweet_count': 51509, 'listed_count': 31}",,Falooly,,Falooly,False,1319877257448468480,"Mumbai / Chennai, India",
800233620,False,"CEO @ Spiritus, living in rural Wisconsin, one eye always on the birds...",https://pbs.twimg.com/profile_images/973964211775787008/smMUP-bp_normal.jpg,"{'followers_count': 401, 'following_count': 439, 'tweet_count': 3164, 'listed_count': 13}",https://t.co/Li7BnJBbSX,rvclint,,Bob Clint,False,,"Chippewa Falls, WI","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Li7BnJBbSX', 'expanded_url': 'http://www.spirituspartners.com', 'display_url': 'spirituspartners.com'}]}}"
742876957306560512,False,she/her,https://pbs.twimg.com/profile_images/1487767851498758145/eItmT_T0_normal.jpg,"{'followers_count': 12, 'following_count': 396, 'tweet_count': 2203, 'listed_count': 0}",,menrkat,,Menr 🧣,False,1148075998656679936,,
881893814822199297,False,"Obama Republican- -Obama Independent- -Hillary Independent- -Buttigieg Democrat 🥰
(yes, I'm voting for Biden)",https://pbs.twimg.com/profile_images/1469448894895595530/ROEHfyv0_normal.jpg,"{'followers_count': 146, 'following_count': 366, 'tweet_count': 7255, 'listed_count': 0}",,dassismom,,Rivvy,False,,,
498517419,False,Upstate Medical University 🏥🧬 | Passionately curious 💫,https://pbs.twimg.com/profile_images/1509500840301797379/qNGkEciO_normal.jpg,"{'followers_count': 806, 'following_count': 644, 'tweet_count': 4946, 'listed_count': 3}",,BvTheSavant,,Bv,False,1479501722137604100,,
229096121,False,何とか,https://pbs.twimg.com/profile_images/918588332526862336/BxtVQ4uv_normal.jpg,"{'followers_count': 296, 'following_count': 194, 'tweet_count': 194590, 'listed_count': 24}",https://t.co/sgFUQj0vjO,yagi_rin3,,やぎりん,False,,実はTOKIO,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sgFUQj0vjO', 'expanded_url': 'http://www.pixiv.net/member.php?id=600996', 'display_url': 'pixiv.net/member.php?id=…'}]}}"
1101459817510526977,False,LGBTのG。1677341。クラブ・植物・女性ボーカル・4コマ漫画。好きな言葉はエルニーニョ。嫌いな言葉は春の嵐。,https://pbs.twimg.com/profile_images/1410981020430585864/8SY1E4ym_normal.jpg,"{'followers_count': 24, 'following_count': 60, 'tweet_count': 1075, 'listed_count': 2}",,Pochi63941596,,Pochi,False,,,
1489607674937618434,False,高2,https://pbs.twimg.com/profile_images/1511999262015778821/diJIZPCT_normal.jpg,"{'followers_count': 9, 'following_count': 33, 'tweet_count': 892, 'listed_count': 0}",,MUFFIN_Pb,,Muffin_UwU,False,,,
268392358,False,"Support Boro, 28, tweet basically anything that pops into my head, and a lot about Football. Cheers",https://pbs.twimg.com/profile_images/1509805465907118081/PBqy00Rm_normal.jpg,"{'followers_count': 832, 'following_count': 2096, 'tweet_count': 11246, 'listed_count': 6}",,stepickering,,Ste Pickering,False,,Teesside,
28795054,False,,https://pbs.twimg.com/profile_images/1498061427520811019/LixHu5yH_normal.jpg,"{'followers_count': 23, 'following_count': 184, 'tweet_count': 80, 'listed_count': 0}",,ogidi,,Chudi Ekpechi,False,,,
1674029412,False,"25
Studentin aus Deutschland
Nachhilfelehererin
Historikerin
Literaturwissenschaftlerin
Sprachwissenschaftlerin
Bachelorette
Sternzeichen Fische
INFJ",https://pbs.twimg.com/profile_images/1182982783746105344/fiteQvcJ_normal.jpg,"{'followers_count': 23, 'following_count': 52, 'tweet_count': 1031, 'listed_count': 0}",,AkiNeeTan,,Lieschen_97,False,,"Kamen, Deutschland",
700778765488517120,False,"All things are possible through science that gives me strength. Co-host of @BetweenNerds Podcast. (TTU Alumnus: B.S., P.S.M.)",https://pbs.twimg.com/profile_images/1498105431532584964/7GtQ0guE_normal.jpg,"{'followers_count': 235, 'following_count': 259, 'tweet_count': 16014, 'listed_count': 4}",https://t.co/r8YZa8Le1l,DrewAliyas,,Drewkyo the Godfather,False,711354004958105601,"El Paso, TX","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/r8YZa8Le1l', 'expanded_url': 'http://Instagram.com/thedrewchebag', 'display_url': 'Instagram.com/thedrewchebag'}]}, 'description': {'mentions': [{'start': 75, 'end': 88, 'username': 'BetweenNerds'}]}}"
71299456,False,"LGBTQ / Body Positivity / Lifestyle - A wild Capricorn in LA 
👑  I Do What I Want 👑 ♑️",https://pbs.twimg.com/profile_images/1409430241647292423/Y1lR4LUD_normal.jpg,"{'followers_count': 3399, 'following_count': 2369, 'tweet_count': 109896, 'listed_count': 173}",https://t.co/sm0k4Zu0gZ,TheKyannaAlex,,KyannaAlexandra 👑,False,1409430042254270475,"Los Angeles, CA","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sm0k4Zu0gZ', 'expanded_url': 'https://linktr.ee/TheKyannaAlexandra', 'display_url': 'linktr.ee/TheKyannaAlexa…'}]}}"
352861762,False,Mother wife educator traveler friend She/Her Tweets are my own / Retweets not necessarily endorsements,https://pbs.twimg.com/profile_images/1517524428682190848/pjXtF1e2_normal.jpg,"{'followers_count': 1964, 'following_count': 2875, 'tweet_count': 403547, 'listed_count': 377}",,WeirMB,,SpeakUp StandUp,False,,Southern California,
189502700,False,"Miguel, Aficionado a los deportes⚽🏸🏀.
Series (90s y 00) 🎥.Videojuegos🎮 GT: vidigames1 
 viajar🌍
 
Celtista💙",https://pbs.twimg.com/profile_images/1510544180535246851/EFYbYg8a_normal.jpg,"{'followers_count': 130, 'following_count': 393, 'tweet_count': 2544, 'listed_count': 0}",,MVidi7,,M. Vidi,False,,"Galicia,Spain",
960262995732582401,False,"Directora RRHH, abogada, compañera, amiga, esposa, madre, hija ...",https://pbs.twimg.com/profile_images/1490789119588454412/xxT04Pv0_normal.jpg,"{'followers_count': 54, 'following_count': 124, 'tweet_count': 399, 'listed_count': 1}",,Yllaona2,,Yllaona,False,,"Barcelona, Cataluña",
957823635779084288,False,"ꕀ fuck your daddy, fuck your mommy too ˚ ༘♡ | @BTS_twt 💜✨| ประธานสมาคมพระเอกรึนแห่งราชอาณาจักรไทย🎀🍼 | ชั้นจะเปนสายผลิตให้ได้เหลย🤙🏻❤️‍🔥",https://pbs.twimg.com/profile_images/1450319568505761799/pve_XyDY_normal.jpg,"{'followers_count': 35, 'following_count': 939, 'tweet_count': 36213, 'listed_count': 0}",,fluffykimrm,,ハ？,False,1368229509120487425,จะอายุ 18 เร็วๆนี้🫰🏻,"{'description': {'mentions': [{'start': 46, 'end': 54, 'username': 'BTS_twt'}]}}"
897794421625716738,False,"If the first requisite of constitutional judge is that he be a philosopher, the second requisite is that he be not too philosophical. - Paul A. Freund",https://pbs.twimg.com/profile_images/1302664803182284800/-cm4AwbY_normal.jpg,"{'followers_count': 18, 'following_count': 184, 'tweet_count': 272, 'listed_count': 0}",,judgmentpss1030,,Mamie,False,,,
771430098,False,"Bendigo haber podido conocerte. Por siempre serás mi heroe. 
Psicología",https://pbs.twimg.com/profile_images/1359798649946066946/hItNsqIY_normal.jpg,"{'followers_count': 474, 'following_count': 453, 'tweet_count': 5077, 'listed_count': 0}",,evabf99,,Evita,False,1089335615328579584,Trece de Julio.,
70653623,False,（成人済）おゆいりのおいもはおもいな,https://pbs.twimg.com/profile_images/1462955905520402433/O5yYxwjC_normal.jpg,"{'followers_count': 56, 'following_count': 377, 'tweet_count': 69825, 'listed_count': 4}",,49lili,,りり山田順子,False,,,
458899093,False,,https://pbs.twimg.com/profile_images/750794597555580928/9lq8SXEB_normal.jpg,"{'followers_count': 44, 'following_count': 352, 'tweet_count': 2004, 'listed_count': 0}",,conman_man,,connor,False,,"helotes, texas",
1244555005211947008,False,"Hush, it seems like Adham",https://pbs.twimg.com/profile_images/1494519815805014017/oWLqMZ51_normal.jpg,"{'followers_count': 99, 'following_count': 181, 'tweet_count': 2989, 'listed_count': 0}",,seemslikeadham,,Αδάμ🅴🇵🇸,False,1297820137987350528,Lost among souls,
322405387,False,,https://pbs.twimg.com/profile_images/378800000023132814/8bf4f93cb82e6d3b1a18634af88d1992_normal.jpeg,"{'followers_count': 52, 'following_count': 929, 'tweet_count': 5564, 'listed_count': 0}",,ahausner7,,Adam,False,,,
26211169,False,"Fund co-ordinator at SBP, school for mentally challenged and yes..I also wrote- #SindhiCuisine visit me https://t.co/whS6a1S2P2",https://pbs.twimg.com/profile_images/2316924786/pdu8akjsa1cf0602ks7c_normal.jpeg,"{'followers_count': 716, 'following_count': 434, 'tweet_count': 16561, 'listed_count': 35}",http://t.co/AEVfjrVr41,pushpz,,Pushpee,False,,Mumbai,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/AEVfjrVr41', 'expanded_url': 'http://papadchai.blogspot.com', 'display_url': 'papadchai.blogspot.com'}]}, 'description': {'urls': [{'start': 104, 'end': 127, 'url': 'https://t.co/whS6a1S2P2', 'expanded_url': 'https://www.facebook.com/PushpeeWorld/', 'display_url': 'facebook.com/PushpeeWorld/'}], 'hashtags': [{'start': 80, 'end': 94, 'tag': 'SindhiCuisine'}]}}"
336372967,False,"Rebelde, agitadora y revolucionaria. Manija de rock, fútbol, Che, vino y cumbia santafesina. ¡viva el Che y los Rolling Stones! 💫only maradona can judge me💫",https://pbs.twimg.com/profile_images/1508639612033388547/Gd55K77z_normal.jpg,"{'followers_count': 1026, 'following_count': 510, 'tweet_count': 78366, 'listed_count': 4}",,namfrifrufi_,,mariposa pontiac,False,1478100881300234245,Rosario de Central,
193899017,False,"💯x💯Malagueño, Malaguista y hombre de trono del Nazareno del Perdon @hnuevaesperanza",https://pbs.twimg.com/profile_images/1433543097279991809/PugVhvef_normal.jpg,"{'followers_count': 223, 'following_count': 376, 'tweet_count': 2350, 'listed_count': 1}",,Joselu76,,⛔️ JoseloAGP ⛔️,False,1420781282188054532,Malaga,"{'description': {'mentions': [{'start': 67, 'end': 83, 'username': 'hnuevaesperanza'}]}}"
100180096,False,"Nakada Hiroki 茶葉です🤍 ツキウタ-PRO/刀剣乱舞TKRB
春 & 隼's little barista lady who sings & writes, and Saniwa of Mizumaru
• 舞台enthusiast • 夢女子 • 20+",https://pbs.twimg.com/profile_images/1514269700154224641/YYLcBnoc_normal.jpg,"{'followers_count': 399, 'following_count': 575, 'tweet_count': 64473, 'listed_count': 16}",https://t.co/DzaHeUS9rY,veralbion,,弥生 惠詩 Yayoi Dàin | COMM CLOSED | 🦝 #2,False,1505179652972711937,夢の国,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DzaHeUS9rY', 'expanded_url': 'https://veralbion.carrd.co', 'display_url': 'veralbion.carrd.co'}]}}"
602525457,False,アラサー社会人/ポケカ遊戯王にわか星人/パパパパになりました,https://pbs.twimg.com/profile_images/1056560322511699969/OBCsBGUZ_normal.jpg,"{'followers_count': 654, 'following_count': 885, 'tweet_count': 64845, 'listed_count': 7}",,chomchom_da,,咲草(さくさ),False,,,
76942467,False,"Buscando y compartiendo informacion de crianza, familia, salud y bienestar. Namaste!!!",https://pbs.twimg.com/profile_images/1097966522/prueba_foto_normal.JPG,"{'followers_count': 237, 'following_count': 471, 'tweet_count': 3481, 'listed_count': 6}",,Eri_Pardo,,Erika Pardo,False,,,
2289467864,False,RTランキング全一,https://pbs.twimg.com/profile_images/1435230153395691526/hLNC2jZv_normal.jpg,"{'followers_count': 625, 'following_count': 145, 'tweet_count': 2192234, 'listed_count': 185}",https://t.co/5x8ten8aKc,wkwkrnht,,wkwkrnht,False,902544211395805186,リツイート狂,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5x8ten8aKc', 'expanded_url': 'https://wkwkrnht.netlify.app', 'display_url': 'wkwkrnht.netlify.app'}]}}"
2164511544,False,20↑ 私が書くものは全てリバ前提です。同軸リバが好きです。男と男、女と女の間に横たわる何かの物語が大好きです。(ヘッダー画像:SS名刺メーカー様),https://pbs.twimg.com/profile_images/1197429899583082496/3qxt4MJ4_normal.jpg,"{'followers_count': 40, 'following_count': 337, 'tweet_count': 6804, 'listed_count': 2}",https://t.co/NyE0DmRCXP,rinrinringongo,,りんご,False,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NyE0DmRCXP', 'expanded_url': 'https://www.pixiv.net/users/5007334', 'display_url': 'pixiv.net/users/5007334'}]}}"
435397155,False,Weekends at @SKORNorth. All-time leader in doubles and triples for @HRLChihuahuas. 2019 Gorman National Croquet Tournament Champion.,https://pbs.twimg.com/profile_images/1407489201055150084/sFovaHYe_normal.jpg,"{'followers_count': 902, 'following_count': 495, 'tweet_count': 20528, 'listed_count': 3}",,AJ_FREDRICKSON,,AJ Fredrickson,False,1317226875010285568,"Fridley, MN","{'description': {'mentions': [{'start': 12, 'end': 22, 'username': 'SKORNorth'}, {'start': 67, 'end': 81, 'username': 'HRLChihuahuas'}]}}"
27084351,False,"I love the Jays, Raptors, Argos and Leafs. I am an avid Baseball Hat Collector. I enjoy gaming on PlayStation, Xbox, Nintendo Switch and Stadia. I love Movies.",https://pbs.twimg.com/profile_images/1517494361671487489/YPj8oU-A_normal.jpg,"{'followers_count': 137, 'following_count': 310, 'tweet_count': 5663, 'listed_count': 4}",,Torontovice,,Robert,False,,"Toronto, Ontario",
14447873,False,"The Nonsensical Ravings of a Lunatic Mind. 
TV Aficionado. Dawg Alum. Geek. Golfer. Dionysus of coffee and bourbon. Does not believe in Santa.",https://pbs.twimg.com/profile_images/1058040742558367745/CT546XiV_normal.jpg,"{'followers_count': 356, 'following_count': 374, 'tweet_count': 61414, 'listed_count': 30}",https://t.co/Tr8jbb3JmZ,TNRLM,,Shan🐶🏈🏆,False,,"Vancouver, WA","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Tr8jbb3JmZ', 'expanded_url': 'http://msclarke.blogspot.com/', 'display_url': 'msclarke.blogspot.com'}]}}"
1638854846,False,"Viansola, 30, Canada. || Queer, Student, Disabled. || Amateur Twitch Streamer. || Casual, Crafting, Survival, RPG, Story-Rich, Abstract, Shenanigans.",https://pbs.twimg.com/profile_images/1328209223985942528/ep8Z-JVK_normal.jpg,"{'followers_count': 58, 'following_count': 270, 'tweet_count': 1940, 'listed_count': 1}",https://t.co/a93hZE1uYo,StrangeDynasty,,StrangeDynasty (They/Them),False,1085392487705907200,"AB, Canada","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/a93hZE1uYo', 'expanded_url': 'https://www.twitch.tv/strangedynasty', 'display_url': 'twitch.tv/strangedynasty'}]}}"
21140378,False,#Celtics #Bengals #Buckeyes #Taken #LoveMyGF #NotSingle,https://pbs.twimg.com/profile_images/1493279270382223366/A5epaqha_normal.jpg,"{'followers_count': 547, 'following_count': 1240, 'tweet_count': 126516, 'listed_count': 42}",,osu45804,,Shawn,False,,"Lima, OH","{'description': {'hashtags': [{'start': 0, 'end': 8, 'tag': 'Celtics'}, {'start': 9, 'end': 17, 'tag': 'Bengals'}, {'start': 18, 'end': 27, 'tag': 'Buckeyes'}, {'start': 28, 'end': 34, 'tag': 'Taken'}, {'start': 35, 'end': 44, 'tag': 'LoveMyGF'}, {'start': 45, 'end': 55, 'tag': 'NotSingle'}]}}"
95981891,False,26. she/her. 🌻 IG: nikkistew_,https://pbs.twimg.com/profile_images/1489673115894484995/C5jIww6r_normal.jpg,"{'followers_count': 544, 'following_count': 453, 'tweet_count': 65644, 'listed_count': 1}",,EattMyy_STEW,,Spock 🖖🏾,False,1510694640659226625,"Richmond, VA",
1458234445664772102,False,"•. #雪虎レオン : someday, i’ll leave the country; i hope to have you with me .• | @hakuult",https://pbs.twimg.com/profile_images/1518914914525622274/EWQlgxZa_normal.jpg,"{'followers_count': 120, 'following_count': 131, 'tweet_count': 2757, 'listed_count': 2}",https://t.co/FGc9cAFovG,samtcki,,haku,False,,she/her ♡ layout: @U7MZI,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FGc9cAFovG', 'expanded_url': 'http://samtcki.carrd.co', 'display_url': 'samtcki.carrd.co'}]}, 'description': {'hashtags': [{'start': 3, 'end': 9, 'tag': '雪虎レオン'}], 'mentions': [{'start': 77, 'end': 85, 'username': 'hakuult'}]}}"
165848436,False,,https://pbs.twimg.com/profile_images/477191600612052992/x2I8rFKN_normal.jpeg,"{'followers_count': 17, 'following_count': 309, 'tweet_count': 239, 'listed_count': 0}",,PatryG_M,,Patricia,False,,espaÑa,
136180102,False,20↑| 🎮📚🎬 ❤️ | うたプリ • DCMK • 血界 • ペルソナ • DGRP • A3 ! | ไทย/ENG/日本語 🆗️ | FUB free | ชอบดูปลา 🐠 | ตอนนี้ติดทนาย ⚖ กับ 🐯🐰2 อยู่ | Icon by @/vinP_Chuchu,https://pbs.twimg.com/profile_images/1481659887541448705/pSrKPpim_normal.jpg,"{'followers_count': 421, 'following_count': 405, 'tweet_count': 198394, 'listed_count': 8}",https://t.co/9oRF9iwNC3,Mtmtmt_mtkk,,ま☆彡,False,1370743074540818432,☕🥞☕ 🍱🥬 🔎🏁 ❄🍔,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9oRF9iwNC3', 'expanded_url': 'https://goldfishchinchilla.wordpress.com', 'display_url': 'goldfishchinchilla.wordpress.com'}]}}"
171418788,False,,https://pbs.twimg.com/profile_images/2273766072/image_normal.jpg,"{'followers_count': 24, 'following_count': 54, 'tweet_count': 914, 'listed_count': 1}",,yukarin2011,,おーちゃん,False,,,
274073987,False,,https://pbs.twimg.com/profile_images/1295959812/yo_normal.jpg,"{'followers_count': 280, 'following_count': 506, 'tweet_count': 852, 'listed_count': 5}",,matarazzi85,,Rodrigo Mata,False,,,
2375152394,False,🍮とーや軍団🌞色々あってglobeやTMNのコピーバンドやってます！ ライブもカラオケも大体モノマネです。なんやかんやしてます@MONOMANE_hakata YouTube↓↓URLはこちら↓,https://pbs.twimg.com/profile_images/1494277032250798081/ov92YcKZ_normal.jpg,"{'followers_count': 450, 'following_count': 523, 'tweet_count': 21356, 'listed_count': 14}",https://t.co/bbQcLP5R3g,ReijiFake,,れーじ🌸☦️,False,1516606692867203073,福岡市中央区天神,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bbQcLP5R3g', 'expanded_url': 'https://www.youtube.com/channel/UCD_NTKRKUo_tE-mLDjIVz3w', 'display_url': 'youtube.com/channel/UCD_NT…'}]}, 'description': {'mentions': [{'start': 63, 'end': 79, 'username': 'MONOMANE_hakata'}]}}"
