,description,id,url,name,profile_image_url,public_metrics,location,verified,username,protected,entities,pinned_tweet_id
154499517,"I still do a little food and drink related writing but largely I eat, drink, loaf around, walk my dog and rant about Birmingham City and the Government.",,https://t.co/CBzuqu1Nj4,Paul Fulford,https://pbs.twimg.com/profile_images/949210408639922177/NrxT4b9H_normal.jpg,"{'followers_count': 7573, 'following_count': 4712, 'tweet_count': 110358, 'listed_count': 144}",Birmingham,False,PaulFulford,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CBzuqu1Nj4', 'expanded_url': 'http://www.paulfulford.co.uk', 'display_url': 'paulfulford.co.uk'}]}}",
807182191,porque estas tan serio ?....,,,the_bulpe,https://pbs.twimg.com/profile_images/1500257808280956931/EspWdn-T_normal.jpg,"{'followers_count': 330, 'following_count': 710, 'tweet_count': 14561, 'listed_count': 1}",mijas malaga,False,darth_bulpe,False,,1478029959667097601
965705849820930048,A mi ese grupo me gustaba cuando eran punkis...,,,miguelito 🔻,https://pbs.twimg.com/profile_images/1500832518978916362/-5tKRttO_normal.jpg,"{'followers_count': 312, 'following_count': 795, 'tweet_count': 38239, 'listed_count': 0}","Zaragoza, España",False,Miguel82Ejea,False,,1487809901879611396
53589835,"Medically retired due to ME/CFS. US born, now a full fledged Kiwi. Believer in rational thought, the scientific process and the beauty of nature. She/her",,,Suzi supports 🇺🇦🌻 😷 💉💉💉,https://pbs.twimg.com/profile_images/1497779501908230144/FpJb6qJ-_normal.jpg,"{'followers_count': 391, 'following_count': 900, 'tweet_count': 3567, 'listed_count': 7}","Muriwai Beach, New Zealand",False,smslyons,False,,
1919834017,South African. Investing. Crypto. Wellness. Replier extraordinaire,,,Tilon,https://pbs.twimg.com/profile_images/1499705957030535170/9zZbdqvW_normal.jpg,"{'followers_count': 471, 'following_count': 1888, 'tweet_count': 8723, 'listed_count': 17}",Middle East,False,Glass_Maniac,False,,
379056939,relajándome y tomando notas,,,andres el penas 🦥🦥,https://pbs.twimg.com/profile_images/1520352631654338560/bXT8Zc4r_normal.jpg,"{'followers_count': 869, 'following_count': 658, 'tweet_count': 30081, 'listed_count': 1}","Candás, Asturias",False,GotosoHenry,False,,1504144843521593349
969319523739471872,💜💜💜,,https://t.co/tBfNVk2vao,Query,https://pbs.twimg.com/profile_images/1445141718899249161/GgO-cSiL_normal.jpg,"{'followers_count': 12, 'following_count': 60, 'tweet_count': 33, 'listed_count': 0}",,False,queraltvll,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tBfNVk2vao', 'expanded_url': 'https://www.instagram.com/queraltvidal/', 'display_url': 'instagram.com/queraltvidal/'}]}}",1381747594326650880
419048555,"«Escoger es renunciar.» 
📍Madrid
📝⚽🧸🧩🗺️🧭🏳️‍🌈

Cirugía pediátrica y plástica infantil

IG: https://t.co/26ZGcARcNr",,,Manuel De La Torre,https://pbs.twimg.com/profile_images/957578370627375104/ZosSx7Kh_normal.jpg,"{'followers_count': 511, 'following_count': 1006, 'tweet_count': 6996, 'listed_count': 8}",Madrid,False,ManuDLTM,False,"{'description': {'urls': [{'start': 90, 'end': 113, 'url': 'https://t.co/26ZGcARcNr', 'expanded_url': 'https://www.instagram.com/earendil89', 'display_url': 'instagram.com/earendil89'}]}}",1274069915276894209
1171678328,"wife, most marvellous mummy, daughter, sister, aunty, niece, friend, Unicorn 🦄 and 
TA.
Lover of crafts esp crochet. Fan of gin & olives.
insta: allthewool",,,joanne cair,https://pbs.twimg.com/profile_images/1210259329087164416/YdhmQDoX_normal.jpg,"{'followers_count': 204, 'following_count': 550, 'tweet_count': 3322, 'listed_count': 4}",Where it's sparkly,False,mstmrvelusmummy,False,,
55927141,"Senior news reporter @ThirdSector. Author: 'Drawbridge Britain', a history of modern immigration policy",,https://t.co/XlQpy1aycn,Russell Hargrave,https://pbs.twimg.com/profile_images/1516519797831385089/AmtZuJH0_normal.jpg,"{'followers_count': 2770, 'following_count': 2310, 'tweet_count': 46557, 'listed_count': 73}",,False,Hargraver,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XlQpy1aycn', 'expanded_url': 'https://www.amazon.co.uk/Drawbridge-Britain-Russell-Hargrave/dp/1913606201/ref=mp_s_a_1_1?dchild=1&k', 'display_url': 'amazon.co.uk/Drawbridge-Bri…'}]}, 'description': {'mentions': [{'start': 21, 'end': 33, 'username': 'ThirdSector'}]}}",1519347630417010690
572010393,,,,Ercan Güllü,https://pbs.twimg.com/profile_images/1482442851912978434/QVHlYmLA_normal.jpg,"{'followers_count': 37, 'following_count': 58, 'tweet_count': 516, 'listed_count': 0}",,False,erjanjaxy,False,,
1682895366,,,,rafajimenez,https://pbs.twimg.com/profile_images/1435004232407687178/mWnUy7FQ_normal.jpg,"{'followers_count': 47, 'following_count': 81, 'tweet_count': 3563, 'listed_count': 0}",,False,RafajimenezRjp,False,,
1514999169936773124,⚔️Gamer LV26🛡Aficionado al anime y a los videojuegos. Indie lover y Nintendero.,,,💮🉐 -Shiryu- 🉐💮,https://pbs.twimg.com/profile_images/1515401161041494021/ArZ7SQv1_normal.jpg,"{'followers_count': 31, 'following_count': 69, 'tweet_count': 69, 'listed_count': 0}",,False,ShiryuDDragon,False,,1515041704646262791
3002684195,"Maintenant, elle est comme les autres. --Charles de Gaulle

What therefore God hath joined together, let not man put asunder. My #1 fan is @thetriariistan.",,,North Korean Liberation Front,https://pbs.twimg.com/profile_images/1521328755918229506/vNBEcVow_normal.jpg,"{'followers_count': 1127, 'following_count': 1417, 'tweet_count': 72929, 'listed_count': 6}","Missouri, USA",False,TheTriarii,False,"{'description': {'mentions': [{'start': 139, 'end': 154, 'username': 'thetriariistan'}]}}",1392230836129443850
30999881,"CEO Insignis Academy Trust, YST Lead Headteacher Ambassador, Cantab, Writer, Cyclist, Cancer hater",,,Garret Fay,https://pbs.twimg.com/profile_images/1459800392/Gar_1311588953464_normal.jpg,"{'followers_count': 356, 'following_count': 613, 'tweet_count': 2705, 'listed_count': 12}",UK,False,mgf53,False,,
2565745681,"I'm Xom! Just a Frog.
pfp: @LinahtMilla
Banner: @p0nsea @jaxiheart
art: #XomArt
3D: @lilpawu
They/Them
🔞
https://t.co/7u7ehhZJbz",,https://t.co/R0uMw3UKUV,Xomasth 🐸 Frog/Nobody Vtuber,https://pbs.twimg.com/profile_images/1495555092375818240/YR82Vsv9_normal.jpg,"{'followers_count': 621, 'following_count': 419, 'tweet_count': 10431, 'listed_count': 25}",The Pond That Never Was,False,Xomasth,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/R0uMw3UKUV', 'expanded_url': 'http://twitch.tv/xomasth', 'display_url': 'twitch.tv/xomasth'}]}, 'description': {'urls': [{'start': 105, 'end': 128, 'url': 'https://t.co/7u7ehhZJbz', 'expanded_url': 'http://thrn.co/u/xomasth', 'display_url': 'thrn.co/u/xomasth'}], 'hashtags': [{'start': 72, 'end': 79, 'tag': 'XomArt'}], 'mentions': [{'start': 27, 'end': 39, 'username': 'LinahtMilla'}, {'start': 48, 'end': 55, 'username': 'p0nsea'}, {'start': 56, 'end': 66, 'username': 'jaxiheart'}, {'start': 84, 'end': 92, 'username': 'lilpawu'}]}}",
760559358,,,,Coach,https://pbs.twimg.com/profile_images/1420886756128329732/xtU_6n6h_normal.jpg,"{'followers_count': 289, 'following_count': 535, 'tweet_count': 3452, 'listed_count': 5}",,False,RetiredDLCoach,False,,
1086950252,‏اللّيل هوّد و أكهف النجم لغياب,,,‏سُليمان¹³,https://pbs.twimg.com/profile_images/958537438284210177/3l-JK-7v_normal.jpg,"{'followers_count': 150, 'following_count': 398, 'tweet_count': 3011, 'listed_count': 0}",عنيزة,False,Suliman_ia,False,,926286302273851392
344400172,"𝓼𝓸𝔂 𝓒𝓸𝓷𝓬𝓱𝓪, 𝓮𝓷𝓽𝓻𝓸 | 𝗘𝘂𝗿𝗼𝘃𝗶𝘀𝗶𝗼𝗻 🇪🇺🤍 | 𝗔𝗻𝗮 𝗚𝘂𝗲𝗿𝗿𝗮 ❤️‍🩹",,https://t.co/iLMr20pmEY,Alex 🇦🇱,https://pbs.twimg.com/profile_images/1465319462031269893/ExYCUXMk_normal.jpg,"{'followers_count': 1868, 'following_count': 1235, 'tweet_count': 43132, 'listed_count': 10}",𝗠𝗮𝗱𝗿𝗶𝗱 📍,False,alexftwar_,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/iLMr20pmEY', 'expanded_url': 'https://www.instagram.com/alexftwar_/', 'display_url': 'instagram.com/alexftwar_/'}]}}",1480199333677047808
251550012,"Computing teacher, husband, dad, papa, rugby fan, golfer and all round sports enthusiast. Also like a good book.",,,Ken Milligan🇺🇦,https://pbs.twimg.com/profile_images/1494643875281047554/h2wn0Em5_normal.jpg,"{'followers_count': 406, 'following_count': 573, 'tweet_count': 10128, 'listed_count': 9}","Callander, Scotland",False,kenmilligan67,False,,
111772087,3DCGアニメーションおっさん at DLAS Inc.,,,HiroyukiTorii,https://pbs.twimg.com/profile_images/1463140527160061952/rHNrUHAn_normal.jpg,"{'followers_count': 44, 'following_count': 75, 'tweet_count': 1403, 'listed_count': 1}",東京,False,suntoly,False,,
792098634842054656,"assistant professor at @cityofhope developing immunotherapies for treatment of solid tumors. most importantly a dad, and woodworker! These tweets are my own.",,,Saul “Cancer Asskicker” Priceman,https://pbs.twimg.com/profile_images/1487251943751925760/GyDMVeDb_normal.jpg,"{'followers_count': 278, 'following_count': 218, 'tweet_count': 209, 'listed_count': 5}",United States,False,SaulPriceman,False,"{'description': {'mentions': [{'start': 23, 'end': 34, 'username': 'cityofhope'}]}}",1483469158587060225
1893161948,,,,Özz,https://pbs.twimg.com/profile_images/488022818936741889/fiokzU15_normal.jpeg,"{'followers_count': 8, 'following_count': 85, 'tweet_count': 175, 'listed_count': 0}",,False,OzKIRAR,False,,
180307297,People are crap. Just be nice,,,💙Lesley Jane💙,https://pbs.twimg.com/profile_images/1500116571246796803/F4WvKf7-_normal.jpg,"{'followers_count': 240, 'following_count': 132, 'tweet_count': 22955, 'listed_count': 10}",Midlands ,False,jesssmum,False,,
1063624364548067328,Good Morning Delmarva anchor @47abc | Drexel Law Alumna | Ursinus College Alumna | Cat mom 🐈 | story idea? deana_harley@wmdt.com,,https://t.co/VJU6ws8QO1,Deana Harley,https://pbs.twimg.com/profile_images/1465820977699426306/5uCMOZV1_normal.jpg,"{'followers_count': 1055, 'following_count': 479, 'tweet_count': 4040, 'listed_count': 3}","Salisbury, MD",True,Deanaharleynews,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VJU6ws8QO1', 'expanded_url': 'https://www.wmdt.com/bios/deana-harley/', 'display_url': 'wmdt.com/bios/deana-har…'}]}, 'description': {'mentions': [{'start': 29, 'end': 35, 'username': '47abc'}]}}",1521503726950825991
245439022,"Un Año: 1971, Una Década: los 80, Una canción: Pero a tu lado ,Lo noto, Un grupo: Secretos y los G, Un vicio: Mis amigos, Una pasión: EL ATLETI",,,Juanjo Acevedo,https://pbs.twimg.com/profile_images/665156308497231873/HHuFXt1I_normal.jpg,"{'followers_count': 1077, 'following_count': 3059, 'tweet_count': 12742, 'listed_count': 13}",Madrid,False,Jjose_Acevedo,False,,
1116734876,,,,GrandpaBear⛽️💰,https://pbs.twimg.com/profile_images/1305172929760628742/GKlolvSb_normal.jpg,"{'followers_count': 154, 'following_count': 1149, 'tweet_count': 5756, 'listed_count': 4}","Leybourne, South East",False,bigpapab3ar1,False,,
266399028,,,,Kathy Rafferty,https://pbs.twimg.com/profile_images/946501951620972546/zOeNKIwt_normal.jpg,"{'followers_count': 1, 'following_count': 93, 'tweet_count': 113, 'listed_count': 0}",,False,RaffertyKat,False,,
15079454,STOKYO USA📍LA. Born & raised LA; UCSD alum. Int’l partyrockin DJ & all-around Nerd. #djsg #bangkokinvaders,,https://t.co/yqD6fRSBYa,DJ SG,https://pbs.twimg.com/profile_images/934457766604824576/4dChnBn9_normal.jpg,"{'followers_count': 2498, 'following_count': 867, 'tweet_count': 19474, 'listed_count': 64}",Los Angeles,False,thedjsg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yqD6fRSBYa', 'expanded_url': 'http://www.facebook.com/thedjsg', 'display_url': 'facebook.com/thedjsg'}]}, 'description': {'hashtags': [{'start': 84, 'end': 89, 'tag': 'djsg'}, {'start': 90, 'end': 106, 'tag': 'bangkokinvaders'}]}}",
194828091,,,,Josh Short,https://pbs.twimg.com/profile_images/838219584511623168/XS6T5hxX_normal.jpg,"{'followers_count': 308, 'following_count': 312, 'tweet_count': 35664, 'listed_count': 2}",,False,joshshort52,False,,
1479054120292073473,,,,Angels Vidl,https://pbs.twimg.com/profile_images/1479054276894900225/3rpk2T08_normal.png,"{'followers_count': 21, 'following_count': 59, 'tweet_count': 448, 'listed_count': 0}",,False,AngelsVidl,False,,
502199328,The sky is the limit,,,Bright stars,https://pbs.twimg.com/profile_images/1367179353134669828/poiVHEDS_normal.jpg,"{'followers_count': 6, 'following_count': 20, 'tweet_count': 316, 'listed_count': 0}",,False,moonlightowls,False,,
12950512,Photography. Drone. Lego. Star Wars. Stranger Things. Marvel. DC. Vegetarian. 😱,,https://t.co/1ijJIwxblN,carrotmadman6,https://pbs.twimg.com/profile_images/1522093756815527936/vNBWZOX__normal.jpg,"{'followers_count': 1698, 'following_count': 427, 'tweet_count': 62430, 'listed_count': 49}",Mauritius,False,carrotmadman6,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1ijJIwxblN', 'expanded_url': 'http://instagram.com/carrotmadman6', 'display_url': 'instagram.com/carrotmadman6'}]}}",
540038548,Respondo casi todo con imágenes de Los Simpson. Una vez gané una pizza gratis.,,,Ana P,https://pbs.twimg.com/profile_images/857696997666586624/kdiFO1gk_normal.jpg,"{'followers_count': 287, 'following_count': 666, 'tweet_count': 23372, 'listed_count': 3}",,False,Anamaltesers,False,,
213217967,You can either break down and complain about how miserable your life is or have a go at it and survive ~ Billy Connolly. What an inspirational man.,,,Hollyhock (AKA Amanda😊),https://pbs.twimg.com/profile_images/1162792111/custard_normal.jpg,"{'followers_count': 281, 'following_count': 657, 'tweet_count': 26686, 'listed_count': 16}",,False,Hollyhock42,False,,
3515553613,"高校畜産→福大海洋にて醸されて、
鳥の餌を作ってます。
黒猫ヤーです。ネタシャツと古い物が好きな本の虫
名無し子規",,,ナナシ子規,https://pbs.twimg.com/profile_images/1201803849687879681/qGSFx0wJ_normal.jpg,"{'followers_count': 44, 'following_count': 118, 'tweet_count': 6122, 'listed_count': 0}",家,False,Rurohshiki6974,False,,1477980057063026692
216081831,,,,Faeder,https://pbs.twimg.com/profile_images/1504128407298359298/fEThfG9h_normal.jpg,"{'followers_count': 73, 'following_count': 200, 'tweet_count': 490, 'listed_count': 1}",,False,trefed17,False,,
1446088943309504522,@accountkun_cursの雑多垢　まも呪をつぶやく　まも呪以外もつぶやく,,https://t.co/Z968OV728v,オシオス,https://pbs.twimg.com/profile_images/1512317844037373960/hMXQP0Tm_normal.jpg,"{'followers_count': 61, 'following_count': 128, 'tweet_count': 7001, 'listed_count': 0}",人を呪わば、弾百発。,False,Fululu_nowalove,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Z968OV728v', 'expanded_url': 'https://twpf.jp/Fululu_nowalove', 'display_url': 'twpf.jp/Fululu_nowalove'}]}, 'description': {'mentions': [{'start': 0, 'end': 16, 'username': 'accountkun_curs'}]}}",1519609446279749633
565689215,el que madruga lo encuentra todo cerrado. #SomosValladolid,,,Cristina Rodriguez,https://pbs.twimg.com/profile_images/732837908093231104/aCK9mEmN_normal.jpg,"{'followers_count': 394, 'following_count': 582, 'tweet_count': 12941, 'listed_count': 1}",,False,pucelita78,False,"{'description': {'hashtags': [{'start': 42, 'end': 58, 'tag': 'SomosValladolid'}]}}",
2507233230,,,,Mari sevilla,https://pbs.twimg.com/profile_images/1262019172139184129/gMU3Tipx_normal.jpg,"{'followers_count': 38, 'following_count': 375, 'tweet_count': 1158, 'listed_count': 0}",,False,marisevilladc,False,,
27145000,Journalist | Daydreamer | Shoe Hoarder | Food Lover | Elementary/Primary Educator 🌟,,,Sofia Petkar Phillpotts,https://pbs.twimg.com/profile_images/1481752439426584578/27pUlF1i_normal.jpg,"{'followers_count': 1780, 'following_count': 1981, 'tweet_count': 19925, 'listed_count': 66}","London, England",False,SophiePetkar,False,,1303068494746079233
114168744,心はいつもSMAP！5（6）スマ最&高！！つとぷ&新しい地図全力応援！！！フィギュアスケート好き。 Queen &ボーイズ沼に最近ずぶずぶ。無言フォロー失礼します。,,,ぴーすま,https://pbs.twimg.com/profile_images/1308291887493558274/9PUe2x9r_normal.jpg,"{'followers_count': 38, 'following_count': 152, 'tweet_count': 31589, 'listed_count': 5}",,False,pyonyamayama,False,,
1347979906924294147,"𝘎𝘳𝘢𝘯𝘢𝘥𝘢 🕌
𝘓𝘪𝘷𝘦 𝘢 𝘭𝘪𝘧𝘦 𝘺𝘰𝘶 𝘸𝘪𝘭𝘭 𝘳𝘦𝘮𝘦𝘮𝘣𝘦𝘳 ◢ ◤",,https://t.co/rHs7yMo04M,klara,https://pbs.twimg.com/profile_images/1521817323610550279/qcJB1b8b_normal.jpg,"{'followers_count': 138, 'following_count': 323, 'tweet_count': 2462, 'listed_count': 1}","Granada, España",False,Claraacallejaas,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rHs7yMo04M', 'expanded_url': 'https://instagram.com/claraacallejaas__?igshid=1d4g49lfwvzja', 'display_url': 'instagram.com/claraacallejaa…'}]}}",1496179342484946944
1449703300874608646,eee,,,feeeer🚫,https://pbs.twimg.com/profile_images/1449703619817836545/psbCikjX_normal.jpg,"{'followers_count': 101, 'following_count': 203, 'tweet_count': 729, 'listed_count': 0}",,False,feergonzaleez2,False,,1494318222904107012
26118928,Tennis 🎾 | Star Wars 🌌,,https://t.co/NDBlspoxG8,Vickesh,https://pbs.twimg.com/profile_images/1495186182287810562/lyLgm89__normal.jpg,"{'followers_count': 1123, 'following_count': 2597, 'tweet_count': 88667, 'listed_count': 31}","Swindon, England",False,Vickesh,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NDBlspoxG8', 'expanded_url': 'http://instagram.com/vickesh1990', 'display_url': 'instagram.com/vickesh1990'}]}}",947512763596918785
567512579,"Proud mom to K & M, my heart beats! Science trusting health worker. @patchaf Chief Advocate. God is faithful. #Fight4ZeroCancer. #VoteBlue. Thoughts r my own.",,,Stella-Maris,https://pbs.twimg.com/profile_images/1290932528447205376/ARDMJvdL_normal.jpg,"{'followers_count': 422, 'following_count': 514, 'tweet_count': 3918, 'listed_count': 2}",,False,StellaOnTwit,False,"{'description': {'hashtags': [{'start': 110, 'end': 127, 'tag': 'Fight4ZeroCancer'}, {'start': 129, 'end': 138, 'tag': 'VoteBlue'}], 'mentions': [{'start': 68, 'end': 76, 'username': 'patchaf'}]}}",
1446745555103739906,,,,포카,https://pbs.twimg.com/profile_images/1446748606359224322/I9TsG-yR_normal.jpg,"{'followers_count': 3, 'following_count': 3, 'tweet_count': 101, 'listed_count': 0}",,False,poka0991,False,,
4908389824,#1 nasty stan.,,,ellie,https://pbs.twimg.com/profile_images/1520124811695038468/4vtker8m_normal.jpg,"{'followers_count': 1076, 'following_count': 366, 'tweet_count': 8010, 'listed_count': 2}",england,False,myIovegrande,False,,
443007159,American ex-pat,,,itsa me🌻🇺🇦,https://pbs.twimg.com/profile_images/651066290531123200/P6w9YRdN_normal.jpg,"{'followers_count': 342, 'following_count': 491, 'tweet_count': 2283, 'listed_count': 0}",the south of France,False,itsame3,False,,
1135854171561832448,In education since the 80s Optimistic for society and the human race ...usually. Just like everywhere else in my life thoughts and comments are my own🧡,,,Debs,https://pbs.twimg.com/profile_images/1513057503025811456/K_T8CK5i_normal.jpg,"{'followers_count': 449, 'following_count': 460, 'tweet_count': 4914, 'listed_count': 1}",N.East North Pennines Weardale,False,DdeM_ILT,False,,
96388385,"Retired: Certified Aviation Safety Inspector & Investigator. Above Average Chess Player. My soulmate @Eimadimond
I ONLY represent myself. 
متقاعد، أمثل نفسي فقط",,https://t.co/CwWbzAudqH,Mohammed A. Gari,https://pbs.twimg.com/profile_images/1512202143637422088/9OCy7tOS_normal.jpg,"{'followers_count': 3997, 'following_count': 1120, 'tweet_count': 36048, 'listed_count': 27}",Jeddah,False,MohammedGari,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CwWbzAudqH', 'expanded_url': 'http://www.mohammedgari.com', 'display_url': 'mohammedgari.com'}]}, 'description': {'mentions': [{'start': 101, 'end': 112, 'username': 'Eimadimond'}]}}",949072750915870720
30172424,"Je suis multimodal : Responsable Mieux se Déplacer en Bicyclette - Paris XVII, cycliste, motard et Landiste. En faveur des trains de nuit, et train + auto.",,https://t.co/5kJvvtlvvh,© Olivier Boigey,https://pbs.twimg.com/profile_images/1445659879495004163/WtEvrkSc_normal.jpg,"{'followers_count': 234, 'following_count': 262, 'tweet_count': 159, 'listed_count': 31}",Paris - France,False,bwaje,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5kJvvtlvvh', 'expanded_url': 'https://www.bwaje.com/', 'display_url': 'bwaje.com'}]}}",
2787837132,Enano del C.b Salleko junior. El baloncesto es mi vida y mi vida es para el baloncesto. Locos bajitos. PAU GASOL. Salamanca. Sestao.,,,alvaro peralta,https://pbs.twimg.com/profile_images/1451548195293630464/lY1F6zEm_normal.jpg,"{'followers_count': 167, 'following_count': 369, 'tweet_count': 4154, 'listed_count': 1}",Sestao,False,peraltalvaro,False,,
284078625,,,,Gemma McGrane,https://pbs.twimg.com/profile_images/3016274593/3e6f38792a4d3c3d8a5c564a3d63563c_normal.jpeg,"{'followers_count': 78, 'following_count': 635, 'tweet_count': 997, 'listed_count': 0}",Dublin,False,GFMCG,False,,
379056939,relajándome y tomando notas,,,andres el penas 🦥🦥,https://pbs.twimg.com/profile_images/1520352631654338560/bXT8Zc4r_normal.jpg,"{'followers_count': 869, 'following_count': 658, 'tweet_count': 30081, 'listed_count': 1}","Candás, Asturias",False,GotosoHenry,False,,1504144843521593349
589972213,INFJ/Enfermero/Lvl25/Pokémon/LoL/ Genshin Impact/AC/MHRise/Anime/Series y un largo etcétera. Filosofo de vez en cuando.,,,⭐ Zeta ⭐,https://pbs.twimg.com/profile_images/1508930911269756943/FLW-2uNX_normal.jpg,"{'followers_count': 301, 'following_count': 442, 'tweet_count': 47456, 'listed_count': 9}","Malaga, Spain",False,ZetasRojas,False,,1068903430192807937
2488992128,"Tweeting about sports, politics, and inane items",,,Ubbo Ubbo,https://pbs.twimg.com/profile_images/1491179949377609748/K3Z9Acpe_normal.png,"{'followers_count': 349, 'following_count': 231, 'tweet_count': 6993, 'listed_count': 1}","New York, USA",False,TheRealUbboUbbo,False,,
1250407643946070017,Fan Account l Sharminy l Wembley 2019 l wife l mother² l fangirl | re tweeter l Faehyung is my faend! l,,,Nea／(･ × ･)＼,https://pbs.twimg.com/profile_images/1510065121447583749/68kUi456_normal.jpg,"{'followers_count': 63, 'following_count': 228, 'tweet_count': 4848, 'listed_count': 0}",🇸🇪,False,vinminie,False,,1485994646887096324
427193932,,,,toñy,https://pbs.twimg.com/profile_images/1499298542321639424/wiyfk7I0_normal.jpg,"{'followers_count': 101, 'following_count': 784, 'tweet_count': 2208, 'listed_count': 0}","Cadiz, Spain",False,GallardoToy,False,,
213397046,"Fears, grievances, codes, blemishes, full stops and realisations.",,,Richard Maxey,https://pbs.twimg.com/profile_images/1848750036/20110126205622a5d_normal.jpg,"{'followers_count': 17, 'following_count': 155, 'tweet_count': 142, 'listed_count': 0}",,False,richtmaxey,False,,
967847789253287936,🎃,,,Dú,https://pbs.twimg.com/profile_images/1037785089936183296/LIWACiaq_normal.jpg,"{'followers_count': 37, 'following_count': 396, 'tweet_count': 20249, 'listed_count': 1}",,False,dukes_honey,False,,
708740516,try walking in my shoes..,,,Enes Berkay Kumtepe,https://pbs.twimg.com/profile_images/984463990519681026/WGuwc0gk_normal.jpg,"{'followers_count': 87, 'following_count': 102, 'tweet_count': 644, 'listed_count': 0}",İstanbul-Eskişehir-Manisa,False,eberkayk5,False,,
151567507,Beşiktaş'ın peşinde,,,Falyanos,https://pbs.twimg.com/profile_images/966071298454630401/75l8gkH2_normal.jpg,"{'followers_count': 305, 'following_count': 625, 'tweet_count': 14899, 'listed_count': 4}",İstanbul,False,ysariusta,False,,
956698900252930049,"yellow mustard/hot dog stan account
please just wash ur bongs",,,CRIT🤮,https://pbs.twimg.com/profile_images/1487876453496590340/q6T41C1Q_normal.jpg,"{'followers_count': 554, 'following_count': 2865, 'tweet_count': 26952, 'listed_count': 1}",she/her,False,critlin,False,,1486147474695749635
1368448290,WTF IS A MEGA PINT???,,,Max Powers,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 119, 'following_count': 1809, 'tweet_count': 17840, 'listed_count': 0}",,False,MaxPowers44,False,,1092244862693343232
939882277319913472,,,,Sue Mantel,https://pbs.twimg.com/profile_images/939883877073432576/Zno2QI13_normal.jpg,"{'followers_count': 9, 'following_count': 38, 'tweet_count': 116, 'listed_count': 0}",,False,Mantelprof,False,,
1251629720116101120,La única manera de lidiar con un mundo sin libertad es llegar a ser tan absolutamente libre que tu mera existencia sea un acto de rebelión.,,,Axel Stones,https://pbs.twimg.com/profile_images/1496643819105886208/8wxCXWUj_normal.jpg,"{'followers_count': 143, 'following_count': 223, 'tweet_count': 14720, 'listed_count': 0}",,False,Ale_Castles96,False,,
5042711,"Siempre con mucho sueño, con mucha pereza y tirao en la cama, pero luego me voy a ella y no me duermo, porque sera??",,https://t.co/vN1El0Uhgo,Javier Tiene Sueño,https://pbs.twimg.com/profile_images/1238839658202701825/BmHnm2rA_normal.jpg,"{'followers_count': 454, 'following_count': 1240, 'tweet_count': 26098, 'listed_count': 4}",en la cama,False,Javi1982,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vN1El0Uhgo', 'expanded_url': 'http://javierdurmiendo.blogspot.com.es/', 'display_url': 'javierdurmiendo.blogspot.com.es'}]}}",
3428511319,“please never forget that the sun rises and sets with your smile.” @stillsqne,,https://t.co/S8tDNEpzJa,riss ミ☆,https://pbs.twimg.com/profile_images/1490930190507118592/37128-Oc_normal.jpg,"{'followers_count': 1183, 'following_count': 606, 'tweet_count': 37370, 'listed_count': 56}",she/her | 18 | lesbian,False,dickinscns,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/S8tDNEpzJa', 'expanded_url': 'https://letterboxd.com/1980srobin/', 'display_url': 'letterboxd.com/1980srobin/'}]}, 'description': {'mentions': [{'start': 67, 'end': 77, 'username': 'stillsqne'}]}}",1490637578713788418
1065370654374019073,,,,😈😈,https://pbs.twimg.com/profile_images/1349728571355369479/Jdg5kW-I_normal.jpg,"{'followers_count': 107, 'following_count': 411, 'tweet_count': 1402, 'listed_count': 0}",,False,silvihuete_11,False,,1349688002054934529
1389641144,"⚽️Writer for @tussendelinies, FPL enthousiast and Ajax fan located in Barcelona 🇪🇸",,,Gijs van Kessel,https://pbs.twimg.com/profile_images/1365657796713275392/jib2FHnx_normal.jpg,"{'followers_count': 266, 'following_count': 680, 'tweet_count': 1543, 'listed_count': 0}",The Netherlands,False,Gijs_030,False,"{'description': {'mentions': [{'start': 13, 'end': 28, 'username': 'tussendelinies'}]}}",1511023293968617474
