,name,url,protected,profile_image_url,id,username,public_metrics,description,verified,location,entities,pinned_tweet_id
29999469,りんごの漬け物,,False,https://pbs.twimg.com/profile_images/1095908860282302464/MEWKmoGh_normal.jpg,,ringo_akv,"{'followers_count': 128, 'following_count': 800, 'tweet_count': 13788, 'listed_count': 2}",何でもつくる、食い意地がはった漬け物。 ●無言フォローします●フォローバックは義務じゃない派●いきなり返信します●以上気に入らなければブロック等お願いします●返信に挨拶等不要です●We're with you💙💛,False,フラッシュメモリの浮遊ゲート内,,
725285785713287168,café au lait,,False,https://pbs.twimg.com/profile_images/733684835613466628/ijhCtI99_normal.jpg,,snowtitf,"{'followers_count': 22, 'following_count': 82, 'tweet_count': 2270, 'listed_count': 0}",一生踊っていたい堕医学生,False,,,
1352940040746242049,風街まよ📛,,False,https://pbs.twimg.com/profile_images/1459122375451377664/VX5_-Twp_normal.jpg,,mayochan5sai,"{'followers_count': 318, 'following_count': 238, 'tweet_count': 979, 'listed_count': 4}",コスプレ ものつくり,False,🗣jp+eng 無断転載はお金沢山もらいます,,1515633377243967493
751109545,페로체,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,zxdsa39648,"{'followers_count': 0, 'following_count': 1, 'tweet_count': 10, 'listed_count': 0}",.,False,,,
863936480221069312,"西谷 友彬, Tomoaki Nishitani",https://t.co/x3aEVtJFEX,False,https://pbs.twimg.com/profile_images/1392840492845469700/wyDNF68A_normal.jpg,,kmatta242100,"{'followers_count': 95, 'following_count': 123, 'tweet_count': 1503, 'listed_count': 2}",神戸ニシタニ企画 a.k.a Code for Kobe 代表、コード・フォー企業組合 理事長／ITハーモナイザーとして大企業やスタートアップ、地域団体等でまちづくりに取り組んでいます,False,神戸市,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/x3aEVtJFEX', 'expanded_url': 'https://www.wantedly.com/users/26064021', 'display_url': 'wantedly.com/users/26064021'}]}}",
823866796612546564,NifTiS,https://t.co/1zdYpiYlH3,False,https://pbs.twimg.com/profile_images/1348623541755731969/xlpnOZak_normal.jpg,,haRukAno1974,"{'followers_count': 2481, 'following_count': 4980, 'tweet_count': 57516, 'listed_count': 12}","チルノのパーフェクトさんすう教室 単位取得任期満了退学
#レトロコンシューマー愛好会 No.495",False,I dwell in Possibility.,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1zdYpiYlH3', 'expanded_url': 'https://osudroid.moe/profile.php?uid=103044', 'display_url': 'osudroid.moe/profile.php?ui…'}]}, 'description': {'hashtags': [{'start': 28, 'end': 42, 'tag': 'レトロコンシューマー愛好会'}]}}",1365639622101901312
107082735,やぬ,,False,https://pbs.twimg.com/profile_images/1359879325281968129/dht6tm3u_normal.jpg,,Sd_rJ,"{'followers_count': 189, 'following_count': 203, 'tweet_count': 65768, 'listed_count': 9}",コーヒーとゲームとカメラで生きる無辜のサメ,False,Nemo Janu@Ridill,,1482222141995044864
823189455670493184,Bruce Karsten,,False,https://pbs.twimg.com/profile_images/1127959168785235969/I6d3mVHS_normal.png,,Locke8900,"{'followers_count': 19, 'following_count': 133, 'tweet_count': 2697, 'listed_count': 0}",,False,,,
130451104,ぴんや,https://t.co/oqVwTDJnXP,False,https://pbs.twimg.com/profile_images/1390695633346973697/YTcKP35I_normal.jpg,,pinyanpi,"{'followers_count': 225, 'following_count': 317, 'tweet_count': 33971, 'listed_count': 8}","あつまれどうぶつの森とマリオテニスエース（ヘイホー／スタンダードシングルス）ばっかやってるアラサーケモナーゲイです。

センシティブ垢→@pinyanpi_h",False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oqVwTDJnXP', 'expanded_url': 'https://twpf.jp/pinyanpi', 'display_url': 'twpf.jp/pinyanpi'}]}, 'description': {'mentions': [{'start': 68, 'end': 79, 'username': 'pinyanpi_h'}]}}",1461332749235605510
25283805,犬さん,,False,https://pbs.twimg.com/profile_images/1576287392/milkjapan-inusan_normal.jpg,,inu3_,"{'followers_count': 188, 'following_count': 205, 'tweet_count': 12577, 'listed_count': 19}",インターネット屋さんです。 当たり前のことですが、僕の発言は僕個人の意見であって、いかなる所属団体をも代表しません。,False,,,
827855267681349632,ののん,,False,https://pbs.twimg.com/profile_images/1507683999720022023/J1vRBjXW_normal.png,,nonnoohhhn,"{'followers_count': 475, 'following_count': 458, 'tweet_count': 18126, 'listed_count': 2}",昭和生まれのゆとり世代という呪われた運命を持つ無職。理系の夫と2017年10月生まれ、2020年3月生まれの2歳半差兄弟と暮らしています。育児垢ではないけど育児ツイートばかりでごめんなさいね。頑張らないを頑張りたいけど結局頑張っちゃうタイプ。ただのツイ廃。語尾に「知らんけど」ってつけがちです。知らんけど。,False,関西→北関東,,1286603170697760768
280526584,かみきお,,False,https://pbs.twimg.com/profile_images/676037689808805888/P7uB_vK9_normal.jpg,,kamikio9,"{'followers_count': 69, 'following_count': 322, 'tweet_count': 970, 'listed_count': 1}",落語好き.浪曲も講談も好き.能登なのはな亭(@nanohana_rakugo)の中の人の一部.ラーメンズは今も私の心の中に二人とも居ます.小林賢太郎.片桐仁.銀河英雄伝説.超人ロック.Podcastは さばラジオ.トリカゴ放送.さくら通信.青春あるでひど.タイムマシン部.セカチラ.そんないプロジェクト全番組,False,日本三大苗字っぽい県,"{'description': {'mentions': [{'start': 22, 'end': 38, 'username': 'nanohana_rakugo'}]}}",
2801604819,Biff Terrific,,False,https://pbs.twimg.com/profile_images/1393250359628402693/uh6y0SVJ_normal.jpg,,Conn_Seannery,"{'followers_count': 343, 'following_count': 865, 'tweet_count': 3807, 'listed_count': 0}","husband, father, Buckeye hater, 24 year AF vet, Penn State Alum, knower of obscure things, lover of hip hop, hot funk, cool punk, and old junk. #fucktheGOP",False,"Edmond, Oklahoma","{'description': {'hashtags': [{'start': 144, 'end': 155, 'tag': 'fucktheGOP'}]}}",
106736055,YOU,,False,https://pbs.twimg.com/profile_images/1179727141941870593/x_Ooa-c5_normal.jpg,,steinwaylove8,"{'followers_count': 152, 'following_count': 85, 'tweet_count': 7443, 'listed_count': 0}",日常の事呟いたりボヤいたりしてます。,False,,,1250263883278716936
1267769631340498946,しん＠雰囲気投資おじさん,https://t.co/qLa1i9BjaT,False,https://pbs.twimg.com/profile_images/1479997051803140097/IGKeDeES_normal.jpg,,hu_40,"{'followers_count': 5942, 'following_count': 2141, 'tweet_count': 24563, 'listed_count': 56}",アラフォーなんでも投資家 | 資産形成はインデックスにお任せ！お小遣いは高配当株でゲット！ | 高配当大好き | DMMバヌーシー1口馬主（3頭）| 趣味はマラソン・年数回フルマラソン参加 | 自由枠は雰囲気投資でグロースやレバレッジもやります！仮想通貨やクラファンも少々！ブログも始めました ∠(ﾟДﾟ)/イェーイ✨,False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qLa1i9BjaT', 'expanded_url': 'https://around40try.com/', 'display_url': 'around40try.com'}]}}",1520258964063019008
1280253602544660486,Zach,,False,https://pbs.twimg.com/profile_images/1504463734772838405/CSSUeB2G_normal.jpg,,Zach_Reacher,"{'followers_count': 45, 'following_count': 47, 'tweet_count': 1656, 'listed_count': 0}",LSU • Saints • Astros • Rockets (My tweets are my own),False,,,1301225941553774593
1320330511097581568,Rob Skinner,,False,https://pbs.twimg.com/profile_images/1326141599051522048/t8vw9u0D_normal.jpg,,RobDirtSkin,"{'followers_count': 110, 'following_count': 646, 'tweet_count': 520, 'listed_count': 0}","Having a wonderful, positive and happy life in Ontario",False,"Marmora and Lake, Ontario",,
15315188,ラメ夫☆☆★☆★☆,,False,https://pbs.twimg.com/profile_images/1238282792808509440/nho9R4tj_normal.jpg,,rameo,"{'followers_count': 605, 'following_count': 590, 'tweet_count': 65368, 'listed_count': 49}",北海道生まれ・湘南在住 / PC誌やゲーム誌の編集・フリーライター・ガラケー＆スマホゲーのプランナー等を経て現在はイチジクの葉についた露を舐めて暮らしています。,False,しらす処←→なにザイルの街,,1107988308028616704
2300900748,hello,,False,https://pbs.twimg.com/profile_images/1338483979872129027/01jW11yh_normal.jpg,,helloworking,"{'followers_count': 42, 'following_count': 443, 'tweet_count': 11255, 'listed_count': 2}",,False,,,
3614486359,べんしー,,False,https://pbs.twimg.com/profile_images/1397443949669748737/KEBrPz7A_normal.jpg,,shinbee_2703,"{'followers_count': 84, 'following_count': 473, 'tweet_count': 32229, 'listed_count': 3}",猫のように気ままに,False,にほん,,1216897193686097921
250099844,akg935💚,,False,https://pbs.twimg.com/profile_images/1509673327669182467/kk0svuG__normal.png,,akg935,"{'followers_count': 1416, 'following_count': 1949, 'tweet_count': 12827, 'listed_count': 21}",キャンパー見習い。ポケGo。ピクミンブルーム。山と温泉と家庭菜園と美味しいもの。I♥ゆもみん,False,,,1455016972500930560
1026766507684970496,santou_hei,,False,https://pbs.twimg.com/profile_images/1026774751736254465/ZzYIdxFM_normal.jpg,,ygtgitgroove,"{'followers_count': 3, 'following_count': 32, 'tweet_count': 108, 'listed_count': 0}",,False,,,
322560707,BPR,https://t.co/JvQbNd6piY,False,https://pbs.twimg.com/profile_images/625010141239181312/MlUwNNd8_normal.jpg,,BPR_138,"{'followers_count': 536, 'following_count': 975, 'tweet_count': 50282, 'listed_count': 18}",びーぴーあーるです。座右の銘は「寛容」 @ic_yuipon @ic_idolcollege @purelymonster @ic_sora721,False,🥺,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JvQbNd6piY', 'expanded_url': 'https://www.eventernote.com/users/BPR_138', 'display_url': 'eventernote.com/users/BPR_138'}]}, 'description': {'mentions': [{'start': 20, 'end': 30, 'username': 'ic_yuipon'}, {'start': 31, 'end': 46, 'username': 'ic_idolcollege'}, {'start': 47, 'end': 61, 'username': 'purelymonster'}, {'start': 62, 'end': 73, 'username': 'ic_sora721'}]}}",
311900172,DASFEL,,False,https://pbs.twimg.com/profile_images/1473956177692491777/56LgvXiR_normal.jpg,,Das_Apfel_G,"{'followers_count': 177, 'following_count': 147, 'tweet_count': 130214, 'listed_count': 3}",HOPE.,False,,,773776193350832128
4192966873,ב,,False,https://pbs.twimg.com/profile_images/1233385335691698177/P2Ic5XIq_normal.jpg,,justprintthis,"{'followers_count': 35, 'following_count': 195, 'tweet_count': 151, 'listed_count': 0}",,False,,,1041594894303748096
828621295466057728,かず💫 🧸💝,https://t.co/RyBRXpDzYG,False,https://pbs.twimg.com/profile_images/1297202791371255815/ZgMPp6K1_normal.jpg,,1018ka_z,"{'followers_count': 455, 'following_count': 575, 'tweet_count': 69085, 'listed_count': 23}",アイコン作成者様→yurayurach,False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RyBRXpDzYG', 'expanded_url': 'https://youtu.be/tGXZNHNhI0I', 'display_url': 'youtu.be/tGXZNHNhI0I'}]}}",1475122696296218627
107912299,あかしょう,https://t.co/OKBQjesnX1,False,https://pbs.twimg.com/profile_images/1256246549371252736/9PEWZzpN_normal.png,,akasyou,"{'followers_count': 826, 'following_count': 855, 'tweet_count': 46891, 'listed_count': 35}","パズル少しだけ作ります。カックロと数独は昭和時代から。
オーディオ沼浅め。好みの音は「くっきりウォーム」。
美味しいもの食べ歩きも好き。
フォロリムはいつでもご遠慮なく。
アイコン写真は@halhorn様にいただきました（感謝）",False,東京都,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OKBQjesnX1', 'expanded_url': 'https://ruddykingfisher.blog.ss-blog.jp/', 'display_url': 'ruddykingfisher.blog.ss-blog.jp'}]}, 'description': {'mentions': [{'start': 93, 'end': 101, 'username': 'halhorn'}]}}",1511278656252891143
709420341773213696,へれおこた,https://t.co/m7Fn1PmZ1l,False,https://pbs.twimg.com/profile_images/1515865730365161475/FRswqBI3_normal.jpg,,hereokita,"{'followers_count': 292, 'following_count': 554, 'tweet_count': 70660, 'listed_count': 5}",お絵描きとゲームと音楽が大好きです。⚠話すジャンルがかなり幅広め pixiv◆https://t.co/gi68CBSwi1 拡張パック▶@subokota,False,大陸版アークナイツの情報つぶやきます,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/m7Fn1PmZ1l', 'expanded_url': 'https://pixiv.net/users/13666673', 'display_url': 'pixiv.net/users/13666673'}]}, 'description': {'urls': [{'start': 39, 'end': 62, 'url': 'https://t.co/gi68CBSwi1', 'expanded_url': 'http://pixiv.net/users/13666673', 'display_url': 'pixiv.net/users/13666673'}], 'mentions': [{'start': 69, 'end': 78, 'username': 'subokota'}]}}",
3826421,🌻ﾅょωﾚよ″丶)ょぅすﾚﾅ🌻,https://t.co/3kr3c95rXt,False,https://pbs.twimg.com/profile_images/1285505116250836992/yZUXVm8K_normal.jpg,,rna,"{'followers_count': 1653, 'following_count': 115, 'tweet_count': 363118, 'listed_count': 150}",ライフログとして使用します。TLはなるべく全部見るようにしてますが抜けはあります。フォローはご自由に。ただしこちらからのフォローは原則面識のある方、5年以上ネットで交流のある方のみ。ブログ: 天文: https://t.co/3kr3c95rXt その他: https://t.co/DG83z5KI97,False,Yokohama,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3kr3c95rXt', 'expanded_url': 'http://rna.hatenablog.com', 'display_url': 'rna.hatenablog.com'}]}, 'description': {'urls': [{'start': 100, 'end': 123, 'url': 'https://t.co/3kr3c95rXt', 'expanded_url': 'http://rna.hatenablog.com', 'display_url': 'rna.hatenablog.com'}, {'start': 129, 'end': 152, 'url': 'https://t.co/DG83z5KI97', 'expanded_url': 'http://rna.hatenadiary.jp', 'display_url': 'rna.hatenadiary.jp'}]}}",1521719792348004352
2877653390,古蔵大希,,False,https://pbs.twimg.com/profile_images/1479340243338002433/fYPeGAYs_normal.jpg,,prpr_mgr,"{'followers_count': 15, 'following_count': 302, 'tweet_count': 4003, 'listed_count': 1}",🇰🇷から留学中で日本語勉強中/九州の某大学院/精神障害/障害者手帳/ADSL/ADHD/VDSL/APS-C/アスペルガー症候群/双極性障害/生活保護受給/学習障害/吃音/自閉症/LGBT/HDMI/BLB/BKB/有色人種/フェミニスト/芥川賞/子宮系女子/草むしり検定,False,愛を知る県,,
261443966,Thais Aranguren,,False,https://pbs.twimg.com/profile_images/1506243086518829057/7EyM-dU6_normal.jpg,,scarlethais,"{'followers_count': 1037, 'following_count': 952, 'tweet_count': 45418, 'listed_count': 4}","Caraqueña pura cepa 🎶 
Antichavista siempre y por siempre !!!",False,,,
868113024628002816,Byron,,False,https://pbs.twimg.com/profile_images/1020752980197298176/Zha4keOe_normal.jpg,,ByronDWratee,"{'followers_count': 189, 'following_count': 485, 'tweet_count': 284, 'listed_count': 3}",PhD candidate @BostonCollege; JD alum @UofSCLaw; MDIV alum @CandlerTheology @EmoryUniversity; undergrad alum @StillmanCollege; singer; scholar,False,"Boston, MA","{'description': {'mentions': [{'start': 14, 'end': 28, 'username': 'BostonCollege'}, {'start': 38, 'end': 47, 'username': 'UofSCLaw'}, {'start': 59, 'end': 75, 'username': 'CandlerTheology'}, {'start': 76, 'end': 92, 'username': 'EmoryUniversity'}, {'start': 109, 'end': 125, 'username': 'StillmanCollege'}]}}",
2292036890,ori,,False,https://pbs.twimg.com/profile_images/1050722738120187907/2edFxK6S_normal.jpg,,orixiang,"{'followers_count': 582, 'following_count': 263, 'tweet_count': 31882, 'listed_count': 0}",好きなことを好きなように。,False,,,
828642344861773825,rumome,https://t.co/uuy1cJhJ0i,False,https://pbs.twimg.com/profile_images/1521134521563123713/dPNPRdvy_normal.jpg,,rumomenko,"{'followers_count': 210, 'following_count': 267, 'tweet_count': 60003, 'listed_count': 16}","あたいはrumome(るもめ)！呑気な成人のクマチャン🐻よ！ 何か…絵を描いたり…ゲームしたりとかして……あの…生きてる
マシュマロ→【https://t.co/tIW0hfassi…】
ヘッダーはオワチャンに描いてもらったのよ",False,人里に降りて暴れる,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uuy1cJhJ0i', 'expanded_url': 'https://touch.pixiv.net/member.php?id=17363402', 'display_url': 'touch.pixiv.net/member.php?id=…'}]}, 'description': {'urls': [{'start': 68, 'end': 91, 'url': 'https://t.co/tIW0hfassi', 'expanded_url': 'http://marshmallow-qa.com/rumomenko?utm_', 'display_url': 'marshmallow-qa.com/rumomenko?utm_'}]}}",1263779853536342021
22835093,Emma,,False,https://pbs.twimg.com/profile_images/1500068532192784386/B4eqIEL5_normal.jpg,,_emma_75,"{'followers_count': 707, 'following_count': 2844, 'tweet_count': 15502, 'listed_count': 7}","Learning Support Assistant. 15 yr old cadet daughter.10 yr old GK son 4 Crues/Rangers. Love F1, football, true crime & genealogy. Any “Drennan’s” pm me",False,Norn Iron,,1160648986233114625
144747394,あぢゃ,https://t.co/srg376raeB,False,https://pbs.twimg.com/profile_images/2652221443/d1c7fe9a7c427841b5e62e97271e69db_normal.jpeg,,ajaparon,"{'followers_count': 150, 'following_count': 413, 'tweet_count': 8118, 'listed_count': 4}",タイヤ二つの乗り物が好き,False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/srg376raeB', 'expanded_url': 'http://twilog.org/ajaparon', 'display_url': 'twilog.org/ajaparon'}]}}",
3064173211,やしりん,https://t.co/vCGPfq9Bvl,False,https://pbs.twimg.com/profile_images/1504473466762055680/sPi0Wp9d_normal.jpg,,y_lin_de,"{'followers_count': 412, 'following_count': 235, 'tweet_count': 46772, 'listed_count': 14}",社会の歯車回しつつ絵を描きます / 音ゲー、ポケカ、スマブラ、ジャンプその他時々により雑多 https://t.co/V97qkUQJ0m,False,yashirinda@gmail.com,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vCGPfq9Bvl', 'expanded_url': 'https://www.pixiv.net/users/10251587', 'display_url': 'pixiv.net/users/10251587'}]}, 'description': {'urls': [{'start': 46, 'end': 69, 'url': 'https://t.co/V97qkUQJ0m', 'expanded_url': 'http://skeb.jp/@y_lin_de', 'display_url': 'skeb.jp/@y_lin_de'}]}}",
974279220149985286,허브🎗,,False,https://pbs.twimg.com/profile_images/1511347925812932611/KynDzDhl_normal.jpg,,herb_comuu,"{'followers_count': 140, 'following_count': 158, 'tweet_count': 26626, 'listed_count': 3}","🌱 / 03 / 인간, 인외 / 메인트 / 🍞🌹🎗😷",False,,,1475774998854139909
1202000226,Catherine Fleming,,False,https://pbs.twimg.com/profile_images/1107046515166597120/esqTLWLV_normal.jpg,,Woodstoc45,"{'followers_count': 122, 'following_count': 866, 'tweet_count': 2292, 'listed_count': 0}",Studied @ UL....Live in Mayo. Play darts for fun. Mum of 2 beautiful headwreckers 😊,False,"Pontoon, Co. Mayo. Ireland",,
1153015630406311936,Ceara Hester,https://t.co/TGIbr6ZSOq,False,https://pbs.twimg.com/profile_images/1479646496203186178/GsaCuyoB_normal.jpg,,Ceara_Denise,"{'followers_count': 100, 'following_count': 643, 'tweet_count': 2193, 'listed_count': 1}",Broadcast Producer @ WGHP FOX8,False,"HIGH POINT, NC","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TGIbr6ZSOq', 'expanded_url': 'https://www.linkedin.com/mwlite/in/ceara-hester-901bb519a', 'display_url': 'linkedin.com/mwlite/in/cear…'}]}}",
18020735,14KAWA Takayasu,,False,https://pbs.twimg.com/profile_images/74590307/shape_normal.jpg,,14kawaTakayasu,"{'followers_count': 35, 'following_count': 265, 'tweet_count': 2384, 'listed_count': 1}",メガネは身体の一部です。,False,富山県,,
421194918,じゃがバタ天,,False,https://pbs.twimg.com/profile_images/1512993672815853575/NTJ35vPg_normal.jpg,,iroirotoutoi,"{'followers_count': 54, 'following_count': 385, 'tweet_count': 22556, 'listed_count': 10}",成人済/勇ヴィク勇にフガフガ言ってるピチットの女/P.T.A. /よく食べる/イメコン全てプロ診断→冬ビビ春ビビ、ウェーブ、クーカジュ,False,,,
149371699,felix altuve,,False,https://pbs.twimg.com/profile_images/831883292580442112/oTp8oP7r_normal.jpg,,transalca,"{'followers_count': 111, 'following_count': 239, 'tweet_count': 410, 'listed_count': 0}",,False,,,
1125330818551828480,HIROPAN🍞,,False,https://pbs.twimg.com/profile_images/1510112396756795402/yTyZVb4b_normal.jpg,,dadofmyson,"{'followers_count': 396, 'following_count': 519, 'tweet_count': 3675, 'listed_count': 8}",タイガータイガーじれっタイガー（年男）,False,日本,,1520953967374594049
1507040946310897667,地理奈_ちりな,,False,https://pbs.twimg.com/profile_images/1507254050709942273/nOVE2luT_normal.jpg,,allow_chirina,"{'followers_count': 12, 'following_count': 17, 'tweet_count': 233, 'listed_count': 0}",主に ポケモン6世代/アンビグラム/Wordle/ユグレゾ (時々音ゲーとかイラストとか) ツイ初心者です 気まぐれに生きてる人間(高校生)なり ご自由にフォローどうぞ！ ※無言フォロー失礼します #ちりなはよ寝ろw  =マルチタグ,False,SDVXのレベル12適正が入るような部屋,"{'description': {'hashtags': [{'start': 99, 'end': 108, 'tag': 'ちりなはよ寝ろw'}]}}",1519710855050395649
4308122968,むくゆう,https://t.co/h2f6G7BJaY,False,https://pbs.twimg.com/profile_images/818820440248315904/jIjsrnWp_normal.jpg,,mu_kuyuu,"{'followers_count': 185, 'following_count': 952, 'tweet_count': 1629, 'listed_count': 2}","興味:複雑系、Arduino、python、processing、マイクラ
信頼尊敬感謝 知覚動考 他力本願 winwin or nodeal",False,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/h2f6G7BJaY', 'expanded_url': 'http://mukuyuu.com', 'display_url': 'mukuyuu.com'}]}}",1478152037346906115
231466660,もるP🧬,,False,https://pbs.twimg.com/profile_images/1509750002293231623/TEQ53SEN_normal.jpg,,progressivemol,"{'followers_count': 791, 'following_count': 547, 'tweet_count': 155584, 'listed_count': 42}","プロデューサーになりました。 白坂小梅、輿水幸子、星輝子担当 あんまりフォロバしません悪しからず。 プログレ/ドラム/ピアノ/音楽/水泳/数学/和太鼓/豆腐/デレステ
ニコ動マイリス 
https://t.co/aWTKvuiVKG
干し芋 
https://t.co/yYryj1PiWm",False,小梅ちゃんをお膝の上に乗せたい,"{'description': {'urls': [{'start': 93, 'end': 116, 'url': 'https://t.co/aWTKvuiVKG', 'expanded_url': 'http://urx.red/TxfR', 'display_url': 'urx.red/TxfR'}, {'start': 122, 'end': 145, 'url': 'https://t.co/yYryj1PiWm', 'expanded_url': 'http://urx.red/R3j9', 'display_url': 'urx.red/R3j9'}]}}",1375824941476552711
522522580,荒川野佐吉,,False,https://pbs.twimg.com/profile_images/1499708049610932224/qnUO0n1r_normal.jpg,,sakitch_japan,"{'followers_count': 116, 'following_count': 96, 'tweet_count': 16601, 'listed_count': 5}",「ほ」の付く自由業。,False,田舎,,
103198245,kmr,,False,https://pbs.twimg.com/profile_images/619655704/Yotsubato50_yotubato_003_s_s_normal.jpg,,rilakkumacho,"{'followers_count': 174, 'following_count': 412, 'tweet_count': 6849, 'listed_count': 6}",型理論とか数理論理学とかプログラミング言語理論あたりが専門…？分離論理とか循環証明系とか．Erdos Number は 5．大学講師．,False,チーバくん周辺,,
101348503,伊藤裕史,,False,https://pbs.twimg.com/profile_images/1856477542/20120227092600_normal.jpg,,hiro_RYOF,"{'followers_count': 39, 'following_count': 38, 'tweet_count': 2819, 'listed_count': 0}",宮崎の日南で英語をメインに教えてました。今は東京で教えています。シミュゲーマー。チャーチルの自伝を原作読んでるなう。長い,False,,,
1189544821,무직맨,https://t.co/hdKN2117o6,False,https://pbs.twimg.com/profile_images/1377899198088011782/IBJpylSj_normal.jpg,,popn_musik,"{'followers_count': 182, 'following_count': 320, 'tweet_count': 20108, 'listed_count': 1}",pop’n / IIDX / 765 (恵海) / 모태두산 / 🇩🇪 : @pop_und_musik,False,대한민국 고양시,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hdKN2117o6', 'expanded_url': 'https://youtube.com/channel/UCEJkeYUUdllJdWPfKAg7jCA', 'display_url': 'youtube.com/channel/UCEJke…'}]}, 'description': {'mentions': [{'start': 38, 'end': 52, 'username': 'pop_und_musik'}]}}",1325595243887013890
12909092,アサヒ光學,,False,https://pbs.twimg.com/profile_images/1293953494412492800/nMKAtHkx_normal.jpg,,asa_hit,"{'followers_count': 532, 'following_count': 183, 'tweet_count': 34385, 'listed_count': 55}","Amateur writer, freelance translator & LIS educator. 英日/日英翻訳、ツッパリ i-School Rock'n Roll。出前迅速。ご用の方はDMもしくはフォーム (https://t.co/QH3lx1gJ4u…) からお問い合わせください。",False,Arkhamland,"{'description': {'urls': [{'start': 109, 'end': 132, 'url': 'https://t.co/QH3lx1gJ4u', 'expanded_url': 'http://forms.gle/H4LaTLnjfDmDfe', 'display_url': 'forms.gle/H4LaTLnjfDmDfe'}]}}",1487058102117552131
1249703005160701953,MAFS therapist in my dreams,,False,https://pbs.twimg.com/profile_images/1472685487328538631/caHA0Usj_normal.jpg,,WellthenSWB,"{'followers_count': 48, 'following_count': 212, 'tweet_count': 1983, 'listed_count': 0}",I am here to support Black women.  Laugh at funny posts. sending funny posts to hubby.  be random,False,,,
1423121780026269702,C-Bussin,,False,https://pbs.twimg.com/profile_images/1496729132692127744/lQmvAtlq_normal.jpg,,ColinB84211826,"{'followers_count': 6, 'following_count': 7, 'tweet_count': 46, 'listed_count': 0}",just a everyday wordler.,False,,,
83364615,Ankyo Yoshimoto ν,https://t.co/sISwnNFutr,False,https://pbs.twimg.com/profile_images/416878109736984576/rfvzAf5g_normal.jpeg,,ankyo3,"{'followers_count': 164, 'following_count': 48, 'tweet_count': 25693, 'listed_count': 6}","Hi, my name is ankyo san desu. May be active only when I am free and nothing to do. I often travel to places that have funny name.
ただのしがない珍地名旅行家です。",False,"Shinagawa ward, Tokyo, Japan","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sISwnNFutr', 'expanded_url': 'https://ankyo.net/', 'display_url': 'ankyo.net'}]}}",1429242117532962816
947758823829250048,ゆかりさん@水没P,https://t.co/PWHAThBdPN,False,https://pbs.twimg.com/profile_images/1140277306448998400/LYYtfPqt_normal.png,,Submerged_Yukar,"{'followers_count': 66, 'following_count': 117, 'tweet_count': 3872, 'listed_count': 0}",3DSを水没させた悲しみのゆかりさん。絡み重点、ＦＦ外とか気にせずどうぞ。俗に言うマスターは居なかったり腰や記憶力が怪しくなって来たアラサーだったり公式設定は投げ捨てるもの。最近はグラブルとかFGOとかデレステとか。よしのん、蘭子ちゃん、かみやん、聖ちゃん推し、久川姉妹担当。アイコンはトロメラ様の立ち絵です,False,エトリアの樹海（枯レ森）,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PWHAThBdPN', 'expanded_url': 'http://www.nicovideo.jp/mylist/55196613', 'display_url': 'nicovideo.jp/mylist/55196613'}]}}",1521049396141457408
719482742317064192,アンチョビ,,False,https://pbs.twimg.com/profile_images/1293910175418441732/jboUxRRX_normal.jpg,,3_window,"{'followers_count': 1114, 'following_count': 1499, 'tweet_count': 22896, 'listed_count': 5}",アニメ・ゲーム好きな人。最近のKey作品など。RewriteIM、ココセカ(WeissKatze(たぬき))、イツアリ(アリス鯖、Rewrite)、ヘブバン。たま～に切り絵。成人済。,False,,,1246409562569109507
60925529,ぷてろわぬ影のぷてろう 🍤🦐🧷,,False,https://pbs.twimg.com/profile_images/1378120403747434498/QeFHM-4S_normal.jpg,,Pterow,"{'followers_count': 919, 'following_count': 315, 'tweet_count': 122977, 'listed_count': 62}",18歳LJKです/フェニミズム勉強中,False,Japan,,
134981896,🐰,,False,https://pbs.twimg.com/profile_images/1521237242605318144/HBmg9uUr_normal.jpg,,nixyy_,"{'followers_count': 239, 'following_count': 146, 'tweet_count': 24788, 'listed_count': 8}",what’s it to ya?,False,"Los Angeles, CA",,1517341128776847360
