,public_metrics,url,profile_image_url,protected,entities,verified,name,id,pinned_tweet_id,username,description,location
911198269388279808,"{'followers_count': 28062, 'following_count': 29970, 'tweet_count': 43673, 'listed_count': 17}",https://t.co/QG6wOizhMi,https://pbs.twimg.com/profile_images/911206079110963206/0ShA6ANf_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QG6wOizhMi', 'expanded_url': 'https://lenoretrose.medium.com/', 'display_url': 'lenoretrose.medium.com'}]}, 'description': {'hashtags': [{'start': 94, 'end': 99, 'tag': 'NSFW'}]}}",False,💥🏴🌹BornOnAFriday 🌹🏴💥,,1520752963672850434,BornOnAFri,"Lenore T. Rose
Liberal, Democrat, Resister, Volunteer
Writer, Author, Poet, Editor

Sometimes #NSFW",Earth
18367304,"{'followers_count': 2675, 'following_count': 1016, 'tweet_count': 38728, 'listed_count': 302}",https://t.co/wMmttvr2rj,https://pbs.twimg.com/profile_images/1495789326126358529/gH7qjSAC_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wMmttvr2rj', 'expanded_url': 'http://www.GoDemandGen.com', 'display_url': 'GoDemandGen.com'}]}, 'description': {'mentions': [{'start': 138, 'end': 148, 'username': 'demand_go'}]}}",False,Raquel Hirsch,,1213180067183915008,RaquelHirsch,"Randomly serving lateral thoughts, when not being a digital strategist. (Looking for digital demand-gen strategies & solutions? Find them @demand_go)","ÜT: 49.234866,-123.194659"
1011139325365489664,"{'followers_count': 27, 'following_count': 237, 'tweet_count': 6011, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1265370179921416195/uU4IqhtI_normal.jpg,False,"{'description': {'hashtags': [{'start': 2, 'end': 7, 'tag': 'cats'}, {'start': 8, 'end': 12, 'tag': 'art'}, {'start': 13, 'end': 21, 'tag': 'fashion'}, {'start': 22, 'end': 28, 'tag': 'books'}]}}",False,Florentyna,,,florentynahorak,😸 #cats #art #fashion #books PL🇵🇱/ENG🇬🇧/ES🇪🇸,Polska
21198215,"{'followers_count': 1305, 'following_count': 414, 'tweet_count': 38614, 'listed_count': 49}",https://t.co/qf8INfS4nc,https://pbs.twimg.com/profile_images/1287820135831461888/epHQPLvH_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qf8INfS4nc', 'expanded_url': 'http://typeshare.co/mackenziegreen', 'display_url': 'typeshare.co/mackenziegreen'}]}}",False,MacKenzie Green 🚢✏️🏴‍☠️,,1518369484763017222,MacKenzieAGreen,Digital & Social Marketer | Over 10+ years across media | voracious reader | productivity seeker | ultralearner | Ranked memory athlete,"Los Angeles, CA"
1262680004342583301,"{'followers_count': 24, 'following_count': 126, 'tweet_count': 696, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1412589647352397826/kvp3Coam_normal.jpg,False,,False,Ben Vega,,,BenVega10815254,I play tuba. Disabled ♿. POC. He/him. I love Pokémon.,
260375574,"{'followers_count': 213, 'following_count': 1304, 'tweet_count': 5311, 'listed_count': 9}",https://t.co/6O9PE1ySpw,https://pbs.twimg.com/profile_images/1495915634416365571/5R8mtw94_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/6O9PE1ySpw', 'expanded_url': 'https://theglobalartalliance.com/art-gallery', 'display_url': 'theglobalartalliance.com/art-gallery'}]}}",False,Papa Oz,,1096107804614488064,osborneblessed,Pops to 2 boys | Papa to 3 boys | Curator of fine art and photography | Lover of Life | One with the Universe | I shoot things with a lens!,Land of Oz
780210427712200704,"{'followers_count': 79, 'following_count': 80, 'tweet_count': 6104, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1516598071211302915/Bpho-gVP_normal.jpg,False,,False,MJ,,1419636565593178114,warmscrambldegg,Maggie June• They/She,
303548186,"{'followers_count': 1096, 'following_count': 888, 'tweet_count': 29839, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1507882940935585800/-odevIBK_normal.jpg,False,"{'description': {'mentions': [{'start': 10, 'end': 20, 'username': 'grittynhl'}]}}",False,aves,,,_adubya,"TAMU18 || @grittynhl fan first, human second",the ham
2715613206,"{'followers_count': 410, 'following_count': 353, 'tweet_count': 14776, 'listed_count': 8}",https://t.co/O6jx2QVhBE,https://pbs.twimg.com/profile_images/1500667283257151488/b3k9cKqN_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/O6jx2QVhBE', 'expanded_url': 'https://epfuselier.wixsite.com/website', 'display_url': 'epfuselier.wixsite.com/website'}]}}",False,E.P.Fuselier~,,1489000759920320513,LitFuselier,"Author, artist, Catholic nerd, regular nerd, wannabe runner, wife to a doctor, & mom. Organizer of The Word Smiths: a Catholic writing group.","Louisiana, USA"
578403937,"{'followers_count': 573, 'following_count': 821, 'tweet_count': 36229, 'listed_count': 25}",,https://pbs.twimg.com/profile_images/1497277811651973126/hDLU1yAw_normal.jpg,False,,False,Exhaustipated Mama🏴󠁧󠁢󠁳󠁣󠁴󠁿🐒🦄🦁,,,gryffenstrong,"Proud mama and wife.

From the city of Glasgow where we kick burning terrorist ass!

Erotic, Exotic and well past Psychotic.",Glasgow - home of weegies
1129894449084084224,"{'followers_count': 191, 'following_count': 918, 'tweet_count': 14329, 'listed_count': 1}",https://t.co/FtD0OVfEk7,https://pbs.twimg.com/profile_images/1515695483603369994/S6-goeKU_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FtD0OVfEk7', 'expanded_url': 'http://twitch.tv/theonlymeeb', 'display_url': 'twitch.tv/theonlymeeb'}]}}",False,gorgeous humanoid,,1434574572775432203,dontperceiveme,president and chairman of the coalition on telling people to shut the fuck up,
14815151,"{'followers_count': 3899, 'following_count': 3766, 'tweet_count': 182333, 'listed_count': 309}",https://t.co/GXaxf2urbt,https://pbs.twimg.com/profile_images/1400196875442167809/EXf3zk6D_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GXaxf2urbt', 'expanded_url': 'https://linktr.ee/AnalisNextAmendment', 'display_url': 'linktr.ee/AnalisNextAmen…'}]}, 'description': {'hashtags': [{'start': 76, 'end': 93, 'tag': 'BlackLivesMatter'}, {'start': 94, 'end': 108, 'tag': 'StopAsianHate'}]}}",False,🪴Lisa Johnson🧘🏿‍♀️,,1514380555332333576,analisamendment,Writer. Lawyer. Plant Mom. Free Yoga Boston. Politics. Food. Art. (She/Her) #BlackLivesMatter #StopAsianHate,"Quincy/Boston, MA (USA)"
755544939451125760,"{'followers_count': 3, 'following_count': 13, 'tweet_count': 108, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,,False,Mervet heartberg,,,MHeartberg,,
14318130,"{'followers_count': 1475, 'following_count': 1366, 'tweet_count': 61648, 'listed_count': 109}",https://t.co/JJ6QSsZJGr,https://pbs.twimg.com/profile_images/1254798066843914241/Mc5fgBQH_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JJ6QSsZJGr', 'expanded_url': 'https://www.instagram.com/jenmovies/', 'display_url': 'instagram.com/jenmovies/'}]}, 'description': {'hashtags': [{'start': 124, 'end': 136, 'tag': 'filmtwitter'}, {'start': 137, 'end': 154, 'tag': 'writingcommunity'}, {'start': 155, 'end': 160, 'tag': 'geek'}]}}",False,jenmovies 🍿🌻,,,jenmovies,"I like movies, games, books, writing, taking photos, and too many things. Let's talk about stuff! Twitch: jengames. she/her
#filmtwitter #writingcommunity #geek","lutruwita, nipaluna "
446724474,"{'followers_count': 331, 'following_count': 905, 'tweet_count': 26417, 'listed_count': 19}",,https://pbs.twimg.com/profile_images/845085646544928769/C0dCGiHp_normal.jpg,False,"{'description': {'hashtags': [{'start': 99, 'end': 108, 'tag': 'OnwardLU'}, {'start': 109, 'end': 123, 'tag': 'ChangeTheGame'}, {'start': 124, 'end': 129, 'tag': 'cf97'}, {'start': 130, 'end': 141, 'tag': 'Blackhawks'}], 'mentions': [{'start': 85, 'end': 97, 'username': 'prostsoccer'}]}}",False,Dan Gaichas,,,StatManDan,"Random, normal, binomial, nonparametric, Brony, Institutional Researcher, Editor for @prostsoccer. #OnwardLU #ChangeTheGame #cf97 #Blackhawks",
425868285,"{'followers_count': 8, 'following_count': 69, 'tweet_count': 121, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,,False,Paul Shorr,,,PaulShorr,,"New York, USA"
796285717,"{'followers_count': 435, 'following_count': 374, 'tweet_count': 267335, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1501851701086674956/fZaG4Hjk_normal.jpg,False,"{'description': {'mentions': [{'start': 34, 'end': 49, 'username': 'twilight_ttown'}]}}",False,Fra🍕 KP era,,1471751142761717762,sassyagron,"She/Her 30yo

Severa ma giusta by @twilight_ttown",
895813988,"{'followers_count': 4534, 'following_count': 1237, 'tweet_count': 196316, 'listed_count': 244}",https://t.co/fpuY2FL1R1,https://pbs.twimg.com/profile_images/1495500526917718033/lPT0pyxD_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fpuY2FL1R1', 'expanded_url': 'https://blacklivesmatters.carrd.co/', 'display_url': 'blacklivesmatters.carrd.co'}]}}",False,miracle 🧞‍♀️,,1496366244311752705,itsmemiracIe,stay enthusiast. cv entertainment creative director.,atlanta. she/her
458152710,"{'followers_count': 43, 'following_count': 206, 'tweet_count': 22353, 'listed_count': 4}",https://t.co/3j3N84TSoX,https://pbs.twimg.com/profile_images/1520401167490379776/dyqtAdLL_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3j3N84TSoX', 'expanded_url': 'https://rq-devotee.carrd.co/', 'display_url': 'rq-devotee.carrd.co'}]}}",False,💫,,,excitejin,rj stan first and a human second,em | 24 | she/they
4861320852,"{'followers_count': 475, 'following_count': 547, 'tweet_count': 20364, 'listed_count': 3}",https://t.co/AFErrS93xa,https://pbs.twimg.com/profile_images/1513469653099626497/dXFWYTnX_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AFErrS93xa', 'expanded_url': 'http://www.instagram.com/fearlesslylisa', 'display_url': 'instagram.com/fearlesslylisa'}]}}",False,thelisa.ɤ,,1396134838487425026,fearlesslylisa,she/her. taylor swift. books. marvel. music. alot of tv shows. capture it remember it✨,in belgium drinking coffee☕
208978795,"{'followers_count': 965, 'following_count': 370, 'tweet_count': 7855, 'listed_count': 11}",,https://pbs.twimg.com/profile_images/1518160738988138496/a00SN3tx_normal.jpg,False,,False,𝚓𝚞𝚕𝚒𝚊 𝚛𝚘𝚜𝚎🌙☁️,,1490147568411557889,juliaroseisabot,"no, not “the” julia rose.",philly kid in vegas
539964906,"{'followers_count': 5, 'following_count': 161, 'tweet_count': 433, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/643400200803889152/5-Pr0ZTI_normal.jpg,False,,False,Kate Allan,,,MrsKateA,,
18908371,"{'followers_count': 103, 'following_count': 312, 'tweet_count': 4430, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1519695225593098241/8sdKkHC-_normal.jpg,False,,False,Dave Cecil,,,dave3544,He/him. Union guy. Duck. Father. Husband. Democrat. YNWA.,
161882421,"{'followers_count': 685, 'following_count': 463, 'tweet_count': 52128, 'listed_count': 10}",,https://pbs.twimg.com/profile_images/1327911439819022336/JONxXPIW_normal.jpg,False,,False,M,,,mehronpan,I have the power of God and anime on my side.,Parawhy 🇵🇾
1514046951662178311,"{'followers_count': 11, 'following_count': 219, 'tweet_count': 7, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1514056080908767234/xLfJ8d-0_normal.jpg,False,,False,Kate Writes,,,sjiamom,Writes a little. Talks less. Thinks too much. Still uses the word ‘poser’,
772505335,"{'followers_count': 24, 'following_count': 28, 'tweet_count': 349, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/659458403845062656/pXakaAoO_normal.jpg,False,,False,Robin Poppe,,,Rpop68,,
395275377,"{'followers_count': 75, 'following_count': 242, 'tweet_count': 503, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1069202540351430656/LUh7FRHD_normal.jpg,False,,False,nuchi,,,NuchivNuchi,,
1834801,"{'followers_count': 1293, 'following_count': 2900, 'tweet_count': 14729, 'listed_count': 45}",https://t.co/FZUGHIHty0,https://pbs.twimg.com/profile_images/1436426930677559298/p1GepZvT_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FZUGHIHty0', 'expanded_url': 'http://wefollow.com/MWatts', 'display_url': 'wefollow.com/MWatts'}]}}",False,Marvin Watts,,751399360714334208,MWatts,,"Little Elm, Texas"
1108054822924812289,"{'followers_count': 38, 'following_count': 237, 'tweet_count': 4000, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1498664255935164417/WEpNxBem_normal.jpg,False,,False,hannah,,1466522896617156611,uncletonyslunch,just another secretary with a bad attitude,"Pittsburgh, PA"
167152795,"{'followers_count': 654, 'following_count': 296, 'tweet_count': 57664, 'listed_count': 0}",https://t.co/34fz0QY2T1,https://pbs.twimg.com/profile_images/1271590532825755649/QHcipWFk_normal.png,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/34fz0QY2T1', 'expanded_url': 'https://www.instagram.com/tevezalejo/', 'display_url': 'instagram.com/tevezalejo/'}]}}",False,Alejo.,,1380141761482403842,AlejoTevez,"Exactas - UNLP
🏳️‍🌈",La Plata
149371699,"{'followers_count': 111, 'following_count': 239, 'tweet_count': 411, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/831883292580442112/oTp8oP7r_normal.jpg,False,,False,felix altuve,,,transalca,,
1007824387184234497,"{'followers_count': 127, 'following_count': 192, 'tweet_count': 1935, 'listed_count': 0}",https://t.co/3pmHKKtuuS,https://pbs.twimg.com/profile_images/1476615037716369410/u_Un33lb_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3pmHKKtuuS', 'expanded_url': 'http://instagram.com/franco_scarponi', 'display_url': 'instagram.com/franco_scarponi'}]}}",False,Franco,,,FrancoScarponi8,Siempre por izquierda,"Montevideo, Uruguay"
43543551,"{'followers_count': 77, 'following_count': 35, 'tweet_count': 6780, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1262200947511570434/5j0_kELW_normal.jpg,False,,False,Karl,,,Los_Macros,"Normally only tweet during UFC events. Spend my days with video gaming, music and anime.","Dublin, Ireland"
20936626,"{'followers_count': 2980, 'following_count': 1717, 'tweet_count': 35595, 'listed_count': 46}",https://t.co/CT4hP1jlSv,https://pbs.twimg.com/profile_images/1517262341812883456/-eNzj_kI_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CT4hP1jlSv', 'expanded_url': 'http://www.linktr.ee/nikkidolson', 'display_url': 'linktr.ee/nikkidolson'}]}, 'description': {'mentions': [{'start': 25, 'end': 36, 'username': 'SobelWeber'}]}}",False,nikki is on a break,,1521942506325233665,nikkidolson,Writer | She/Her | Rep’d @SobelWeber,Forever at home
350235650,"{'followers_count': 418, 'following_count': 791, 'tweet_count': 1772, 'listed_count': 0}",https://t.co/YpzjAm6PxX,https://pbs.twimg.com/profile_images/1099269994444025856/os5JRXQC_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YpzjAm6PxX', 'expanded_url': 'https://www.youtube.com/channel/UCrEwWERMkyMh1QYvRerJ9pg', 'display_url': 'youtube.com/channel/UCrEwW…'}]}, 'description': {'hashtags': [{'start': 14, 'end': 30, 'tag': 'FlippedLearning'}, {'start': 52, 'end': 57, 'tag': 'FLGI'}], 'mentions': [{'start': 132, 'end': 139, 'username': 'LiPbln'}]}}",False,Ken Herbert,,,KenRHerbert,"Mathematics | #FlippedLearning | Peer Instruction | #FLGI Level 2, Trainer, Differentiation Specialist | PD Facilitator | FLiPBLNDR @LiPbln | Views are my own 👍","Queensland, Australia"
1483147375992401922,"{'followers_count': 439, 'following_count': 702, 'tweet_count': 21077, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1521871324108378113/6UEl_S5b_normal.jpg,False,,False,"Mommy Mean Tweets, Rooftop Adjacent",,1520875266431610881,mommymeantweets,💩posting. Hapa 🍯. Billionaire adjacent. 🧸 You can call me Sir Mommy Mean Tweets. There is no moral majority in the US. There is only a moral minority.,Chaz ⛺️💩
1440460144903536640,"{'followers_count': 439, 'following_count': 640, 'tweet_count': 5537, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1509715766211670024/NzVWKhnT_normal.jpg,False,,False,Cazgreyside🏴‍☠️,,1479448883507851265,caz067,They call me a bitch like it’s a bad thing. Left leaning. Marinating with opinions. Fanfic author.,"Melbourne, Victoria"
122674812,"{'followers_count': 237, 'following_count': 319, 'tweet_count': 14297, 'listed_count': 19}",http://t.co/n9VqJq9r,https://pbs.twimg.com/profile_images/774618492632915968/zTm-rGDn_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 20, 'url': 'http://t.co/n9VqJq9r', 'expanded_url': 'http://tonton.hatenablog.jp/', 'display_url': 'tonton.hatenablog.jp'}]}}",False,tonton,,,tonton110,ほぼ夜のみマイペースにつぶやき中。主な話題はMr.Children/コブクロ/スピッツ/読書(日本の小説全般)/英語/翻訳などなど。フォロー返しは私と何らかの共通点や接点がある方に限らせていただいています。,大阪府
329809907,"{'followers_count': 40, 'following_count': 1217, 'tweet_count': 433, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1301200170097442818/BF3c3EMC_normal.jpg,False,,False,Moushumi,,,moushumim,,"Columbus, OH"
889832498766651392,"{'followers_count': 5, 'following_count': 163, 'tweet_count': 604, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,False,,False,emmelle,,,oi_emmelle,not sure what i'm doing here but it seemed like a good idea at the time,"Melbourne, Victoria"
1307080036680437765,"{'followers_count': 429, 'following_count': 1141, 'tweet_count': 3630, 'listed_count': 3}",https://t.co/yjYjOYP2ox,https://pbs.twimg.com/profile_images/1512847560565739533/kBkCnD8Q_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yjYjOYP2ox', 'expanded_url': 'http://twitch.tv/dungeonmasterdev0', 'display_url': 'twitch.tv/dungeonmasterd…'}]}, 'description': {'hashtags': [{'start': 114, 'end': 144, 'tag': 'resistlikeyourlifedependsonit'}]}}",False,DungeonMasterDevo,,,DevoDungeon,"Sometimes funny, sometimes clever, very rarely both. Kickin’ it with my Mae and our Arlo. Level 1 Dad-in-training #resistlikeyourlifedependsonit🌊",United States
1465830142639591429,"{'followers_count': 296, 'following_count': 429, 'tweet_count': 10085, 'listed_count': 9}",,https://pbs.twimg.com/profile_images/1518971121646854151/k9Cl8rXr_normal.jpg,False,,False,rachel lvs enzo,,1518572211283632131,maurobonet1,"stan ibai, duki, quevedo and harry for a better life",desde el fin del mundo
891305130771062784,"{'followers_count': 1278, 'following_count': 1514, 'tweet_count': 91985, 'listed_count': 5}",https://t.co/Ixw6DktmCi,https://pbs.twimg.com/profile_images/1477374114377650176/Mbv0w6xn_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Ixw6DktmCi', 'expanded_url': 'https://emilyestilow.blogspot.com/2021/01/from-fear-to-fearlessness-emilys-story.html?m=1', 'display_url': 'emilyestilow.blogspot.com/2021/01/from-f…'}]}, 'description': {'mentions': [{'start': 21, 'end': 37, 'username': 'thespideraccomp'}]}}",False,T̶h̶e̶ E̶m̶i̶l̶y̶,,1396106055848022017,OceansWhisper94,Street team prez for @thespideraccomp•Sold my soul to Evanescence•Music❤️•Teen DV survivor•Atheist•Preschool teacher•Photography•Puns•Fighter for what’s right,In My Field of Paper Flowers
466406927,"{'followers_count': 0, 'following_count': 55, 'tweet_count': 231, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1906711403/photo0045_001_normal.jpg,False,,False,Arup Mazumdar,,,Aparupakash,,"DumDum, Kolkata, India"
1074805015859073024,"{'followers_count': 31, 'following_count': 110, 'tweet_count': 1200, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1414718670023036937/EN5OhEL-_normal.jpg,False,,False,ezebore,,,ezebore26,si lees esto sos un boludo,"Buenos Aires, Argentina"
165554801,"{'followers_count': 32, 'following_count': 175, 'tweet_count': 210, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1379580072/MY_normal.jpg,False,,False,Vanina Cantero,,,Vanidei,,
3237802014,"{'followers_count': 161, 'following_count': 1190, 'tweet_count': 263, 'listed_count': 2}",https://t.co/rXA3Rta3Oz,https://pbs.twimg.com/profile_images/964338901044228096/UrLilr_8_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rXA3Rta3Oz', 'expanded_url': 'http://devshinoy.github.io', 'display_url': 'devshinoy.github.io'}]}}",False,shinoy shaji,,,shinoys2,Computer Engineer | A Programmer aka Coder | An Optimist,"Cochin, India"
1325634866663337985,"{'followers_count': 2021, 'following_count': 1000, 'tweet_count': 11926, 'listed_count': 11}",https://t.co/YGT1F0yl4q,https://pbs.twimg.com/profile_images/1469891983271510017/4r3n-9ZF_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YGT1F0yl4q', 'expanded_url': 'http://emilybrier.com', 'display_url': 'emilybrier.com'}]}}",False,Emily Brier,,1506761833960587269,Emily_Brier_,"university instructor & writer | interests in composition, teaching, & peace studies | WNC transplant | tweets do not represent my employer | she/her",Appalachia
1271984405909835782,"{'followers_count': 49, 'following_count': 146, 'tweet_count': 632, 'listed_count': 0}",https://t.co/FZSv4jmKw7,https://pbs.twimg.com/profile_images/1491040202235731970/b5CSufaH_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FZSv4jmKw7', 'expanded_url': 'https://www.instagram.com/jorbynoe/', 'display_url': 'instagram.com/jorbynoe/'}]}, 'description': {'hashtags': [{'start': 36, 'end': 41, 'tag': 'HU18'}]}}",False,jordan,,,jorbynoe,Jordan B and the b stands for band$ #HU18,"Washington, DC"
945967431230545921,"{'followers_count': 404, 'following_count': 185, 'tweet_count': 29345, 'listed_count': 2}",https://t.co/bZY3roXURc,https://pbs.twimg.com/profile_images/1026078054181822467/BjfryQQg_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bZY3roXURc', 'expanded_url': 'http://thelightislove.com.au', 'display_url': 'thelightislove.com.au'}]}, 'description': {'cashtags': [{'start': 18, 'end': 24, 'tag': 'metal'}]}}",False,Ian James Lake,,1461528624553594881,metalslaw,"sim racing legend
$metal",here
471996704,"{'followers_count': 5493, 'following_count': 704, 'tweet_count': 2721, 'listed_count': 76}",https://t.co/RFkVEMNwos,https://pbs.twimg.com/profile_images/1498457235097153537/3kVcwEoe_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RFkVEMNwos', 'expanded_url': 'http://www.WandaLJames.com', 'display_url': 'WandaLJames.com'}]}}",False,Wanda L. James,,,WandaLJames,"Pot, Power, and Politics. In a nutshell, that's what I do...","Denver, CO"
1534166478,"{'followers_count': 63, 'following_count': 480, 'tweet_count': 1833, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1520630000080326656/CVxbhk5M_normal.png,False,,False,Ale-ale-jandro 🇸🇪🇳🇱🇮🇹,,1487464674484494336,alsoribedel97,"(He/him/Él) Me gusta Eurovisión, Twin Peaks, la TV española, la literatura, la historia y sus personajes, y la mitología. Ah y la música. Nada más que decir.","Red Room, Colombia"
782476219644252160,"{'followers_count': 104, 'following_count': 84, 'tweet_count': 2290, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1408873513641984002/zQhdut1N_normal.jpg,False,,False,María,,1402323029951238149,xvlkvwx,Farmacia US,
60134776,"{'followers_count': 325, 'following_count': 352, 'tweet_count': 103319, 'listed_count': 0}",https://t.co/1BrQDnzvH3,https://pbs.twimg.com/profile_images/1511502787141677064/ZE0le81y_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1BrQDnzvH3', 'expanded_url': 'https://vsco.co/leah-feld', 'display_url': 'vsco.co/leah-feld'}]}}",False,Leah✨,,1462940982803144704,leahfeld_,Probably drinking coffee☕️ or reading📖,"New Jersey, USA"
1477724673995595785,"{'followers_count': 310, 'following_count': 251, 'tweet_count': 2143, 'listed_count': 4}",https://t.co/MFyT06ZxaJ,https://pbs.twimg.com/profile_images/1518743997883293704/pwMmN5Xz_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MFyT06ZxaJ', 'expanded_url': 'http://chairmanrosedark.carrd.co', 'display_url': 'chairmanrosedark.carrd.co'}]}}",False,Rosedark ☭ (free speech arc),,1519454834650402816,NotRosedark,JoJo fan and Marxist Leninist Maoist. I like unhinged long haired men if you couldn’t tell. 17. Autistic. TMA,He/she/they/it/void
80264085,"{'followers_count': 59, 'following_count': 278, 'tweet_count': 367, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1035049564997177344/o5ug2vEi_normal.jpg,False,,False,Vivek Mathivanan,,,VivekMathivanan,"IT Governance, Security and Privacy Solution specialist.","Melbourne, Victoria"
18134596,"{'followers_count': 309, 'following_count': 1442, 'tweet_count': 47306, 'listed_count': 10}",,https://pbs.twimg.com/profile_images/796377007571554304/h4WBQ7_r_normal.jpg,False,,False,Stand Up!!! ✊🏾,,1267895887566684161,BluPhoenixRise,Love for life!!!,
19115457,"{'followers_count': 3580, 'following_count': 3567, 'tweet_count': 20613, 'listed_count': 93}",https://t.co/wc7ZBtDrmD,https://pbs.twimg.com/profile_images/1172937569488818186/wJ5yCI9q_normal.jpg,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wc7ZBtDrmD', 'expanded_url': 'http://www.newsweek.com', 'display_url': 'newsweek.com'}]}}",False,Peter Roff,,,TheRoffDraft,"Columnist, commentator, and critic. Newsweek. Writes about politics. Reads vintage mysteries. Loves dogs & old movies. 
Father of four. Engaged to be married.","Alexandria, Virginia "
65197942,"{'followers_count': 766, 'following_count': 1130, 'tweet_count': 42084, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1440844310606323720/FCFgEqm0_normal.jpg,False,,False,Paula Grainger,,,Graing18,"Married to a great guy, lover of Penny, Trixie, Chicago the Band, Robert Lamm, The Doobies, Paul McCartney and The Beatles. Love living in San Antonio!",
299065182,"{'followers_count': 16, 'following_count': 28, 'tweet_count': 200178, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1354389579/1_normal.JPG,False,,False,美由紀,,,miyuki_0226,アニメ・アニソン・特ソンが大好きです。サイキックラバーが大好き♪ 情報収集が主で、あとはただの独り言ですのであまりおかまいなく…です(^-^) フォロワーさんは増やさず細々とやっておりますので フォローをいただいても外させていただいております。何卒ご了承下さいませ…,JPN
35490263,"{'followers_count': 654, 'following_count': 1107, 'tweet_count': 13946, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1331981527517786112/_065HbCd_normal.jpg,False,,False,Lorrie Scott,,1445749436697624578,LorrieScott,"Recovering lawyer; non-starving artist, sailor and Westie mom","Friday Harbor, WA"
