,protected,name,entities,id,description,username,url,verified,profile_image_url,public_metrics,location,pinned_tweet_id
1242581310331330560,False,Jack Stewart,,,"Functioning member of society. I enjoy human things like:
Cats, brushing my teeth for 3 hours, 
the unstoppable passing of time, etc",StootsThe,,False,https://pbs.twimg.com/profile_images/1432721193703034885/Vd6nnkOv_normal.jpg,"{'followers_count': 8, 'following_count': 18, 'tweet_count': 289, 'listed_count': 0}",,
21547561,False,KB,,,try hard don't be a try-hard :)))),itskbmaybe,,False,https://pbs.twimg.com/profile_images/1441918937399132164/v0F1UE6B_normal.jpg,"{'followers_count': 272, 'following_count': 106, 'tweet_count': 10475, 'listed_count': 6}","Montréal, Québec",1485667294730604546
478883230,False,Kiizan,,,"T(h)rash diamond homeless support :)

Just remember. Everyone has some FilthyFrank in them, but everyone also has Joji.",Kiizan__,,False,https://pbs.twimg.com/profile_images/985209185662111745/rddnBWOr_normal.jpg,"{'followers_count': 46, 'following_count': 221, 'tweet_count': 321, 'listed_count': 0}",,
25500252,False,pee is stored in the balls,,,A drug against war,robotattack,,False,https://pbs.twimg.com/profile_images/1496545904874209287/RrevOnln_normal.jpg,"{'followers_count': 1072, 'following_count': 4990, 'tweet_count': 55691, 'listed_count': 24}",Tromaville,
3218256046,False,hannah,,,,ForrestjJan,,False,https://pbs.twimg.com/profile_images/863110623223271424/RAN__ZT-_normal.jpg,"{'followers_count': 152, 'following_count': 311, 'tweet_count': 23437, 'listed_count': 4}",,
1068134898412601344,False,なつみかん,,,,OL86045260,,False,https://pbs.twimg.com/profile_images/1068138399704313856/g-286RLR_normal.jpg,"{'followers_count': 0, 'following_count': 7, 'tweet_count': 197, 'listed_count': 0}",,
1079742609457856513,False,markj.supagroove,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/p8xsXJh236', 'expanded_url': 'https://ra.co/dj/markj', 'display_url': 'ra.co/dj/markj'}]}, 'description': {'hashtags': [{'start': 82, 'end': 94, 'tag': 'Postdigital'}, {'start': 95, 'end': 101, 'tag': 'House'}, {'start': 103, 'end': 111, 'tag': 'elegant'}, {'start': 112, 'end': 119, 'tag': 'techno'}, {'start': 122, 'end': 132, 'tag': 'dubtechno'}]}}",,"Journalist, spin doctor and sync-button soldier of ill repute... Mixing up proper #Postdigital #House, #elegant #techno & #dubtechno",supagroove,https://t.co/p8xsXJh236,False,https://pbs.twimg.com/profile_images/1079744520345079814/lcMNttoG_normal.jpg,"{'followers_count': 79, 'following_count': 364, 'tweet_count': 321, 'listed_count': 0}","Barcelona, Spain",
985696788651892737,False,punganaama,,,,PUNganaama,,False,https://pbs.twimg.com/profile_images/1306390846242254848/v-dr14SZ_normal.png,"{'followers_count': 10, 'following_count': 780, 'tweet_count': 2834, 'listed_count': 0}",,
1356698398494236677,False,rij 🇮🇪🇳🇱,,,fulltime bossgirl and rollisi 😌,MOONLIJJT,,False,https://pbs.twimg.com/profile_images/1481854556933865477/rRA3LLpi_normal.jpg,"{'followers_count': 811, 'following_count': 653, 'tweet_count': 36931, 'listed_count': 3}",any pronouns,
899642791,False,R.A.M,,,‏‏پرسه‌زن، عشق جاده/ژِن، ژیان، ئازادی.,rndmaccss,,False,https://pbs.twimg.com/profile_images/1517401949611696128/F28KVQ_r_normal.jpg,"{'followers_count': 379, 'following_count': 198, 'tweet_count': 26994, 'listed_count': 1}","Kermanshah, Ahvaz, now Tehran.",1459283370496696328
383151338,False,Packwolf Lupestripe,,,"The pinkest puppy just got pinker! The more personal profile of the husky known as Lupestripe. Pansexual and genderfluid. She/her, he/him both fine",thepinkestpuppy,,False,https://pbs.twimg.com/profile_images/1403485805918801923/seaq82bA_normal.jpg,"{'followers_count': 3527, 'following_count': 2170, 'tweet_count': 151080, 'listed_count': 26}","Berlin, Germany",
720498109,False,Griff Griffith 🇺🇦 CEV,,,Retired intern’l telecom eng./marketeer/corp.affairs/deputy CEO/consultant. Ex-pension fund trustee. Company secretary. All views my own. Trolls get blocked.,GriffAurora,,False,https://pbs.twimg.com/profile_images/1523959374951108610/Q1cR69of_normal.jpg,"{'followers_count': 369, 'following_count': 877, 'tweet_count': 14056, 'listed_count': 1}","London, England",1427199374547984387
349134256,False,María José González,,,"El huevo eclosionó, pero yo prefiero mantener el misterio.",Marijosegonzal,,False,https://pbs.twimg.com/profile_images/1484994054408577024/kdoeBn7Z_normal.jpg,"{'followers_count': 228, 'following_count': 601, 'tweet_count': 19491, 'listed_count': 18}",,
1297329774281601024,False,Shelleys4castles,,,Love books and Disney stuff,Shelleys4castl1,,False,https://pbs.twimg.com/profile_images/1362585630488805376/dc-2OYGB_normal.jpg,"{'followers_count': 12, 'following_count': 447, 'tweet_count': 536, 'listed_count': 0}",,
1256003285456171009,False,Dana,,,"21
Ig:digraziadana",dana_digrazia,,False,https://pbs.twimg.com/profile_images/1498040543640698887/ErNDZHJm_normal.jpg,"{'followers_count': 37, 'following_count': 172, 'tweet_count': 254, 'listed_count': 0}",La plata,
3600222616,False,Owen Symonds,,,,OwenLyal,,False,https://pbs.twimg.com/profile_images/1417924356911550465/BeNKyshp_normal.jpg,"{'followers_count': 48, 'following_count': 63, 'tweet_count': 186, 'listed_count': 0}","Cardiff, Wales",
359653721,False,AnaC,"{'description': {'mentions': [{'start': 4, 'end': 14, 'username': 'DukeFuqua'}, {'start': 20, 'end': 29, 'username': 'UofTampa'}]}}",,👩🏻‍🎓@DukeFuqua 2021 @UofTampa 2019,anacmejia,,False,https://pbs.twimg.com/profile_images/1400141269284712448/scsEottJ_normal.jpg,"{'followers_count': 336, 'following_count': 339, 'tweet_count': 16893, 'listed_count': 3}","Washington, DC",1435394253501472768
1213563710968434688,False,— kenny 🎗️,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TWsdNAf23O', 'expanded_url': 'https://mysterl0n.carrd.co/', 'display_url': 'mysterl0n.carrd.co'}]}, 'description': {'mentions': [{'start': 6, 'end': 18, 'username': 'catb0ykenny'}]}}",,priv: @catb0ykenny ⋆ header by frogpols,MYSTERl0N,https://t.co/TWsdNAf23O,False,https://pbs.twimg.com/profile_images/1477295348276150277/hvuLiLeN_normal.png,"{'followers_count': 646, 'following_count': 1523, 'tweet_count': 14116, 'listed_count': 17}",he/it/neos,
1230458297355866112,False,そばゆにっつ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eUPqYEEjet', 'expanded_url': 'https://www.youtube.com/channel/UCr-hDcvj3Cr4PbFQhEx1j1w', 'display_url': 'youtube.com/channel/UCr-hD…'}]}}",,YouTubeでPS4、Switchのゲーム配信してます！モンハン、DBDを主にやってます！配信は不定期ですが見に来てくれよな！無言フォローすいません🙏,sobaunits1,https://t.co/eUPqYEEjet,False,https://pbs.twimg.com/profile_images/1441014489801916425/KrfnCPGJ_normal.jpg,"{'followers_count': 105, 'following_count': 135, 'tweet_count': 2517, 'listed_count': 2}",,1490001684457996289
26784037,False,Brian Mc Guinness 🎬🎥✒️🎶,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RsC68otJsb', 'expanded_url': 'http://flickriver.com/photos/macgbegins/popular-interesting/', 'display_url': 'flickriver.com/photos/macgbeg…'}]}, 'description': {'urls': [{'start': 35, 'end': 58, 'url': 'https://t.co/5eTcARvxG6', 'expanded_url': 'http://m.imdb.com/name/nm0570110/', 'display_url': 'm.imdb.com/name/nm0570110/'}]}}",,performer/scribbler/shuttersnapper https://t.co/5eTcARvxG6 Lounging should be an Olympic sport,waxiebanjo,https://t.co/RsC68otJsb,False,https://pbs.twimg.com/profile_images/1455679262334275592/-E_rm9OR_normal.jpg,"{'followers_count': 369, 'following_count': 820, 'tweet_count': 16178, 'listed_count': 8}",Dublin,845515592098594816
160191600,False,自称・西淀川のT-岡田,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1T98wWu5hA', 'expanded_url': 'http://twpf.jp/T_Karimov', 'display_url': 'twpf.jp/T_Karimov'}]}, 'description': {'urls': [{'start': 94, 'end': 117, 'url': 'https://t.co/oQpDR3zfI7', 'expanded_url': 'http://twilog.org/T_Karimov', 'display_url': 'twilog.org/T_Karimov'}], 'hashtags': [{'start': 65, 'end': 80, 'tag': 'orix_buffalose'}]}}",,オリックスアンド社会人野球アンドJリーグアンドイコラブ（野口衣織さんアンド大場花菜さん）アンド競馬。生きてる間に優勝が見れたので #orix_buffalose タグとはお別れしました  https://t.co/oQpDR3zfI7,T_Karimov,https://t.co/1T98wWu5hA,False,https://pbs.twimg.com/profile_images/3019606754/9c45d9a4281373e2d6be1626eb869f38_normal.png,"{'followers_count': 589, 'following_count': 764, 'tweet_count': 291981, 'listed_count': 55}",そのへん,1165944891068710917
845405558941245440,False,Aldebaran™️🇺🇦,,,LOVE@PEACE@EARTH💛💙,Taurus_a_,,False,https://pbs.twimg.com/profile_images/845782863777693697/IL60cKO4_normal.jpg,"{'followers_count': 0, 'following_count': 1, 'tweet_count': 1021, 'listed_count': 0}",,
1070479914674081792,False,🦐benjii🍤,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/groVjI9fCy', 'expanded_url': 'https://reperfection.carrd.co/', 'display_url': 'reperfection.carrd.co'}]}}",,hi I’m benji I like bishonen 🍓 I draw🦦 ベンジです📸instagram: _reperfection 🙆🏻‍♀️ commissions open,_reperfection,https://t.co/groVjI9fCy,False,https://pbs.twimg.com/profile_images/1480309564335661059/VaXec5_T_normal.jpg,"{'followers_count': 36, 'following_count': 261, 'tweet_count': 6214, 'listed_count': 0}","England, United Kingdom",1465320645500276745
27622928,False,아비짓 다스,,,Travel Junkie | Bong | My Blood is made of alcohol | Night Owl | Beer Is Bae | Music Movies❤️ | Dreamer | Peace ✌️,dassignage,,False,https://pbs.twimg.com/profile_images/2022182442/337162741_normal.jpg,"{'followers_count': 59, 'following_count': 364, 'tweet_count': 136, 'listed_count': 0}",Mumbai,
20986932,False,OJ Borg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7drrUd1o0F', 'expanded_url': 'https://www.instagram.com/oj_borg/', 'display_url': 'instagram.com/oj_borg/'}]}, 'description': {'mentions': [{'start': 73, 'end': 83, 'username': 'bbcradio2'}]}}",,"Perfectionist with a slackers mentality. Displayed nightly 00:00 - 03:00 @bbcradio2 80s Vegetarian

""You sound like a very enthusiastic guy"" Dame Joan Collins",OJBorg,https://t.co/7drrUd1o0F,True,https://pbs.twimg.com/profile_images/1387203200969756683/tiukzuiw_normal.jpg,"{'followers_count': 20502, 'following_count': 1421, 'tweet_count': 9289, 'listed_count': 158}","Planet Earth, 2nd right.",1476577613976117253
1194937327455363073,False,Lady Arwen,,,,11_yvet,,False,https://pbs.twimg.com/profile_images/1194957547976790017/B3_XgwHV_normal.jpg,"{'followers_count': 27, 'following_count': 186, 'tweet_count': 127, 'listed_count': 0}",,
88585972,False,cheche502,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/upxZty7s6Q', 'expanded_url': 'https://www.instagram.com/cheche5022004', 'display_url': 'instagram.com/cheche5022004'}]}}",,成人。日曜の朝はうるさい/オカメインコと日常/金カム本誌派,cheche502,https://t.co/upxZty7s6Q,False,https://pbs.twimg.com/profile_images/680629557142016000/fSU3qm7-_normal.jpg,"{'followers_count': 59, 'following_count': 98, 'tweet_count': 58442, 'listed_count': 8}",床,
990944694531174400,False,Stargirl,,,,lizzleb1zzle,,False,https://pbs.twimg.com/profile_images/1505690728743243781/idJXG6Zl_normal.jpg,"{'followers_count': 1109, 'following_count': 211, 'tweet_count': 21120, 'listed_count': 0}","London, England",
220639249,False,Jon Premise,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XSdt2MogEd', 'expanded_url': 'http://premisebeach.com', 'display_url': 'premisebeach.com'}]}}",,Anyone who's into sprinkles will know what I'm on about,JonCovell,https://t.co/XSdt2MogEd,False,https://pbs.twimg.com/profile_images/1014088883364139009/AiXzqjmg_normal.jpg,"{'followers_count': 310, 'following_count': 320, 'tweet_count': 22120, 'listed_count': 2}","North West England, UK",1371576858727288834
1427308761321033737,False,Fran,,,"STOP pretending that the pandemic is over! SAVE OUR N.H.S.! Black Lives Matter. “In the midst of winter I found there was, within me, an invincible summer.”",Fran36826150,,False,https://pbs.twimg.com/profile_images/1433759597685268494/tukRi7I9_normal.jpg,"{'followers_count': 1537, 'following_count': 4990, 'tweet_count': 21227, 'listed_count': 0}",Europe,
21409493,False,Winston Smith 🇺🇦,"{'description': {'urls': [{'start': 51, 'end': 74, 'url': 'https://t.co/DpAUDlyzJG', 'expanded_url': 'http://instagram.com/brettjasonlittle', 'display_url': 'instagram.com/brettjasonlitt…'}, {'start': 83, 'end': 106, 'url': 'https://t.co/ksEw3SXa5J', 'expanded_url': 'http://flickr.com/photos/brettlittle', 'display_url': 'flickr.com/photos/brettli…'}]}}",,"Winston Smith is fictional, obviously.

Instagram: https://t.co/DpAUDlyzJG
Flickr: https://t.co/ksEw3SXa5J",wsmith84,,False,https://pbs.twimg.com/profile_images/686773410618290176/m2OMSO4F_normal.jpg,"{'followers_count': 166, 'following_count': 619, 'tweet_count': 66396, 'listed_count': 37}",,
103301078,False,Sonya,,,Loved by many...,kissmetkarma,,False,https://pbs.twimg.com/profile_images/620325424/bw_hs_normal.jpg,"{'followers_count': 72, 'following_count': 346, 'tweet_count': 4071, 'listed_count': 0}",For now... BK all day,
1071849929289674753,False,Llama Lout,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/j3OaABVExI', 'expanded_url': 'https://mstdn.social/web/@LlamaLout#', 'display_url': 'mstdn.social/web/@LlamaLout#'}]}}",,Grabbed hold of the stick and started to beat about the bush with it...,LlamaLout,https://t.co/j3OaABVExI,False,https://pbs.twimg.com/profile_images/1487155935277727755/LavfXjjO_normal.jpg,"{'followers_count': 569, 'following_count': 583, 'tweet_count': 21416, 'listed_count': 2}",,
130153942,False,🌞56pt,,,天城カイトの夢女💫,RunAway_0w0,,False,https://pbs.twimg.com/profile_images/1245201538412212224/Ib12eQeW_normal.jpg,"{'followers_count': 229, 'following_count': 208, 'tweet_count': 278131, 'listed_count': 17}",,
159981218,False,Jim Cornelius🇺🇦🕊,,,Tried to save the world from stupidity. I failed. Accidental tariff nerd. Tweeting explicitly in a personal capacity only.,Jim_Cornelius,,False,https://pbs.twimg.com/profile_images/754758080299139072/t0KHcC9c_normal.jpg,"{'followers_count': 20054, 'following_count': 6364, 'tweet_count': 153748, 'listed_count': 171}","Lewes, East Sussex, UK",
495158650,False,Mike Kerswell,,,"Assume nothing, question everything",MikeKerswell,,False,https://pbs.twimg.com/profile_images/1260285488201637888/HJtPG2Nv_normal.jpg,"{'followers_count': 127, 'following_count': 615, 'tweet_count': 3860, 'listed_count': 0}",,
3686005634,False,妖太刀,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/CGQcd1t2ai', 'expanded_url': 'https://www.nicovideo.jp/user/51474417/video?ref=pc_userpage_menu', 'display_url': 'nicovideo.jp/user/51474417/…'}]}}",,ようたち、と読む。元オオタチ使いのダブル民でした。絵はスマホで指を使ってます。御用の方は、DMまで。ヘッダーは ユシマ様より！,matsutachi_poke,https://t.co/CGQcd1t2ai,False,https://pbs.twimg.com/profile_images/1523303852900253696/0SuXkhlU_normal.jpg,"{'followers_count': 544, 'following_count': 262, 'tweet_count': 86965, 'listed_count': 15}",Lostbelt No.-1 極上製菓王国  神戸,
28327640,False,Ana Paula Lückman,,,jornalista | doutora | servidora federal | estudante de letras-francês | de esquerda | mãe de gato | let love rule | sapere aude,ana_luckman,,False,https://pbs.twimg.com/profile_images/1441503574207385600/5WBgSrA5_normal.jpg,"{'followers_count': 433, 'following_count': 1279, 'tweet_count': 3700, 'listed_count': 10}","Florianópolis, SC, Brasil",
1005928547549106177,False,Sadia_Nila 🌺,,,,ImSadiaNila,,False,https://pbs.twimg.com/profile_images/1470053750467403780/A7pYIL-m_normal.jpg,"{'followers_count': 26, 'following_count': 100, 'tweet_count': 2411, 'listed_count': 0}","London, England",1446218116401442818
1061469687203143681,False,The Patient,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9LvWCmOlYO', 'expanded_url': 'https://www.instagram.com/_become.pneuma_/', 'display_url': 'instagram.com/_become.pneuma…'}]}}",,,SpiralOut_987,https://t.co/9LvWCmOlYO,False,https://pbs.twimg.com/profile_images/1403863401089089536/3ga6eDag_normal.jpg,"{'followers_count': 161, 'following_count': 784, 'tweet_count': 24662, 'listed_count': 0}","Quilmes, Buenos Aires",1437598628537933824
50120464,False,Ekpa.,,,"Learning to build things to perfect state with the right components | Will write code for fun(ds) | I've got Wordle on my 1st guess, twice.",eh_kpa,,False,https://pbs.twimg.com/profile_images/1512818015859007493/TVBY04MP_normal.jpg,"{'followers_count': 989, 'following_count': 533, 'tweet_count': 48581, 'listed_count': 5}",The Racing Circuit,1291349037338308608
1320006417324167168,False,r​​​​u​​​​a​​​​i​​​​​​​​d​​​​h​​​​r​​​​i,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5hHijrLn60', 'expanded_url': 'https://www.instagram.com/ruaidhrisaulnier/', 'display_url': 'instagram.com/ruaidhrisaulni…'}]}}",,tcd engineering,ruaidhrisaul,https://t.co/5hHijrLn60,False,https://pbs.twimg.com/profile_images/1484224028688760837/sOQPqjrE_normal.jpg,"{'followers_count': 146, 'following_count': 199, 'tweet_count': 873, 'listed_count': 0}",Ballybridge,1458129354182078465
259281544,False,Pandu Wibisono,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3WCTOV6lsl', 'expanded_url': 'http://behance.net/pandu-wibisono', 'display_url': 'behance.net/pandu-wibisono'}]}}",,,pandoe91,https://t.co/3WCTOV6lsl,False,https://pbs.twimg.com/profile_images/1329055890146697216/qUgVjFLc_normal.jpg,"{'followers_count': 686, 'following_count': 994, 'tweet_count': 60547, 'listed_count': 11}",Sukabumi - Jakarta,1512021102108700683
63569505,False,munna21977,,,"If you're in trouble or hurt or need–go to poor people. They're the only ones that'll help–the only ones

--- John Steinbeck",munna21977,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,"{'followers_count': 87, 'following_count': 382, 'tweet_count': 11106, 'listed_count': 0}",,
3004177812,False,十九,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0Qq78PK4c9', 'expanded_url': 'https://tsudzu.hatenablog.jp/', 'display_url': 'tsudzu.hatenablog.jp'}]}}",,十九(つづ)です。言葉と漢字と(比較的クラシカルな)音楽について考えることが多いです。🐴ウマ娘 トレーナーID: 943428861,tsudzu19,https://t.co/0Qq78PK4c9,False,https://pbs.twimg.com/profile_images/1509910850282614789/NG48AqTN_normal.jpg,"{'followers_count': 761, 'following_count': 423, 'tweet_count': 63643, 'listed_count': 15}",,1452109148871487493
295581505,False,Aaron,,,,AaronH02056,,False,https://pbs.twimg.com/profile_images/468066060063604736/CBQzU9Qt_normal.jpeg,"{'followers_count': 1131, 'following_count': 5000, 'tweet_count': 207686, 'listed_count': 32}",,
389753912,False,Cristin Larkin,,,she/her. Listens to podcasts - hello to Jason Isaacs! And hello to all the dogs. 🏳️‍⚧️🇺🇦,SheilaPortobelo,,False,https://pbs.twimg.com/profile_images/1498811065530032135/tSzuzcZg_normal.jpg,"{'followers_count': 299, 'following_count': 653, 'tweet_count': 14313, 'listed_count': 9}","Dublin City, Ireland",
2446764674,False,debbie doodaa,"{'description': {'hashtags': [{'start': 125, 'end': 134, 'tag': 'bearebel'}]}}",,"Yorkshire lass in Durham-ish. 
Fake extrovert 🙈, prone to hyperfixating 👀 
Excellent taste in 🎶 Loves tea ☕ , cats 😻& naps 😴
#bearebel
🔻 🖤",debbie_doodaa_,,False,https://pbs.twimg.com/profile_images/1460373513055920129/ftX09Rad_normal.jpg,"{'followers_count': 1059, 'following_count': 1301, 'tweet_count': 83955, 'listed_count': 1}",up north 👆,1137816346438320129
30451482,False,Grant Elliott💧💉💉💉,,,"Dirty leftie, 27%er Still waiting.",Vanroon,,False,https://pbs.twimg.com/profile_images/133300644/invisikini_normal.jpg,"{'followers_count': 279, 'following_count': 587, 'tweet_count': 6932, 'listed_count': 1}",Wadawurrung Country,
21600927,False,Paolo Kramer,"{'description': {'urls': [{'start': 81, 'end': 104, 'url': 'https://t.co/eZg6x20s3X', 'expanded_url': 'http://HaringeyCircle.com', 'display_url': 'HaringeyCircle.com'}], 'mentions': [{'start': 152, 'end': 164, 'username': 'barackobama'}]}}",,Hit Sheet. Magnet for cultural energy. Spurs Foundation &  Activities Manager of https://t.co/eZg6x20s3X charming & funny with good karma & followed by @barackobama,PaulHitsheet,,False,https://pbs.twimg.com/profile_images/1421195464263839752/3R4eHRLM_normal.jpg,"{'followers_count': 4622, 'following_count': 972, 'tweet_count': 119973, 'listed_count': 97}",,1374284377207808001
1508988227662712834,False,Taylor Yousiph,,,Registered Nurse and PhD Nursing Student at the University of Wollongong,TaylorYousiph,,False,https://pbs.twimg.com/profile_images/1509040206846263298/bwW0-FFY_normal.jpg,"{'followers_count': 90, 'following_count': 143, 'tweet_count': 34, 'listed_count': 1}",,
234020300,False,@TheRealWilso,,,"Father of 2, husband of 1. Leftie. No to racism. Love is love.",TheRealWilso,,False,https://pbs.twimg.com/profile_images/1515499749641973761/FXNzaokB_normal.jpg,"{'followers_count': 331, 'following_count': 431, 'tweet_count': 9771, 'listed_count': 1}",Worimi land,
1369276735,False,D 👨‍❤️‍👨🌈,,,Commentary is personal opinion.,d_houlihan,,False,https://pbs.twimg.com/profile_images/1421742624721936386/lJs6_0zJ_normal.jpg,"{'followers_count': 45, 'following_count': 108, 'tweet_count': 4144, 'listed_count': 1}","Sydney, New South Wales",
27509304,False,Alan Webb,,,Sometime bass player,AlanWebb,,False,https://pbs.twimg.com/profile_images/1864621133/BassmanS_normal.jpg,"{'followers_count': 27, 'following_count': 46, 'tweet_count': 1094, 'listed_count': 2}",South of England,
136014512,False,colm barry,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/2OoEDxAYmA', 'expanded_url': 'http://www.bebo.com/Profilep', 'display_url': 'bebo.com/Profilep'}]}}",,"Don't like writing/updating these things...i'm __ years old, in _th year at ____ , i like ___, and ___ etc.",couchpotatocolm,http://t.co/2OoEDxAYmA,False,https://pbs.twimg.com/profile_images/3678799677/6c3f8e51bb142abb0dac86f970fc56a1_normal.jpeg,"{'followers_count': 99, 'following_count': 244, 'tweet_count': 31142, 'listed_count': 7}",cork,739709102222409728
15085507,False,"Tom Murphy and 1,573 others","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PyuQcaLzcG', 'expanded_url': 'http://www.boards.ie', 'display_url': 'boards.ie'}]}, 'description': {'urls': [{'start': 68, 'end': 91, 'url': 'https://t.co/EbIMkXGQbT', 'expanded_url': 'http://Boards.ie', 'display_url': 'Boards.ie'}, {'start': 93, 'end': 116, 'url': 'https://t.co/B94NpqZtAs', 'expanded_url': 'http://Adverts.ie', 'display_url': 'Adverts.ie'}, {'start': 148, 'end': 171, 'url': 'https://t.co/e0BpIS72rL', 'expanded_url': 'http://boards.ie', 'display_url': 'boards.ie'}]}}",,"...is an unexpected item in the bagging area. LGBTQIA+   Founder of https://t.co/EbIMkXGQbT, https://t.co/B94NpqZtAs work as CEO in ML/AI  tom .at. https://t.co/e0BpIS72rL ...",DeVore,https://t.co/PyuQcaLzcG,False,https://pbs.twimg.com/profile_images/1122208717192273921/QaMTbAtn_normal.jpg,"{'followers_count': 2084, 'following_count': 504, 'tweet_count': 30573, 'listed_count': 59}",Ireland,
22482744,False,Sara_,"{'description': {'hashtags': [{'start': 87, 'end': 104, 'tag': 'BlackLivesMatter'}, {'start': 105, 'end': 119, 'tag': 'FreePalestine'}, {'start': 122, 'end': 133, 'tag': 'TeamSussex'}]}}",,I negotiate the cost of time & what you can do with it (Commercial Property Surveyor). #BlackLivesMatter #FreePalestine🇸🇩 #TeamSussex,Seraa,,False,https://pbs.twimg.com/profile_images/1516376367037878272/EJ_XlpDD_normal.jpg,"{'followers_count': 661, 'following_count': 933, 'tweet_count': 6605, 'listed_count': 18}","London, England, UK",1517121074764427265
3433587166,False,ellie,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DsEn4nVpfx', 'expanded_url': 'https://vs.co/d4ffdadf', 'display_url': 'vs.co/d4ffdadf'}]}}",,You are the bane of my existence and the object of all my desires || 23,ellthorntonx,https://t.co/DsEn4nVpfx,False,https://pbs.twimg.com/profile_images/1516832337148923920/o6zJ07MV_normal.jpg,"{'followers_count': 454, 'following_count': 421, 'tweet_count': 13727, 'listed_count': 15}",Hogwarts ,1023165601295073285
39421868,False,Wandering wolf,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QdOr7J7ylj', 'expanded_url': 'http://gendalf9.github.io', 'display_url': 'gendalf9.github.io'}]}}",,게임/영화/만화/소설...장르로는 주로 판타지/SF를 즐기는 사람.,gendalf9,https://t.co/QdOr7J7ylj,False,https://pbs.twimg.com/profile_images/1206117553/bampijang_90_normal.jpg,"{'followers_count': 768, 'following_count': 1226, 'tweet_count': 69094, 'listed_count': 17}",Seoul/Korea,
1343629474584276993,False,SHIVGAURAV INFRASTRUCTURE LIMITED,"{'description': {'mentions': [{'start': 141, 'end': 157, 'username': 'chaudary_gaurav'}]}}",,"All types of infrastructure, Construction are developed and built internationally & Export import
 Indian company run under the leadership 
 @chaudary_gaurav",SHIVGAURAVINFRA,,False,https://pbs.twimg.com/profile_images/1505870918249500673/6TotOURs_normal.jpg,"{'followers_count': 23, 'following_count': 35, 'tweet_count': 271, 'listed_count': 0}","Ambala, India",1506717822424354816
24000241,False,Darren Rennison,,,Not followed by anyone you’re following.,daz020284,,False,https://pbs.twimg.com/profile_images/503101725591760896/EH8nNeUR_normal.jpeg,"{'followers_count': 77, 'following_count': 154, 'tweet_count': 7745, 'listed_count': 8}",,
1410681935387672581,False,D🏳️‍🌈,,,,DE_SH96,,False,https://pbs.twimg.com/profile_images/1426043635192274947/Ch0LF6CE_normal.jpg,"{'followers_count': 31, 'following_count': 673, 'tweet_count': 5661, 'listed_count': 1}",Norwich🔰,
37962436,False,Jules🌞,,,"Lover of cats, books and nice people on Twitter. Also rather fond of digestive creams and Tayto. Brilliant cook.",LeighDoris32,,False,https://pbs.twimg.com/profile_images/1455073892083642370/SGHAY91A_normal.jpg,"{'followers_count': 1233, 'following_count': 720, 'tweet_count': 29890, 'listed_count': 7}","Dublin City, Ireland",1441452830993309696
1173258528158605313,False,revée,,,bad influence #2 • knows a lot about nothing • scientist on the side • team papaya 🧡,revee_txt,,False,https://pbs.twimg.com/profile_images/1462237359039299589/J-xE1gUW_normal.jpg,"{'followers_count': 75, 'following_count': 86, 'tweet_count': 2828, 'listed_count': 2}",she/her - 21 ,1440763248987443201
20805802,False,Ramona,,,You shouldn’t let poets lie to you.,thenewbrunette,,False,https://pbs.twimg.com/profile_images/1524414980023627776/MUnfkYun_normal.jpg,"{'followers_count': 1722, 'following_count': 726, 'tweet_count': 81643, 'listed_count': 40}",,1010193131285950465
1251566568376598533,False,#notojeddahcircuit,,,,egegnlkrmz,,False,https://pbs.twimg.com/profile_images/1514220513228472320/PWvQzZDq_normal.jpg,"{'followers_count': 31, 'following_count': 105, 'tweet_count': 477, 'listed_count': 0}",,
