,verified,description,protected,url,public_metrics,entities,profile_image_url,pinned_tweet_id,name,id,username,location
793856586351378432,False,33歳の趣味アカウントです。ヨーヨー(主に緑)時々ハースストーン(アジア:katwo#11696)。謎解き、ウマ娘、弾き語り、ラーメンズ、→Pia-no-jaC←、sumika、仮面ライダー、ポケモン、音ゲー,False,,"{'followers_count': 304, 'following_count': 440, 'tweet_count': 5742, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/949298905295896576/HIDdTfN7_normal.jpg,1418849464060624896,むとう♨︎,,NonSugar______,北海道 札幌市
2654005941,False,im here n im queer,False,https://t.co/a3yoMGzqJ3,"{'followers_count': 1029, 'following_count': 247, 'tweet_count': 50713, 'listed_count': 10}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/a3yoMGzqJ3', 'expanded_url': 'http://skam.p3.no', 'display_url': 'skam.p3.no'}]}}",https://pbs.twimg.com/profile_images/1150246110776221699/F2ewbbHb_normal.jpg,1211425473722552322,abril’s 🏡,,hesfinelinelwt,she/her - 21
18875442,False,Nemo me impune lacessit.,False,https://t.co/wtDvuSJ9cf,"{'followers_count': 802, 'following_count': 234, 'tweet_count': 19448, 'listed_count': 26}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wtDvuSJ9cf', 'expanded_url': 'https://asanyfuleknow.blogspot.in/', 'display_url': 'asanyfuleknow.blogspot.in'}]}}",https://pbs.twimg.com/profile_images/583579042936266752/23CKmgPq_normal.jpg,,asanyfuleknow,,asanyfuleknow,"Mumbai, India"
132589229,False,Free Spirit...Caffeiner...Lawyer,False,,"{'followers_count': 550, 'following_count': 651, 'tweet_count': 10239, 'listed_count': 5}",,https://pbs.twimg.com/profile_images/1511545748747341827/ejgODB4y_normal.jpg,,Kerry A.,,kerrienne_,Nigeria.
122825475,False,"名前は「あみ」ですが、おっさんです。
仕事はそれ関係です。
緑。
元PC-VAN KUH95291 です。",False,http://t.co/yPmlyXJQ1D,"{'followers_count': 423, 'following_count': 903, 'tweet_count': 28932, 'listed_count': 12}","{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/yPmlyXJQ1D', 'expanded_url': 'http://ami.at.webry.info/', 'display_url': 'ami.at.webry.info'}]}}",https://pbs.twimg.com/profile_images/1204027511/1f2b809f-8ccb-423b-b9a7-8e345678d297_normal.png,,ａＭＩ,,aMI_KUH95291,
189765090,False,"saya yang pasti udah beda dari yang dulu kalian pertama kali kenal 😁 tapi tetap cinta Manchester United, walau udah gak seperti dulu pas pertama kali kenal ☹️",False,,"{'followers_count': 306, 'following_count': 902, 'tweet_count': 51584, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1442682866345734146/8UwSy6o7_normal.jpg,1431514312577671168,AvianPutraPrimantifa,,avianprimantifa,Jakarta
58829473,False,,False,,"{'followers_count': 3, 'following_count': 23, 'tweet_count': 157, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,Eunice Koh,,ecykoh,Singapore
74461952,False,ホスティング・ウェブサービス運営企業の法務責任者。知財や渉外も。内部統制、リスクマネジメント、BCP、内部監査もやってました。大学は応用物理学。槇原敬之ファン。趣味はガジェットと映画鑑賞とダーツ（https://t.co/WLYYT7nTRl ）。育休を二度取得。腎臓を患ったりもしたけど、わたしは元気です。,False,https://t.co/akufRgQIkC,"{'followers_count': 836, 'following_count': 704, 'tweet_count': 33214, 'listed_count': 34}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/akufRgQIkC', 'expanded_url': 'https://hrgr-kta.goat.me/', 'display_url': 'hrgr-kta.goat.me'}]}, 'description': {'urls': [{'start': 98, 'end': 121, 'url': 'https://t.co/WLYYT7nTRl', 'expanded_url': 'http://bit.ly/1cY0BXA', 'display_url': 'bit.ly/1cY0BXA'}]}}",https://pbs.twimg.com/profile_images/1335073595005968384/D_P1qTas_normal.jpg,1491964565961453571,keita_s,,hrgr_Kta,東京都内
1144237650288640001,False,スクショとかラフとか しょうもなゴトとか,False,,"{'followers_count': 50, 'following_count': 1, 'tweet_count': 796, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1487362760870891520/kPxidjyE_normal.jpg,,よなか,,makkurain4,フリートの墓場だよ〜ん ご自由にどぞ
1129587530226003968,False,This is more of a free access diary of mine. Read at your own risk ☠️,False,,"{'followers_count': 50, 'following_count': 132, 'tweet_count': 2028, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1511194875852587011/qArzMMW9_normal.jpg,1182759331655122944,Avashi Lal,,ThatBush1,Avashi’s head
582079038,False,"Medyo Contagious, Laging Ghosted. Major Major Umaasa, Never Pumapasa. FUNNY pero never YNNUF. 🤡",False,https://t.co/yeUNXIF490,"{'followers_count': 112, 'following_count': 259, 'tweet_count': 5555, 'listed_count': 9}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yeUNXIF490', 'expanded_url': 'http://instagram.com/iamkarlo89', 'display_url': 'instagram.com/iamkarlo89'}]}}",https://pbs.twimg.com/profile_images/1360418193869705218/YXce9hKg_normal.jpg,,karlo nikolai,,karlonikolai,Eastwood City
300649227,False,I tweet and occasionally sing karaoke too.,False,https://t.co/fvxXxAl5da,"{'followers_count': 1365, 'following_count': 1597, 'tweet_count': 221842, 'listed_count': 43}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fvxXxAl5da', 'expanded_url': 'http://www.karafun.com', 'display_url': 'karafun.com'}]}}",https://pbs.twimg.com/profile_images/1521314907806912513/5rw1STVe_normal.jpg,1512049951097987081,Bennie Mac - Pear Clutcher,,BenMcC1908,"Cedar Rapids, IA"
2610598770,False,🏏⚽️🏓🎱🏊‍♂️⚓️,False,,"{'followers_count': 3, 'following_count': 23, 'tweet_count': 84, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1206784345220034560/HT5GUYfw_normal.jpg,,Karamat A Shah,,KaramatShah7,"Islamabad, Pakistan"
960905536903503873,False,"Director of Student Activities @ColumbiaKoala, 1908 💕💚, and Community Advocate.",False,,"{'followers_count': 508, 'following_count': 812, 'tweet_count': 5756, 'listed_count': 1}","{'description': {'mentions': [{'start': 31, 'end': 45, 'username': 'ColumbiaKoala'}]}}",https://pbs.twimg.com/profile_images/1497941440202264581/KvwrvZG5_normal.jpg,,"Chinell S. Singletary, M.Ed.",,CSingle63,
1347259598558933005,False,"I will correct your spelling. Climate Change is real. The Earth is a sphere, almost. #BLM",False,,"{'followers_count': 33, 'following_count': 21, 'tweet_count': 5033, 'listed_count': 2}","{'description': {'hashtags': [{'start': 85, 'end': 89, 'tag': 'BLM'}]}}",https://pbs.twimg.com/profile_images/1359521864696147983/BUaY8Q1Z_normal.jpg,1373432098959294469,CeeJayBee™️🇺🇦,,CeeJayBeeYall,IOW
49678790,False,Dreamer. Mama bear 🐻,False,,"{'followers_count': 154, 'following_count': 393, 'tweet_count': 1869, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1012644847486996483/kidTfsuM_normal.jpg,,Ezhilarasi Elumalai,,ratzonrun,"Newark, DE"
1065492524,False,,False,,"{'followers_count': 42, 'following_count': 242, 'tweet_count': 1381, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/531739997997907968/HnqPrwar_normal.jpeg,,Esther,,estherc35,
359451427,False,Washed up lax bro. Carpe Diem.,False,,"{'followers_count': 288, 'following_count': 1057, 'tweet_count': 14224, 'listed_count': 4}",,https://pbs.twimg.com/profile_images/1312183873023942658/LpJ94VHI_normal.jpg,,Ńïčk Gömêž,,bromezz_,
162530007,False,Mujer y argentina. Escritora aficionada y optimista por naturaleza.,False,,"{'followers_count': 193, 'following_count': 573, 'tweet_count': 31728, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/512077144386580480/iUmZwmRa_normal.jpeg,512076684787740673,🔶️LiliB🔶️ #Vacunate,,SiDi30,"Buenos Aires, Argentina"
216619900,False,ゆーりと読みます ARBとシャニライをプレイ中 面白い事と夏と暑い国の辛いお料理が好き 猫/音楽全般/酒/BS&CS/海ドラ/アニメ/美容/コスメ/株/らーめん/エゾタヌキ/もやし 犯罪まがい以外はNG&地雷無し 無言フォロー◎ ファボ魔 🎤ヒプマイ楽曲大好きHYPSTER会員!!,False,,"{'followers_count': 866, 'following_count': 633, 'tweet_count': 184341, 'listed_count': 17}",,https://pbs.twimg.com/profile_images/1509494387490758658/-jEe49pR_normal.jpg,1480159987314085894,🐾YOOOORI🐾,,yoooorlitypus,#俺の十万ラッキー
1442163629378265099,False,play and love everything but not good at them,False,,"{'followers_count': 1, 'following_count': 24, 'tweet_count': 15, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1442163755370958858/qfaUkPwb_normal.jpg,,Yuki 🚬,,Taka_Yuki_Myy,
376816776,False,https://t.co/Whk2yLRCpp / CK.DIA-G / 株式会社まゆしぇり(仮) 専属カメラマン1号→(@sontorami) 専属カメラマン2号→(@kainarukun) 川崎あたりで音ゲームする社会人のフリー素材,False,,"{'followers_count': 585, 'following_count': 588, 'tweet_count': 26292, 'listed_count': 26}","{'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Whk2yLRCpp', 'expanded_url': 'http://DIA.BOT', 'display_url': 'DIA.BOT'}], 'mentions': [{'start': 61, 'end': 71, 'username': 'sontorami'}, {'start': 84, 'end': 95, 'username': 'kainarukun'}]}}",https://pbs.twimg.com/profile_images/500614061990481920/xOzA1P2R_normal.png,797027915711975424,まゆしぇり,,Mayury_Sherry,
232705907,False,そこらへんに転がっているJazzFusionスキー、或いはエレクトーン使いなミミコピスト＠ FMIDIDATの成れの果て、そしてセガ人。技術屋でしたが今はなぜかレジャー業。,False,,"{'followers_count': 121, 'following_count': 181, 'tweet_count': 15372, 'listed_count': 5}",,https://pbs.twimg.com/profile_images/1203644801/kpfx_normal.jpg,,Kapapoo-F X,,kp_fx,
119230960,False,"Estudié Economía y Derecho, tuve un programa de radio y ahora vendo cosas Clorinda Formosa 
https://t.co/fUhXDPwZED
https://t.co/RJni3HtpRr…",False,,"{'followers_count': 2516, 'following_count': 2516, 'tweet_count': 27474, 'listed_count': 2}","{'description': {'urls': [{'start': 92, 'end': 115, 'url': 'https://t.co/fUhXDPwZED', 'expanded_url': 'http://vm.tiktok.com/n528Mf/', 'display_url': 'vm.tiktok.com/n528Mf/'}, {'start': 116, 'end': 139, 'url': 'https://t.co/RJni3HtpRr', 'expanded_url': 'http://instagram.com/acosta_maria_1', 'display_url': 'instagram.com/acosta_maria_1'}]}}",https://pbs.twimg.com/profile_images/1431971515419987971/LHpdJIDm_normal.jpg,1368162426504441858,María  A.,,MariaMarijo,"Formosa, Argentina"
1116469188,False,,False,,"{'followers_count': 26, 'following_count': 1524, 'tweet_count': 245, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1193332825409245185/z7xYX1Uu_normal.jpg,,Julius Buendia,,suilujb,Republic of the Philippines
188170581,False,"Life is a journey not a destination...
my place in this World #London... #avgeek ✈ #dracarys",False,,"{'followers_count': 312, 'following_count': 576, 'tweet_count': 37959, 'listed_count': 3}","{'description': {'hashtags': [{'start': 62, 'end': 69, 'tag': 'London'}, {'start': 73, 'end': 80, 'tag': 'avgeek'}, {'start': 83, 'end': 92, 'tag': 'dracarys'}]}}",https://pbs.twimg.com/profile_images/1222579431052541952/nw6_qgzi_normal.jpg,1197250046074507266,Carlita,,carlitaffuentes,All over the world
1343712930458521600,False,"LCSW, MA. Pediatric Palliative Care Education & Practice Coordinator | @CambiaHealthFdn Sojourns Scholar | LA, CA | she.her.hers | #swhpn #pedpc #hapc",False,,"{'followers_count': 309, 'following_count': 238, 'tweet_count': 383, 'listed_count': 1}","{'description': {'hashtags': [{'start': 131, 'end': 137, 'tag': 'swhpn'}, {'start': 138, 'end': 144, 'tag': 'pedpc'}, {'start': 145, 'end': 150, 'tag': 'hapc'}], 'mentions': [{'start': 71, 'end': 87, 'username': 'CambiaHealthFdn'}]}}",https://pbs.twimg.com/profile_images/1346163769055928321/h1dcRdpD_normal.jpg,1349858515716694017,Rachel Rusch,,RuschRachel,"Los Angeles, CA"
116448464,False,USC | INFJ-A | Broken • Scarred • Sliced • Steeled • Pierced • Inked • 🧑🏻‍🦽since 5/25/17,False,,"{'followers_count': 168, 'following_count': 160, 'tweet_count': 6851, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1480207294801805312/PRw7odJD_normal.jpg,1511375416732250112,私はレイです,,raynikol,"Cebu City, Central Visayas"
3380711301,False,Retreats aren't an endorsement it's means I haven't got time to read it but I'll read it later,False,,"{'followers_count': 52, 'following_count': 205, 'tweet_count': 3329, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1115741238345572353/ezg9wi7v_normal.jpg,,poloknows,,MRyder09,
15534393,False,"Librarian, nonprofit circus master @OnLibraryAssoc, director of virtual gatherings, ENTJ, ♒️ Sun ♊️ Rising ♋️ Moon. Host of the Library Land Loves pod. she/her",False,,"{'followers_count': 2439, 'following_count': 1623, 'tweet_count': 14771, 'listed_count': 120}","{'description': {'mentions': [{'start': 35, 'end': 50, 'username': 'OnLibraryAssoc'}]}}",https://pbs.twimg.com/profile_images/1306758414320762881/CZ2dSsIf_normal.jpg,,Michelle Arbuckle,,Citybrarian,"Toronto, Ontario"
152439017,False,"˙pɐɯ ǝɹ,no⅄ ˙pɐɯ ɯ,I ˙ǝɹǝɥ pɐɯ llɐ ǝɹ,ǝM",False,,"{'followers_count': 57, 'following_count': 767, 'tweet_count': 1348, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/735228958430666752/hJxFmhyg_normal.jpg,,🌟F🌟,,KkochAlvarez,Narnia
1067657504,False,,False,,"{'followers_count': 16, 'following_count': 67, 'tweet_count': 4245, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1040986516258869249/sCVDbTMf_normal.jpg,,RK-1110,,RMrbig3427,
514903427,False,"Super Mom, FARGO Organizer, Pretty Much Anything Else - I can do it!",False,,"{'followers_count': 187, 'following_count': 287, 'tweet_count': 1222, 'listed_count': 5}",,https://pbs.twimg.com/profile_images/1915695984/TracyProfilePic_normal.jpg,,Tracy Becker,,TracyB1023,
791479281352265728,False,Just here to be nosy,False,,"{'followers_count': 6, 'following_count': 56, 'tweet_count': 107, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/897592874774265857/WLgjXJNb_normal.jpg,,dimmadab,,daisyokwuonu,This Concerns Y'all How?
2160911538,False,All good things come in 5s 🐇🦊🧸🐿🐧,False,,"{'followers_count': 209, 'following_count': 200, 'tweet_count': 36817, 'listed_count': 3}",,https://pbs.twimg.com/profile_images/1425864642979454986/Mw5UD6j7_normal.jpg,,wlsrudals ✘ nadliw,,juliiannmin,
162488438,False,tuiteó a veces,False,https://t.co/e45PF5OG5J,"{'followers_count': 882, 'following_count': 439, 'tweet_count': 48604, 'listed_count': 7}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/e45PF5OG5J', 'expanded_url': 'https://open.spotify.com/playlist/7p5hbbg896BSXwiO4mKYeG?si=j3UYQLaZQjiIRs-3MmDAPw&utm_source=copy-l', 'display_url': 'open.spotify.com/playlist/7p5hb…'}]}}",https://pbs.twimg.com/profile_images/1381955220/twitter-webtreatsetc1_normal.png,1483622386213826560,Omar De León,,omardeIeon,Ciudad de Panamá
28631637,True,Covering the Rockies for @DNVR_Sports • Drove to every MLB park in 2021 • 1/2 of @nacho_scout • Delco baby • Bobby Valentine invented the wrap,False,https://t.co/5J3Xz8rLCy,"{'followers_count': 39132, 'following_count': 16084, 'tweet_count': 46626, 'listed_count': 277}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5J3Xz8rLCy', 'expanded_url': 'http://thesuziehunter.com/mlb-road-trip', 'display_url': 'thesuziehunter.com/mlb-road-trip'}]}, 'description': {'mentions': [{'start': 25, 'end': 37, 'username': 'DNVR_Sports'}, {'start': 81, 'end': 93, 'username': 'nacho_scout'}]}}",https://pbs.twimg.com/profile_images/1356795223372881925/bDuajsNC_normal.jpg,1512083145750810627,Suzie Hunter,,TheSuzieHunter,"Denver, CO"
267839577,False,元HN「yuuin6」です 元軽音サー(dr.)/社会人/J-Rock全般/ゲーマー(アプリ、TVゲーム両方)/25↑/ヒプ/FE/乙女ゲー/簓くんの○○になりたい ※知人or趣味が合う人のみフォロー可。上記以外の方はフォローされても即ブロ ※クラスタ様や取引のお相手様と繋がる都合上、鍵外してます,False,https://t.co/4j7VY2wVdS,"{'followers_count': 762, 'following_count': 1201, 'tweet_count': 20684, 'listed_count': 4}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4j7VY2wVdS', 'expanded_url': 'http://twpf.jp/ui_51', 'display_url': 'twpf.jp/ui_51'}]}}",https://pbs.twimg.com/profile_images/1360164183308791808/FUxo0tn-_normal.jpg,,えぬろく,,ui_51,簓家
1069290902693269504,False,"Call me what you want, but don’t call me in the morning",False,,"{'followers_count': 12, 'following_count': 34, 'tweet_count': 939, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1432683023187730441/qK2SkM43_normal.jpg,,Greg,,GregL1984,"Lincoln, England"
107188416,False,"Reader, writer, game show botherer (he/him) 🏳️‍🌈",False,,"{'followers_count': 633, 'following_count': 3374, 'tweet_count': 24498, 'listed_count': 9}",,https://pbs.twimg.com/profile_images/1506762382219128836/yw5UuYD7_normal.jpg,,Matthew Mclane,,MatthewMclane,Sunderland
2345475632,False,仕掛け人は異世界転生してシープダックに生まれ変わりました①百合オタ②vtuber。ホロ(わため推し)③競馬 ④プリコネは3.5周年から,False,,"{'followers_count': 588, 'following_count': 351, 'tweet_count': 43833, 'listed_count': 19}",,https://pbs.twimg.com/profile_images/1512827429660016646/_ztrbZiI_normal.jpg,1152574540125315072,ザワ🐏🚑,,zawalized,東京
317918692,False,"Liverpool FC. ❤️ Cricket (England & Worcestershire), 80s nostalgic, likes to be nice to others. GH's Red Scarf the charm. Free minded.",False,,"{'followers_count': 653, 'following_count': 714, 'tweet_count': 48347, 'listed_count': 6}",,https://pbs.twimg.com/profile_images/1520917790051512320/oC352_56_normal.jpg,1452716768271732745,Craig Atkins,,cta84,
1868132671,False,Tinc gana. TINC GANA!,False,,"{'followers_count': 2168, 'following_count': 1410, 'tweet_count': 50672, 'listed_count': 8}",,https://pbs.twimg.com/profile_images/1350414311894749184/H0-44f0K_normal.jpg,983774617587322880,Trwitta,,Trwitta,Barcelona
4319731,False,👻 𝓨𝓸𝓾 𝓶𝓪𝓭𝓮 𝓶𝓮 𝓻𝓮𝓪𝓵𝓲𝔃𝓮,False,https://t.co/zYQs9VHFb8,"{'followers_count': 1405, 'following_count': 4431, 'tweet_count': 65603, 'listed_count': 36}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zYQs9VHFb8', 'expanded_url': 'http://fedlic.tumblr.com/', 'display_url': 'fedlic.tumblr.com'}]}}",https://pbs.twimg.com/profile_images/1442929562480824326/YlvI52zM_normal.jpg,1013415176282857473,PON,,fedlic,Strange World
39116839,False,hockey and nerdy stuff,False,https://t.co/OnZd4xDYBI,"{'followers_count': 369, 'following_count': 269, 'tweet_count': 20826, 'listed_count': 4}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OnZd4xDYBI', 'expanded_url': 'https://linktr.ee/kevinjeung', 'display_url': 'linktr.ee/kevinjeung'}]}}",https://pbs.twimg.com/profile_images/1339814799538937856/hyeYWSZn_normal.jpg,1034561696927342592,Kevin Jeung,,kevinjeung,
3256203386,False,"Angels, Bee’s and Jazz fan! #GoAngels #TakeNote⁠ ⁠🐐",False,https://t.co/F0Bp7H38dX,"{'followers_count': 86, 'following_count': 520, 'tweet_count': 5515, 'listed_count': 2}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/F0Bp7H38dX', 'expanded_url': 'https://ivyallstarz.wordpress.com', 'display_url': 'ivyallstarz.wordpress.com'}]}, 'description': {'hashtags': [{'start': 28, 'end': 37, 'tag': 'GoAngels'}, {'start': 38, 'end': 47, 'tag': 'TakeNote'}]}}",https://pbs.twimg.com/profile_images/1222749808856748032/70v5ixQ5_normal.jpg,1379059291349426176,IvyAllstarz,,IvyAllstarz,http://IvyAllstarz.tumblr.com
64413212,False,TWICE: Chaeyoung (190629) | MNL48: Sela | IZ*ONE: Minju/Hyewon | itzy: Yuna | 22/7: Sally | Sour Cream Piatos  https://t.co/yfZyGkEMex,False,https://t.co/csg9ilHKHz,"{'followers_count': 472, 'following_count': 482, 'tweet_count': 27274, 'listed_count': 5}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/csg9ilHKHz', 'expanded_url': 'https://goo.gl/H3sCnP', 'display_url': 'goo.gl/H3sCnP'}]}, 'description': {'urls': [{'start': 111, 'end': 134, 'url': 'https://t.co/yfZyGkEMex', 'expanded_url': 'http://goo.gl/frLRn1', 'display_url': 'goo.gl/frLRn1'}]}}",https://pbs.twimg.com/profile_images/1189978685492867074/zThG0nug_normal.jpg,1145579873127112704,L̾a̾f̾t̾e̾r̾,,chiefjustince,last.fm/user/justincomplete
1084544826736021504,False,★·.·´¯`·.·★ guyanese goddess ★·.·´¯`·.·★,False,https://t.co/gPSnf2GhDp,"{'followers_count': 88, 'following_count': 292, 'tweet_count': 4018, 'listed_count': 0}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gPSnf2GhDp', 'expanded_url': 'http://www.instagram.com/mollysannoo', 'display_url': 'instagram.com/mollysannoo'}]}}",https://pbs.twimg.com/profile_images/1511026684669145094/D00NxS1Q_normal.jpg,1516447767576600578,MOLLY,,fathermolls_,pronouns: she/her/hers
219576006,False,"Si vis pacem, para bellum.
A real life character living in my own fictional world.",False,https://t.co/o6NXtbya0y,"{'followers_count': 407, 'following_count': 406, 'tweet_count': 61777, 'listed_count': 10}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/o6NXtbya0y', 'expanded_url': 'http://about.me/mathanamuhilan', 'display_url': 'about.me/mathanamuhilan'}]}}",https://pbs.twimg.com/profile_images/1512845738640035840/ImACpLr0_normal.jpg,1284882162764767232,Mathana Muhilan,,mathanamuhilan,"Selangor, Malaysia 🇲🇾"
99339093,False,美術と音楽。 アイコンとヘッダーはCYON（ @cyoooooon ）さんに描いていただいた「サテライト」のジャケットイメージです。試聴等はサイト欄URLから。通販は https://t.co/sYOZoK3s4L 。,False,https://t.co/MBEShelkVo,"{'followers_count': 1316, 'following_count': 2532, 'tweet_count': 235632, 'listed_count': 31}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MBEShelkVo', 'expanded_url': 'https://www.youtube.com/channel/UCCIUECjaGZgiB4LrHvbFl9A/', 'display_url': 'youtube.com/channel/UCCIUE…'}]}, 'description': {'urls': [{'start': 84, 'end': 107, 'url': 'https://t.co/sYOZoK3s4L', 'expanded_url': 'http://kyohei240k.booth.pm', 'display_url': 'kyohei240k.booth.pm'}], 'mentions': [{'start': 23, 'end': 33, 'username': 'cyoooooon'}]}}",https://pbs.twimg.com/profile_images/1261843012142809090/02-OCfDC_normal.jpg,1518258982863110144,ニシオカキョウヘイ コミティア く22b,,kyohei240k,石神井公園
23013192,False,Cinephile under construction.,False,https://t.co/1cxvwHbaze,"{'followers_count': 314, 'following_count': 464, 'tweet_count': 52292, 'listed_count': 20}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1cxvwHbaze', 'expanded_url': 'https://letterboxd.com/ninika/', 'display_url': 'letterboxd.com/ninika/'}]}}",https://pbs.twimg.com/profile_images/1153133309926547456/rKdAKVcm_normal.jpg,,Cristina,,cristimoreano,Ecuador
976178736855838720,False,,False,,"{'followers_count': 19, 'following_count': 252, 'tweet_count': 320, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1471021115803725825/0aX__aOw_normal.jpg,,Aisha,,aizynu,
718898804729233414,False,"#방찬: if there's a down, there's an up                                   
🏳️‍🌈
// eng-spa //
she/they // 21 yrs  ll  genshin and kpop fan account",False,https://t.co/yaBVUYvHZ4,"{'followers_count': 188, 'following_count': 382, 'tweet_count': 8977, 'listed_count': 11}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yaBVUYvHZ4', 'expanded_url': 'https://calascard.carrd.co/', 'display_url': 'calascard.carrd.co'}]}, 'description': {'hashtags': [{'start': 0, 'end': 3, 'tag': '방찬'}]}}",https://pbs.twimg.com/profile_images/1518287971748925441/V8CM68TN_normal.jpg,1262154195462995968,cala☆saw ateez,,chrisnyoongles,
839079510880501760,False,,False,,"{'followers_count': 105, 'following_count': 560, 'tweet_count': 2765, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1445143553634676737/SeNg8b0S_normal.jpg,,David Streather,,david_streather,"Manchester, England"
4841840265,False,LIVERPOOL FC YNWA MY LIFE!!!,False,,"{'followers_count': 396, 'following_count': 457, 'tweet_count': 8366, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/1286121613092675584/COkvLIE5_normal.jpg,,Surajh Rambaran,,KungfuMino9,"Durban, South Africa"
463576168,False,Financial Advisor; music lover; food lover; 100% Ilongga; 53% Cebuana. Tweets are my personal opinions.,False,,"{'followers_count': 239, 'following_count': 369, 'tweet_count': 18945, 'listed_count': 8}",,https://pbs.twimg.com/profile_images/1507301622359027713/WSAfErgX_normal.jpg,1385016782948388865,jenny magbanua,,wannabeelektra,"Cebu City, Phils"
23037225,False,"live and let live, y’all | 19th fan followed by the @panthers",False,,"{'followers_count': 2421, 'following_count': 2859, 'tweet_count': 41055, 'listed_count': 41}","{'description': {'mentions': [{'start': 52, 'end': 61, 'username': 'panthers'}]}}",https://pbs.twimg.com/profile_images/1405745252934111232/SlHD3lIn_normal.jpg,1493057706906857473,susan,,scsusan1516,somewhere west of Mickey
178901402,False,WPUNJ Alumna ✨,False,,"{'followers_count': 517, 'following_count': 586, 'tweet_count': 63105, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1514826131643510784/DWKc029n_normal.jpg,1255630802693619714,Tee,,__atTEEntive,NJ 
316824716,False,"Your FavoRED 😘. Prepare for the worst, still pray for the best. Failure is not an option. I make days brighter. Have Faith. Stay Schemin' 🌚. Toujours l’amour",False,https://t.co/AVr12uyDe7,"{'followers_count': 580, 'following_count': 405, 'tweet_count': 12206, 'listed_count': 1}","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AVr12uyDe7', 'expanded_url': 'http://ScammersRUs.biz/', 'display_url': 'ScammersRUs.biz'}]}}",https://pbs.twimg.com/profile_images/1384022387381862403/BDY5VBB0_normal.jpg,1291758212048453635,"Rosé, the Consigliere ✝",,_DelicateRose_,Scheming w/ Lady Whistledown
2834339564,False,"Educator, Clarkdale Middle School",False,,"{'followers_count': 289, 'following_count': 328, 'tweet_count': 3300, 'listed_count': 9}",,https://pbs.twimg.com/profile_images/1485302992790298624/60rpje4N_normal.jpg,,Katie Moffett,,mkatiemoffett,"Meridian, MS"
53287780,False,ビーチリゾートが好き🌺👨‍❤️‍👨餃子とビールが好き🍺🥟だらしない人間なのでグループ行動が苦手です🍃👶ふぁゆうでんの顔が丸い人💛😃@fa_u_den,False,,"{'followers_count': 1456, 'following_count': 1304, 'tweet_count': 53746, 'listed_count': 20}","{'description': {'mentions': [{'start': 65, 'end': 74, 'username': 'fa_u_den'}]}}",https://pbs.twimg.com/profile_images/1378164241992015873/CPj92NOq_normal.jpg,,ふぁじ,,fajfaj,宝塚
