,protected,verified,id,description,name,profile_image_url,url,public_metrics,username,entities,location,pinned_tweet_id
3066481,False,False,,I run a secret antifa training camp for feral cats.,Totally Responsible Person,https://pbs.twimg.com/profile_images/1054129610634346497/zhy2Ot7B_normal.jpg,,"{'followers_count': 120, 'following_count': 361, 'tweet_count': 4667, 'listed_count': 4}",ResponsibleUser,,"Atlanta, GA",1377305401981566979
2158427811,False,False,,,Carlos 😎,https://pbs.twimg.com/profile_images/378800000679706152/c9f0edb2b371aaacde05def13cf75994_normal.jpeg,,"{'followers_count': 16, 'following_count': 123, 'tweet_count': 290, 'listed_count': 0}",Mostachez,,,
37372035,False,False,,,Adam Aizenberg,https://pbs.twimg.com/profile_images/491927526147891200/Wajc1izi_normal.jpeg,https://t.co/vneGDFljPm,"{'followers_count': 193, 'following_count': 1261, 'tweet_count': 3552, 'listed_count': 4}",adamaiz,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vneGDFljPm', 'expanded_url': 'http://www.conescalas.com', 'display_url': 'conescalas.com'}]}}","Madrid, España",
1154098968009293826,False,False,,,Laura Best,https://pbs.twimg.com/profile_images/1154760656249413632/E__PfjL-_normal.jpg,,"{'followers_count': 1, 'following_count': 27, 'tweet_count': 192, 'listed_count': 0}",LauraBe85880146,,,
733480542,False,False,,"Scientist, mum, wife of @jmarlesw. Fan of gut bacteria, glycans and cazymes. Mannose evangelist. Lowe Lab, NUBI, Newcastle University",Lis Lowe👩🏼‍🔬,https://pbs.twimg.com/profile_images/1477345249072668679/2NFT9Fp8_normal.jpg,,"{'followers_count': 3009, 'following_count': 1740, 'tweet_count': 19950, 'listed_count': 42}",Lis_Lowe,"{'description': {'mentions': [{'start': 24, 'end': 33, 'username': 'jmarlesw'}]}}","Newcastle Upon Tyne, England",1488240349973782531
999172289357901824,False,False,,Student Welfare Manager & Deputy Safeguarding Lead.,Suzanne Lawrence@TKASA,https://pbs.twimg.com/profile_images/1452562112958586884/0CcbKGyh_normal.jpg,,"{'followers_count': 402, 'following_count': 136, 'tweet_count': 4312, 'listed_count': 2}",MrsLawr93368261,,King Alfred School TKASA,
901938952214646785,False,False,,tiffany | 29 | she/her | 🏳️‍🌈 | 💛💜 | i animate and draw sumtimes 😴| my brain is 98% dbz | ♏️☀️♏️🌙♏️🔼 | follow my art twit @tiffinmi,Squirpian,https://pbs.twimg.com/profile_images/1511959256609787909/TA7P337D_normal.jpg,https://t.co/zPdV9awyCf,"{'followers_count': 195, 'following_count': 364, 'tweet_count': 31335, 'listed_count': 0}",boobaramanatee,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zPdV9awyCf', 'expanded_url': 'http://recoome.tumblr.com', 'display_url': 'recoome.tumblr.com'}]}, 'description': {'mentions': [{'start': 122, 'end': 131, 'username': 'tiffinmi'}]}}",planet namek’s smithereens,
1453524324476936195,False,False,,Comencé mi andadura por los videojuegos con una Master System II y un Amstrad con monitor monocromático. ¡Y el resto es historia!,🦉 Duranium (sin equipo ni hashtags)🦉,https://pbs.twimg.com/profile_images/1455073188992454658/C1jheAIt_normal.jpg,https://t.co/bBf3v4RxZc,"{'followers_count': 26, 'following_count': 58, 'tweet_count': 346, 'listed_count': 0}",Duranium86,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bBf3v4RxZc', 'expanded_url': 'https://linktr.ee/Duranium', 'display_url': 'linktr.ee/Duranium'}]}}",,1453785166955126787
22029173,False,False,,✨The Official Twitter Princess ✨,Heather Schultz,https://pbs.twimg.com/profile_images/1500581486071848962/h6CTmFzL_normal.jpg,https://t.co/IvMQuGDqFr,"{'followers_count': 1337, 'following_count': 115, 'tweet_count': 244342, 'listed_count': 124}",HeatherSchultz,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/IvMQuGDqFr', 'expanded_url': 'https://linktr.ee/ShadowNShine', 'display_url': 'linktr.ee/ShadowNShine'}]}}",ShadowNShine.com,1297463860249722880
14742782,False,False,,💍💚 Cat mom. Corgi mom. Cryptogeek. Jawnbreaker 🎮,Ashley Harbison,https://pbs.twimg.com/profile_images/1521311766973751304/NVvqdHbl_normal.jpg,,"{'followers_count': 389, 'following_count': 810, 'tweet_count': 22027, 'listed_count': 17}",ashleyhrbsn,,South Jersey,
219261145,False,False,,"Marketing/eCom @ Emirates Holidays Scandinavia. When I tweet, it's my own views & opinions. | Aktienörd 📈 | 🏳️‍🌈",Hampus Malmström 🏳️‍🌈,https://pbs.twimg.com/profile_images/1346007499405668354/NL4Wn4NQ_normal.jpg,https://t.co/8uSn9uQOtw,"{'followers_count': 496, 'following_count': 1020, 'tweet_count': 8430, 'listed_count': 13}",Thildir,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8uSn9uQOtw', 'expanded_url': 'http://www.hampusmalmstrom.se', 'display_url': 'hampusmalmstrom.se'}]}}","Malmö, Sverige",1255593893044912128
119809427,False,False,,Have a great life and more to come!,kempasXcheras,https://pbs.twimg.com/profile_images/1519479378870423552/q3QL_ZnO_normal.jpg,,"{'followers_count': 71, 'following_count': 116, 'tweet_count': 4516, 'listed_count': 0}",syazreenrazali,,Kuala Lumpur,
226207559,False,False,,can say it all in 140 characters #fact ..... and if i can't i will just retweet someone else!,julian message,https://pbs.twimg.com/profile_images/1497474776025210882/tEbYidvE_normal.jpg,,"{'followers_count': 230, 'following_count': 576, 'tweet_count': 5791, 'listed_count': 4}",julesy77,"{'description': {'hashtags': [{'start': 33, 'end': 38, 'tag': 'fact'}]}}",,
1170354290306818048,False,False,,Preferred pronoun = Lady.,Close Cover Before Striking 💜🇺🇦,https://pbs.twimg.com/profile_images/1398322597285306369/ATX3FhkP_normal.jpg,,"{'followers_count': 3473, 'following_count': 4534, 'tweet_count': 21322, 'listed_count': 2}",solarwhite100,,Blighty,1476102901193924611
3371951825,False,False,,,Miguel Sb,https://pbs.twimg.com/profile_images/1499148448616095745/XKiFjZRG_normal.jpg,,"{'followers_count': 58, 'following_count': 869, 'tweet_count': 16631, 'listed_count': 0}",MiguelSb5,,"Corunna, Galicia",
493719103,False,False,,"I ❤️🐧 &🐱 & have a fear of 🐦. Feminist. Progressive. Ally. Troublemaker. Sick Bitch. She/her “In America, right matters”. #TheResistance. #kaleidoscope 🌈",🏳️‍🌈🖤Karen 2 Kitty 🍚 💛🏳️‍🌈,https://pbs.twimg.com/profile_images/1470204661198110726/GzUZf9C7_normal.jpg,https://t.co/sAMFV74iZJ,"{'followers_count': 833, 'following_count': 2439, 'tweet_count': 28003, 'listed_count': 13}",penguinkitty87,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sAMFV74iZJ', 'expanded_url': 'http://penguinkitty87.wordpress.com', 'display_url': 'penguinkitty87.wordpress.com'}]}, 'description': {'hashtags': [{'start': 121, 'end': 135, 'tag': 'TheResistance'}, {'start': 137, 'end': 150, 'tag': 'kaleidoscope'}]}}","Indianapolis, Indiana",1043545206937845761
620348824,False,False,,,Tirza,https://pbs.twimg.com/profile_images/2525277324/wd8cq66jf13v21lcew68_normal.jpeg,,"{'followers_count': 21, 'following_count': 253, 'tweet_count': 562, 'listed_count': 0}",TirzaGR,,,
579788150,False,False,,Artist & ukelele student. A retweet is not necessarily an endorsement.,WendyS,https://pbs.twimg.com/profile_images/1494218194730758148/X_HaDoWj_normal.jpg,https://t.co/9vUiY1DtW3,"{'followers_count': 1439, 'following_count': 3825, 'tweet_count': 29011, 'listed_count': 4}",wends1958,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9vUiY1DtW3', 'expanded_url': 'https://bluethumb.com.au/artworks/search/Wendy%20schneider', 'display_url': 'bluethumb.com.au/artworks/searc…'}]}}",Dja Dja Wurrung country,1483574986401267712
47181401,False,False,,"Mummy to Freddie, Presenter at @BBCLancashire, event host, funeral celebrant, podcaster, voiceover, columnist, DJ & panto performer. 👇🏻",Hayley Kay,https://pbs.twimg.com/profile_images/1446441829323493394/KMTorW1E_normal.jpg,https://t.co/gJSw40sBuv,"{'followers_count': 5472, 'following_count': 998, 'tweet_count': 19187, 'listed_count': 29}",misshayleykay,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gJSw40sBuv', 'expanded_url': 'https://podcasts.apple.com/gb/podcast/the-ged-and-hayley-show/id1521220839?i=1000536968527', 'display_url': 'podcasts.apple.com/gb/podcast/the…'}]}, 'description': {'mentions': [{'start': 31, 'end': 45, 'username': 'BBCLancashire'}]}}",Blackpool,1463603111122067462
1119947870,False,False,,Leeds United & Wales Away // SC // WGLC // 28 // Married to Soph // Father to Isaac,Nathan,https://pbs.twimg.com/profile_images/1019895832819195904/ebL-Uerg_normal.jpg,,"{'followers_count': 1702, 'following_count': 2291, 'tweet_count': 46353, 'listed_count': 7}",NathJones16,,Valleys... Ex North Wales ,1054416476554387457
1143118087,False,False,,"De León. Amante de los 🐶.Mamá de Martín, mujer de Carlos.",barbarisima,https://pbs.twimg.com/profile_images/1193474445597401088/LD9CJBr6_normal.jpg,,"{'followers_count': 22, 'following_count': 150, 'tweet_count': 337, 'listed_count': 1}",barbarisima20,,"León, España",1239632969205264384
1425317452855001092,False,False,,“Es imposible conseguir que alguien abandone mediante el razonamiento una convicción a la que no llegó razonando”. Jonathan Swift.,Curro,https://pbs.twimg.com/profile_images/1517218593884315649/sY1eIqCK_normal.jpg,,"{'followers_count': 114, 'following_count': 83, 'tweet_count': 1631, 'listed_count': 1}",curro_sfc,,,1518148780952100865
326786371,False,False,,"https://t.co/82rj2CkDoc

Kayıp Düşler Peşinde, Salyangozun Yolculuğu,     https://t.co/QsRu19IuF9",Nuran Durmaz,https://pbs.twimg.com/profile_images/1292017075121266688/alB8UJUm_normal.jpg,https://t.co/QsRu19IuF9,"{'followers_count': 611, 'following_count': 455, 'tweet_count': 3403, 'listed_count': 0}",NuranDD,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QsRu19IuF9', 'expanded_url': 'http://nurandurmaz.wordpress.com', 'display_url': 'nurandurmaz.wordpress.com'}]}, 'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/82rj2CkDoc', 'expanded_url': 'https://www.nurandurmaz.com/', 'display_url': 'nurandurmaz.com'}, {'start': 74, 'end': 97, 'url': 'https://t.co/QsRu19IuF9', 'expanded_url': 'http://nurandurmaz.wordpress.com', 'display_url': 'nurandurmaz.wordpress.com'}]}}",,
1238052551339192321,False,False,,"Padre,Marido,Hijo, Hermano. La familia es lo 1º, después está mi Real Madrid. Grado en Criminología. Digo lo que digo, no lo que tú creas entender. Viva España",McGyver 💚🇪🇸💚,https://pbs.twimg.com/profile_images/1509997781947199497/62KJfEFH_normal.jpg,,"{'followers_count': 194, 'following_count': 426, 'tweet_count': 7492, 'listed_count': 0}",McGyverGP,,"La Bañeza, León, España",1297311948464369664
617235897,False,False,,"✨ Somewhere along in the bitterness ✨ Shippeando titanics desde siempre. Intensa, nocturna e intuitiva. Trying to avoid real life by entering fictional worlds.",Unos tanto,https://pbs.twimg.com/profile_images/1386095512714162176/8L-H-mIc_normal.jpg,,"{'followers_count': 129, 'following_count': 58, 'tweet_count': 14123, 'listed_count': 1}",otrostanpoco,,❄️,1509662050846449672
1216118036,False,False,,Pare i Boomer,Josep SG,https://pbs.twimg.com/profile_images/1042005475154386945/MLNyv02S_normal.jpg,,"{'followers_count': 324, 'following_count': 373, 'tweet_count': 10923, 'listed_count': 1}",castellvilar,,"Castellvilarenc,Terrassenc ",
298619589,False,False,,,Ann Chapman,https://pbs.twimg.com/profile_images/3488340875/72edcf518d6ab42a55ffaf5a8e486f56_normal.jpeg,,"{'followers_count': 11, 'following_count': 52, 'tweet_count': 454, 'listed_count': 0}",annchap56,,,
455913408,False,False,,,Sian Hart,https://pbs.twimg.com/profile_images/1279701208299683840/bQ-TYMvw_normal.jpg,,"{'followers_count': 14, 'following_count': 79, 'tweet_count': 378, 'listed_count': 0}",SianHart1,,,
1398257851534131204,False,False,,"Postdoc researcher at @LaboJeanPerrin. Previously a PhD candidate at @unilim, as part of the @POLYTHEA1 project",Nidia Maldonado Carmona,https://pbs.twimg.com/profile_images/1398258152567627777/gYvkxUHI_normal.jpg,,"{'followers_count': 126, 'following_count': 184, 'tweet_count': 1421, 'listed_count': 0}",TheScienceGoat,"{'description': {'mentions': [{'start': 22, 'end': 37, 'username': 'LaboJeanPerrin'}, {'start': 69, 'end': 76, 'username': 'unilim'}, {'start': 93, 'end': 103, 'username': 'POLYTHEA1'}]}}",,
85825317,False,False,,,Yetty,https://pbs.twimg.com/profile_images/1514716022288404484/YU2OlIjF_normal.jpg,,"{'followers_count': 1036, 'following_count': 548, 'tweet_count': 70814, 'listed_count': 14}",YetundeO_,,"Abuja, Nigeria",
4851776906,False,False,,,Carrie💙💛,https://pbs.twimg.com/profile_images/1503482254403768324/HTQVL1YZ_normal.jpg,,"{'followers_count': 4, 'following_count': 130, 'tweet_count': 387, 'listed_count': 0}",cportlance,,"Minnesota, USA",
921849002,False,False,,Intellectually Promiscuous | Lonely Mind in The Universe,Dexter,https://pbs.twimg.com/profile_images/1515593302338420740/JWtWfhb4_normal.jpg,https://t.co/mRKuhBm9AA,"{'followers_count': 550, 'following_count': 341, 'tweet_count': 11335, 'listed_count': 4}",Rmhuneineh,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mRKuhBm9AA', 'expanded_url': 'https://www.instagram.com/dexter_m_h/', 'display_url': 'instagram.com/dexter_m_h/'}]}}","Torino, Italy",
635607074,False,False,,should've never said the word love,Fati,https://pbs.twimg.com/profile_images/1393871261131055109/gLBIJ9V9_normal.jpg,https://t.co/eLNBbFuuJb,"{'followers_count': 405, 'following_count': 276, 'tweet_count': 7928, 'listed_count': 0}",Fatii_12,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eLNBbFuuJb', 'expanded_url': 'http://Instagram.com/fatxma1828', 'display_url': 'Instagram.com/fatxma1828'}]}}","Los Barrios, España",
14268036,False,False,,,Sandeep,https://pbs.twimg.com/profile_images/515024331546427392/PvsbqtIG_normal.jpeg,,"{'followers_count': 85, 'following_count': 140, 'tweet_count': 77, 'listed_count': 0}",me_sandz,,Mumbai,
1271120808082132993,False,False,,Gay not 'queer',Littlest HOMOsexual,https://pbs.twimg.com/profile_images/1385702126425448451/oceAw8fH_normal.jpg,,"{'followers_count': 11245, 'following_count': 9722, 'tweet_count': 50050, 'listed_count': 33}",HomoLittlest,,justified genders of woo woo,1318643251545559040
826941253,False,False,,ガチ推しエレシュキガル💓💓可愛い女の子と虫が好き😚好きな物→ #神姫プロジェクト /虫/とうがらし(胃炎のため自粛ちう) /遊☆戯☆王SEVENS(ルーク推し)/ポケモン（1ヶ月に1週間のペースで鬱ります(あんまりリプ返さないかも) aluseluka@yahoo.co.jp,あるせ,https://pbs.twimg.com/profile_images/1429413961607225344/zcXrZcD__normal.jpg,https://t.co/2lrkjnymre,"{'followers_count': 610, 'following_count': 402, 'tweet_count': 31143, 'listed_count': 0}",YggLia,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2lrkjnymre', 'expanded_url': 'https://xn--28jpm1al7tufrf3ah1ntfxlxj6461bijqhgfpc.com', 'display_url': 'イラスト載せてたところサービス終了.com'}]}, 'description': {'hashtags': [{'start': 31, 'end': 40, 'tag': '神姫プロジェクト'}]}}",エアコン,1261712632660127745
1427925673,False,False,,技術職の人。たまに走るトライアスリートもどき🏃,とリぱん,https://pbs.twimg.com/profile_images/1508883350181883907/D5cTkW1U_normal.jpg,,"{'followers_count': 220, 'following_count': 339, 'tweet_count': 3547, 'listed_count': 3}",toripam12ya5,,"England, United Kingdom",1486106373536497666
740707281654808576,False,False,,she/her,reez,https://pbs.twimg.com/profile_images/1414747748969054209/IwnirIwD_normal.jpg,,"{'followers_count': 40, 'following_count': 106, 'tweet_count': 1910, 'listed_count': 1}",pearishi,,Vancouver,1405239514658795520
29249955,False,False,,"Noter, relayer of occurrences. Admirer, producer of arty bits. Frilly wordster. Tune hound.",RoMaCaJa,https://pbs.twimg.com/profile_images/1453578134046003200/8qRPaTZM_normal.jpg,https://t.co/RtpoUlf7F7,"{'followers_count': 820, 'following_count': 1807, 'tweet_count': 5940, 'listed_count': 28}",RobertaCarrowJ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RtpoUlf7F7', 'expanded_url': 'http://www.LouisianaNorthshore.com', 'display_url': 'LouisianaNorthshore.com'}]}}",New Orleans area,
232585674,False,False,,Orgullosa katana catalana 😌😏😈 i fins la xona de pràcticament tot 😒😤🤬,Emprenyada 🙋🏼‍♀️ ||⭐️||,https://pbs.twimg.com/profile_images/1484648722109771776/Myw3iMv7_normal.jpg,,"{'followers_count': 4626, 'following_count': 4798, 'tweet_count': 33676, 'listed_count': 3}",louloucruz,,República Catalana,1156124871010770944
157384357,False,False,,"Travel addict, food lover",Jane Harmes,https://pbs.twimg.com/profile_images/1097059820715339776/1cJWo1fM_normal.jpg,,"{'followers_count': 18, 'following_count': 45, 'tweet_count': 783, 'listed_count': 0}",jich63,,Milton Keynes,
860863962623217664,False,False,,they/them | 22 | you're wrong for running away from reality.,✍🏻SK1NW4LK3R✍🏻,https://pbs.twimg.com/profile_images/1521580731381817345/UTc83a0Q_normal.jpg,https://t.co/JP4mylK2lZ,"{'followers_count': 424, 'following_count': 900, 'tweet_count': 35333, 'listed_count': 1}",Loreng0_,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JP4mylK2lZ', 'expanded_url': 'http://twitch.tv/loreng0_', 'display_url': 'twitch.tv/loreng0_'}]}}",MINORS DNI,1202427071030583298
837951027215220736,False,False,,"I en acabat, que cadascú es vesteixi
com bonament li plagui, i via fora!,
que tot està per fer i tot és possible.
https://t.co/bL2NE3Wjfu",Jordi Indi 🎗🎗🎗🎗,https://pbs.twimg.com/profile_images/952232481083854848/G1N5lm0G_normal.jpg,,"{'followers_count': 3792, 'following_count': 4989, 'tweet_count': 33445, 'listed_count': 4}",jordindi,"{'description': {'urls': [{'start': 114, 'end': 137, 'url': 'https://t.co/bL2NE3Wjfu', 'expanded_url': 'http://consellrepublica.cat', 'display_url': 'consellrepublica.cat'}]}}",Chile,
101468849,False,False,,"""I'm not crazy, my mother had me tested."" - Sheldon Cooper (The Big Bang Theory)",𝑫𝒂𝒍𝒃𝒊𝒕 🌙✨,https://pbs.twimg.com/profile_images/1274283238425423873/ydOS4Bnh_normal.jpg,,"{'followers_count': 225, 'following_count': 112, 'tweet_count': 72232, 'listed_count': 1}",MissOctopuzzy,,,
259675760,False,False,,"Cine, cómics, series, libros, manga y anime (no necesariamente en ese orden). Hablo de cine en Letterboxd, 'El camino del hombre recto' y @ElContrapodcast 🎧🎬",Borja Jiménez Santos,https://pbs.twimg.com/profile_images/1143098933687783424/HlarSXRg_normal.jpg,https://t.co/XQJ51t57xu,"{'followers_count': 509, 'following_count': 1035, 'tweet_count': 8204, 'listed_count': 32}",Borekun,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XQJ51t57xu', 'expanded_url': 'https://blogelcaminodelhombrerecto.blogspot.com/', 'display_url': '…ogelcaminodelhombrerecto.blogspot.com'}]}, 'description': {'mentions': [{'start': 138, 'end': 154, 'username': 'ElContrapodcast'}]}}",Málaga,1316682917431709703
67407718,False,False,,#everything,SeanR,https://pbs.twimg.com/profile_images/1383510376357122059/cSmbtQxd_normal.jpg,,"{'followers_count': 289, 'following_count': 400, 'tweet_count': 26212, 'listed_count': 6}",SeanR1974,"{'description': {'hashtags': [{'start': 0, 'end': 11, 'tag': 'everything'}]}}",London,
1503544230,False,False,,#GYROZEPPELI: horses literally don’t even say neigh they are like blerrhjakjdksjk someone is fucking lying…….| ic: hayashiikanaa,momo 🌸,https://pbs.twimg.com/profile_images/1517907315734859779/Gv1A3dRS_normal.jpg,https://t.co/Ktn7KyC83j,"{'followers_count': 1089, 'following_count': 114, 'tweet_count': 266750, 'listed_count': 23}",poetartistjh,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Ktn7KyC83j', 'expanded_url': 'https://gyjozeppelis.carrd.co/', 'display_url': 'gyjozeppelis.carrd.co'}]}, 'description': {'hashtags': [{'start': 0, 'end': 12, 'tag': 'GYROZEPPELI'}]}}",they/star/hero • read carrd ,1479965239022084096
15221581,False,False,,i hope to bring a little more light wherever i go ☾ i'm most at home at a live show • she/her • HOPEFUL EMO REBEL HIPPIE WEIRDO,xoxo heather,https://pbs.twimg.com/profile_images/1516619233924427789/175-aKAx_normal.jpg,https://t.co/yZRQb8SUsK,"{'followers_count': 913, 'following_count': 2568, 'tweet_count': 48372, 'listed_count': 26}",heathinrealtime,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yZRQb8SUsK', 'expanded_url': 'http://instagram.com/heatherjean115', 'display_url': 'instagram.com/heatherjean115'}]}}","Illinois, USA",817151273480974336
3133517541,False,False,,"Jaén, Andalucía // illojuaner😈",Elena🌸,https://pbs.twimg.com/profile_images/1512507883656732679/cn-bnapL_normal.jpg,https://t.co/Diap0SPUTU,"{'followers_count': 437, 'following_count': 468, 'tweet_count': 9950, 'listed_count': 1}",elenacruuz96,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Diap0SPUTU', 'expanded_url': 'https://www.instagram.com/elenacruuz96/', 'display_url': 'instagram.com/elenacruuz96/'}]}}",🌐,1323373827183775753
305626977,False,False,,"Atleti por las venas. Ante todo, siempre, coraje, corazón y cabeza.
De El Burgo de Ebro, el Atleti y de Sabina ¿se puede ser más canalla?",enrique capdevila,https://pbs.twimg.com/profile_images/719245069203730432/yMnHlJcZ_normal.jpg,,"{'followers_count': 514, 'following_count': 990, 'tweet_count': 50418, 'listed_count': 4}",ecapdevila65,,,1186318115564638210
209505720,False,False,,Me dijeron que esa foto me traeria problemas... 💉💉Jannsen-Moderna. Yates y jets antes que diesels,Ladislaus Nim,https://pbs.twimg.com/profile_images/1487460547775930368/qikKuTm__normal.jpg,,"{'followers_count': 130, 'following_count': 198, 'tweet_count': 27950, 'listed_count': 10}",ladislaus_nim,,,
48446208,False,False,,,Bankofdad,https://pbs.twimg.com/profile_images/716203616063905792/YKn-uhLp_normal.jpg,,"{'followers_count': 108, 'following_count': 247, 'tweet_count': 1295, 'listed_count': 0}",pbutler3378,,Worcestershire,
2664310885,False,False,,"es very difficult todo esto

🌼she/ella🌼",🕐🕒🕐🕑,https://pbs.twimg.com/profile_images/1377263269849751554/eCoJ0fI7_normal.jpg,https://t.co/3JuzX9b96h,"{'followers_count': 250, 'following_count': 527, 'tweet_count': 134255, 'listed_count': 13}",ohkissmedead,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3JuzX9b96h', 'expanded_url': 'https://Instagram.com/kozmicblueeyes/', 'display_url': 'Instagram.com/kozmicblueeyes/'}]}}",,1508087848016220164
6220862,False,True,,"Called a thing the Internet of Things—Wrote How to Fly A Horse: The Secret History of Creation, Invention & Discovery https://t.co/WgqHkJZ5gB—He/Him",Kevin Ashton,https://pbs.twimg.com/profile_images/517162987203731456/Pl7zEiRV_normal.jpeg,https://t.co/gl71BmLgLI,"{'followers_count': 10821, 'following_count': 530, 'tweet_count': 11863, 'listed_count': 504}",Kevin_Ashton,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gl71BmLgLI', 'expanded_url': 'http://www.howtoflyahorse.com', 'display_url': 'howtoflyahorse.com'}]}, 'description': {'urls': [{'start': 118, 'end': 141, 'url': 'https://t.co/WgqHkJZ5gB', 'expanded_url': 'http://amzn.to/1jTEwzf', 'display_url': 'amzn.to/1jTEwzf'}]}}","Austin, Texas",1343393203328847876
880802996149518340,False,False,,"Gardener, Rusty Astrophysicist and European",Sir Fiftysomething Gardener 💛💙🇺🇦,https://pbs.twimg.com/profile_images/1474500361490776074/OBCHz8-4_normal.jpg,,"{'followers_count': 204, 'following_count': 438, 'tweet_count': 9901, 'listed_count': 1}",cotswold31415,,North Cotswolds,
204402527,False,False,,"F1, gigs, Nottingham Forest, politics.",Michael Winfield,https://pbs.twimg.com/profile_images/1373795576446341121/SLQAFk7C_normal.jpg,https://t.co/3U7aGD2OdJ,"{'followers_count': 324, 'following_count': 875, 'tweet_count': 5428, 'listed_count': 7}",MSWinF1eld,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3U7aGD2OdJ', 'expanded_url': 'http://twitch.tv/swinny_93', 'display_url': 'twitch.tv/swinny_93'}]}}",Derby/Nottingham,
755519624,False,False,,"1961 vintage. Double vaxxed and boosted.Welsh/Scot. Likes wildlife, Narrow guage trains,dogs,castles, Celtic FC and single malts not always in that order.",peter hughes🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦,https://pbs.twimg.com/profile_images/1521197025202745345/Q_9K1RQe_normal.jpg,,"{'followers_count': 54, 'following_count': 66, 'tweet_count': 2386, 'listed_count': 0}",peterhughes61,,Merseyside,
3133992100,False,False,,pickles fanpage,Jan Rübel,https://pbs.twimg.com/profile_images/1508111236055150595/QljyxxMj_normal.jpg,,"{'followers_count': 6, 'following_count': 11, 'tweet_count': 284, 'listed_count': 0}",dumbassjprueb,,sauce,
133021952,False,False,,"Pues aquí estoy, de ciudadana del mundo... he pasado por España 🇪🇸, Corea del Sur 🇰🇷, Irlanda 🇮🇪, Japón 🇯🇵y… de vuelta a Corea 🇰🇷",크리스티나,https://pbs.twimg.com/profile_images/1247110137824677889/RM8kdT59_normal.jpg,,"{'followers_count': 94, 'following_count': 595, 'tweet_count': 17694, 'listed_count': 2}",Sun_for_Rain,,Spain,
709585521131913217,False,False,,"jesus christ, fred.",♡ 𝚔𝚊𝚢𝚕𝚊 ♡,https://pbs.twimg.com/profile_images/1511211657602772993/oOnLfBFt_normal.jpg,https://t.co/gzlSPJVs24,"{'followers_count': 444, 'following_count': 588, 'tweet_count': 15290, 'listed_count': 4}",genralsolo,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gzlSPJVs24', 'expanded_url': 'http://twitch.tv/slayuhorgana', 'display_url': 'twitch.tv/slayuhorgana'}]}}","𝚜𝚑𝚎/𝚑𝚎𝚛, 𝟸𝟺, 𝚙𝚊𝚗",1486761322012463109
2572428636,False,False,,🇺🇦,Chris Fell,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,"{'followers_count': 7, 'following_count': 57, 'tweet_count': 347, 'listed_count': 0}",chrisifell,,"UK, Europe.",
31409155,False,False,,,LadyToscano,https://pbs.twimg.com/profile_images/1483555571244716042/on-2b7L0_normal.jpg,https://t.co/Tro5qSGXbR,"{'followers_count': 197, 'following_count': 332, 'tweet_count': 41471, 'listed_count': 3}",Toscanorevenge,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Tro5qSGXbR', 'expanded_url': 'http://toscanorevenge.deviantart.com', 'display_url': 'toscanorevenge.deviantart.com'}]}}",Madrid,1096041435579715584
34884943,False,False,,"Welsh, football loving,  Methodist, mass spectrometrist
she/her",Julie Herniman 💙,https://pbs.twimg.com/profile_images/1188180887302819847/U8hh8oNG_normal.jpg,,"{'followers_count': 364, 'following_count': 865, 'tweet_count': 5282, 'listed_count': 2}",julieherniman,,Southampton,
21313938,False,False,,,Leo Doyle,https://pbs.twimg.com/profile_images/547472712537747456/f6yYkatF_normal.jpeg,,"{'followers_count': 28, 'following_count': 214, 'tweet_count': 167, 'listed_count': 0}",LeoDo,,"Edinburgh, Scotland",
