id,profile_image_url,url,public_metrics,username,protected,name,description,location,verified,entities,pinned_tweet_id
1332609726442565632,https://pbs.twimg.com/profile_images/1347835425285693444/xrlNmizm_normal.jpg,,"{'followers_count': 482, 'following_count': 1386, 'tweet_count': 27178, 'listed_count': 1}",Arguitxu1,False,Arguitxu,Yo,,False,,
235554193,https://pbs.twimg.com/profile_images/2234251681/walton_breck_normal.jpg,,"{'followers_count': 88, 'following_count': 323, 'tweet_count': 4044, 'listed_count': 4}",afarlie,False,Alan Farlie,,,False,,
350712978,https://pbs.twimg.com/profile_images/945768040288980993/F-pKeq-d_normal.jpg,,"{'followers_count': 138, 'following_count': 100, 'tweet_count': 3493, 'listed_count': 0}",0_0Jesse,False,Jesse,,"New York, NY",False,,9.444212158543176e+17
286573637,https://pbs.twimg.com/profile_images/1277195959836033033/hFTN5XKv_normal.jpg,,"{'followers_count': 281, 'following_count': 233, 'tweet_count': 13392, 'listed_count': 1}",JuanFrybs,False,JF,Siguen mis pisadas pero no llenan mis huellas 💪,Andén 9 y 3/4,False,,
116788552,https://pbs.twimg.com/profile_images/618723367311527936/Y83YBDFW_normal.jpg,,"{'followers_count': 177, 'following_count': 705, 'tweet_count': 5579, 'listed_count': 4}",SarahGarlick88,False,Sarah Garlick,,London,False,,
434857785,https://pbs.twimg.com/profile_images/1038597128921202688/Cc5aD0d4_normal.jpg,,"{'followers_count': 125, 'following_count': 358, 'tweet_count': 2901, 'listed_count': 1}",mcs7776,False,mcs7776,Games enjoyer,around the globe,False,,9.426833853146358e+17
1085660160,https://pbs.twimg.com/profile_images/1503473425972666370/uXHYFMA8_normal.jpg,,"{'followers_count': 849, 'following_count': 236, 'tweet_count': 1663, 'listed_count': 4}",gambi_know,False,24601,https://t.co/j2AnOPgeWG,"Accra, Ghana",False,"{'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/j2AnOPgeWG', 'expanded_url': 'https://m.imdb.com/name/nm6735527/', 'display_url': 'm.imdb.com/name/nm6735527/'}]}}",
4805510496,https://pbs.twimg.com/profile_images/1518247113213329409/7H6irYr3_normal.jpg,https://t.co/G1HYUbkeDw,"{'followers_count': 597, 'following_count': 298, 'tweet_count': 96609, 'listed_count': 20}",0XJJUNIE,False,donn ✘,kim namjoon: i may not know love but i know snacks. white. bi demigirl. 22. they/she.,multi tv + kpop ,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/G1HYUbkeDw', 'expanded_url': 'https://0xjjunie.carrd.co/', 'display_url': '0xjjunie.carrd.co'}]}}",1.5108257189173084e+18
468313242,https://pbs.twimg.com/profile_images/1347072235618631681/gHWWF8Zj_normal.jpg,,"{'followers_count': 2561, 'following_count': 971, 'tweet_count': 74235, 'listed_count': 59}",vvpjose,False,Jose 🏳️‍🌈,Administrativo. Repartidor de risas y sonrisas. Feliz. Muy feliz. 😉,Nules (Castellón),False,,5.4309618624968294e+17
1312693105838092288,https://pbs.twimg.com/profile_images/1511724471140622337/ayw02CKr_normal.jpg,https://t.co/rj0J7CtRIZ,"{'followers_count': 159, 'following_count': 182, 'tweet_count': 80907, 'listed_count': 2}",rwlzrwlz,False,리써,인생은 초코뽱,Team Jäger🎲,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rj0J7CtRIZ', 'expanded_url': 'https://rwlzrwlz.carrd.co/', 'display_url': 'rwlzrwlz.carrd.co'}]}}",1.479744439820034e+18
18947216,https://pbs.twimg.com/profile_images/996060879694147585/5y24CgNy_normal.jpg,,"{'followers_count': 1668, 'following_count': 96, 'tweet_count': 23367, 'listed_count': 20}",NathalieWTF,False,Nathalie,"Denver living, Virgo, hairstylist, what is Twitter really?","Denver, CO",False,,1.4956730343465e+18
369683021,https://pbs.twimg.com/profile_images/1426989724581892103/om5KKrtM_normal.jpg,https://t.co/AsrFagsM73,"{'followers_count': 10814, 'following_count': 7735, 'tweet_count': 42057, 'listed_count': 102}",andrew_cowley23,False,Andrew Cowley FCCT,Ex DHT. Wellbeing in education:writer and speaker. #WellbeingCPD. Co-founder @HealthyToolkit  Author @BloomsburyEd #TheWellbeingToolkit  #TheWellbeingCurriculum,London,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AsrFagsM73', 'expanded_url': 'https://healthyteachertoolkit.wordpress.com/', 'display_url': 'healthyteachertoolkit.wordpress.com'}]}, 'description': {'hashtags': [{'start': 51, 'end': 64, 'tag': 'WellbeingCPD'}, {'start': 115, 'end': 135, 'tag': 'TheWellbeingToolkit'}, {'start': 137, 'end': 160, 'tag': 'TheWellbeingCurriculum'}], 'mentions': [{'start': 77, 'end': 92, 'username': 'HealthyToolkit'}, {'start': 101, 'end': 114, 'username': 'BloomsburyEd'}]}}",1.4577573205791089e+18
1516723076280438784,https://pbs.twimg.com/profile_images/1516723363858636802/xVH05zX7_normal.jpg,,"{'followers_count': 0, 'following_count': 27, 'tweet_count': 14, 'listed_count': 0}",blueladderblues,False,Her Royal Highness,,,False,,
349044652,https://pbs.twimg.com/profile_images/1499259504613294082/SBGinIP5_normal.jpg,,"{'followers_count': 42, 'following_count': 57, 'tweet_count': 550, 'listed_count': 0}",jun2aska1979,False,じゅんがりん,ASKA（Fellows）／ゆず／ゴリパラ／ミスチル／プロ野球（巨人、ソフトバンク）／三谷幸喜,福岡県久留米市,False,,
29045114,https://pbs.twimg.com/profile_images/1274985085574488066/6yEiGQij_normal.jpg,,"{'followers_count': 222, 'following_count': 261, 'tweet_count': 21631, 'listed_count': 4}",angeljux,False,Angel Julca,"Angelito

31

Rut 3:11

💙",,False,,1.457487615951782e+18
86697663,https://pbs.twimg.com/profile_images/1485228951437938688/V-E-ZFoj_normal.jpg,,"{'followers_count': 69, 'following_count': 211, 'tweet_count': 21047, 'listed_count': 0}",sakusake,False,sakusake,“旅に病んで夢は枯野をかけ廻る”+ラーメンと温泉/非日常への憧れは現実からの逃避/理想を追い続ける/無い物ねだり/能力・武器が欲しい/寺社仏閣、城に住みたい/現代アートとフェルメール/働かずに生きるが目標/投資スタイルは株主優待と配当重視、無理しない/SF、ファンタジー、ミステリー/ラジオ/カオスと世界平和/フォーリミ,,False,,
103523278,https://pbs.twimg.com/profile_images/1452152993105670149/cLwUaTJC_normal.jpg,,"{'followers_count': 547, 'following_count': 605, 'tweet_count': 28505, 'listed_count': 7}",dhikaaz,False,Andhika AR Chalid,an overthinker,"Bandung, Indonesia",False,,1.0899230233212928e+18
1012051454,https://pbs.twimg.com/profile_images/1477054043952279552/4C6LTNi-_normal.jpg,,"{'followers_count': 24, 'following_count': 370, 'tweet_count': 395, 'listed_count': 1}",DamonB18,False,Damon Bell,"50yr old apprentice
Ex Supply Chain Consultant & Software Co owner 
5 kids,1 grandson & Awesome wife.
Lifetime National supporter
Voted Labour
Moral Atheist",,False,,
1034594040686071808,https://pbs.twimg.com/profile_images/1377179323015200777/U1Rr3PKU_normal.jpg,,"{'followers_count': 43, 'following_count': 283, 'tweet_count': 1838, 'listed_count': 1}",alxngrd,False,alex,,"Salt Lake City, UT",False,,
254946970,https://pbs.twimg.com/profile_images/1499969758300626946/J5d8mX0c_normal.jpg,,"{'followers_count': 147, 'following_count': 191, 'tweet_count': 4471, 'listed_count': 2}",HMQueenB,False,hmqueenb,P.A./ Activist /Voiceover Artist / Swing Dancer /Copywriter / Actor/ Music Junkie / Culture Vulture / Writer/ Lover of All Things Vintage,Malta,False,,
269964607,https://pbs.twimg.com/profile_images/1506381906027454472/yR0qOGRD_normal.jpg,,"{'followers_count': 206, 'following_count': 1347, 'tweet_count': 5067, 'listed_count': 0}",agnescarreras,False,Agnès Carreras 🎗,"«Cridem qui som i que tothom ho escolti. I en acabat, que cadascú es vesteixi com bonament li plagui, i via fora! que tot està per fer i tot és possible.»",Catalunya,False,,9.258394020262707e+17
213444019,https://pbs.twimg.com/profile_images/1314319295682314241/jmOhuHrt_normal.jpg,,"{'followers_count': 121, 'following_count': 468, 'tweet_count': 6070, 'listed_count': 3}",PoppaBottch,False,Steve Bottchen,Do something better today than you did yesterday.,"Pelham, Al",False,,
1497880361732386816,https://pbs.twimg.com/profile_images/1506309313710731273/GtMBcvKJ_normal.jpg,,"{'followers_count': 60, 'following_count': 125, 'tweet_count': 440, 'listed_count': 0}",srhsalas,False,Sarah ✨,"oposito a judicatura, juego a wordle, me quejo, escucho carnaval y adoro a @harry_styles",,False,"{'description': {'mentions': [{'start': 75, 'end': 88, 'username': 'harry_styles'}]}}",1.5047751985869087e+18
1029129751137595392,https://pbs.twimg.com/profile_images/1495260247836999684/JNXEATqe_normal.jpg,,"{'followers_count': 156, 'following_count': 441, 'tweet_count': 5680, 'listed_count': 0}",Markusbv2,False,Chico 🍂 Golden Retriever 🍂,"LQI /Friendly gay dad, who wants you to succeed / 🦕💜🦖",he/they,False,,1.3086313028583997e+18
362406704,https://pbs.twimg.com/profile_images/1126595920429293568/L_qqrshb_normal.jpg,https://t.co/ytgpSaOkbn,"{'followers_count': 249, 'following_count': 240, 'tweet_count': 2057, 'listed_count': 1}",Workirow,False,David 🏉 W 🎗️ Segarra 🚜 Llao,"Economista i emprenedor de Tractoria Sud, República de Catalunya.",Catalunya,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ytgpSaOkbn', 'expanded_url': 'http://egestions.cat', 'display_url': 'egestions.cat'}]}}",9.434653867202888e+17
61742943,https://pbs.twimg.com/profile_images/1514681404008841220/twcZtqWQ_normal.jpg,,"{'followers_count': 532, 'following_count': 444, 'tweet_count': 130169, 'listed_count': 12}",Flintaxe,False,Amanda 🏴󠁧󠁢󠁷󠁬󠁳󠁿,"Pluen eira. Autistic. 
Instagram: @amandaandcharlie
Dw i'n garu fy nghi yn fawr iawn.",🏴󠁧󠁢󠁷󠁬󠁳󠁿,False,"{'description': {'mentions': [{'start': 34, 'end': 51, 'username': 'amandaandcharlie'}]}}",1.1797934232530207e+18
43962432,https://pbs.twimg.com/profile_images/1487689948421521410/12O6xL6x_normal.jpg,https://t.co/KJwkWsiNen,"{'followers_count': 319, 'following_count': 380, 'tweet_count': 12651, 'listed_count': 4}",beachweeds,False,cait with a hurty tummy,"she/her • DO GOOD RECKLESSLY • your local curly-haired grandma friend who loves soup, has Crohn's, and talks about 💩 a lot.","Edmonton, Alberta",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/KJwkWsiNen', 'expanded_url': 'http://instagram.com/crohnky', 'display_url': 'instagram.com/crohnky'}]}}",
1231989625360650240,https://pbs.twimg.com/profile_images/1521493891438063619/gIrJHIw__normal.jpg,https://t.co/6hAlMBbQhX,"{'followers_count': 1261, 'following_count': 4169, 'tweet_count': 49673, 'listed_count': 2}",JKJeonEuphoria,False,⁷KIRSTY.CM.10.06.ᶜʰᵃᴱᵘⁿᵂᵒᵒ,| My Heart Belongs To @ChrisMaloney77 | she/her | #StopAsianHate | OT7 | #BLM | Bangtan | Tae's BFF | Eric Nam | ARMY MOA | Yeonjun | Lim Young Woong |,💜남준.석진.윤기.호석.지민.태형.정국.에릭남.임영웅,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/6hAlMBbQhX', 'expanded_url': 'https://jkjeoneuphoria.carrd.co/', 'display_url': 'jkjeoneuphoria.carrd.co'}]}, 'description': {'hashtags': [{'start': 50, 'end': 64, 'tag': 'StopAsianHate'}, {'start': 73, 'end': 77, 'tag': 'BLM'}], 'mentions': [{'start': 22, 'end': 37, 'username': 'ChrisMaloney77'}]}}",1.5149021601773527e+18
21389716,https://pbs.twimg.com/profile_images/1268086002708594688/Q_MugVGI_normal.jpg,https://t.co/33V3P9lHCR,"{'followers_count': 780, 'following_count': 557, 'tweet_count': 47134, 'listed_count': 21}",MarkCockram,False,The Human Palindrome,Nerd. Likes Doctor Who. Attempted photographer 📷. Evertonian ⚽️ Host and producer of @TimeNSpacePod and @NerdologyUK,England,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/33V3P9lHCR', 'expanded_url': 'https://anchor.fm/alloftimeandspace', 'display_url': 'anchor.fm/alloftimeandsp…'}]}, 'description': {'mentions': [{'start': 85, 'end': 99, 'username': 'TimeNSpacePod'}, {'start': 104, 'end': 116, 'username': 'NerdologyUK'}]}}",
2911744956,https://pbs.twimg.com/profile_images/617214373811978240/9ak-Rmav_normal.jpg,,"{'followers_count': 48, 'following_count': 119, 'tweet_count': 771, 'listed_count': 0}",gnorato13,False,Negro Norato,,"Monterrey, Nuevo León",False,,
4854398555,https://pbs.twimg.com/profile_images/1485349563942776834/SWENBqNx_normal.jpg,https://t.co/vGGlvZQfHV,"{'followers_count': 85, 'following_count': 127, 'tweet_count': 3441, 'listed_count': 5}",ladypsyc,False,Exploradora de mundos,Bip-bip,"Valencia, España",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vGGlvZQfHV', 'expanded_url': 'https://instagram.com/exploradora.de.mundos?igshid=lopm8by6ywgs', 'display_url': 'instagram.com/exploradora.de…'}]}}",1.4822498759747584e+18
880341479029448704,https://pbs.twimg.com/profile_images/1463205772209369100/ZuqpZ7AU_normal.jpg,,"{'followers_count': 251, 'following_count': 449, 'tweet_count': 7503, 'listed_count': 2}",lincswolf,False,Lincswolf,"Dad, Wolves Fan, football obsessive and unashamed PS4/film/tv nerd. Has a smug grin when hammered. @LegendsSunday 🐐Supports #UBI","Lincoln, England",False,"{'description': {'hashtags': [{'start': 124, 'end': 128, 'tag': 'UBI'}], 'mentions': [{'start': 99, 'end': 113, 'username': 'LegendsSunday'}]}}",
59047875,https://pbs.twimg.com/profile_images/1294125438847946752/WrCPXmfo_normal.jpg,,"{'followers_count': 874, 'following_count': 2181, 'tweet_count': 23256, 'listed_count': 12}",iVigneshSuresh,False,Vignesh Suresh | விக்னேஷ் ಸುರೇಶ್,"UI/GFX Designer, Atheist, Movie Lover, Nakkalite...Photography is My Hobby. 
Tweets/RTs are solely my own opinion and not that of any organization or group!",Bangalore,False,,1.4565746318555095e+18
212992729,https://pbs.twimg.com/profile_images/378800000243973079/0bbc24471cc2f92fd52a34cc2562fe50_normal.png,https://t.co/HejDxeNo08,"{'followers_count': 171, 'following_count': 378, 'tweet_count': 34752, 'listed_count': 4}",mofu100per,False,羊毛100%/RN:えんぷつ,美しい女の子が好きな普通の会社員です(薄給)。in house web-designer.,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HejDxeNo08', 'expanded_url': 'http://www.nicovideo.jp/user/17360059', 'display_url': 'nicovideo.jp/user/17360059'}]}}",1.3663564004446413e+18
1212388056,https://pbs.twimg.com/profile_images/1495464833571041284/2n5JFq-l_normal.jpg,,"{'followers_count': 1552, 'following_count': 148, 'tweet_count': 83866, 'listed_count': 66}",ntmynatasja,False,natasja,22. she/her. #blacklivesmatter,the netherlands,False,"{'description': {'hashtags': [{'start': 13, 'end': 30, 'tag': 'blacklivesmatter'}]}}",
850148074831966208,https://pbs.twimg.com/profile_images/896192606513889280/m8JRNnoj_normal.jpg,,"{'followers_count': 6178, 'following_count': 6707, 'tweet_count': 123344, 'listed_count': 2}",ardwen2,False,Dennis R Longo Jr³³°¹,Slave to the Machine  @NRA Now Russian Aligned   @GOP Greed Over People,Peyton Place,False,"{'description': {'mentions': [{'start': 22, 'end': 26, 'username': 'NRA'}, {'start': 49, 'end': 53, 'username': 'GOP'}]}}",
316090751,https://pbs.twimg.com/profile_images/1367968049018634244/30HXCXKT_normal.jpg,,"{'followers_count': 134, 'following_count': 699, 'tweet_count': 5512, 'listed_count': 4}",Dataico,False,Dataico,"INTP-T/ 
Revisore per il fu https://t.co/U3BfxrT6iZ /
Non chiamatemi Tati","Abano Terme, Veneto",False,"{'description': {'urls': [{'start': 28, 'end': 51, 'url': 'https://t.co/U3BfxrT6iZ', 'expanded_url': 'http://Italiansubs.net', 'display_url': 'Italiansubs.net'}]}}",
19873159,https://pbs.twimg.com/profile_images/1396381489948991489/I6M7Krhd_normal.jpg,https://t.co/2h0deHigmx,"{'followers_count': 331, 'following_count': 224, 'tweet_count': 36753, 'listed_count': 2}",RuniToons,False,rhymes w/ tuna,Failed recess because I don’t play games.,Somehwere in the Midwest,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2h0deHigmx', 'expanded_url': 'http://www.runitoons.tumblr.com', 'display_url': 'runitoons.tumblr.com'}]}}",1.2724251923384484e+18
1244574325,https://pbs.twimg.com/profile_images/1289841805832392704/deFJ2Tmr_normal.jpg,,"{'followers_count': 16, 'following_count': 132, 'tweet_count': 422, 'listed_count': 0}",TomAlexKoe,False,Tom Koe,,Rugby,False,,
387621297,https://pbs.twimg.com/profile_images/1449327163598163968/oFOJ4-yF_normal.jpg,,"{'followers_count': 501, 'following_count': 751, 'tweet_count': 5274, 'listed_count': 3}",shensuer,False,Şen Süer♀️,"Social pedagog, works with refugees
Sosyal pedagog, mültecilerle çalışıyor
""Bizi soyanlar göçmen ve yoksul değil, buralı ve zengin.""",,False,,
1081442244089896960,https://pbs.twimg.com/profile_images/1508859634773155840/AXg7koTj_normal.jpg,,"{'followers_count': 84, 'following_count': 385, 'tweet_count': 1368, 'listed_count': 1}",steak_chicken,False,Dr. Chicken Fried Steak,Mom of a toddler and 9yo. Dog lover. Cat caretaker. Domestic violence survivor. Ex-Wife (🎉). Scientist. Feminist. she/her,"Utah, USA",False,,1.5033774085770486e+18
347303760,https://pbs.twimg.com/profile_images/1517264452294434823/FSvLfLQq_normal.jpg,https://t.co/Aq52e6ocxM,"{'followers_count': 1093, 'following_count': 767, 'tweet_count': 27086, 'listed_count': 5}",mariiajmnz__,False,𝘬𝘢𝘪𝘳𝘰𝘴,meh. 🏳️‍🌈 bball. scout.,"Úbeda, Jaén.",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Aq52e6ocxM', 'expanded_url': 'http://vsco.co/mjxmnz', 'display_url': 'vsco.co/mjxmnz'}]}}",
151434785,https://pbs.twimg.com/profile_images/2038545987/icon333876896822625595820091215.160414_normal.jpg,,"{'followers_count': 21, 'following_count': 52, 'tweet_count': 1310, 'listed_count': 0}",dl0e0lb,False,ocho.ocho.cuatro,人生いろいろ。 受動喫煙症。喫煙後10分以内の人は接近しないで。 ランニングはお休み中。 ◇好き：音楽（70-90sエレクトロ、ミニマルetc）／海外ドラマ（今は仕事の一部）／旅行（鉄分あり）／写真／料理,埼玉・川越,False,,
1271535278,https://pbs.twimg.com/profile_images/1438070751031029761/P9TqClcu_normal.jpg,,"{'followers_count': 91, 'following_count': 182, 'tweet_count': 56077, 'listed_count': 0}",ksnd_h,False,🍒`𝐀𝐁𝘫𝘶𝘶𝘶𝘶𝘶𝐧𝐞𝐰,𝗔𝗕6IX is always 𝓯𝓲𝓿𝓮,HOLLYWOOD,False,,1.0775737828085801e+18
1032994996620734464,https://pbs.twimg.com/profile_images/1063409489800380416/a-VkjEq8_normal.jpg,https://t.co/blAATjnRZj,"{'followers_count': 1050, 'following_count': 457, 'tweet_count': 48019, 'listed_count': 51}",yoiboshiyuki,False,宵星ゆき🌠VTuber,まっすぐ等身大な、JK系VTuber📺 コラボ等ご連絡はDMまで💌 ハッシュタグ：#宵星ゆき,星空の綺麗な夕暮れ,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/blAATjnRZj', 'expanded_url': 'https://www.youtube.com/channel/UCgmoyqKq55eJqBVNFvom-oQ?sub_confirmation=1', 'display_url': 'youtube.com/channel/UCgmoy…'}]}, 'description': {'hashtags': [{'start': 41, 'end': 46, 'tag': '宵星ゆき'}]}}",1.387746685464367e+18
21757384,https://pbs.twimg.com/profile_images/414043554429022208/zjffYQqL_normal.jpeg,,"{'followers_count': 203, 'following_count': 587, 'tweet_count': 5099, 'listed_count': 0}",IgorTheRed,False,Pól Mac Aodhagáin,Nothing to do with me. It was like that when I got here!,Ros Comáin,False,,
42727158,https://pbs.twimg.com/profile_images/1046478349151993861/BUnzG-fY_normal.jpg,https://t.co/HtRTjsv9pp,"{'followers_count': 304, 'following_count': 766, 'tweet_count': 8585, 'listed_count': 0}",jamesstone1,False,James Stone,"Your time is limited, so don’t waste it living someone else’s life. – Steve Jobs",Lincoln,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HtRTjsv9pp', 'expanded_url': 'http://www.jct600.co.uk', 'display_url': 'jct600.co.uk'}]}}",1.1022915740530565e+18
1301646582371299328,https://pbs.twimg.com/profile_images/1317395466464731137/exQVhGM7_normal.jpg,,"{'followers_count': 24, 'following_count': 63, 'tweet_count': 1288, 'listed_count': 0}",moimarin16,False,Moi Marín,Yo soy un perro matao.,,False,,
1242530928,https://pbs.twimg.com/profile_images/1487354091890089984/PW4mmH-A_normal.jpg,,"{'followers_count': 1068, 'following_count': 1090, 'tweet_count': 15037, 'listed_count': 20}",TaterWDE,False,Tater,Living life in the moment and having fun while I do it. #apestogetherstrong #AMC #GME,Over the Hills and Far Away,False,"{'description': {'hashtags': [{'start': 56, 'end': 75, 'tag': 'apestogetherstrong'}, {'start': 76, 'end': 80, 'tag': 'AMC'}, {'start': 81, 'end': 85, 'tag': 'GME'}]}}",1.4130560833299046e+18
104630534,https://pbs.twimg.com/profile_images/441189668801880064/6K0659fJ_normal.jpeg,,"{'followers_count': 50, 'following_count': 197, 'tweet_count': 1061, 'listed_count': 0}",mete_koseoglu,False,Mete Köseoğlu,,KARŞIYAKA,False,,
1321503390564782080,https://pbs.twimg.com/profile_images/1517930638065778696/Rtuze7Rm_normal.jpg,,"{'followers_count': 79, 'following_count': 351, 'tweet_count': 1999, 'listed_count': 0}",Bee_Not_Bee,False,B Lopez,"• Horror fanatic • Cinephile • Gamer™ • Geek • I block MAGAs & Libertarians • Corporations are not our Friends | Products are not Identity •
Mutant And Proud",In Morgan Geyser's mind,False,,1.452854945527386e+18
267211630,https://pbs.twimg.com/profile_images/999585742924869632/5j5Z6kft_normal.jpg,,"{'followers_count': 97, 'following_count': 686, 'tweet_count': 862, 'listed_count': 2}",Carmenrv70,False,Carmen Rosendo,,Sevilla,False,,
402657709,https://pbs.twimg.com/profile_images/751348250238746624/4h2RIYmr_normal.jpg,https://t.co/FUZaqjRW3j,"{'followers_count': 167, 'following_count': 110, 'tweet_count': 46975, 'listed_count': 0}",serendipitydrop,False,raindrop,lorem ipsum etcétera,A Coruña,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FUZaqjRW3j', 'expanded_url': 'http://mad-4u-4ever.blogspot.com.es/', 'display_url': 'mad-4u-4ever.blogspot.com.es'}]}}",1.1720887542590054e+18
21075281,https://pbs.twimg.com/profile_images/79165941/Iggi_Stardust_4x3_normal.jpg,https://t.co/gdpQhLagQA,"{'followers_count': 27, 'following_count': 45, 'tweet_count': 203, 'listed_count': 0}",lizardleslie,False,Leslie Lizard,"#LEMS patient and advocate, LEMS Patients for Ruzurgi®️","Florida, USA",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gdpQhLagQA', 'expanded_url': 'https://www.lemspatientsforruzurgi.org', 'display_url': 'lemspatientsforruzurgi.org'}]}, 'description': {'hashtags': [{'start': 0, 'end': 5, 'tag': 'LEMS'}]}}",
594354001,https://pbs.twimg.com/profile_images/2537455224/2umwvc3c77zequx2df3t_normal.jpeg,,"{'followers_count': 76, 'following_count': 277, 'tweet_count': 2123, 'listed_count': 1}",Debfosseway,False,Deborah Armitage,,Lichfield,False,,
367088915,https://pbs.twimg.com/profile_images/1517070331000893441/pQejwWDd_normal.jpg,https://t.co/GBCZw65jwb,"{'followers_count': 689, 'following_count': 1429, 'tweet_count': 3253, 'listed_count': 8}",Cathy_PT,False,Cathy O'Byrne,Mum. Child & Adolescent Psychotherapist. Parenting Support. Play Therapist. Former Primary School Teacher. Academic Tutor at Children’s Therapy Centre.,"Co. Limerick, Ireland",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GBCZw65jwb', 'expanded_url': 'http://www.theswallowstrail.com', 'display_url': 'theswallowstrail.com'}]}}",
49102888,https://pbs.twimg.com/profile_images/1131318894206103552/rCCFxyvd_normal.jpg,,"{'followers_count': 1960, 'following_count': 2175, 'tweet_count': 17219, 'listed_count': 20}",john_mcirvine,False,John McIrvine,"Trade Unionist employed by UNISON Herts as a Case Worker. I am a Socialist,vote Labour, love Arsenal, politics, sport, music, & cigars. All views are personal","Sawtry, England",False,,
1470837728686194688,https://pbs.twimg.com/profile_images/1471650242193858562/J8UzuF0h_normal.jpg,,"{'followers_count': 184, 'following_count': 244, 'tweet_count': 8338, 'listed_count': 0}",Kenny_loggsin,False,Angel of Death,I'm someone you know.,,False,,
67636466,https://pbs.twimg.com/profile_images/3748256155/a526df6361df77cc42e979d5e1558a8a_normal.jpeg,https://t.co/0om5WBkVtM,"{'followers_count': 803, 'following_count': 1389, 'tweet_count': 59192, 'listed_count': 28}",briasoleil,False,briasoleil,"Audiophile. Bibliophile. Cinephile.

Left of the leftwing. Anti-zionist. Anti-tarsands. Pro-human rights.",Edmonton,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0om5WBkVtM', 'expanded_url': 'http://briasoleil.livejournal.com', 'display_url': 'briasoleil.livejournal.com'}]}}",
77414752,https://pbs.twimg.com/profile_images/2313739208/mshe39i43qwb9djjfmfi_normal.jpeg,,"{'followers_count': 21, 'following_count': 99, 'tweet_count': 11970, 'listed_count': 2}",Laellon,False,Gerard,"Just me, gamer, dreamer and friendly. Just may seem shy in groups.",Alberta Canada,False,,
22242945,https://pbs.twimg.com/profile_images/723057018290995200/XEcilhm1_normal.jpg,,"{'followers_count': 894, 'following_count': 2076, 'tweet_count': 57653, 'listed_count': 0}",WuKelly,False,Chris Kelly,Building Materials Consultant,,False,,1.5037381321722634e+18
1906893026,https://pbs.twimg.com/profile_images/1292362738421833729/OfjoU3ut_normal.jpg,,"{'followers_count': 249, 'following_count': 500, 'tweet_count': 1642, 'listed_count': 0}",daimaeno0519,False,Dai Maeno,9歳からマンチェスターユナイテッド一筋 スコールズ・ルーニー・テベスが憧れ 高校時1年間アメリカ(クリーブランド)に留学 大学時1年半中国(上海)に留学 今は冴えない銀行,,False,,1.0796580736423608e+18
1476169258581348352,https://pbs.twimg.com/profile_images/1510682773589217280/xoUpUzbi_normal.jpg,,"{'followers_count': 55, 'following_count': 265, 'tweet_count': 591, 'listed_count': 0}",Chemeir0,False,𝒞𝒽𝑒𝓂𝑒𝒾𝓇𝑜,"«Nuestra mayor gloria no está en no caer nunca, sino en levantarnos cada vez que caemos.»",,False,,
876931212,https://pbs.twimg.com/profile_images/1496965680033316868/xZ7GHUuR_normal.jpg,,"{'followers_count': 131, 'following_count': 727, 'tweet_count': 14323, 'listed_count': 2}",LoLalaine1,False,Lo Lalaine 🌻,#StandWithUkraine 🇺🇦 🌻,"Louisiana, USA",False,"{'description': {'hashtags': [{'start': 0, 'end': 17, 'tag': 'StandWithUkraine'}]}}",
554889513,https://pbs.twimg.com/profile_images/1414581113985507331/4VSaTEfB_normal.jpg,,"{'followers_count': 903, 'following_count': 864, 'tweet_count': 103281, 'listed_count': 33}",eubuleus10judas,False,ｴｳﾌﾞﾚｳｽは宇宙砦を引退しました,無駄に細かい所を気にする者♂です。黒ウィズとにゃんこ大戦争とメルストが生活基盤な自堕落者でもある(=.=;)   無言フォローも割とします。,日本：川端近く,False,,8.249148238046577e+17
269951067,https://pbs.twimg.com/profile_images/1412531835737870340/E5k-AjEw_normal.jpg,,"{'followers_count': 47, 'following_count': 218, 'tweet_count': 2958, 'listed_count': 1}",angelscorn,False,Alex,Not the imposter.,"Lincoln, England",False,,
