,protected,name,id,description,username,url,verified,profile_image_url,pinned_tweet_id,public_metrics,location,entities
2252250006,False,KR0M,,"no confundas mi silencio con falta de duelo, llora a tu manera, yo lo haré a la mía.",TheKR0M,,False,https://pbs.twimg.com/profile_images/1290913104986083328/lNTj-jxe_normal.jpg,,"{'followers_count': 146, 'following_count': 777, 'tweet_count': 24668, 'listed_count': 4}",,
12948892,False,ɹǝqǝʍ uıʇɹɐɯ,,eCommerce Application Manager | Oszilliert zwischen CSVs und Kubernetes,web_martin,,False,https://pbs.twimg.com/profile_images/991056894646087680/gn0D3H1v_normal.jpg,1450715771852804096,"{'followers_count': 966, 'following_count': 282, 'tweet_count': 161, 'listed_count': 57}",Germany,
99679891,False,Chandrika Narayanan-Mohan,,"Writer & Cultural Consultant, @IrishWritersCtr Board,
Aspiring #STEAM queen, published in anthologies by @dedaluspress @ucdpress @the_lifeboat
She/🤷🏾‍♀️🏳️‍🌈",chandrikanm,https://t.co/ByIRpe3J33,False,https://pbs.twimg.com/profile_images/1476572965869342723/eAfcOi9X_normal.jpg,,"{'followers_count': 2318, 'following_count': 2023, 'tweet_count': 6821, 'listed_count': 27}","Dublin, Ireland","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ByIRpe3J33', 'expanded_url': 'http://www.chandrika.ie', 'display_url': 'chandrika.ie'}]}, 'description': {'hashtags': [{'start': 63, 'end': 69, 'tag': 'STEAM'}], 'mentions': [{'start': 30, 'end': 46, 'username': 'IrishWritersCtr'}, {'start': 105, 'end': 118, 'username': 'dedaluspress'}, {'start': 119, 'end': 128, 'username': 'ucdpress'}, {'start': 129, 'end': 142, 'username': 'the_lifeboat'}]}}"
1225731733569626112,False,Rebecca,,24 years old.. Massive horse racing fan - both NH and flat!,rebecca_m__w,,False,https://pbs.twimg.com/profile_images/1487472167088529415/n9EL_lZb_normal.jpg,,"{'followers_count': 419, 'following_count': 174, 'tweet_count': 4524, 'listed_count': 1}","Newmarket, England",
3176722152,False,オルト,,"スマブラやっています。メインはパックマンとクルール、サブはリザードン、ガノン、ガオガエン等です。プロフ画像はマルボロさん(@stailish223) ヘッダーはマインボルトさん(@minevolt_smash) 
生放送は不定期に行います",ortho_exp,https://t.co/rKeaBAxL09,False,https://pbs.twimg.com/profile_images/909235101254402048/i-s9vI5r_normal.jpg,,"{'followers_count': 319, 'following_count': 84, 'tweet_count': 6565, 'listed_count': 7}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rKeaBAxL09', 'expanded_url': 'https://www.youtube.com/channel/UCIk6MMf-EV-y6opb2CLMFHA', 'display_url': 'youtube.com/channel/UCIk6M…'}]}, 'description': {'mentions': [{'start': 61, 'end': 73, 'username': 'stailish223'}, {'start': 89, 'end': 104, 'username': 'minevolt_smash'}]}}"
1334854772785033219,False,@Apenstaartje21 🌷#renewannewithane🌷,,Anne with an E: Best multi-layered show ever! #renewannewithane (please sign the petition on: https://t.co/757B54Lfwy…),apenstaartje21,,False,https://pbs.twimg.com/profile_images/1489887356740149250/MPw8c4uu_normal.jpg,1367506685468753922,"{'followers_count': 1014, 'following_count': 731, 'tweet_count': 36211, 'listed_count': 6}",UK,"{'description': {'urls': [{'start': 94, 'end': 117, 'url': 'https://t.co/757B54Lfwy', 'expanded_url': 'http://change.org/p/netflix-cbc-', 'display_url': 'change.org/p/netflix-cbc-'}], 'hashtags': [{'start': 46, 'end': 63, 'tag': 'renewannewithane'}]}}"
1460996877306974213,False,Sophie2021,,La resistencia #serendipia,Sophie49279829,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,"{'followers_count': 0, 'following_count': 10, 'tweet_count': 148, 'listed_count': 0}",,"{'description': {'hashtags': [{'start': 15, 'end': 26, 'tag': 'serendipia'}]}}"
36356331,False,MuffinGrumpypants,,"Hershey Bears STH, Tampa Bay Lightning fan that lives in PA, mom of adults so now I finally have time to nap, mom of the prettiest black Lab and cutest boxer",Muffin_Raindrop,,False,https://pbs.twimg.com/profile_images/1305879875832737793/LHEWEwlT_normal.jpg,,"{'followers_count': 314, 'following_count': 576, 'tweet_count': 17363, 'listed_count': 2}","Middletown, PA",
989804399328456704,False,luke,,,KookyPuff23,,False,https://pbs.twimg.com/profile_images/1506637947751346176/A9QxUzwS_normal.jpg,,"{'followers_count': 44, 'following_count': 872, 'tweet_count': 506, 'listed_count': 0}",,
727515036,False,vicki veritas,,"philosopher, comedian, computer scientist",vickiveritas,https://t.co/n6tkBtp8mj,False,https://pbs.twimg.com/profile_images/1521649860478443525/VPj5xCGT_normal.jpg,,"{'followers_count': 2359, 'following_count': 2852, 'tweet_count': 27597, 'listed_count': 47}","New Jersey, USA","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/n6tkBtp8mj', 'expanded_url': 'http://www.vickiveritas.com', 'display_url': 'vickiveritas.com'}]}}"
1140003198524100608,False,Ricardo Tévar,,"Nintendero
Zeldero
Pokemaniaco
Fornitero
@KOI desde chiquito

Jugar como forma de vida",Riki_Kong_17,,False,https://pbs.twimg.com/profile_images/1513901621771747330/4IRiohVq_normal.jpg,,"{'followers_count': 24, 'following_count': 332, 'tweet_count': 1929, 'listed_count': 0}",,"{'description': {'mentions': [{'start': 41, 'end': 45, 'username': 'KOI'}]}}"
30907919,False,"Jordan, Descendant of Sparda",,"26 years old, Switch and PS5 Gamer. Twitch affiliate. An Animal Crossing Stan. Destiny 2 Warlock main. Mod for @obkatiekat💜 PSN: Miss_Quinze",XMiss_QuinzelX,https://t.co/9wl9UNV2fv,False,https://pbs.twimg.com/profile_images/1512834981692911625/PCFvj2lh_normal.jpg,1268303269333368833,"{'followers_count': 567, 'following_count': 582, 'tweet_count': 27199, 'listed_count': 13}","Leicester, England","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9wl9UNV2fv', 'expanded_url': 'http://twitch.tv/miss_quinzel95', 'display_url': 'twitch.tv/miss_quinzel95'}]}, 'description': {'mentions': [{'start': 111, 'end': 122, 'username': 'obkatiekat'}]}}"
839414532,False,Delinobes,,Add a bio to your profile,safadaumm,,False,https://pbs.twimg.com/profile_images/1317414831159431169/np01ji8y_normal.jpg,,"{'followers_count': 28, 'following_count': 270, 'tweet_count': 1232, 'listed_count': 0}",,
975136539855540225,False,꧁Aria꧂,,"« Seul on va plus vite,ensemble on va plus loin »",AriaCalinora,,False,https://pbs.twimg.com/profile_images/1432712421907607555/XUL96fuR_normal.jpg,,"{'followers_count': 989, 'following_count': 408, 'tweet_count': 33106, 'listed_count': 1}","Hérault, Languedoc-Roussillon",
1616546580,False,Tito Bombi,,"CANALES YOUTUBE: ""Tito Bombi"" Y ""JLG Fotografia"" // FOTÓGRAFO PROFESIONAL // CÓDIGO TIENDA FORTNITE: TTV.TITOBOMBI",tito_bombi,https://t.co/OoiHdYhpEs,False,https://pbs.twimg.com/profile_images/1374795213961637888/hXmPwy3m_normal.jpg,1441006675771764738,"{'followers_count': 247, 'following_count': 796, 'tweet_count': 17920, 'listed_count': 8}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OoiHdYhpEs', 'expanded_url': 'http://www.twitch.tv/titobombi', 'display_url': 'twitch.tv/titobombi'}]}}"
1484141418939518976,False,pon,,推しを楽しみ、諸々語ったり、時々覚えたての英語練習したりします。,patabianco,,False,https://pbs.twimg.com/profile_images/1484142900032118787/THi-27S0_normal.jpg,,"{'followers_count': 4, 'following_count': 46, 'tweet_count': 356, 'listed_count': 0}",日本 東京 西部,
712945020,False,Juanra,,Superguerrero---Hulk,Alcazar14Juanra,,False,https://pbs.twimg.com/profile_images/763535786126020608/0MdHGSh0_normal.jpg,,"{'followers_count': 361, 'following_count': 515, 'tweet_count': 1774, 'listed_count': 0}",Madriz,
225268824,False,Fernando D. Soto,,Soy muy bueno contando chistes malos.,Zomaotoko,,False,https://pbs.twimg.com/profile_images/1352880474616565762/sTxS2FM1_normal.jpg,,"{'followers_count': 213, 'following_count': 201, 'tweet_count': 53863, 'listed_count': 0}","Aguascalientes, México",
15525473,False,smartie,,"doyan baca | doyan jalan | doyan jajan | doyan makan | doyan belanja | baik hati | tidak sombong | tak pintar menabung | kalau ga berasa kenal, jangan follow!",sm4rt13,,False,https://pbs.twimg.com/profile_images/1465402673/tw_11203611_1311838521_normal.jpg,,"{'followers_count': 143, 'following_count': 452, 'tweet_count': 11545, 'listed_count': 7}",,
1094581459757740032,False,júlia,,"escritora, bailarina & bobona (ela/dela) | contato: julia.imnavelar@gmail.com",juliaiavelar,https://t.co/QTRULxObHf,False,https://pbs.twimg.com/profile_images/1491106253388587011/Z75xNePu_normal.jpg,1354888228889915398,"{'followers_count': 231, 'following_count': 225, 'tweet_count': 6421, 'listed_count': 1}","Belo Horizonte, Brasil","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QTRULxObHf', 'expanded_url': 'https://curiouscat.live/juliaiavelar', 'display_url': 'curiouscat.live/juliaiavelar'}]}}"
402113945,False,EmilioJLOA,,La locura no tiene cura.,EmilioJLOA,,False,https://pbs.twimg.com/profile_images/1399365174881132547/ATDIv34y_normal.jpg,,"{'followers_count': 498, 'following_count': 892, 'tweet_count': 38394, 'listed_count': 4}",,
1453380590988926980,False,Sim De Esquerda,,"Sou de esquerda, mas não da esquerda cristalizada do PCP ou beta woke do Bloco. Esquerda consciente e realista.
Anti-alheados das direitas portuguesas",freethinkerleft,,False,https://pbs.twimg.com/profile_images/1497265269311516679/XCUMIsU__normal.jpg,,"{'followers_count': 122, 'following_count': 331, 'tweet_count': 2072, 'listed_count': 0}",Moon,
94924232,False,Monica Bloodhawk,,"31 I ♥ Vanessa Hudgens,Selena Gomez & Lali Espósito. NEPHILIM➰ Hufflepuff 🖤💛 Efron,O'Brien,Rosende,Pettyfer  #SimonLewis #Sizzy",MoniNefilim,https://t.co/4EdYGQaghS,False,https://pbs.twimg.com/profile_images/1507849643304144903/OuEBoO_f_normal.jpg,671606335901945856,"{'followers_count': 1144, 'following_count': 2017, 'tweet_count': 136675, 'listed_count': 29}",Idris-Spain,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4EdYGQaghS', 'expanded_url': 'http://mizzyalice.tumblr.com/', 'display_url': 'mizzyalice.tumblr.com'}]}, 'description': {'hashtags': [{'start': 109, 'end': 120, 'tag': 'SimonLewis'}, {'start': 121, 'end': 127, 'tag': 'Sizzy'}]}}"
14097287,False,Fernando Pizarro,,Hawaii resident #StandWithUkraine🇺🇦,fpizarro,,False,https://pbs.twimg.com/profile_images/1374882351969267714/a319Nlbi_normal.jpg,,"{'followers_count': 2180, 'following_count': 3601, 'tweet_count': 1198, 'listed_count': 171}","Honolulu, HI","{'description': {'hashtags': [{'start': 16, 'end': 33, 'tag': 'StandWithUkraine'}]}}"
1342605876461527040,False,pica,,JAAAA,mrpicaa,,False,https://pbs.twimg.com/profile_images/1445419510257930245/QlCQiVaf_normal.jpg,1455531123015102474,"{'followers_count': 33, 'following_count': 122, 'tweet_count': 821, 'listed_count': 0}",,
791266912936263680,False,PoleDeMagnussen,,Haasista,dbraojos02,https://t.co/0rV6FERvml,False,https://pbs.twimg.com/profile_images/1506227373368352779/2joYG_jo_normal.jpg,1491841800428040197,"{'followers_count': 36, 'following_count': 203, 'tweet_count': 1447, 'listed_count': 0}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0rV6FERvml', 'expanded_url': 'https://futbolamimanera23.blogspot.com/', 'display_url': 'futbolamimanera23.blogspot.com'}]}}"
49501302,False,Vince Maple #MedwayStandsWithUkraine 🇺🇦,,"Ned's Dad, Chatham Central Cllr, @MedwayLabour Leader, Chair @SELabour REC, @GMB_union, Chair @MedwayCU, @Arsenal North Bank, Drinker of @Vimto",vincemaple,https://t.co/mAUJkmwq5B,True,https://pbs.twimg.com/profile_images/1497290159896805376/N_o5ZM7H_normal.jpg,1097417740720242688,"{'followers_count': 8671, 'following_count': 9318, 'tweet_count': 79432, 'listed_count': 126}",Chatham,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mAUJkmwq5B', 'expanded_url': 'http://www.medwaylabour.org.uk', 'display_url': 'medwaylabour.org.uk'}]}, 'description': {'mentions': [{'start': 33, 'end': 46, 'username': 'MedwayLabour'}, {'start': 61, 'end': 70, 'username': 'SELabour'}, {'start': 76, 'end': 86, 'username': 'GMB_union'}, {'start': 94, 'end': 103, 'username': 'MedwayCU'}, {'start': 105, 'end': 113, 'username': 'Arsenal'}, {'start': 137, 'end': 143, 'username': 'Vimto'}]}}"
163340999,False,Mickey Mouth 🥸,,Fandango Dancing Scaramouche,MickeyMouth1,,False,https://pbs.twimg.com/profile_images/1407909105495330819/tYRE0jhu_normal.jpg,,"{'followers_count': 1554, 'following_count': 905, 'tweet_count': 44748, 'listed_count': 32}",,
173276663,False,Elaine Graham,,,Nellerie,,False,https://pbs.twimg.com/profile_images/1168665443525177349/-H3UALT5_normal.jpg,,"{'followers_count': 35, 'following_count': 447, 'tweet_count': 766, 'listed_count': 0}",Scotland,
232540449,False,雪山@美濃国審神者,,(一応)成人済。刀剣乱舞(にっかりさん)や卓ゲ(基本CoC)の話題がメイン。男女CP基本、たまに腐。フォローは無言でしていくので失礼だと思ったら煮るなり焼くなりご自由に……,mks2509,,False,https://pbs.twimg.com/profile_images/1355363556619739139/JG4a-JqM_normal.jpg,,"{'followers_count': 106, 'following_count': 261, 'tweet_count': 45884, 'listed_count': 4}",青江沼,
15626067,False,Dan Day,,"Baseball, birds, brewing, guitars. Day job: operations director, communications and government affairs @princeton. Tweets are off-duty. Amps at 11.",danielday,https://t.co/7LF6rMLwBq,False,https://pbs.twimg.com/profile_images/1478858812195065857/vVnAzyla_normal.jpg,,"{'followers_count': 1672, 'following_count': 1038, 'tweet_count': 20740, 'listed_count': 102}","Princeton, NJ","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7LF6rMLwBq', 'expanded_url': 'http://www.jerseybirder.com', 'display_url': 'jerseybirder.com'}]}, 'description': {'mentions': [{'start': 103, 'end': 113, 'username': 'princeton'}]}}"
493363738,False,Pookster 🚮,,,PooksterPrime,,False,https://pbs.twimg.com/profile_images/1507759464329400320/Tjvda81j_normal.jpg,,"{'followers_count': 9754, 'following_count': 100, 'tweet_count': 2937, 'listed_count': 39}",,
91696180,False,tomoki,,北海道/美瑛/雪板/農業/liverpool FC/,dokidokitomoki,,False,https://pbs.twimg.com/profile_images/1224220401850408961/uQKixfuI_normal.jpg,,"{'followers_count': 30, 'following_count': 41, 'tweet_count': 4931, 'listed_count': 3}",,
270996836,False,Marel,,A little ray of pitch black 🇺🇦,marelamy,,False,https://pbs.twimg.com/profile_images/1082304158793957377/V3zbpn6-_normal.jpg,,"{'followers_count': 71, 'following_count': 281, 'tweet_count': 5241, 'listed_count': 0}","Providence, RI",
439884522,False,Sonja M. Lauterbach,,"Ich bin, also denke ich. Selbst und ständig.",SolautSonja,https://t.co/2oInrutUzC,False,https://pbs.twimg.com/profile_images/1329116840891731970/479Sjk5x_normal.jpg,,"{'followers_count': 7147, 'following_count': 2198, 'tweet_count': 62325, 'listed_count': 27}",©Applied Neuro-Leadership,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2oInrutUzC', 'expanded_url': 'http://www.neuroleader.cc', 'display_url': 'neuroleader.cc'}]}}"
20856956,False,Carole Gordon,,Remember to look up at the stars and not down at your feet ~ Stephen Hawking,CaroleGordon,,False,https://pbs.twimg.com/profile_images/1343538558620094465/U6wA-O9X_normal.jpg,,"{'followers_count': 1201, 'following_count': 1186, 'tweet_count': 36090, 'listed_count': 32}",London,
273115191,False,Elisa,,,elisa_66,,False,https://pbs.twimg.com/profile_images/1741540806/P6100785__617x634__normal.jpg,,"{'followers_count': 222, 'following_count': 732, 'tweet_count': 3977, 'listed_count': 2}",Madrid,
2539602345,False,lisa dougherty,,"Former Nurse Consultant IV therapy at The Royal Marsden. Now part owner of The Lime Tree cafe in Shanklin, IOW.",Liz74Lisa,,False,https://pbs.twimg.com/profile_images/914240368878718976/ryUuskhW_normal.jpg,,"{'followers_count': 380, 'following_count': 105, 'tweet_count': 1216, 'listed_count': 4}","Ventnor, England",
586428133,False,Džudi Monkada ☝️,,"~vrlo prijatno i oslobođeno~
♈♊♊",delighted_chaos,,False,https://pbs.twimg.com/profile_images/1503804780501733379/Y6UVoNyy_normal.jpg,1441731641576198146,"{'followers_count': 125, 'following_count': 208, 'tweet_count': 4442, 'listed_count': 0}",,
303211985,False,Vandita,,Yo lo jugaría igual que tú.,miss_vanda,https://t.co/x8kTDWluuk,False,https://pbs.twimg.com/profile_images/2821366726/85c3d131d34fa5666390b202ad47a219_normal.jpeg,1473738738555662337,"{'followers_count': 2030, 'following_count': 594, 'tweet_count': 8115, 'listed_count': 26}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/x8kTDWluuk', 'expanded_url': 'https://www.instagram.com/missvanda6/', 'display_url': 'instagram.com/missvanda6/'}]}}"
63727905,False,Naps,,I am the damn Paterfamilias. BCB from the beginning. #DTWD,ac_ec,,False,https://pbs.twimg.com/profile_images/1490012361129971728/I6aXA-q-_normal.jpg,1467484207748370436,"{'followers_count': 2709, 'following_count': 1179, 'tweet_count': 123437, 'listed_count': 0}",The Bold New City of the South,"{'description': {'hashtags': [{'start': 53, 'end': 58, 'tag': 'DTWD'}]}}"
87059048,False,Chad Baker,,,Draco7182,,False,https://pbs.twimg.com/profile_images/2238415052/image_normal.jpg,,"{'followers_count': 38, 'following_count': 91, 'tweet_count': 828, 'listed_count': 0}","Bedford, PA",
1410881582,False,Miss Popcorn🍿💙🦁🇬🇧 #MissSparkleDesigns ⭐,,"Love my Millwall 🦁💙
Mad on arts/crafts. I like making cards and framed pics, mostly Millwall ones 😊
Kind, honest, comical and genuine people matter in my 🌍",zamp69wall,,False,https://pbs.twimg.com/profile_images/1516100688304123914/C8oBbuKT_normal.jpg,1247539194886418433,"{'followers_count': 1214, 'following_count': 1574, 'tweet_count': 116328, 'listed_count': 16}", Millwall Land,
236630870,False,M.N.K. ABORAH-BOATENG,,Pursuing Brilliance,KWXBNA,https://t.co/vIjZO5RNab,False,https://pbs.twimg.com/profile_images/1520640993464307713/KX-_NjSK_normal.jpg,1514373831187652608,"{'followers_count': 639, 'following_count': 766, 'tweet_count': 18803, 'listed_count': 5}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vIjZO5RNab', 'expanded_url': 'https://saoaborah.wordpress.com/', 'display_url': 'saoaborah.wordpress.com'}]}}"
945114786227937283,False,Dane Lee,,"Thoughts & opinions are mine, not always thoughtful, not always insightful, sometimes inappropriate, usually a waste of time. Canucks NUFC Seahawks BCLions",MidnightCobalt,,False,https://pbs.twimg.com/profile_images/1414054141865861124/PE03gUDo_normal.jpg,,"{'followers_count': 45, 'following_count': 340, 'tweet_count': 3179, 'listed_count': 0}",,
1728257869,False,Peanuts,,Esperando al inminente catapúm. Hago dibujico en @akiuumi,akistrike,,False,https://pbs.twimg.com/profile_images/1516525831371300872/c5lRQgdh_normal.jpg,1187057344175316993,"{'followers_count': 94, 'following_count': 135, 'tweet_count': 15269, 'listed_count': 3}",Caelid,"{'description': {'mentions': [{'start': 49, 'end': 57, 'username': 'akiuumi'}]}}"
110000345,False,Kris (Titus),,"The guy behind @Crossine. YouTuber. Twitch Streamer. Lover of Video Games, Music, Anime, Wrestling, and Sports. Esports Enthusiast. Steelers/Lakers/TSM.",titus757,https://t.co/yDxdNMI8j4,False,https://pbs.twimg.com/profile_images/1348480275366424576/jk5qyFeh_normal.jpg,1367482853622231045,"{'followers_count': 955, 'following_count': 774, 'tweet_count': 109532, 'listed_count': 42}","Ohio, USA","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yDxdNMI8j4', 'expanded_url': 'https://linktr.ee/Titus757', 'display_url': 'linktr.ee/Titus757'}]}, 'description': {'mentions': [{'start': 15, 'end': 24, 'username': 'Crossine'}]}}"
1196183941507616768,False,Charlie,,Just your average dude who has the power to officiate weddings in Illinois,ChevEvs,,False,https://pbs.twimg.com/profile_images/1432631737738276872/PJW5xuky_normal.jpg,,"{'followers_count': 102, 'following_count': 338, 'tweet_count': 2800, 'listed_count': 0}","Welwyn Garden City, East",
3420611703,False,Ayu.,,"𝘓𝘢 𝘷𝘪𝘥𝘢 𝘯𝘰 𝘦𝘴 𝘱𝘦𝘳𝘧𝘦𝘤𝘵𝘢 𝘱𝘦𝘳𝘰 𝘯𝘰𝘴 𝘥𝘢 𝘮𝘰𝘮𝘦𝘯𝘵𝘰𝘴 𝘮𝘢𝘳𝘢𝘷𝘪𝘭𝘭𝘰𝘴𝘰𝘴
                                 ❤️💙 💛             ⭐😁",ayuucra17,,False,https://pbs.twimg.com/profile_images/1490372663356895235/Fwq-KEju_normal.jpg,1372684358503530499,"{'followers_count': 74, 'following_count': 161, 'tweet_count': 5842, 'listed_count': 1}",El algun lugar del mundo,
884248930170621952,False,mirza (taylor's version) 🧣,,"he/him | stressed, depressed but still well dressed  @mirza_dzamba is my Instagram aswell. 💁🏻‍♂️🙊",mirza_dzamba,https://t.co/geQcZJrICA,False,https://pbs.twimg.com/profile_images/1405835563538726915/uRxdIM4-_normal.jpg,1407076768503173121,"{'followers_count': 95, 'following_count': 391, 'tweet_count': 1048, 'listed_count': 0}",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/geQcZJrICA', 'expanded_url': 'https://open.spotify.com/artist/1RMLZCqGPywJ6X1ngNdCGb?si=oXTTlBhnR9q8G9DrtWsgfA&dl_branch=1', 'display_url': 'open.spotify.com/artist/1RMLZCq…'}]}, 'description': {'mentions': [{'start': 53, 'end': 66, 'username': 'mirza_dzamba'}]}}"
1318218149184131076,False,ً,,,kulfied,,False,https://pbs.twimg.com/profile_images/1494145212599394304/RgmILlhp_normal.jpg,1482181576540762116,"{'followers_count': 1025, 'following_count': 52, 'tweet_count': 31397, 'listed_count': 12}", zoya she/him 16 south asian,
2933673209,False,legen-daria,,💙,fabioladottt,https://t.co/hZZyDIKMYd,False,https://pbs.twimg.com/profile_images/1519066256569155584/cnzlB46s_normal.jpg,,"{'followers_count': 1030, 'following_count': 584, 'tweet_count': 53607, 'listed_count': 13}","Islas Baleares, España","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hZZyDIKMYd', 'expanded_url': 'https://www.instagram.com/fabioladottt/', 'display_url': 'instagram.com/fabioladottt/'}]}}"
1370702028125650945,False,Gareth Burns,,I want to live in a Society with mutual respect and hope where there is no need for barriers between neighbourhoods or aspirations. What we share we love.,GarethBurns18,,False,https://pbs.twimg.com/profile_images/1508431837680574469/MHNLP-dF_normal.jpg,,"{'followers_count': 283, 'following_count': 799, 'tweet_count': 4154, 'listed_count': 1}","Kircubbin, Newtownards",
338549364,False,(Not a) Karen ☕️️📚🍷,,“The first thing I do in the morning is brush my teeth and sharpen my tongue.” ― Dorothy Parker,dvineabsrdities,,False,https://pbs.twimg.com/profile_images/1379181483458453506/xM3zGc4n_normal.jpg,,"{'followers_count': 315, 'following_count': 468, 'tweet_count': 9576, 'listed_count': 2}",Lawn Guyland,
1126436232,False,Dave Edwards 🇺🇦🇺🇦🇺🇦,,Self-confessed Space Nut (ginger) Sometimes grumpy little chubster. Shameless publicist Views usually my own. RTs not an endorsement. Followed by @rinocoTheDog,RealDaveEdwards,https://t.co/MMxzYHRgU3,False,https://pbs.twimg.com/profile_images/1506197712072491014/B5l8vh-a_normal.jpg,722535361042362368,"{'followers_count': 1809, 'following_count': 2374, 'tweet_count': 89392, 'listed_count': 35}",Western spiral arm of galaxy,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MMxzYHRgU3', 'expanded_url': 'https://www.bbc.co.uk/news/uk-england-manchester-49001181', 'display_url': 'bbc.co.uk/news/uk-englan…'}]}, 'description': {'mentions': [{'start': 146, 'end': 159, 'username': 'rinocoTheDog'}]}}"
44136527,False,𝑠𝑦𝑙𝑤,,,lookgoodtonight,,False,https://pbs.twimg.com/profile_images/1502385311439110152/OA6QTDo4_normal.jpg,752052311682322432,"{'followers_count': 10887, 'following_count': 7263, 'tweet_count': 66214, 'listed_count': 38}",LDN ,
1409169165944979457,False,노옹,,게임+일상+덕질 계정,goyang_dd,,False,https://pbs.twimg.com/profile_images/1510552959477694465/jSPjd9WQ_normal.jpg,1484200548710887426,"{'followers_count': 74, 'following_count': 104, 'tweet_count': 5704, 'listed_count': 0}",,
562060348,False,🇳🇬🇬🇧Felaboration101🇬🇧🇳🇬,,🇳🇬🇬🇧 💛⚓️ #positiveVybesonly #grinding24/7 | Chelsea FC 💙,soyinka_o,,False,https://pbs.twimg.com/profile_images/1469406476569661443/PpCzuj6g_normal.jpg,1287146988107190277,"{'followers_count': 96, 'following_count': 224, 'tweet_count': 530, 'listed_count': 0}","London, England","{'description': {'hashtags': [{'start': 9, 'end': 27, 'tag': 'positiveVybesonly'}, {'start': 28, 'end': 39, 'tag': 'grinding24'}]}}"
2522120631,False,Veneno🔻,,Hoy soy yo,romero_javier5,,False,https://pbs.twimg.com/profile_images/1042559904903585795/TEgmvjEU_normal.jpg,,"{'followers_count': 163, 'following_count': 268, 'tweet_count': 6986, 'listed_count': 1}",Triana (Sevilla),
15419211,False,Scott Wright,,"Husband, Dad, Developer, & Geek. I use favorites / likes for my benefit, sorry if this adds confusion.",jswright61,https://t.co/GyQnRuxqna,False,https://pbs.twimg.com/profile_images/3093060856/e0c1d4fe57517099493c9bb324a2eada_normal.jpeg,,"{'followers_count': 151, 'following_count': 360, 'tweet_count': 4211, 'listed_count': 6}",Marietta GA,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GyQnRuxqna', 'expanded_url': 'https://wrightperspective.net', 'display_url': 'wrightperspective.net'}]}}"
45535769,False,Sarah a Good Hearted Weirdo 🌈 🇨🇦,,"3d artist - https://t.co/6XEwj3U3F1
🏳️‍🌈, 🤓, 📺, 🎥, TMNT, 🍺,  🇨🇦
#WynonnaEarp 🍩",iBrockely,https://t.co/wfh1kEvDfY,False,https://pbs.twimg.com/profile_images/1410510004344352773/PNAYTxqN_normal.jpg,1504962801000886273,"{'followers_count': 1012, 'following_count': 1488, 'tweet_count': 54852, 'listed_count': 28}","Vancouver, British Columbia","{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wfh1kEvDfY', 'expanded_url': 'http://brocklebadger.tumblr.com', 'display_url': 'brocklebadger.tumblr.com'}]}, 'description': {'urls': [{'start': 12, 'end': 35, 'url': 'https://t.co/6XEwj3U3F1', 'expanded_url': 'http://sbrockle.com', 'display_url': 'sbrockle.com'}], 'hashtags': [{'start': 64, 'end': 76, 'tag': 'WynonnaEarp'}]}}"
1180821278,False,Lucas,,New York,lucas_cala5,,False,https://pbs.twimg.com/profile_images/1488143906789285891/u10CI1og_normal.jpg,,"{'followers_count': 113, 'following_count': 132, 'tweet_count': 9258, 'listed_count': 0}",,
571868383,False,原子番号42のレアメタル,,OSK 2nd(サッカー)→TUS M科(Mice)→社会人4年目  科学技術全般・ロボット,punbafortress,,False,https://pbs.twimg.com/profile_images/1447199336710828042/afRryA1l_normal.jpg,671998925306376192,"{'followers_count': 367, 'following_count': 629, 'tweet_count': 28630, 'listed_count': 3}",東京東→西関西,
