,description,url,verified,profile_image_url,location,id,pinned_tweet_id,username,entities,name,protected,public_metrics
947341894660497408,りんどうです。雑多垢。成人済腐。絵(@hotcakehottoke)きりゅうきょ(@kiryuukyo0321)ｶﾀﾒｶｸﾚｶﾞｽｷﾃﾞｽ。https://t.co/IMpmL7Swcp スケブがあるよ https://t.co/B1wgXZVOUA,https://t.co/Jv3fs9Xgih,False,https://pbs.twimg.com/profile_images/1522063713280589830/bE_NPkjq_normal.jpg,親に向かってなんだその前髪は,,1514974932123656201,Rindo75hq,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Jv3fs9Xgih', 'expanded_url': 'https://poipiku.com/1942327/', 'display_url': 'poipiku.com/1942327/'}]}, 'description': {'urls': [{'start': 70, 'end': 93, 'url': 'https://t.co/IMpmL7Swcp', 'expanded_url': 'http://fusetter.com/u/Rindo75hq', 'display_url': 'fusetter.com/u/Rindo75hq'}, {'start': 102, 'end': 125, 'url': 'https://t.co/B1wgXZVOUA', 'expanded_url': 'http://skeb.jp/@hotcakehottoke', 'display_url': 'skeb.jp/@hotcakehottoke'}], 'mentions': [{'start': 18, 'end': 33, 'username': 'hotcakehottoke'}, {'start': 41, 'end': 55, 'username': 'kiryuukyo0321'}]}}",🪬うきょ🪬と他99人の赤ちゃん👶🎉,False,"{'followers_count': 45, 'following_count': 88, 'tweet_count': 30165, 'listed_count': 8}"
226967846,元D0プレイヤーです。 アニメ/謎解き/ポーカー/ボドゲ/ウマ娘/FGO/放サモ/D0 ID:s4817490,https://t.co/FJffJhbKy5,False,https://pbs.twimg.com/profile_images/863659171840798722/c_ssAqFW_normal.jpg,,,1216185453587484672,suke_d0,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FJffJhbKy5', 'expanded_url': 'http://mixi.jp/show_friend.pl?id=16228138', 'display_url': 'mixi.jp/show_friend.pl…'}]}}",すけ,False,"{'followers_count': 140, 'following_count': 157, 'tweet_count': 15484, 'listed_count': 7}"
104739344,"好きな音楽いきものがかり 
http://t.co/V0lAGKNp0i
http://t.co/Z8d4XaoiZQ",https://t.co/Qe9ct1GCMK,False,https://pbs.twimg.com/profile_images/1089717974/dotwaricon_normal.png,,,,__ebi,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Qe9ct1GCMK', 'expanded_url': 'https://love-letter.club/to/__ebi/', 'display_url': 'love-letter.club/to/__ebi/'}]}, 'description': {'urls': [{'start': 14, 'end': 36, 'url': 'http://t.co/V0lAGKNp0i', 'expanded_url': 'http://www.nicovideo.jp/user/188528/video', 'display_url': 'nicovideo.jp/user/188528/vi…'}, {'start': 37, 'end': 59, 'url': 'http://t.co/Z8d4XaoiZQ', 'expanded_url': 'http://m.soundcloud.com/ebi61', 'display_url': 'm.soundcloud.com/ebi61'}]}}",mmwfgg,False,"{'followers_count': 640, 'following_count': 52, 'tweet_count': 4439, 'listed_count': 14}"
3183540101,"𝙋𝙚𝙧𝙘𝙞𝙫𝙖𝙡 𝙋𝙖𝙭
🇺🇸 → 🇯🇵｜LG(B)(T)｜he/they 🏳️‍⚧️ ｜千葉ラブ｜自閉症・Autistic｜小説家を目指しています。
Someday I'll finish that romance novel I've been writing. ¯\_(ツ)_/¯",,False,https://pbs.twimg.com/profile_images/1494557934201671680/TcJTZx_H_normal.jpg,,,,percivalpax,,ぐいっぽ,False,"{'followers_count': 38, 'following_count': 137, 'tweet_count': 14061, 'listed_count': 0}"
4849111093,16 tons weight,https://t.co/GSoiRZQk1S,False,https://pbs.twimg.com/profile_images/694528045378449408/4s0DTISs_normal.jpg,Everywhere,,,16tons_,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GSoiRZQk1S', 'expanded_url': 'https://google.com/', 'display_url': 'google.com'}]}}",16tons,False,"{'followers_count': 575, 'following_count': 697, 'tweet_count': 134237, 'listed_count': 13}"
12726462,,http://t.co/GKuR0ZTb09,False,https://pbs.twimg.com/profile_images/1227285589831098368/7pMSd1PJ_normal.jpg,,,1444573816513044481,biblosfera,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/GKuR0ZTb09', 'expanded_url': 'http://tinyurl.com/6mvonu', 'display_url': 'tinyurl.com/6mvonu'}]}}",anna,False,"{'followers_count': 420, 'following_count': 543, 'tweet_count': 11655, 'listed_count': 20}"
778216526,※成人済不健全雑多※うそぐい！！！かどかじ！！！(門梶嘘アンソロ→@kdkj_uso ),https://t.co/jL8UtqQiMK,False,https://pbs.twimg.com/profile_images/1512460360653357062/m7Yc_Xkb_normal.jpg,セブンのブリトー,,1521807991716347905,ZAWAKO_zzz,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jL8UtqQiMK', 'expanded_url': 'http://twpf.jp/ZAWAKO_zzz', 'display_url': 'twpf.jp/ZAWAKO_zzz'}]}, 'description': {'mentions': [{'start': 33, 'end': 42, 'username': 'kdkj_uso'}]}}",ざわ子🍎5/3👉カ13b,False,"{'followers_count': 605, 'following_count': 406, 'tweet_count': 108872, 'listed_count': 22}"
16152690,"Alive, last time I checked. See also: @DeejayBearclaw. Avatar painted by @nstop",,False,https://pbs.twimg.com/profile_images/1502450517988954112/67MaIAe0_normal.jpg,"Georgetown, Seattle",,,mikebaehr,"{'description': {'mentions': [{'start': 38, 'end': 53, 'username': 'DeejayBearclaw'}, {'start': 73, 'end': 79, 'username': 'nstop'}]}}",Mike Baehr,False,"{'followers_count': 507, 'following_count': 501, 'tweet_count': 13825, 'listed_count': 14}"
79772335,"💉💉💉 自然言語と計算機言語、ごはん
https://t.co/LYVfieLPK9 https://t.co/cooH9UvPFG",https://t.co/iUg9nthcdc,False,https://pbs.twimg.com/profile_images/1506941799171956738/HvDcXCoz_normal.png,"Aichi, Japan",,1279461787511869441,dico_leque,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/iUg9nthcdc', 'expanded_url': 'http://www.amazon.co.jp/registry/wishlist/3E07M6HE4CHC6', 'display_url': 'amazon.co.jp/registry/wishl…'}]}, 'description': {'urls': [{'start': 19, 'end': 42, 'url': 'https://t.co/LYVfieLPK9', 'expanded_url': 'http://github.com/leque', 'display_url': 'github.com/leque'}, {'start': 43, 'end': 66, 'url': 'https://t.co/cooH9UvPFG', 'expanded_url': 'http://qiita.com/dico_leque', 'display_url': 'qiita.com/dico_leque'}]}}",でこれき,False,"{'followers_count': 1778, 'following_count': 1799, 'tweet_count': 232190, 'listed_count': 158}"
1082346590,,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,1465388867654402048,kyawa1205,,きゃわ,False,"{'followers_count': 17, 'following_count': 106, 'tweet_count': 1138, 'listed_count': 0}"
55461831,"出版界の底辺で樹液すする私は蛹化の女。
2022年5月27日発売『壊れた世界で彼は』（創元推理文庫） 
https://t.co/QYnCzkQMFT
2020年9月4日発売『どんなわたしも愛してる』冒頭試し読み
https://t.co/wyMzMIM6HO…",https://t.co/PSIhCRULR1,False,https://pbs.twimg.com/profile_images/875611345969848321/WtmUc7Eo_normal.jpg,,,1518738839010873346,Gravity_Heaven,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PSIhCRULR1', 'expanded_url': 'https://note.com/gravityheaven', 'display_url': 'note.com/gravityheaven'}]}, 'description': {'urls': [{'start': 52, 'end': 75, 'url': 'https://t.co/QYnCzkQMFT', 'expanded_url': 'http://www.tsogen.co.jp/np/isbn/9784488162061', 'display_url': 'tsogen.co.jp/np/isbn/978448…'}, {'start': 107, 'end': 130, 'url': 'https://t.co/wyMzMIM6HO', 'expanded_url': 'http://note.com/shueisha_bunge', 'display_url': 'note.com/shueisha_bunge'}]}}",MAdachi 🌈,False,"{'followers_count': 1200, 'following_count': 997, 'tweet_count': 27291, 'listed_count': 41}"
1290317343642521600,i do not control the speed in which lobsters die | priv: @alchemistaly,,False,https://pbs.twimg.com/profile_images/1516253716910903301/I06bmizG_normal.jpg,she/her | 27 |  ♓︎ | USA,,1469382805381689345,sulidive,"{'description': {'mentions': [{'start': 57, 'end': 70, 'username': 'alchemistaly'}]}}",Alyssa ٩(^‿^)۶,False,"{'followers_count': 32, 'following_count': 315, 'tweet_count': 3204, 'listed_count': 0}"
1067800235357937664,"Políticamente incorrecto, a contracorriente, inapropiado.",,False,https://pbs.twimg.com/profile_images/1434068709325385729/mk41kvTb_normal.jpg,,,,madre_tp,,TPMadre,False,"{'followers_count': 28, 'following_count': 11, 'tweet_count': 1147, 'listed_count': 2}"
1307743184730992643,アイコン設定をしたい,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,,0DivideError,,慢性腱鞘炎,False,"{'followers_count': 152, 'following_count': 240, 'tweet_count': 16880, 'listed_count': 2}"
44845622,"Packer fan, Wrestling fan, and possessing a decent beard",,False,https://pbs.twimg.com/profile_images/1503796072698765320/EmN0y-v2_normal.jpg,,,1510819816323563520,mrmccann2003,,Corey McCann,False,"{'followers_count': 276, 'following_count': 1094, 'tweet_count': 12344, 'listed_count': 2}"
40781886,Why did the bear go over the mountain?,,False,https://pbs.twimg.com/profile_images/261289253/swirl_normal.jpg,,,,waterwanderer,,Patricia Evans,False,"{'followers_count': 87, 'following_count': 291, 'tweet_count': 7076, 'listed_count': 2}"
517301821,$ ./keywords.bash | Linux | Web | Network | Security | 自宅鯖 | NOC | 大学院生 | tee にゃーん,https://t.co/cgQCqAvb1T,False,https://pbs.twimg.com/profile_images/3408330181/4eec77dee7890968ac4a78add6f11e06_normal.png,Tweets are my own.,,1347760407411265538,tmyk_kym,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cgQCqAvb1T', 'expanded_url': 'https://koyama.me/', 'display_url': 'koyama.me'}]}}",Coyama,False,"{'followers_count': 1171, 'following_count': 1658, 'tweet_count': 49962, 'listed_count': 33}"
1092482439941947392,✨THE BEST ORLANDO MAGIC FANPAGE✨ Posting daily Orlando Magic updates and news  🏀🏆Record: 0-0🏆🏀 (I also love the Bucs and Gators) #RIPMamba #RIPGigi #RIPVJax,,False,https://pbs.twimg.com/profile_images/1486868418267648001/mURfq-39_normal.jpg,"Orlando, FL",,1375616793511874560,MagicOnTop,"{'description': {'hashtags': [{'start': 129, 'end': 138, 'tag': 'RIPMamba'}, {'start': 139, 'end': 147, 'tag': 'RIPGigi'}, {'start': 148, 'end': 156, 'tag': 'RIPVJax'}]}}",Magic On Top💫,False,"{'followers_count': 2909, 'following_count': 2908, 'tweet_count': 22908, 'listed_count': 23}"
50678504,仕事の話とアニメの話をします。シューティングゲームとスノボが好きなWebデベロッパー。冴草きいちゃん推し。マイキャラがかわいすぎる。えんとゆかり。撮りカツ https://t.co/qCx7jahls5,,False,https://pbs.twimg.com/profile_images/995310668709412869/57sxlos__normal.jpg,,,863793154062864384,kokushi_yayoi,"{'description': {'urls': [{'start': 78, 'end': 101, 'url': 'https://t.co/qCx7jahls5', 'expanded_url': 'http://goo.gl/lubz1p', 'display_url': 'goo.gl/lubz1p'}]}}",gai,False,"{'followers_count': 205, 'following_count': 553, 'tweet_count': 24782, 'listed_count': 8}"
272063803,Interested in advancing equity & making the CAF the best version of itself. Mom & avid crafter. Washes Hands. Proud RCAF AEC. I hope you like photos of my cat!,,False,https://pbs.twimg.com/profile_images/1508148824400928771/2Nx0CWPD_normal.jpg,Opinions are my own ,,,MaggieMay243,,Maggie May 🇨🇦 Believes 🇺🇦,False,"{'followers_count': 1462, 'following_count': 500, 'tweet_count': 18049, 'listed_count': 4}"
190831983,2017年から山登り始めました。 AtCoder緑(835) PAST中級,,False,https://pbs.twimg.com/profile_images/1529638703/fiord_222_normal.jpg,,,,fiord_222,,フィヨ@緑,False,"{'followers_count': 61, 'following_count': 260, 'tweet_count': 5061, 'listed_count': 4}"
320769348,ゲームと車とロードバイクとスノボで構成されている芋です。某所では〇〇バターという名前で生息しています。最近はスプラトゥーン2ばっかしてる。弾実視聴者,,False,https://pbs.twimg.com/profile_images/1431494560039854083/MDydU1lK_normal.jpg,おふとん,,1492277752841764867,runrun_troro,,とろろ,False,"{'followers_count': 41, 'following_count': 46, 'tweet_count': 22327, 'listed_count': 0}"
949308671535693824,C#で競技プログラミング頑張ります。AtCoder水色です。PAST上級88点でした。,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,,mntm12345,,TM,False,"{'followers_count': 10, 'following_count': 50, 'tweet_count': 251, 'listed_count': 0}"
1484948422847512577,I like your cat and dog 💜Wordle💛 Digital Artist/ FOA Studio #muffooandfriends #머푸앤프렌즈 #있는책읽기프로젝트,https://t.co/q4HbTUMbYh,False,https://pbs.twimg.com/profile_images/1484949221841436673/vZigrOb6_normal.jpg,,,1489885871922769921,talentedmsrich,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/q4HbTUMbYh', 'expanded_url': 'https://linktr.ee/janeeun_lee', 'display_url': 'linktr.ee/janeeun_lee'}]}, 'description': {'hashtags': [{'start': 60, 'end': 77, 'tag': 'muffooandfriends'}, {'start': 78, 'end': 85, 'tag': '머푸앤프렌즈'}, {'start': 86, 'end': 96, 'tag': '있는책읽기프로젝트'}]}}",Jane,False,"{'followers_count': 15, 'following_count': 645, 'tweet_count': 349, 'listed_count': 4}"
149749187,どうも、変態です。ポケモン第2世代(金銀)に関するツイートがほとんどです。魔人島というサイトの管理者です。「蟹さん」等とも呼ばれています。,https://t.co/FjYSEBFJrG,False,https://pbs.twimg.com/profile_images/569201099798626304/ZzPZW0WD_normal.png,愛知県,,1467268933044797440,Clove_hammer,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FjYSEBFJrG', 'expanded_url': 'http://majinjima.ma-jide.com/index.html', 'display_url': 'majinjima.ma-jide.com/index.html'}]}}",CH／クラヴハンマー,False,"{'followers_count': 279, 'following_count': 114, 'tweet_count': 74081, 'listed_count': 15}"
2982791149,成人済 / ほぼ見る専用雑多垢,,False,https://pbs.twimg.com/profile_images/1167345256825643008/HI1A-gTh_normal.jpg,,,,wan09wan17,,らい,False,"{'followers_count': 44, 'following_count': 580, 'tweet_count': 5865, 'listed_count': 0}"
2407277600,成人済 色々趣味垢,,False,https://pbs.twimg.com/profile_images/1439547848731742214/Ng83F13q_normal.jpg,,,,_yngy,,無糖,False,"{'followers_count': 0, 'following_count': 22, 'tweet_count': 540, 'listed_count': 0}"
269791079,底　辺,http://t.co/7jYMiuxX46,False,https://pbs.twimg.com/profile_images/2221205707/______normal.gif,千葉,,,umiiro316,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/7jYMiuxX46', 'expanded_url': 'http://com.nicovideo.jp/community/co2165703', 'display_url': 'com.nicovideo.jp/community/co21…'}]}}",Hayase（Umiiro）,False,"{'followers_count': 74, 'following_count': 165, 'tweet_count': 8904, 'listed_count': 3}"
554766735,"RN, NP, lover of birds and all of nature, “the leaping greenly spirits of trees,” women’s rights, voting rights, BLM, LGBTQ, let’s do this",,False,https://pbs.twimg.com/profile_images/1292289833906438144/0krNlbml_normal.jpg,,,,kinley_tanager,,Linda,False,"{'followers_count': 98, 'following_count': 252, 'tweet_count': 1308, 'listed_count': 0}"
259483715,How not to run a Twitter account. Forget my employer ... not sure if these are even my opinions.,,False,https://pbs.twimg.com/profile_images/1024073994331336705/tF_kVK94_normal.jpg,,,,beccstrats,,Beccs,False,"{'followers_count': 271, 'following_count': 409, 'tweet_count': 10128, 'listed_count': 17}"
123710688,"🖤🔥Aries ♈
Una Diosa de 1.55 ✨ 
aquí hablamos de muchas cosas y nos quejamos de otras tantas",https://t.co/9H0x36a0Kq,False,https://pbs.twimg.com/profile_images/1479665756744859659/PssKnuxS_normal.jpg,"Puebla, México",,1511773150073208840,TiffasRex,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9H0x36a0Kq', 'expanded_url': 'https://www.paypal.me/tiffasrex', 'display_url': 'paypal.me/tiffasrex'}]}}",👽🎃 Catadora de Waffles 🧇,False,"{'followers_count': 422, 'following_count': 357, 'tweet_count': 15677, 'listed_count': 0}"
2301019034,よわよわ,,False,https://pbs.twimg.com/profile_images/1518693454280556544/JZsqgmB6_normal.jpg,10.09N 125.24E,,,mizukichi0623,,あたいせんしょうたい,False,"{'followers_count': 514, 'following_count': 839, 'tweet_count': 27924, 'listed_count': 3}"
1252830599309492228,🏵️,,False,https://pbs.twimg.com/profile_images/1452881206337441793/ZRrT3yA-_normal.jpg,,,,caramelnomeru,,メルちゃん,False,"{'followers_count': 4, 'following_count': 53, 'tweet_count': 633, 'listed_count': 3}"
833667499199565826,20↑/腐女子/お絵かき■7 MEN 侍@tururitururi_7M｜日常@sarari_sarari_t■pixiv：https://t.co/xEa8eEBmtU■ マシュマロ：https://t.co/7Nw4hva7gP,https://t.co/jPQAjg0dxJ,False,https://pbs.twimg.com/profile_images/1364225267888054294/KZ9yJrwE_normal.jpg,,,1307842967776800768,tururitururi2,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jPQAjg0dxJ', 'expanded_url': 'https://tururitururi.wixsite.com/truetrue', 'display_url': 'tururitururi.wixsite.com/truetrue'}]}, 'description': {'urls': [{'start': 62, 'end': 85, 'url': 'https://t.co/xEa8eEBmtU', 'expanded_url': 'https://www.pixiv.net/users/1743912', 'display_url': 'pixiv.net/users/1743912'}, {'start': 93, 'end': 116, 'url': 'https://t.co/7Nw4hva7gP', 'expanded_url': 'https://marshmallow-qa.com/tururitururi2', 'display_url': 'marshmallow-qa.com/tururitururi2'}], 'mentions': [{'start': 20, 'end': 36, 'username': 'tururitururi_7M'}, {'start': 39, 'end': 55, 'username': 'sarari_sarari_t'}]}}",とぅるり,False,"{'followers_count': 46, 'following_count': 78, 'tweet_count': 36193, 'listed_count': 4}"
89160746,ジェイクとVault-boyは大親友　冒険だよ　ポストアポカリプスターイム 　/ 気になったもののメモ,http://t.co/Pkq27uo1Nh,False,https://pbs.twimg.com/profile_images/942461913887252481/VYm8GnJN_normal.jpg,Kanto Wasteland,,1519207868737912832,unkpop,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/Pkq27uo1Nh', 'expanded_url': 'http://twilog.org/unkpop', 'display_url': 'twilog.org/unkpop'}]}}",えびし,False,"{'followers_count': 130, 'following_count': 248, 'tweet_count': 6128, 'listed_count': 6}"
1242403341482721281,,,False,https://pbs.twimg.com/profile_images/1242403661113970688/TAQck2ro_normal.jpg,,,,Inaxio78,,Inaxio,False,"{'followers_count': 1, 'following_count': 42, 'tweet_count': 91, 'listed_count': 0}"
3781332749,"Shogilandia
https://t.co/JY6YYbcSvJ",https://t.co/2JrCtBAvFe,False,https://pbs.twimg.com/profile_images/1518308495027748869/cOPdQVSc_normal.jpg,Feixin🍔,,1300237748352225284,edgarcuenca19,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2JrCtBAvFe', 'expanded_url': 'https://myanimelist.net/profile/edgarcuenca15', 'display_url': 'myanimelist.net/profile/edgarc…'}]}, 'description': {'urls': [{'start': 12, 'end': 35, 'url': 'https://t.co/JY6YYbcSvJ', 'expanded_url': 'https://anilist.co/user/edgarcuenca19', 'display_url': 'anilist.co/user/edgarcuen…'}]}}",Fuko Sakutaro,False,"{'followers_count': 227, 'following_count': 303, 'tweet_count': 58694, 'listed_count': 9}"
1022113389248737283,"魔女の呪いでおっさんにされてしまった INTJ-T の女子高生です
macOS 使って開発者やってる ruby 大好きおじさんです
最近は golang さわってます
FFX|V は Mana DC の Titan で釣りをしています",https://t.co/1P6GlYD2Ka,False,https://pbs.twimg.com/profile_images/1520271110910377984/soy2HUua_normal.png,"Tokyo, Japan",,1506542472344010752,kyohsuke14,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1P6GlYD2Ka', 'expanded_url': 'http://bit.ly/kyohsuke14', 'display_url': 'bit.ly/kyohsuke14'}]}}",👑雪椿 «Big Fish»,False,"{'followers_count': 141, 'following_count': 115, 'tweet_count': 121071, 'listed_count': 5}"
1183602062992408576,#JLAYLIST #재잘재잘 —̳͟͞͞♥ @ _jeongjaehyun,,False,https://pbs.twimg.com/profile_images/1523577686873968640/xBM5jQPn_normal.jpg,"𝐭𝐨𝐤𝐲𝐨 ♡ ᴅʀᴇᴀᴍ, 🍑¹²⁷",,1523580958846308352,mochi2jjh,"{'description': {'hashtags': [{'start': 0, 'end': 9, 'tag': 'JLAYLIST'}, {'start': 10, 'end': 15, 'tag': '재잘재잘'}]}}",노찌♡,False,"{'followers_count': 72, 'following_count': 72, 'tweet_count': 1477, 'listed_count': 0}"
2301645902,"Anime, Gaming, MCFC, Football & Boxing Soon To Be Content Creator For All Enquiries Mclashfut@gmail.com",https://t.co/Be6wfmNtaI,False,https://pbs.twimg.com/profile_images/1443168167673614337/kRW4FNNh_normal.jpg,"England, United Kingdom",,1230421752406212608,Gaming_Parent,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Be6wfmNtaI', 'expanded_url': 'https://www.youtube.com/channel/UCrpb9LefHa-8jg65tiIf2xw/feed', 'display_url': 'youtube.com/channel/UCrpb9…'}]}}",TheGamingParent,False,"{'followers_count': 71, 'following_count': 740, 'tweet_count': 2873, 'listed_count': 8}"
40658880,"Not a Labour member. Averse to Starmer.Not getting my membership, money or vote. Woke. #Dayenu Enough. ⚒West Ham. Springsteen 4 Ever. Retired Secondary Head.",,False,https://pbs.twimg.com/profile_images/1505155555836534784/9zqNX0_e_normal.jpg,"Wirral, UK",,,gotoutb4gove,"{'description': {'hashtags': [{'start': 87, 'end': 94, 'tag': 'Dayenu'}]}}",Tony Phillips🇵🇸💙💙💙🟨🟥⚽️⚒⚒,False,"{'followers_count': 1199, 'following_count': 2190, 'tweet_count': 73943, 'listed_count': 8}"
2836796073,Writer? Professor? Horror? Icon Art by @replica004,,False,https://pbs.twimg.com/profile_images/1478125131079852035/PGu1ykcP_normal.jpg,,,1405320327257800704,ThanatosGhoul,"{'description': {'mentions': [{'start': 39, 'end': 50, 'username': 'replica004'}]}}",Erin Orlando,False,"{'followers_count': 93, 'following_count': 398, 'tweet_count': 8435, 'listed_count': 2}"
1113267297496444929,【謎解きイラスト承ります】謎クラ。「解いた〜」「詰んだ〜」言う。絵を描く。パズルもかじる。本垢@Ono_Cozo　悲鳴@Ono_Danron,,False,https://pbs.twimg.com/profile_images/1339238948724375554/ajbsMThQ_normal.jpg,⚠無断転載/使用禁止(個人利用可),,1515624207065169926,Ono_Nazo,"{'description': {'mentions': [{'start': 47, 'end': 56, 'username': 'Ono_Cozo'}, {'start': 59, 'end': 70, 'username': 'Ono_Danron'}]}}",オノコーゾー,False,"{'followers_count': 397, 'following_count': 386, 'tweet_count': 12779, 'listed_count': 2}"
338529722,"PNW native, ATL living. Athletic Trainer. Seattle sports fan for life.",,False,https://pbs.twimg.com/profile_images/1484639240256475141/V9hEqSRQ_normal.jpg,"Atlanta, GA",,,madbrad171,,Brad Meacham,False,"{'followers_count': 134, 'following_count': 277, 'tweet_count': 3213, 'listed_count': 4}"
23922391,yanagiharaという文字列が使用できなかったのでこんなIDです。絵を描きます,https://t.co/Ughaz3yXdT,False,https://pbs.twimg.com/profile_images/1334872473532125184/Ru-og_Ov_normal.jpg,だもんで,,1496375165130661895,unkorin,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Ughaz3yXdT', 'expanded_url': 'http://www.pixiv.net/member.php?id=23414', 'display_url': 'pixiv.net/member.php?id=…'}]}}",柳原提督PT,False,"{'followers_count': 4903, 'following_count': 301, 'tweet_count': 181764, 'listed_count': 105}"
960547739955163137,pcゲー FPS全般 誘われれば大体やります。,https://t.co/vP2rM9HWxe,False,https://pbs.twimg.com/profile_images/1344123487141548035/O5MYoohX_normal.jpg,,,1058671933359702016,kuroh3dayo,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vP2rM9HWxe', 'expanded_url': 'http://twitch.tv/moistymire96', 'display_url': 'twitch.tv/moistymire96'}]}}",moimoi@頻便,False,"{'followers_count': 206, 'following_count': 264, 'tweet_count': 40676, 'listed_count': 3}"
105424814,"R2/12/8に、妻が妊娠高血圧→検査結果は『急性骨髄性白血病』。12/10に32w出産。1年間の闘病虚しく、R3/12/13に旅立ちました。現在シングルとーちゃんワンオペで娘を育ててます。
がんばるよ、お空から見ててな！",https://t.co/vG3einQxCc,False,https://pbs.twimg.com/profile_images/713644858/_____normal.jpg,神奈川,,1442396029324697609,kuropenn,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vG3einQxCc', 'expanded_url': 'http://60820.diarynote.jp/', 'display_url': '60820.diarynote.jp'}]}}",くろぺん#お仕事再開,False,"{'followers_count': 274, 'following_count': 307, 'tweet_count': 41565, 'listed_count': 15}"
99547960,戦わない本物の血液内科医（血液専門医）。総合内科専門医。もと造血細胞移植認定医。現在の主な仕事は老年内科。最近はワクチン業務に関する愚痴多め。趣味垢が別にあります。 ツイートは個人の意見で所属組織の総意ではありません。,,False,https://pbs.twimg.com/profile_images/1316327472/realmen_normal.jpg,,,1435862133661573121,mstobr,,エムエスティー 💙💛,False,"{'followers_count': 596, 'following_count': 781, 'tweet_count': 24770, 'listed_count': 28}"
6261972,,,False,https://pbs.twimg.com/profile_images/2295861142/tla3o4zu5sjrznbwwz07_normal.jpeg,,,,3sk,,mizuno,False,"{'followers_count': 182, 'following_count': 148, 'tweet_count': 13028, 'listed_count': 17}"
1028951326892277760,旅は北が良い,,False,https://pbs.twimg.com/profile_images/1028954757975556096/rkFrfv_l_normal.jpg,つつじ,,,nkojknsi,,nkojknsi,False,"{'followers_count': 3, 'following_count': 145, 'tweet_count': 94, 'listed_count': 0}"
61811510,ゲームとメガネと小鳥さんと地味っ娘好きおじさん 何かあればDMで,,False,https://pbs.twimg.com/profile_images/1112405270171271168/D1fRIo5Y_normal.jpg,愛知,,,KRMR_SGK,,きりまり Ver.3.0.1,False,"{'followers_count': 1459, 'following_count': 1362, 'tweet_count': 431350, 'listed_count': 91}"
54003345,𝙞𝙣 𝙫𝙖𝙞𝙣 無産階級,,False,https://pbs.twimg.com/profile_images/1522926601071390721/HFTLfxaX_normal.jpg,newbest@hanafos.com,,,bestwiz,,ʙᴇsᴛᴡɪᴢ,False,"{'followers_count': 24, 'following_count': 100, 'tweet_count': 1706, 'listed_count': 0}"
22111074,Just because you have the right to do something... doesn’t mean it’s the right thing to do.,https://t.co/BiEND65hEe,False,https://pbs.twimg.com/profile_images/1467008885894664192/r3ce7Atl_normal.jpg,,,1100610343620001792,RoseSee,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BiEND65hEe', 'expanded_url': 'http://pattinsonintoxication.blogspot.com/', 'display_url': 'pattinsonintoxication.blogspot.com'}]}}",ǝsoɹ 🌹,False,"{'followers_count': 10721, 'following_count': 446, 'tweet_count': 60018, 'listed_count': 228}"
1261144409573216257,生きづら人間,,False,https://pbs.twimg.com/profile_images/1405833350162509824/jM_0qEQ5_normal.jpg,,,,na_chan_7o0,,宵,False,"{'followers_count': 0, 'following_count': 136, 'tweet_count': 1001, 'listed_count': 0}"
1074837391,Negra. 816. #ChiefsKingdom. Armchair Detective. Trashy TV. Lefty. Ally 🏳️‍🌈. DACA. @. Untrollable. Gen X. Team Pfizer. ISTJ.,,False,https://pbs.twimg.com/profile_images/1086459679855783936/BigutU1V_normal.jpg,KCMO/S. Jersey ,,1462784064679821315,marasaidso,"{'description': {'hashtags': [{'start': 12, 'end': 26, 'tag': 'ChiefsKingdom'}]}}",🗣Lo Dije,False,"{'followers_count': 4274, 'following_count': 4799, 'tweet_count': 41301, 'listed_count': 57}"
