id,referenced_tweets,in_reply_to_user_id,entities,conversation_id,lang,possibly_sensitive,reply_settings,text,public_metrics,author_id,context_annotations,created_at,source,attachments,geo,withheld
1521101900115943424,,,,1521101900115943424,en,False,everyone,"Wordle 317 6/6

⬛⬛⬛⬛⬛
⬛🟨⬛⬛🟨
🟩⬛🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",248506162,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:48.000Z,Twitter for iPhone,,,
1521101893086420992,,,,1521101893086420992,en,False,everyone,"Wordle 317 2/6

🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩

It’s gonna be a good Monday. 😎","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",23386999,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:46.000Z,Twitter for iPhone,,,
1521101888971759617,,,,1521101888971759617,en,False,everyone,"Wordle 317 6/6

⬛🟨⬛⬛⬛
🟨⬛🟩⬛🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",576714637,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:45.000Z,Twitter for iPhone,,,
1521101881686347776,,,"{'hashtags': [{'start': 79, 'end': 86, 'tag': 'wordle'}]}",1521101881686347776,en,False,everyone,"Wordle 317 5/6

That was a waste of two plays…

⬛🟨⬛🟨⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩

#wordle","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1055102330989961216,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:43.000Z,Twitter for iPhone,,,
1521101880864169991,,,,1521101880864169991,en,False,everyone,"Wordle 317 6/6

⬜⬜🟩🟩⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩 I’m fucking furious.","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",934987705,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:43.000Z,Tweetbot for iΟS,,,
1521101877265543168,,,,1521101877265543168,en,False,everyone,"Wordle 317 5/6

🟨⬛🟨⬛⬛
⬛⬛⬛⬛🟨
⬛🟨🟨⬛🟩
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1575518762,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:42.000Z,Twitter for Android,,,
1521101872983072774,,,,1521101872983072774,en,False,everyone,"Wordle 317 4/6

🟩⬜⬜⬜⬜
🟩⬜⬜⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",630716081,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:41.000Z,Twitter for iPhone,,,
1521101867010375680,,,,1521101867010375680,en,False,everyone,"Wordle 317 3/6

🟩⬜⬜⬜⬜
🟩🟩🟨⬜⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",30440610,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:40.000Z,Twitter for iPhone,,,
1521101865848557575,,,,1521101865848557575,en,False,everyone,"Wordle 317 4/6

⬜🟨⬜⬜⬜
⬜⬜🟩⬜🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1086017448673972226,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:40.000Z,Twitter Web App,,,
1521101863160094720,,,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/78xJP5Q1zm', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1521101863160094720,en,False,everyone,"Wordle (ES)  #116 5/6

⬜🟩⬜⬜⬜
⬜🟩🟩⬜⬜
⬜🟩🟩⬜🟨
⬜🟩🟩🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/78xJP5Q1zm","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1241560483,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:39.000Z,Twitter for Android,,,
1521101862698721287,,,,1521101862698721287,en,False,everyone,"Wordle 317 4/6

🟨⬛⬛🟩⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",301461486,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:39.000Z,Twitter for Android,,,
1521101855849422860,,,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/wpPFbldF2R', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1521101855849422860,en,False,everyone,"Wordle (ES)  #116 5/6

🟨⬜⬜🟨🟨
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/wpPFbldF2R","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",713445075909484546,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:37.000Z,Twitter for Android,,,
1521101853055983617,,,,1521101853055983617,en,False,everyone,"Wordle 317 5/6  I  liked  my  choices  better

⬜🟨⬜🟨⬜
🟩⬜⬜🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3139631340,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:37.000Z,Twitter Web App,,,
1521101852980350976,,,,1521101852980350976,en,False,everyone,"Wordle 317 3/6*

🟨⬛⬛🟨🟨
🟩🟩🟨⬛🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",140588988,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:37.000Z,Twitter for Android,,,
1521101848689754114,"[{'type': 'replied_to', 'id': '1521100375159234560'}]",1328466766721396741,"{'urls': [{'start': 58, 'end': 81, 'url': 'https://t.co/82Vo1hPeUk', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}], 'mentions': [{'start': 0, 'end': 16, 'username': 'soylatroladezoe', 'id': '1328466766721396741'}]}",1521100375159234560,en,False,everyone,"@soylatroladezoe Wordle (ES)  #116 3/6
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/82Vo1hPeUk","{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1312320328002162688,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:36.000Z,Twitter for iPhone,,,
1521101846781300737,,,,1521101846781300737,en,False,everyone,"Wordle 317 4/6

⬛🟨🟨🟨🟨
⬛⬛⬛⬛⬛
⬛⬛⬛⬛🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",17145398,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:35.000Z,Twitter for iPhone,,,
1521101842708631554,,,,1521101842708631554,en,False,everyone,"Wordle 317 4/6

🟩⬜🟩⬜⬜
🟩⬜🟩⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1593827274,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:34.000Z,Twitter Web App,,,
1521101842389868544,,,"{'urls': [{'start': 48, 'end': 71, 'url': 'https://t.co/vDxz3iCfjS', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1521101842389868544,en,False,everyone,"Wordle (ES)  #116 4/6

🟩🟩⬜⬜⬜
🟩🟩⬜🟩⬜
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/vDxz3iCfjS","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1222623808064053248,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:34.000Z,Twitter for Android,,,
1521101841928364032,,,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/VGACHaw0Mm', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1521101841928364032,en,False,everyone,"Wordle (ES)  #116 3/6

🟩⬜⬜🟨🟨
🟩🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/VGACHaw0Mm","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",132671458,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:34.000Z,Twitter for Android,,,
1521101836358402048,,,,1521101836358402048,en,False,everyone,"Better than this weekend
Wordle 317 4/6

⬛⬛⬛🟩🟨
🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",18561223,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:33.000Z,Twitter for Android,,,
1521101833397100545,,,,1521101833397100545,en,False,everyone,"Wordle 317 4/6

⬛⬛🟩⬛⬛
⬛🟨🟩⬛⬛
🟨⬛🟩🟨🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1393512043,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:32.000Z,Twitter for Android,,,
1521101826577293313,,,"{'urls': [{'start': 42, 'end': 65, 'url': 'https://t.co/VGq2kEUuFT', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1521101826577293313,en,False,everyone,"Wordle (ES)  #116 3/6

🟩⬜🟨⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩
 https://t.co/VGq2kEUuFT","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",58035153,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:30.000Z,Twitter for Android,,,
1521101824249536513,,,,1521101824249536513,en,False,everyone,"Wordle 317 5/6

⬛🟨⬛⬛⬛
🟩⬛🟩🟨⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩son of a bitch","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",40416982,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:30.000Z,Twitter for iPhone,,,
1521101817953886209,,,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/kWnUb6XExA', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1521101817953886209,en,False,everyone,"Wordle (ES)  #116 5/6

⬜⬜🟨⬜🟨
⬜🟩⬜⬜🟨
⬜🟩⬜🟩🟨
⬜🟩⬜🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/kWnUb6XExA","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1220001210146721795,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:28.000Z,Twitter Web App,,,
1521101807484911618,,,,1521101807484911618,en,False,everyone,"Wordle 317 5/6

⬛🟨⬛🟨⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",803042013612478464,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:26.000Z,Twitter for iPhone,,,
1521101806499241987,,,"{'urls': [{'start': 100, 'end': 123, 'url': 'https://t.co/BNvdQ1w8bE', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1521101806499241987,es,False,everyone,"Naaaah, really?? jajajaja qué ha pasao hoy??

Wordle (ES)  #116 5/6

⬜⬜⬜🟩⬜
⬜⬜⬜🟩🟨
⬜⬜⬜🟩🟨
⬜🟩🟩🟩🟨
🟩🟩🟩🟩🟩
 https://t.co/BNvdQ1w8bE","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1450508312244596739,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:26.000Z,Twitter Web App,,,
1521101803873521665,,,,1521101803873521665,en,False,everyone,"Wordle 317 5/6

⬜🟨⬜🟨⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",748823115975843840,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:25.000Z,Twitter for iPhone,,,
1521101803345125376,"[{'type': 'replied_to', 'id': '1520756338346889216'}]",6197632,,1502272617046327299,en,False,everyone,"Wordle 317 5/6

🟩⬛⬛⬛🟨
⬛🟨⬛⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩⬛⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",6197632,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:25.000Z,Twitter for Android,,,
1521101801256374272,,,,1521101801256374272,en,False,everyone,"Got it Wordle 317 3/6

⬜⬜⬜⬜⬜
🟨🟨⬜⬜🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",16334579,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:24.000Z,Twitter Web App,,,
1521101797372346377,,,,1521101797372346377,en,False,everyone,"How very Monday of you… 
Wordle 317 6/6

🟨⬜⬜⬜🟨
🟩⬜🟩🟩⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",728590342174302209,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:23.000Z,Twitter for iPhone,,,
1521101796147572737,,,,1521101796147572737,en,False,everyone,"Wordle 317 5/6

⬛🟨🟩⬛⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩

Damn! Thought i had it 3 times!","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2320946202,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:23.000Z,Twitter for iPhone,,,
1521101786651803653,,,,1521101786651803653,en,False,everyone,"Wordle 317 2/6

🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩

First time I’ve managed that!","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",149204608,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:21.000Z,Twitter for iPad,,,
1521101785657659397,,,"{'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/x6LAHIPBTx', 'expanded_url': 'https://wordle.danielfrg.com/', 'display_url': 'wordle.danielfrg.com'}]}",1521101785657659397,en,False,everyone,"Wordle (ES)  #116 5/6

🟩⬜⬜⬜🟨
🟩🟨⬜⬜⬜
🟩🟩⬜⬜🟨
🟩🟩⬜🟩⬜
🟩🟩🟩🟩🟩
 https://t.co/x6LAHIPBTx","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",817190456,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:21.000Z,Twitter for Android,,,
1521101778435162112,,,,1521101778435162112,en,False,everyone,"Wordle 317 4/6

⬛⬛🟩⬛⬛
🟨🟨🟩⬛⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",98698409,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:19.000Z,Twitter for Android,,,
1521101765751492609,,,,1521101765751492609,en,False,everyone,"😮‍💨😮‍💨
Wordle 317 5/6

⬛⬛⬛⬛⬛
⬛🟨⬛🟨⬛
🟨🟨🟩⬛⬛
🟩🟩🟩⬛🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",930502040970776576,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:16.000Z,Twitter for iPhone,,,
1521101765654974464,,,,1521101765654974464,en,False,everyone,"Wordle 317 3/6

🟩🟩🟨⬛⬛
🟩🟩🟨⬛🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",342735854,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:16.000Z,Twitter for iPhone,,,
1521101765038460929,,,,1521101765038460929,en,False,everyone,"Wordle 317 4/6

⬜🟨🟨⬜⬜
⬜🟨⬜⬜⬜
🟩⬜⬜⬜⬜
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",368570586,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:16.000Z,Twitter Web App,,,
1521101764036120576,,,,1521101764036120576,en,False,everyone,"Wordle 317 6/6

⬛🟨⬛⬛⬛
🟨⬛⬛⬛🟨
⬛🟨🟩⬛⬛
🟩⬛🟩🟩⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",114882597,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:15.000Z,Twitter for iPad,,,
1521101762266083330,,,,1521101762266083330,en,False,everyone,"Wordle 317 5/6

🟨🟨⬛🟨⬛
🟩⬛🟩🟩🟨
🟩🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",19656781,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:15.000Z,Tweetbot for iΟS,,,
1521101761771102209,,,,1521101761771102209,en,False,everyone,"Wordle 317 3/6

⬛🟨⬛⬛⬛
🟩⬛🟩⬛🟨
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",1115313293202284545,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:15.000Z,Twitter Web App,,,
1521101761619972096,,,"{'hashtags': [{'start': 40, 'end': 56, 'tag': 'DailyWordleClub'}]}",1521101761619972096,en,False,everyone,"Wordle 317 4/6

🟩⬜⬜⬜⬜
🟩⬜🟩⬜⬜
🟩⬜🟩🟩🟨
🟩🟩🟩🟩🟩
#DailyWordleClub","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",33747760,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:15.000Z,Twitter for iPad,,,
1521101758449160192,,,,1521101758449160192,en,False,everyone,"Wordle 317 3/6

🟨⬜🟨⬜⬜
🟨⬜🟨⬜🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1637298385,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:14.000Z,Twitter for Android,,,
1521101756658237445,,,,1521101756658237445,en,False,everyone,"Wordle 317 4/6

🟩🟩⬛🟩⬛
🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1308968922,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:14.000Z,Twitter for Android,,,
1521101738182582272,,,,1521101738182582272,en,False,everyone,"Wordle 317 5/6

⬛🟨⬛⬛⬛
⬛⬛⬛🟨🟨
⬛🟨🟩⬛🟩
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩","{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",14278433,"[{'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1480827185451573250', 'name': 'Wordle'}}]",2022-05-02T12:18:09.000Z,Twitter for iPhone,,,
