,location,verified,description,username,url,protected,pinned_tweet_id,name,id,public_metrics,profile_image_url,entities
47195651,"Stgo, 🇨🇱I🧠Wₒᵣₖ ᵢₙ ₚᵣₒgᵣₑₛₛ",False,"ʏᴏᴜ ꜱʜᴏᴜʟᴅ ꜱᴇᴇ ᴍᴇ ɪɴ ᴀ👑History Teacher, Public Administrator & Community Manager. 𝕸𝖔𝖗𝖎𝖆𝖗𝖙𝖞 is my alter ego.Queen of Hell and voice of too many accounts",cynthianicolle_,,False,1521298436108263424,Cynthia Nicolle 👑Love me anyway 👑,,"{'followers_count': 605, 'following_count': 353, 'tweet_count': 63223, 'listed_count': 29}",https://pbs.twimg.com/profile_images/1516262338793545731/2Fd6R__e_normal.jpg,
5516782,Tokyo,False,"｛言語:［Python, Ruby, PHP, Java, C］, 職業:［プログラマ, システム構築］, 翻訳:［Pythonクックブック第2版］, 学歴:｛1982:開成中高, 1994:電通大院｝, 家族:｛妻:1, チワワ:2｝, 趣味:［歩きゲー, サイクリング, スキー, ピアノ演奏, 弓道］｝",shidocchi,,False,,しどっち,,"{'followers_count': 293, 'following_count': 489, 'tweet_count': 3256, 'listed_count': 26}",https://pbs.twimg.com/profile_images/1252605850545319941/uT-kCIv6_normal.png,
618459433,Cuenca,False,Barroco: El arte del drama,DiegoCCervel,,False,,Diego CCervel,,"{'followers_count': 616, 'following_count': 573, 'tweet_count': 50085, 'listed_count': 11}",https://pbs.twimg.com/profile_images/1263925574982131715/TcY3goIq_normal.jpg,
293858762,batman's lair ,False,"you can't make everyone happy, you're not pizza.",_inJENear,,False,,spinster.,,"{'followers_count': 445, 'following_count': 405, 'tweet_count': 43206, 'listed_count': 4}",https://pbs.twimg.com/profile_images/1356308412200529920/jdVSKQOa_normal.jpg,
978710568,Italia centrale,False,Contro gli illuminati ma a favore delle scie chimiche. probabilmente Molto Comunista,leuconoe76,,False,,Mistificatizzatore,,"{'followers_count': 532, 'following_count': 546, 'tweet_count': 21601, 'listed_count': 5}",https://pbs.twimg.com/profile_images/691731051807428608/CS3uq8yf_normal.jpg,
979348095703048196,,False,"九工大所属　三年目
ご飯を食べるのが得意
＃しょーごはん",doomoodoomoo34,,False,,想いの純結晶どこ,,"{'followers_count': 418, 'following_count': 458, 'tweet_count': 11818, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1509732561891004423/H2m6hVzu_normal.jpg,"{'description': {'hashtags': [{'start': 21, 'end': 28, 'tag': 'しょーごはん'}]}}"
5950942,滋賀の大都会、膳所,False,アメリカ帰りの日本かぶれITエンジニア。白髪ぼかしは非酸化染毛剤を使ってます,rhosoi,https://t.co/AY5ark8Auk,False,1470291455491063811,ほそいりょすけ,,"{'followers_count': 2707, 'following_count': 2525, 'tweet_count': 93760, 'listed_count': 110}",https://pbs.twimg.com/profile_images/1343123364773183488/XOg55H1d_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AY5ark8Auk', 'expanded_url': 'https://youtube.com/rhosoi', 'display_url': 'youtube.com/rhosoi'}]}}"
2436760988,"Wien, Weinviertel, Österreich",False,"kein Freund der Einheitsmeinung, Mainstream führt zum Stau",leotleotleot,,False,1515713769518813186,Leo LT,,"{'followers_count': 1781, 'following_count': 1711, 'tweet_count': 55355, 'listed_count': 8}",https://pbs.twimg.com/profile_images/1081990699103539200/UyH00Rgg_normal.jpg,
403823286,California☀️,False,"SJSU 📚 | 𝒬𝓊𝑒 𝓈𝑒𝓇𝒶, 𝓈𝑒𝓇𝒶. ✨",_sincerlyyB,https://t.co/YXtDJNlwH7,False,1521653070291156994,Blanca Arteaga,,"{'followers_count': 313, 'following_count': 341, 'tweet_count': 30526, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1514973528860205059/WaG8hXrd_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YXtDJNlwH7', 'expanded_url': 'http://instragram.com/arteaga_21', 'display_url': 'instragram.com/arteaga_21'}]}}"
1390465502686834696,,False,"Entrepreneur, investor, swim team father. Real estate in the front, NFTs in the back. BAYC member. Hoodie rich.",BlueBadger2600,,False,,BlueBadger,,"{'followers_count': 9681, 'following_count': 3473, 'tweet_count': 9704, 'listed_count': 70}",https://pbs.twimg.com/profile_images/1523675398667575297/X8Ipusrn_normal.png,
1138630972243664897,,False,"18 years, DMs are open, critique welcome.",Muchadoaboutus2,https://t.co/xzDWpe2NCg,False,1441563779511300101,machu,,"{'followers_count': 389, 'following_count': 585, 'tweet_count': 706, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1441573674016968708/qWg3RB11_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xzDWpe2NCg', 'expanded_url': 'https://linktr.ee/Muchadoaboutus2', 'display_url': 'linktr.ee/Muchadoaboutus2'}]}}"
1046448417713598464,Kamalaya. ,False,Master of moves of the Tongue (Kung Fu moves of the Tongue). Giving Head Master. G-spot Diviner. Cumm Brewer.,Puzy_Juze_Cravy,,False,,Tongue_Fu_Master,,"{'followers_count': 1217, 'following_count': 519, 'tweet_count': 7301, 'listed_count': 7}",https://pbs.twimg.com/profile_images/1464262261699227662/ucxDNZod_normal.jpg,
1307082995845591040,Japan,False,"🇯🇵| 28 | she/her | wanted snuggles, got struggles 💀 | #workrants 🙃| 082821 🦦💎050722 🎇050722 💃🍑header by @hueningkey 🥰",gyuerecheese,https://t.co/9EXkPEeWjK,False,1516268823896522759,mel (ꈍᴗꈍ) 💛☀️,,"{'followers_count': 87, 'following_count': 233, 'tweet_count': 25420, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1501700816453144578/COYAT1D3_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9EXkPEeWjK', 'expanded_url': 'https://gyuerecheese.carrd.co', 'display_url': 'gyuerecheese.carrd.co'}]}, 'description': {'hashtags': [{'start': 54, 'end': 64, 'tag': 'workrants'}], 'mentions': [{'start': 104, 'end': 115, 'username': 'hueningkey'}]}}"
250080959,,False,"Semi-anonymous observations on Australian and US politics, economics and media. Not really President Lincoln's secretary and biographer.",johnnicolay,,False,,John Nicolay,,"{'followers_count': 447, 'following_count': 747, 'tweet_count': 27507, 'listed_count': 11}",https://pbs.twimg.com/profile_images/1240190787/johnn1b_normal.jpg,
167817672,Argentina 💙💛💙,False,"Family, volunteering, business, music, movies, politics, traveling. In God I trust. You get what you give!",juanc161,,False,1497324317834715140,Juan,,"{'followers_count': 19650, 'following_count': 16945, 'tweet_count': 32976, 'listed_count': 33}",https://pbs.twimg.com/profile_images/1453105261141319682/DtLumOhT_normal.jpg,
3295453071,"Córdoba,Capital.",False,"INSTITUTO.ATLETICO.CENTRAL.CORDOBA.

Nunca dejes de soñar a lo grande~
Técnica en Higiene y Seguridad Laboral👩🏻‍🎓",RoGonzalez__,,False,,Ro Gonzalez 🌸,,"{'followers_count': 168, 'following_count': 255, 'tweet_count': 5839, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1505565620544237568/1TNS8uvl_normal.jpg,
22118470,Northern California,False,"Teacher, J.D., progressive, Californian for life. Simple man with occasionally complicated thoughts. #cancersucks #SFGameUp #SacramentoProud #GoNiners",lawdood,,False,949485830153777152,J-San ☮️🇺🇦,,"{'followers_count': 2744, 'following_count': 4870, 'tweet_count': 109196, 'listed_count': 62}",https://pbs.twimg.com/profile_images/2871868890/4cf384f1ea87d9610928bdc1cb9e19f7_normal.jpeg,"{'description': {'hashtags': [{'start': 101, 'end': 113, 'tag': 'cancersucks'}, {'start': 114, 'end': 123, 'tag': 'SFGameUp'}, {'start': 124, 'end': 140, 'tag': 'SacramentoProud'}, {'start': 141, 'end': 150, 'tag': 'GoNiners'}]}}"
15596423,Singapore,False,"None of you seem to understand. I'm not locked in here with you... you're locked in here with me!

Views are personal. Views ≠ employers.",s1dht,,False,,Sid,,"{'followers_count': 82, 'following_count': 69, 'tweet_count': 386, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1501504326711214082/yxjbKio1_normal.jpg,
14460675,London,False,"A busy, opinionated woman. MD @HK_London Architect of @ThisGirlCanUK On board  @thomfound @LondonSport, @LPOrchestra @CherieBlairFndn @PRCA_UK @WACL1",tanyajoseph,,False,,Tanya Joseph 💙,,"{'followers_count': 2536, 'following_count': 1107, 'tweet_count': 12629, 'listed_count': 40}",https://pbs.twimg.com/profile_images/958384496373583872/-tvGEjRl_normal.jpg,"{'description': {'mentions': [{'start': 30, 'end': 40, 'username': 'HK_London'}, {'start': 54, 'end': 68, 'username': 'ThisGirlCanUK'}, {'start': 79, 'end': 89, 'username': 'thomfound'}, {'start': 90, 'end': 102, 'username': 'LondonSport'}, {'start': 104, 'end': 116, 'username': 'LPOrchestra'}, {'start': 117, 'end': 133, 'username': 'CherieBlairFndn'}, {'start': 134, 'end': 142, 'username': 'PRCA_UK'}, {'start': 143, 'end': 149, 'username': 'WACL1'}]}}"
1145857518125510656,,False,"ıƃnpʞɐʞ
깍두기",Fariedatsahh,,False,1519560539269386240,kkakdugi,,"{'followers_count': 165, 'following_count': 230, 'tweet_count': 4410, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1523363282085552128/NiucpGZt_normal.jpg,
2506152426,,False,follow for occasional Switch Screenshots. somewhat of a gamer.,aggressionbread,https://t.co/l6hgiG3oPA,False,1353972403689250818,Regular Duck 🦆 What will she make?,,"{'followers_count': 25, 'following_count': 98, 'tweet_count': 2334, 'listed_count': 0}",https://pbs.twimg.com/profile_images/468219547523088384/DiBREPGG_normal.jpeg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/l6hgiG3oPA', 'expanded_url': 'http://aggressionbread.tumblr.com', 'display_url': 'aggressionbread.tumblr.com'}]}}"
1384078991196233737,,False,𝙴𝚡𝚊𝚖𝚜 𝚊𝚛𝚎 𝚌𝚘𝚖𝚒𝚗𝚐 𝚞𝚙 𝚋𝚞𝚝 @fcbayern 𝚒𝚜 𝚙𝚛𝚘𝚋𝚊𝚋𝚕𝚢 𝚖𝚘𝚛𝚎 𝚒𝚖𝚙𝚘𝚛𝚝𝚊𝚗𝚝 𝚝𝚘 𝚖𝚢 𝚖𝚎𝚗𝚝𝚊𝚕 𝚑𝚎𝚊𝚕𝚝𝚑.,Tajdeed13,,False,,𝑇AJ,,"{'followers_count': 37, 'following_count': 108, 'tweet_count': 1489, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1499793200168390656/hmRVHQRr_normal.jpg,"{'description': {'mentions': [{'start': 24, 'end': 33, 'username': 'fcbayern'}]}}"
1117628973029175297,"Texas, USA",False,"i am god
-instagram @vnnstu-",falcon_fart,,False,,vnnstu,,"{'followers_count': 21, 'following_count': 69, 'tweet_count': 1128, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1328032038146990082/kuNkulrE_normal.jpg,"{'description': {'mentions': [{'start': 20, 'end': 27, 'username': 'vnnstu'}]}}"
145590315,,False,I'm ordinary girl👧🏻...Cassiopeia...❤️TV5XQ...❤️Jaejoong oppa…💛Junho oppa 🐧…Gonna be Hottest soon😆… 💗Eating,momookk,,False,,สติสติสติ,,"{'followers_count': 88, 'following_count': 461, 'tweet_count': 22224, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1010395689312927744/rCAP2zq__normal.jpg,
1240770170433540103,Ramos city,False,"#andatemoyano #moyanookupa

afiliado al C.A.I  since 2009

RUSORODRIGUEZ (C) 2023",Kun20211,,False,1347920298604113920,Alealejandro,,"{'followers_count': 102, 'following_count': 279, 'tweet_count': 9520, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1510243673438568458/z1jgHG8D_normal.jpg,"{'description': {'hashtags': [{'start': 0, 'end': 13, 'tag': 'andatemoyano'}, {'start': 14, 'end': 26, 'tag': 'moyanookupa'}]}}"
1372580574926303237,,False,dtqk | she/her {they/them ok too!} | 20,onestepfoeward,,False,1482520098178887680,anne 🫧,,"{'followers_count': 17, 'following_count': 198, 'tweet_count': 12465, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1510698978131673093/ovoFtR-W_normal.jpg,
36648604,"New Orleans, LA",False,Midwestern roots and Southern grace. She/her.,SusanVanW,,False,,SusanVan,,"{'followers_count': 91, 'following_count': 215, 'tweet_count': 2269, 'listed_count': 2}",https://pbs.twimg.com/profile_images/440898558632267777/UgUVdP5__normal.jpeg,
915502348272672768,,False,こいつ最近ウマ娘の事ばっかツイートしてんな,Callswerver,,False,1465675519622479879,コールス🌿,,"{'followers_count': 383, 'following_count': 1037, 'tweet_count': 39696, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1228351650948976641/_-A874dg_normal.jpg,
349447580,"Spokane, WA",False,"Fan of NHL Favorites (or) Whatever ********* My passions: Golf, beer, hockey, food, books, music.",rockynrobyn37,,False,1478594463266054147,z - Robyn,,"{'followers_count': 1853, 'following_count': 3413, 'tweet_count': 31931, 'listed_count': 57}",https://pbs.twimg.com/profile_images/1404668170720354305/Aq9uMHCa_normal.jpg,
1251759675583815686,cakung - sawojajar,False,urip mung mampir maido,rendragustipr,,False,,Si inisial R,,"{'followers_count': 62, 'following_count': 231, 'tweet_count': 2446, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1502620893586997248/Gt9F1fUf_normal.jpg,
18372408,"Doubtless Bay, New Zealand",False,US expat living in NZ for 19 years. Life Navigator at Trippy Roads Ranch. Gardening. Reading. Politics. Gifted/talented education #learningskillsforlife #resist,jeanne_daniel,,False,,Mother of Liberals,,"{'followers_count': 14763, 'following_count': 14589, 'tweet_count': 15693, 'listed_count': 77}",https://pbs.twimg.com/profile_images/1344018723431051265/szNc09wq_normal.jpg,"{'description': {'hashtags': [{'start': 130, 'end': 152, 'tag': 'learningskillsforlife'}, {'start': 153, 'end': 160, 'tag': 'resist'}]}}"
1096744998,,False,42,mcflyftw32,,False,,D R,,"{'followers_count': 46, 'following_count': 269, 'tweet_count': 6281, 'listed_count': 3}",https://pbs.twimg.com/profile_images/515036508919975936/rZa4wyCu_normal.jpeg,
3029787283,,False,A fucking Gemini,esmas23adrian,,False,1062248250634194945,Engr. Adi,,"{'followers_count': 278, 'following_count': 338, 'tweet_count': 9506, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1493286660989079552/0poHsKDE_normal.jpg,
90629192,"Aberdeenshire, Scotland",False,Mostly Warhammer & Motorsport.,NoDzombie,,False,,Gordon 🇺🇦,,"{'followers_count': 20, 'following_count': 593, 'tweet_count': 682, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1474650553783312396/a7-v_VD5_normal.jpg,
274135701,"Sunnyvale, CA",False,magneticsara on instagram,magneticksara,,False,,Angry Goose,,"{'followers_count': 1105, 'following_count': 1610, 'tweet_count': 85222, 'listed_count': 5}",https://pbs.twimg.com/profile_images/934138511795486720/IsfoEO9m_normal.jpg,
1556545164,Glasgow,False,.,Marshy_ap,,False,,.,,"{'followers_count': 188, 'following_count': 631, 'tweet_count': 6273, 'listed_count': 12}",https://pbs.twimg.com/profile_images/1129405410493030400/5Ee2JnZZ_normal.jpg,
391570059,,False,"MIZ-ZOU...Go Cubs Go...Bear Down...Here come the Hawks, the Mighty Blackhawks... Toffees, Sioux City",cosborn11,,False,,Chris Osborn,,"{'followers_count': 24, 'following_count': 241, 'tweet_count': 1064, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1119077399038189568/XZCxSjya_normal.jpg,
43126469,"New York, USA",False,NYC MEDIC. Gamer/Part Time Streamer. Father of a cat name Oreo,Ric0Suave26,https://t.co/6ksl9Vfqgg,False,1365825638410702849,Jose Huaman,,"{'followers_count': 177, 'following_count': 801, 'tweet_count': 4209, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1414768508827848704/URO7q88H_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/6ksl9Vfqgg', 'expanded_url': 'http://Twitch.tv/r1c0suave26', 'display_url': 'Twitch.tv/r1c0suave26'}]}}"
1497174917439234052,,False,,VincentRowlatt,https://t.co/DFtqshKWmv,False,1498981879000743939,@ Vincent Rowlatt. (Peasant),,"{'followers_count': 863, 'following_count': 667, 'tweet_count': 2846, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1505522177122177029/g5Jg2EyL_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DFtqshKWmv', 'expanded_url': 'https://twunroll.com/article/949670246604001280', 'display_url': 'twunroll.com/article/949670…'}]}}"
20525448,The Internet,False,"Those seagulls will never threaten us again.

'Grim doesn't need luck, he just needs a good blaster' - @misskikiwitch",callingallrx,https://t.co/QdnU4K39Ke,False,1427371858123440129,ROU Grim,,"{'followers_count': 116, 'following_count': 287, 'tweet_count': 3409, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1269761825232617472/59FYvNM8_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QdnU4K39Ke', 'expanded_url': 'http://www.reflections.org.uk/blog', 'display_url': 'reflections.org.uk/blog'}]}, 'description': {'mentions': [{'start': 103, 'end': 117, 'username': 'misskikiwitch'}]}}"
38607291,"Maryland, USA",False,🌱🐶👶❤️🧵📚,bethanywadams,,False,,Lady Jelly Toast of L.L. Bean,,"{'followers_count': 172, 'following_count': 236, 'tweet_count': 7054, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1218679530824568835/AeOn4bC4_normal.jpg,
822077934,"Connecticut, USA",False,25 | Self-Published Author | FGCU Alum | Volleyball | Yoga | Insta: brittneylee_96 // busybeecardco // innerlightbt,btraudt416,https://t.co/nLpa7SpJBs,False,1483689221391065095,Brittney Traudt,,"{'followers_count': 230, 'following_count': 194, 'tweet_count': 18895, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1326634225123155969/PWvkZZv5_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nLpa7SpJBs', 'expanded_url': 'http://linktr.ee/btraudt', 'display_url': 'linktr.ee/btraudt'}]}}"
1281458658,"Sydney, Australia.",False,,karen_napper,,False,,Kaz,,"{'followers_count': 34, 'following_count': 358, 'tweet_count': 269, 'listed_count': 0}",https://pbs.twimg.com/profile_images/640766595749408768/5kPFD3kv_normal.jpg,
2920910038,In my own head,False,30-something year old unemployed enby lesbian writer. TERFs not welcome. She/her/they/them,elenoreonice,,False,,Elenore Stanton,,"{'followers_count': 4, 'following_count': 37, 'tweet_count': 76, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1406593300191223809/YCBf6SB7_normal.jpg,
1595344507,UK,False,Ex-BBC. Winding down from life. Love everyone. No DMs unless by invite - ignore this and you WILL be unfollowed and blocked immediately! SAFC fan 4ever.,SlipperyJim65,,False,,Danny Cogdon 😷👍🌹 #FBPE #FBPA,,"{'followers_count': 3119, 'following_count': 4598, 'tweet_count': 8201, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1317147885495046145/feJ_AMH4_normal.jpg,
16924676,Nancy-Bruxelles,False,Président SAS 2Safety basée à Nancy et Bruxelles.,david_2safety,http://t.co/J5rFH3NfaP,False,,David Simon,,"{'followers_count': 126, 'following_count': 195, 'tweet_count': 92, 'listed_count': 3}",https://pbs.twimg.com/profile_images/730083833224278020/vCxCafoD_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/J5rFH3NfaP', 'expanded_url': 'http://www.2safety.com', 'display_url': '2safety.com'}]}}"
1130333881,UTM Zone 37 South.,False,3K,kimaninephat,,False,,neph@,,"{'followers_count': 342, 'following_count': 767, 'tweet_count': 35859, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1136628718833680390/_-JOiBS3_normal.jpg,
1153062240645517318,"Houston, TX",False,22 (she/her),noneya0807,,False,,abbott hive 🫶🏽,,"{'followers_count': 178, 'following_count': 455, 'tweet_count': 1965, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1503472231472578568/VOM3dH_n_normal.jpg,
612572155,ARO spACE ,False,💜♠️💚 Asexual Aromantic Agender 🌈 Queer 🌌 ⟭⟬ARMY⟬⟭ ⏳ RT dump 🔞,ryyuutan,https://t.co/4YfAkQ5Wm6,False,1133754836455833600,yuu⁷💜,,"{'followers_count': 365, 'following_count': 110, 'tweet_count': 201321, 'listed_count': 7}",https://pbs.twimg.com/profile_images/1490659841991651328/obWlUGSj_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4YfAkQ5Wm6', 'expanded_url': 'https://facebook.com/AroAceID', 'display_url': 'facebook.com/AroAceID'}]}}"
214401579,All-over,False,"I don't tweet often, but when I do sh*t gets real!",olliejpmartin,,False,,Ollie Martin,,"{'followers_count': 32, 'following_count': 35, 'tweet_count': 675, 'listed_count': 1}",https://pbs.twimg.com/profile_images/2155560434/image_normal.jpg,
1137204413762756610,20 | multi | any prns,False,nick… i believe you. i believe you @80srobyn_,cupofIee,https://t.co/uVTVsdHqXi,False,1518465827376406530,char(lee) spring 🍂 x13,,"{'followers_count': 2741, 'following_count': 668, 'tweet_count': 74826, 'listed_count': 147}",https://pbs.twimg.com/profile_images/1521952063319691270/S0u1LSHU_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uVTVsdHqXi', 'expanded_url': 'http://xn--55g.carrd.byf.xn--35g', 'display_url': '→.carrd.byf.←'}]}, 'description': {'mentions': [{'start': 35, 'end': 45, 'username': '80srobyn_'}]}}"
755061132415541248,Malaysia,False,PandaSomnia 🇲🇾 | ISFJ | MYSOMNIES |,pandawolfie13,,False,1443758662757937160,PVNDV 🌱 | #MAISON,,"{'followers_count': 238, 'following_count': 370, 'tweet_count': 5662, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1516756222623744006/Q3FlWDVf_normal.jpg,
1416934564652412930,,False,| Building bit by bit | Eightbit #1088 🤓|,PearlGibz,,False,,Pearl Gibz,,"{'followers_count': 409, 'following_count': 810, 'tweet_count': 265, 'listed_count': 2}",https://pbs.twimg.com/profile_images/1519030385262292992/BuEMBGER_normal.jpg,
3229244121,"Barcelona, Spain",False,⚡️Argentina viviendo en Barcelona,LadyItalian_,https://t.co/q9eOco2ipS,False,1384507924748279808,A,,"{'followers_count': 36, 'following_count': 83, 'tweet_count': 1568, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1309627633374724096/siyjXn50_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/q9eOco2ipS', 'expanded_url': 'http://instagram.com/heyladyitalian', 'display_url': 'instagram.com/heyladyitalian'}]}}"
943532646,"Dublin, Ireland",False,uninteresting and disinterested,DaithiKelleher,,False,,Daithi Kelleher,,"{'followers_count': 253, 'following_count': 508, 'tweet_count': 8907, 'listed_count': 3}",https://pbs.twimg.com/profile_images/1201612533309886465/VDnXrf0A_normal.jpg,
744486920063946752,United States,False,"I enjoy lots of media, including Mario, Pokémon, Yo-kai Watch, The Simpsons, Family Guy, and lots more. Check out my YouTube channel and @Simpsons_Titles!",Smellman426,https://t.co/RYUouF1rAK,False,1375587204240654336,Smellman in the Multiverse of Madness,,"{'followers_count': 168, 'following_count': 1874, 'tweet_count': 10298, 'listed_count': 5}",https://pbs.twimg.com/profile_images/1522729819439616000/2HHxDyBS_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RYUouF1rAK', 'expanded_url': 'https://www.youtube.com/Smellman426', 'display_url': 'youtube.com/Smellman426'}]}, 'description': {'mentions': [{'start': 137, 'end': 153, 'username': 'Simpsons_Titles'}]}}"
42367600,"Chicago, IL",False,Cancer ♋️. Cats 🐱. Coffee ☕️. she/her. 🏳️‍🌈,diaquesadilla,https://t.co/wt0qND4nPz,False,827032493358354433,𝔇𝔦𝔞 💀,,"{'followers_count': 544, 'following_count': 188, 'tweet_count': 16308, 'listed_count': 18}",https://pbs.twimg.com/profile_images/1522025741688487941/y4WnHXhD_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wt0qND4nPz', 'expanded_url': 'https://www.instagram.com/diaquesadilla/', 'display_url': 'instagram.com/diaquesadilla/'}]}}"
60921898,"Stockholm, Sweden",False,Passionate African 🇧🇯🇳🇬 who has a vision of changing everything possible someday. Notorious non-conformist.,Kneeyie,,False,1077689734032510977,Adéníyì,,"{'followers_count': 1657, 'following_count': 1533, 'tweet_count': 47403, 'listed_count': 20}",https://pbs.twimg.com/profile_images/1189533590696144897/RAECXDGm_normal.jpg,
1022147263789817856,"Calgary, Alberta",False,"My name is Kitsune Foxx. I'm an anthro furry fox who enjoys creating and playing music, making art, likes being with friends and looking for new friends to meet",KitsuneFoxx1,,False,,Kitsune Foxx,,"{'followers_count': 94, 'following_count': 344, 'tweet_count': 4623, 'listed_count': 1}",https://pbs.twimg.com/profile_images/1226041169445974017/CiI-WS46_normal.jpg,
1495033482,,False,Spotting grey areas. Constantly evolving. In everlasting need of good books and cool looks.,ghaythreereddy,https://t.co/Rd8DAkTp9L,False,1091364226872991744,Nefertari,,"{'followers_count': 229, 'following_count': 168, 'tweet_count': 11166, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1481486922535292928/WqWaxd9G_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Rd8DAkTp9L', 'expanded_url': 'https://www.instagram.com/ghaythreereddy/', 'display_url': 'instagram.com/ghaythreereddy/'}]}}"
1296089168922247170,"Fort Lauderdale, FL",False,"(she/her/hers) • Marketing at some place sweet, and a lil salty 💻🍩 I’m hungry again, maybe I should tweet about it. 🥲",kaeroffman,,False,,k,,"{'followers_count': 35, 'following_count': 133, 'tweet_count': 402, 'listed_count': 0}",https://pbs.twimg.com/profile_images/1473346257833889807/B0beYexr_normal.jpg,
125974518,"Llanelli, South Wales",False,"F1 Nut, Gooner, English girl in Wales. @MrMeredith88 💍❤️ #JB17 #YaGunnersYa",d0ttyB,,False,831602306625970177,Brittany 🏎⚽️,,"{'followers_count': 1155, 'following_count': 1282, 'tweet_count': 38647, 'listed_count': 55}",https://pbs.twimg.com/profile_images/1094640819687096321/5Hr5m9c__normal.jpg,"{'description': {'hashtags': [{'start': 57, 'end': 62, 'tag': 'JB17'}, {'start': 63, 'end': 75, 'tag': 'YaGunnersYa'}], 'mentions': [{'start': 39, 'end': 52, 'username': 'MrMeredith88'}]}}"
3648992059,"Lower Saxony, Germany",False,18/12/15 taken ❤ She/Her |Gay 🏳️‍🌈 |Tori followed 6th 12.2015 | #Toraay #Adele30| #Earper #BringWynonnaHome |#BLM |fan acc|was @tkellyaddicted| #nowar |Lvl 33,Toraay_Earper,https://t.co/0KZG459U80,False,1360977518338203659,Jas³⁰| ✌🏻☮️🕊,,"{'followers_count': 893, 'following_count': 1005, 'tweet_count': 61809, 'listed_count': 8}",https://pbs.twimg.com/profile_images/1469276610377486337/vxvPcTrN_normal.jpg,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0KZG459U80', 'expanded_url': 'https://open.spotify.com/track/1suqXPrYygZ7BYiSfaVZE4?si=tD_A1vn4TWCaK_T6Hqm3lQ&utm_source=copy-link', 'display_url': 'open.spotify.com/track/1suqXPrY…'}]}, 'description': {'hashtags': [{'start': 64, 'end': 71, 'tag': 'Toraay'}, {'start': 72, 'end': 80, 'tag': 'Adele30'}, {'start': 82, 'end': 89, 'tag': 'Earper'}, {'start': 90, 'end': 107, 'tag': 'BringWynonnaHome'}, {'start': 109, 'end': 113, 'tag': 'BLM'}, {'start': 144, 'end': 150, 'tag': 'nowar'}], 'mentions': [{'start': 127, 'end': 142, 'username': 'tkellyaddicted'}]}}"
