,location,name,protected,url,verified,public_metrics,description,profile_image_url,username,id,pinned_tweet_id,entities
1673972071,"Portland, OR",...,False,,False,"{'followers_count': 670, 'following_count': 705, 'tweet_count': 5232, 'listed_count': 1}",Encantada con la vida.,https://pbs.twimg.com/profile_images/773357101296996353/sPmIBUpR_normal.jpg,paucostal,,770481655408623616,
125499474,(新潟→)東京→宮城→奈良→大阪→京都,めぐめぐ / GOSMG2,False,,False,"{'followers_count': 1092, 'following_count': 1567, 'tweet_count': 44749, 'listed_count': 26}",合唱:八王子東コーラス部、ますらを→東北大混声、仙台バロックアンサンブル→合唱団ル・グラン/シアトリズム:AC…全国制覇233店舗354筐体 CC…称号96個獲得 DQ…スライムダーク討伐数165匹/ゴスペラーズ:2スペ、キタマニ/野球:埼玉西武ライオンズ/#ドラクエウォーク,https://pbs.twimg.com/profile_images/1222499914325692416/H8HsjD_B_normal.jpg,mg2_gospelion,,1177416935295737856,"{'description': {'hashtags': [{'start': 129, 'end': 138, 'tag': 'ドラクエウォーク'}]}}"
228639420,,꿈별,False,,False,"{'followers_count': 21, 'following_count': 188, 'tweet_count': 2025, 'listed_count': 0}",좋아하는 것도 많고 싫어하는 것도 많고,https://pbs.twimg.com/profile_images/1231533822543462400/rtkZjnDe_normal.png,soootang,,,
885645671793131521,"Eskişehir, Türkiye",Olga Bebiş,False,,False,"{'followers_count': 172, 'following_count': 162, 'tweet_count': 4972, 'listed_count': 0}",Dünya üzerindeki en ince bilekli insanım.,https://pbs.twimg.com/profile_images/1523435369122963456/gJHjXDqG_normal.jpg,MarabaBenOlga,,1431221984789151744,
97381421,うたプリ🌈ありがとう、良い薬です💊 ✨,✨🌿☀️みけ🌙🌳✨,False,https://t.co/eA2xABlX9N,False,"{'followers_count': 118, 'following_count': 217, 'tweet_count': 65512, 'listed_count': 2}",うたプリが大好き。うたプリが人生。うたプリの音楽が私の世界を変えた。//カルテット魂♦️NEVER EVER END!🔥//黒崎蘭丸/愛島セシル/鳳瑛一/皇綺羅/荒木田蒼生/仲田博喜//その他国内外ジャンルと日常/好きなものを垂れ流し🕊うるさいよ🤗🇯🇵🇺🇸🇹🇼🇨🇦💗,https://pbs.twimg.com/profile_images/1510014223480651777/fIMd2E4__normal.jpg,mmmMIKAmmm,,1511358546600132613,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eA2xABlX9N', 'expanded_url': 'https://youtu.be/YPTFpHzA7qU', 'display_url': 'youtu.be/YPTFpHzA7qU'}]}}"
787321,"Sioux Falls, SD",MaxDWolf,False,,False,"{'followers_count': 149, 'following_count': 232, 'tweet_count': 27511, 'listed_count': 6}","Just another grumpy old bastard on the internet. Skeptic, free thinker, go player.",https://pbs.twimg.com/profile_images/558350418082689024/DLkk2Bzc_normal.jpeg,MaxDWolf,,,
42717126,philadelphia,JimmyH,False,,False,"{'followers_count': 145, 'following_count': 798, 'tweet_count': 826, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/232852400/ocean_city_maryland_normal.jpg,squeakyshoes01,,,
233783459,Sydney - Canberra - Australia,😷 The Food Mentalist 😷,False,https://t.co/SrAsJdtFGs,False,"{'followers_count': 2788, 'following_count': 1692, 'tweet_count': 20726, 'listed_count': 0}",Food & Lifestyle - Criminal Investigator - Kidspot Top 30 Blogger. thefoodmentalist@gmail.com,https://pbs.twimg.com/profile_images/1688707612/food.fun.life_normal.jpg,FoodMentalist,,1506949617933778950,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SrAsJdtFGs', 'expanded_url': 'http://www.thefoodmentalist.com', 'display_url': 'thefoodmentalist.com'}]}}"
848625870319366147,silly billy goose,alma 𓆏,False,,False,"{'followers_count': 12, 'following_count': 138, 'tweet_count': 1210, 'listed_count': 0}",she/her,https://pbs.twimg.com/profile_images/1368200577621057537/dlm0YBq3_normal.jpg,almaevangelia,,,
203255462,,David McKay,False,https://t.co/pA47w4zPQs,False,"{'followers_count': 1016, 'following_count': 1963, 'tweet_count': 35151, 'listed_count': 35}","David McKay is a piano teacher, with a passion for music, language and theology.",https://pbs.twimg.com/profile_images/1485830423012061186/sZtedeXN_normal.jpg,Gontroppo2010,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pA47w4zPQs', 'expanded_url': 'http://gontroppo.blogspot.com', 'display_url': 'gontroppo.blogspot.com'}]}}"
926741892133298176,北海道,しょーさや,False,,False,"{'followers_count': 62, 'following_count': 118, 'tweet_count': 7315, 'listed_count': 0}",19さい。第五世代が好きΨ(O++O)Ψ,https://pbs.twimg.com/profile_images/1099587379034083328/zb5S1VDw_normal.jpg,sho_saya__,,,
756287541737721856,遠い昔　はるかかなたの銀河系で,burihiko,False,https://t.co/NIKJltgeua,False,"{'followers_count': 3243, 'following_count': 927, 'tweet_count': 101620, 'listed_count': 40}",レゴロボビルダー／研究者。BMAメンバー。ええでおじさん。長めの連勤術師。好物：レゴ、ランニング、映画、スニーカー、洋楽、ディズニーなど。インスタもやってます！Please feel free to leave comments. https://t.co/0z5SYPDX0k,https://pbs.twimg.com/profile_images/1429797300558209027/snx3Omfd_normal.jpg,burihiko_t,,1498819571104751616,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NIKJltgeua', 'expanded_url': 'https://www.flickr.com/photos/burihiko/', 'display_url': 'flickr.com/photos/burihik…'}]}, 'description': {'urls': [{'start': 116, 'end': 139, 'url': 'https://t.co/0z5SYPDX0k', 'expanded_url': 'https://www.instagram.com/burihiko/', 'display_url': 'instagram.com/burihiko/'}]}}"
1089733356533633025,男と男の生活・性行為・他愛のない会話,しめじ,False,https://t.co/8E7X4jKug9,False,"{'followers_count': 55, 'following_count': 43, 'tweet_count': 31470, 'listed_count': 4}",BLの話してるときだけ元気（無季自由律）,https://pbs.twimg.com/profile_images/1413147930454683653/spuyO_4D_normal.jpg,shimejinyokkiri,,1491055381657055232,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8E7X4jKug9', 'expanded_url': 'https://shimejikinsho.booth.pm/', 'display_url': 'shimejikinsho.booth.pm'}]}}"
163408162,Here!!! ,Adéìfé,False,https://t.co/6nVb8EblOH,False,"{'followers_count': 752, 'following_count': 666, 'tweet_count': 76355, 'listed_count': 20}","#teamunited A Nigerian top Ethical Hacker #iamunited #teamchristian
 IG: @kosokoking",https://pbs.twimg.com/profile_images/1283114917067927553/An-aC2x0_normal.jpg,kosokoking,,906973147110498304,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/6nVb8EblOH', 'expanded_url': 'http://kosokoking.com', 'display_url': 'kosokoking.com'}]}, 'description': {'hashtags': [{'start': 0, 'end': 11, 'tag': 'teamunited'}, {'start': 42, 'end': 52, 'tag': 'iamunited'}, {'start': 53, 'end': 67, 'tag': 'teamchristian'}], 'mentions': [{'start': 73, 'end': 84, 'username': 'kosokoking'}]}}"
903805166029119489,"Melbourne, Victoria",Eustace Scrubber,False,,False,"{'followers_count': 815, 'following_count': 1633, 'tweet_count': 33239, 'listed_count': 2}",I lay down with treasure & woke up with scales. That’s what you get for unmitigated greed. Alma Mater - Experiment House.,https://pbs.twimg.com/profile_images/1370921764620955648/plazn5gq_normal.jpg,Dragonsvoyage,,,
188850265,"Palencia, Castilla y León",Sergio Solana 🔻,False,https://t.co/FelC1umn95,False,"{'followers_count': 471, 'following_count': 659, 'tweet_count': 18292, 'listed_count': 8}",|| arch,https://pbs.twimg.com/profile_images/1301948196734799872/eE9NQ7jL_normal.jpg,sergio_solana,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FelC1umn95', 'expanded_url': 'https://www.instagram.com/sergio_solana/', 'display_url': 'instagram.com/sergio_solana/'}]}}"
23168442,"Sydney, New South Wales",Frankie T,False,,False,"{'followers_count': 95, 'following_count': 403, 'tweet_count': 3655, 'listed_count': 5}",,https://pbs.twimg.com/profile_images/665669353443106818/BwGHLRi7_normal.jpg,franktastic,,,
578438534,3130,Trevor G. Kerr,False,http://t.co/RuVwRci1AQ,False,"{'followers_count': 55, 'following_count': 100, 'tweet_count': 28282, 'listed_count': 11}",Retired,https://pbs.twimg.com/profile_images/378800000550459089/3e764fc6c8d5ce443e870b6c97d42bf4_normal.jpeg,tgk3130,,,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/RuVwRci1AQ', 'expanded_url': 'http://tgk1946.wordpress.com/', 'display_url': 'tgk1946.wordpress.com'}]}}"
2271825680,,arzu,False,,False,"{'followers_count': 1339, 'following_count': 2347, 'tweet_count': 6857, 'listed_count': 0}",Yaşasın SOSYALİZM✊,https://pbs.twimg.com/profile_images/1522553002283999232/ynQRPFv__normal.jpg,arzu_1234567,,1312231849838751744,
1299881282,,Traci Crowley,False,,False,"{'followers_count': 0, 'following_count': 22, 'tweet_count': 25, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/3588003513/40236f547cea521b50f178d615e66c48_normal.jpeg,TraciBa15540727,,,
1881689294,,José Antonio Medina,False,https://t.co/TiyYmczFSK,False,"{'followers_count': 36, 'following_count': 48, 'tweet_count': 356, 'listed_count': 1}",CG Artist│Explorador de mundo abierto│Trotamundos virtual│Arquitecto digital│Baterista amateur,https://pbs.twimg.com/profile_images/794637081637167104/ZkcUitZs_normal.jpg,JoseM2706,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TiyYmczFSK', 'expanded_url': 'https://www.facebook.com/VisualFact/', 'display_url': 'facebook.com/VisualFact/'}]}}"
1466686026408210433,,chihiro (they/them),False,,False,"{'followers_count': 9, 'following_count': 139, 'tweet_count': 1105, 'listed_count': 0}",artist who rarely posts their own art | they/them | 21,https://pbs.twimg.com/profile_images/1516634483075825670/m6bvpDtc_normal.jpg,p3achesandgravy,,1517538304186634240,
26246043,,Dayibey,False,,False,"{'followers_count': 1, 'following_count': 0, 'tweet_count': 824, 'listed_count': 0}",Unforgettable personality...PhD,https://pbs.twimg.com/profile_images/995390580342575104/a8W-Gkr6_normal.jpg,Dayibey,,,
181936527,Australia,David Smith,False,,False,"{'followers_count': 298, 'following_count': 1097, 'tweet_count': 1048, 'listed_count': 3}",Available for Australian XI selection,https://pbs.twimg.com/profile_images/378800000849678275/b7b0f664292fd293113b450eb1f438fb_normal.png,SmthDavd,,1490108344744349697,
18671969,"Melbourne, Australia",azzski,False,,False,"{'followers_count': 97, 'following_count': 315, 'tweet_count': 2616, 'listed_count': 4}","knows some hours are less painful than others, even if the last one does kill you.",https://pbs.twimg.com/profile_images/1128710537/fearloathing1_normal.jpg,azzski,,,
81957754,"Toowoomba, Queensland",Joe Jordan,False,,False,"{'followers_count': 121, 'following_count': 494, 'tweet_count': 5064, 'listed_count': 7}",Alpaca farmer (retired) Now self unemployed.,https://pbs.twimg.com/profile_images/1062177717263654913/btuw8NUm_normal.jpg,joefrompeel,,,
237682003,,ぴたそ,False,,False,"{'followers_count': 121, 'following_count': 203, 'tweet_count': 45146, 'listed_count': 3}",結構実況します 好き→坂本真綾/メギド72/宮原るり/戦姫絶唱シンフォギア/響け！ユーフォニアム/ニチアサ/プロ野球/阪神タイガース/高校野球/サッカー/サウナ,https://pbs.twimg.com/profile_images/1386306410686738434/gtDAW1t__normal.jpg,pitasopitaso,,,
4830245463,"Lahore, Pakistan",سلیل,False,https://t.co/jFGaetB8Gi,False,"{'followers_count': 218, 'following_count': 360, 'tweet_count': 1474, 'listed_count': 0}","CA finalist |
Audit Associate",https://pbs.twimg.com/profile_images/1522774077521502213/8LelpIGL_normal.jpg,saleel___,,1516451590147911687,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jFGaetB8Gi', 'expanded_url': 'https://linktr.ee/Saleel007', 'display_url': 'linktr.ee/Saleel007'}]}}"
1037726440714842112,"Campanario, España",Me llaman Toni,False,,False,"{'followers_count': 44, 'following_count': 75, 'tweet_count': 1052, 'listed_count': 0}",Como 2Pac all eyez on me,https://pbs.twimg.com/profile_images/1482838533392023564/j8Zv-Qeh_normal.jpg,antoniioo__71,,1489238936253829120,
118368163,イベント会場に戻れつつあって嬉しい,長井透流（ナガイトオル）,False,,False,"{'followers_count': 643, 'following_count': 526, 'tweet_count': 60072, 'listed_count': 49}",ミューガン・グルコス・アリスギア ・ピリオドゼロ・An×An、ノクスタなど。QuizKnockとZUNTATAが熱い。C97までサークル参加勢でした。ゆるく同人やってます。 @izmister,https://pbs.twimg.com/profile_images/1509884294709522432/1q7JkgD9_normal.jpg,nagaitoRu,,1437427149770674181,"{'description': {'mentions': [{'start': 87, 'end': 96, 'username': 'izmister'}]}}"
136125558,本丸,らぃ💮ヒスイ⇄戦国時代,False,https://t.co/2ZQHpSXI71,False,"{'followers_count': 288, 'following_count': 283, 'tweet_count': 241532, 'listed_count': 14}",戦う女の子とイケメンが好き。アニメ、声優、アニソン、2.5舞台。ジャンプっ子。REBORN！とDグレは青春。銀魂は永久に不潔。HQ最高！ポケモントレーナー/審神者/騎空士。プロセカもやる。中村悠一の声に魂握られてる 成人済 ありがとう大坂の陣,https://pbs.twimg.com/profile_images/1092443326307946498/cZ37su21_normal.jpg,laving138,,1517123511713931264,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2ZQHpSXI71', 'expanded_url': 'http://twpf.jp/laving138', 'display_url': 'twpf.jp/laving138'}]}}"
1215916927802957825,日本,northwest,False,,False,"{'followers_count': 71, 'following_count': 302, 'tweet_count': 162, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1472326213352161281/D6_k9t4N_normal.jpg,akirasan112233,,,
4551761,"ikoma, Nara, Japan",Takao Ikoma,False,,False,"{'followers_count': 215, 'following_count': 876, 'tweet_count': 10399, 'listed_count': 36}",,https://pbs.twimg.com/profile_images/1558629934/IMGP0937-icon_normal.jpg,ikoma,,,
65866035,Melbourne,Andre Olivier,False,,False,"{'followers_count': 319, 'following_count': 270, 'tweet_count': 3683, 'listed_count': 14}","Family, Friends, Sports",https://pbs.twimg.com/profile_images/1153848923/Photo_2_normal.jpg,andreo77,,,
48984829,"-30.212255,153.146629",Audrey Nay,False,https://t.co/JEZ3CUju0v,False,"{'followers_count': 3736, 'following_count': 4261, 'tweet_count': 31772, 'listed_count': 354}",Wife Mum Grandmother retired TL Learner Value global connections Love learning ALL comment is my own I'd like to acknowledge traditional owners of this land,https://pbs.twimg.com/profile_images/1474480667509473286/dJutPXxL_normal.jpg,audrey_nay,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JEZ3CUju0v', 'expanded_url': 'http://www.audreynay.com', 'display_url': 'audreynay.com'}]}}"
742332445945520128,,鳴,False,https://t.co/BFmbRYXC8d,False,"{'followers_count': 29, 'following_count': 38, 'tweet_count': 6410, 'listed_count': 1}",やきう⭐️とゲームとSH⛩と時々ねこ＊メンタルが底辺 ＊乱奇ハシコバ本boothにて発売中です＊検索避けのためBすることあります悪しからず…                                 ﾈｺﾁｬﾝ▷▶︎▷▶︎@King_Of_HAKU,https://pbs.twimg.com/profile_images/742339650270855169/5hSJPUfk_normal.jpg,amanatsu_717,,1115221137464545285,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BFmbRYXC8d', 'expanded_url': 'http://www.pixiv.net/member.php?id=1741147', 'display_url': 'pixiv.net/member.php?id=…'}]}, 'description': {'mentions': [{'start': 114, 'end': 127, 'username': 'King_Of_HAKU'}]}}"
4496395452,ｵﾌﾄｩﾝ. [(:3[*:☆.｡],ふて寝のK,False,,False,"{'followers_count': 344, 'following_count': 1227, 'tweet_count': 11039, 'listed_count': 2}",ランチパックのたまごだけは認めない ネタツイからエロ絵まで軽率にrtするため注意されたし,https://pbs.twimg.com/profile_images/1344810973845024769/Fp9c3DCv_normal.jpg,futene_k,,,
113333886,火の国,alpaca,False,,False,"{'followers_count': 50, 'following_count': 33, 'tweet_count': 40670, 'listed_count': 6}",野生のどうぶつ🦙,https://pbs.twimg.com/profile_images/670939016749944832/WUGQKUED_normal.jpg,_vicugna_pacos,,,
2485381360,,Johnson,False,,False,"{'followers_count': 810, 'following_count': 1325, 'tweet_count': 42025, 'listed_count': 2}",Misstache Bailey Jean and BertBert 🇺🇲💙🏳️‍🌈🐈🐕🐈‍⬛,https://pbs.twimg.com/profile_images/1311806800254169088/qKwB5_wm_normal.jpg,getheller1006,,,
877824259489280000,,ゆん,False,,False,"{'followers_count': 30, 'following_count': 139, 'tweet_count': 10907, 'listed_count': 0}",趣味はドラマ鑑賞とフィギュアスケート観戦、たまに観劇。思うままにつぶやきます。,https://pbs.twimg.com/profile_images/1523589725105590273/FjAluHpw_normal.jpg,yun_quartet,,,
1484649926789574660,,Peter,False,,False,"{'followers_count': 0, 'following_count': 3, 'tweet_count': 111, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,FML_FOMO,,,
358135674,"San Sebastián, Euskal Herria",Mikel Álvarez,False,https://t.co/1uTF5cMUVu,False,"{'followers_count': 207, 'following_count': 492, 'tweet_count': 2565, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1335577388873342977/UKreNlYf_normal.jpg,MikelAlvarez,,1329405649546055680,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1uTF5cMUVu', 'expanded_url': 'http://Instagram.com/mikelalvarz', 'display_url': 'Instagram.com/mikelalvarz'}]}}"
344247239,,Claudia Baez,False,,False,"{'followers_count': 70, 'following_count': 373, 'tweet_count': 291, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1466275718/DSC01133_1__normal.JPG,CPBaez,,,
69378744,,Grace E,False,,False,"{'followers_count': 10, 'following_count': 173, 'tweet_count': 69, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1121335899/DCP_0252_normal.JPG,oge0910,,,
33052171,,4square,False,,False,"{'followers_count': 2, 'following_count': 165, 'tweet_count': 534, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1352751318675333120/CsaIJBcy_normal.jpg,lucky4square,,,
1319537696,,richie rich,False,,False,"{'followers_count': 416, 'following_count': 479, 'tweet_count': 5957, 'listed_count': 1}",nyc,https://pbs.twimg.com/profile_images/1500508741057355784/zNX8kQcV_normal.jpg,richwoodz,,,
110683153,"Hino-shi, Tokyo",tonygiro,False,,False,"{'followers_count': 4, 'following_count': 126, 'tweet_count': 159, 'listed_count': 0}",あまり呟きません。ねんむぃ。,https://pbs.twimg.com/profile_images/1485036493232291841/OQTae0Ig_normal.jpg,tonygiro,,,
1086414894973534209,"Haarlem, Nederland ",Felix Perez,False,,False,"{'followers_count': 91, 'following_count': 205, 'tweet_count': 9372, 'listed_count': 0}",IG @felix_m_perez,https://pbs.twimg.com/profile_images/1502319784565915649/vzlfu6jq_normal.jpg,FelixPerezNL,,1418661825793695751,"{'description': {'mentions': [{'start': 3, 'end': 17, 'username': 'felix_m_perez'}]}}"
1486138288259964929,Fuengirola,💫Arse💫🇺🇦🕊️🕊️,False,,False,"{'followers_count': 130, 'following_count': 149, 'tweet_count': 1207, 'listed_count': 0}","Gallega, Asturiana en Málaga.🦂
Escribo lo que siento, textos, motivación. ⛔Política. Con pareja. ⛔Malos rollos
🧘🏻‍♀️🌴🌊🌊 📷🎶📝🏳️‍🌈💗",https://pbs.twimg.com/profile_images/1486138955829587969/DoO8jikF_normal.jpg,XanaArse,,1490043939075891216,
774779089,"Segovia, Spain",Dorian Desings,False,https://t.co/bZJirXf5Pb,False,"{'followers_count': 4066, 'following_count': 401, 'tweet_count': 3026, 'listed_count': 43}","Desarrollador Web 
YouTuber 👉🏻 Dorian Desings +40K
Te espero en Twitch de L a V 
Retos y Cursos gratis  #css #html5 #javascript",https://pbs.twimg.com/profile_images/1298304362045988874/8ogCViWc_normal.jpg,DorianDesings,,1451092547691028482,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bZJirXf5Pb', 'expanded_url': 'https://www.youtube.com/c/DorianDesings', 'display_url': 'youtube.com/c/DorianDesings'}]}, 'description': {'hashtags': [{'start': 104, 'end': 108, 'tag': 'css'}, {'start': 109, 'end': 115, 'tag': 'html5'}, {'start': 116, 'end': 127, 'tag': 'javascript'}]}}"
1351051085834821634,,Barkha,False,,False,"{'followers_count': 168, 'following_count': 147, 'tweet_count': 4551, 'listed_count': 1}",18 • she/her • weird,https://pbs.twimg.com/profile_images/1504127232314249216/iKHTmoN3_normal.jpg,hahahaheadache,,1437818877832876035,
828286417717645313,Ribera Repipi,Diegarr0,False,,False,"{'followers_count': 185, 'following_count': 189, 'tweet_count': 2114, 'listed_count': 0}","18/YL/Asturies                                                                      
Icon de @pinkdarkshonen
He/him",https://pbs.twimg.com/profile_images/1216704680270745600/_AB7rt4G_normal.jpg,Diegarr0,,,"{'description': {'mentions': [{'start': 93, 'end': 108, 'username': 'pinkdarkshonen'}]}}"
27103423,"Dunedin, NZ",Terry P,False,https://t.co/qUsQWbF2qO,False,"{'followers_count': 499, 'following_count': 717, 'tweet_count': 13916, 'listed_count': 13}","Londoner living in NZ. Co-host of @onlyapodcast. Vegan. I care for the planet and the animals. Love music, guitar, photography, comedy and West Ham.",https://pbs.twimg.com/profile_images/1325290662925721605/06PCUgDA_normal.jpg,ElTele,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qUsQWbF2qO', 'expanded_url': 'https://linktr.ee/onlyapodcast', 'display_url': 'linktr.ee/onlyapodcast'}]}, 'description': {'mentions': [{'start': 34, 'end': 47, 'username': 'onlyapodcast'}]}}"
56734802,"Toronto, Canada",Mohammad Zahid,False,https://t.co/qChlvp4bjK,False,"{'followers_count': 681, 'following_count': 482, 'tweet_count': 27008, 'listed_count': 14}","A poetic enigma.

Keep rolling with the punches.",https://pbs.twimg.com/profile_images/1195205829185744897/1fl2vDRu_normal.jpg,mzs1347,,1483498636604583938,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qChlvp4bjK', 'expanded_url': 'http://mzs1347.blogspot.ca/', 'display_url': 'mzs1347.blogspot.ca'}]}}"
211630222,"CLE born and raised, DAY now",Flying Pigs,False,,False,"{'followers_count': 608, 'following_count': 141, 'tweet_count': 16730, 'listed_count': 4}","Likes:
•Trash TV and the Twitter Fam
•Cleveland Browns
•Getting blocked by people that never learned don't start none won't be none 🤭🤣",https://pbs.twimg.com/profile_images/378800000458567530/783f38a2247f80223242c69a6169fdf0_normal.jpeg,PigsBFlying,,,
838530064744599552,,jesusLSN🎄🥭,False,https://t.co/JnQ9hDypRQ,False,"{'followers_count': 24, 'following_count': 62, 'tweet_count': 44, 'listed_count': 0}",hago directos en --- https://t.co/O9dVZHStH1  también de dé repente subo videos a mi canal https://t.co/63YakSjAZw…,https://pbs.twimg.com/profile_images/1504832026490425353/i2VU-R51_normal.jpg,jesuslsn,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JnQ9hDypRQ', 'expanded_url': 'https://linkr.bio/knv76', 'display_url': 'linkr.bio/knv76'}]}, 'description': {'urls': [{'start': 21, 'end': 44, 'url': 'https://t.co/O9dVZHStH1', 'expanded_url': 'http://twitch.tv/jesuslsn1', 'display_url': 'twitch.tv/jesuslsn1'}, {'start': 91, 'end': 114, 'url': 'https://t.co/63YakSjAZw', 'expanded_url': 'http://youtube.com/channel/UCeZzs', 'display_url': 'youtube.com/channel/UCeZzs'}]}}"
268681632,Your Maddest Dreams,TrickyWoo's 6 New Teef Defying EVEEERRRYYONNNE!!!,False,,False,"{'followers_count': 1187, 'following_count': 3171, 'tweet_count': 23758, 'listed_count': 2}","🌊Re-tweet does not = endorse. 
Neither a borrower nor a lender be...
This above all, to thine own self be true.",https://pbs.twimg.com/profile_images/1388791373713788930/sX_vxrRK_normal.jpg,Olympia205,,,
143332449,,F A R A H,False,,False,"{'followers_count': 236, 'following_count': 146, 'tweet_count': 25208, 'listed_count': 3}",📍Living in 🇦🇺 (From🇲🇾),https://pbs.twimg.com/profile_images/1461997670399033349/LKKu0b92_normal.jpg,farahnsz,,,
19615565,"England, United Kingdom",Rob Durr,False,,False,"{'followers_count': 274, 'following_count': 623, 'tweet_count': 19172, 'listed_count': 15}","The Darkness, The Bee Gees and Beer.",https://pbs.twimg.com/profile_images/1211748827725737987/taeoVgA0_normal.jpg,Whiskybob77,,,
1070984704424378368,he/him,george = Nick Nelson🍂,False,,False,"{'followers_count': 84, 'following_count': 714, 'tweet_count': 7529, 'listed_count': 1}",A raging bisexual that extremely relates to Nick Nelson,https://pbs.twimg.com/profile_images/1434619166900822022/pYex4Pke_normal.jpg,iamreversefunny,,1518946970202779649,
18406008,Scotland,Colin Mutch,False,,False,"{'followers_count': 29, 'following_count': 89, 'tweet_count': 208, 'listed_count': 0}",Find perfect in imperfection.,https://pbs.twimg.com/profile_images/1466304762484244482/d0A-zNP1_normal.jpg,Mutchy_88,,,
341381655,"Here, There.",شفاعة,False,https://t.co/sBjzAjbYqC,False,"{'followers_count': 1194, 'following_count': 575, 'tweet_count': 53972, 'listed_count': 18}","'و لسوف يعطيك ربك فترضى' 💕💕💕

Stranger 
Muslimah
Student
Onekain
Botanist
Wallflower
Philofelist
Wannabe Problem Solver
Minding My Business
Observer🙂",https://pbs.twimg.com/profile_images/1292364145300512768/f4AWWsCL_normal.jpg,EsS_OSix,,827756135985868800,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sBjzAjbYqC', 'expanded_url': 'http://www.almasaakin.org', 'display_url': 'almasaakin.org'}]}}"
12438922,Macclesfield,Frances Bell,False,https://t.co/IRV86wQSfm,False,"{'followers_count': 3318, 'following_count': 1413, 'tweet_count': 37335, 'listed_count': 224}","woman,friendwifemothergrandmothersisterauntcousin, feminist, ALT 4eva member, blogger, itinerant scholar, knitter, quilter, gardener,reader, writer #femedtech",https://pbs.twimg.com/profile_images/1041049960786128897/vFj__Prr_normal.jpg,francesbell,,1410686766797950976,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/IRV86wQSfm', 'expanded_url': 'http://francesbell.com', 'display_url': 'francesbell.com'}]}, 'description': {'hashtags': [{'start': 148, 'end': 158, 'tag': 'femedtech'}]}}"
12660752,Cymru (at least 2m away),Graham,False,,False,"{'followers_count': 119, 'following_count': 909, 'tweet_count': 9927, 'listed_count': 13}",Geek. News junkie. Wannabe nomad. Trekkie. Hopeless optimist. Shouting into the void.,https://pbs.twimg.com/profile_images/1254613962/b11be637-3140-4eb3-a04f-fb98a38229f6_normal.jpg,dronegc,,,
188553936,"Toronto, Canada",Gabriel,False,http://t.co/8GlI5ZsJeG,False,"{'followers_count': 808, 'following_count': 2280, 'tweet_count': 7422, 'listed_count': 24}","designer, portrait & lifestyle photographer, educator, sometimes cooking, always eating....... https://t.co/3Oy4lkdbIm",https://pbs.twimg.com/profile_images/527460479753801728/hxDb0_Pn_normal.jpeg,studiogabe,,1168555287709663233,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/8GlI5ZsJeG', 'expanded_url': 'http://instagram.com/studiogabe', 'display_url': 'instagram.com/studiogabe'}]}, 'description': {'urls': [{'start': 95, 'end': 118, 'url': 'https://t.co/3Oy4lkdbIm', 'expanded_url': 'http://Instagram.com/studiogabe', 'display_url': 'Instagram.com/studiogabe'}]}}"
876575335,"Beaminster, West Dorset",Rob DorsetLad 💙,False,,False,"{'followers_count': 502, 'following_count': 1164, 'tweet_count': 13544, 'listed_count': 19}","indy coffee shop fan,retired Master Baker, rtd Amateur Potter, golfer ⛳️should be rtd! #Juicer! busy bee! Anxious!",https://pbs.twimg.com/profile_images/454723606073733121/MZijF1jd_normal.jpeg,sengrumbleweed,,,"{'description': {'hashtags': [{'start': 87, 'end': 94, 'tag': 'Juicer'}]}}"
