,location,name,protected,url,verified,public_metrics,description,profile_image_url,username,id,pinned_tweet_id,entities
63410054,"Galway, Ireland",Dr. Jp McMahon,False,https://t.co/EwOYtE8VgZ,False,"{'followers_count': 24936, 'following_count': 9451, 'tweet_count': 82644, 'listed_count': 295}","Chef, author & restauranteur. PhD. @aniargalway @foodontheedge @cavagalway @tartaregalway 
@nishigalway weekly column @irishtimes",https://pbs.twimg.com/profile_images/1345001123283918848/Arek0SDi_normal.jpg,mistereatgalway,,1458403274093125634,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EwOYtE8VgZ', 'expanded_url': 'http://www.eatgalway.com', 'display_url': 'eatgalway.com'}]}, 'description': {'mentions': [{'start': 35, 'end': 47, 'username': 'aniargalway'}, {'start': 48, 'end': 62, 'username': 'foodontheedge'}, {'start': 63, 'end': 74, 'username': 'cavagalway'}, {'start': 75, 'end': 89, 'username': 'tartaregalway'}, {'start': 91, 'end': 103, 'username': 'nishigalway'}, {'start': 118, 'end': 129, 'username': 'irishtimes'}]}}"
782663674225840128,,Matheus,False,,False,"{'followers_count': 4, 'following_count': 41, 'tweet_count': 1872, 'listed_count': 0}",Não sei o que estou fazendo,https://pbs.twimg.com/profile_images/1512603342433828869/i-2AcNxb_normal.jpg,Math_SMF,,1396977199991906304,
393689134,Clackmannan,Heather Aitken,False,,False,"{'followers_count': 61, 'following_count': 334, 'tweet_count': 305, 'listed_count': 0}",We're a' Jock Tamsons bairns,https://pbs.twimg.com/profile_images/663133119390875648/vdI-CoqP_normal.jpg,HeatherAitken2,,,
20479054,"Aldeburgh, UK",Graham Ward,False,,False,"{'followers_count': 948, 'following_count': 3465, 'tweet_count': 49764, 'listed_count': 28}",Forever European. Aggrocentrist. Green. Muso. Post-theistic Anglican. Mapper. Foodie. Ex-drinker. Notts Cricket. Brewers Baseball. Scotland Rugby. Patriots NFL.,https://pbs.twimg.com/profile_images/1516436623109640199/aA5je5HA_normal.jpg,yelobeli,,,
118292456,スタートラインを飛び越えたあの日,ひさくら,False,https://t.co/oojq7dyaRD,False,"{'followers_count': 829, 'following_count': 936, 'tweet_count': 97868, 'listed_count': 68}",幻影女児,https://pbs.twimg.com/profile_images/1370677155508543488/ICNsgz9J_normal.jpg,hskr_t,,1364214371673513984,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oojq7dyaRD', 'expanded_url': 'http://www.pixiv.net/novel/member.php?id=8206406', 'display_url': 'pixiv.net/novel/member.p…'}]}}"
951025377102778369,The Netherlands,🌳🌾 ⟭⟬ Babs ⁷ᴮᴱ⟬⟭🌱🌿,False,,False,"{'followers_count': 714, 'following_count': 544, 'tweet_count': 87021, 'listed_count': 11}","Nature lover open for new music, art and people to inspire her. I mostly retweet as a BTS fan account but sometimes post about my interests ( older ARMY)",https://pbs.twimg.com/profile_images/1377719016693829633/HcS9oE-0_normal.jpg,Barba_Babs,,1464324079880654852,
3082105625,"Ankara, Türkiye",Turgay Erdener,False,https://t.co/ctyFsu2Sa4,False,"{'followers_count': 5401, 'following_count': 961, 'tweet_count': 45329, 'listed_count': 9}",besteci / composer / compositeur 🍀 BESOM üyesi / MESAM üyesi https://t.co/OJhzyiwtNl……,https://pbs.twimg.com/profile_images/1499062403623002114/KXeciaPi_normal.jpg,TurgayErdener,,1257366230043963398,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ctyFsu2Sa4', 'expanded_url': 'https://soundcloud.com/turgay-erdener', 'display_url': 'soundcloud.com/turgay-erdener'}]}, 'description': {'urls': [{'start': 61, 'end': 84, 'url': 'https://t.co/OJhzyiwtNl', 'expanded_url': 'http://youtube.com/channel/UCwTW0', 'display_url': 'youtube.com/channel/UCwTW0'}]}}"
14162178,"Fukuoka, Japan",Yuta Tanaka,False,,False,"{'followers_count': 214, 'following_count': 158, 'tweet_count': 19904, 'listed_count': 17}","某所でソフトウェア系の仕事とかやってます。

川崎在住/福岡 みやま 山川 /1986年度/九大福田研/QITO/東明館/ICPC/推理小説/Ruby/Vim[perator]",https://pbs.twimg.com/profile_images/2698285586/aee3237076153cf840bede2345702d5a_normal.jpeg,84q,,,
1604977488,"Texas, USA",Angelica,False,https://t.co/bapBftuV15,False,"{'followers_count': 35, 'following_count': 159, 'tweet_count': 386, 'listed_count': 1}","I am a disabled 49 yr old mom of two beautiful girls. I love crochet, reading, writing, coloring, nature, animals, Star Trek. I have Chiari 1& Syringomyelia.",https://pbs.twimg.com/profile_images/1488741013179056136/z4DIGkle_normal.jpg,anjelkitty33,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bapBftuV15', 'expanded_url': 'https://m.facebook.com/Crochet-by-Angelica-270570899787104/', 'display_url': 'm.facebook.com/Crochet-by-Ang…'}]}}"
1274672483162042373,,Shu,False,,False,"{'followers_count': 102, 'following_count': 152, 'tweet_count': 2503, 'listed_count': 0}",let it be,https://pbs.twimg.com/profile_images/1490277285559209987/B3PHWSVP_normal.jpg,shuu_g_,,,
843336936,Brisbane,LoopiStyle,False,https://t.co/XllvbfILYS,False,"{'followers_count': 99, 'following_count': 564, 'tweet_count': 3228, 'listed_count': 11}",sun+fashion+food+travel+books+arsenal fc+dancing+music+ british cop shows+chile+ australia+the uk+ long baths+ pictures of puppies+mum+wifey 🇨🇱 🇦🇺,https://pbs.twimg.com/profile_images/1240863877656506368/rBVHaB2P_normal.jpg,hellomrsclarke,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XllvbfILYS', 'expanded_url': 'https://loopistyle.com/', 'display_url': 'loopistyle.com'}]}}"
91643982,,Tuğba Soydaş,False,http://t.co/MzBWbVJhaV,False,"{'followers_count': 357, 'following_count': 279, 'tweet_count': 3673, 'listed_count': 2}",nötr...,https://pbs.twimg.com/profile_images/1259804555187019776/bj7itxv0_normal.jpg,stubas,,656740885376442368,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://t.co/MzBWbVJhaV', 'expanded_url': 'http://instagram.com/stubas_', 'display_url': 'instagram.com/stubas_'}]}}"
1294062429593382915,,⭐️🌙🌟🌙⭐️,False,,False,"{'followers_count': 82, 'following_count': 269, 'tweet_count': 36491, 'listed_count': 4}","This is Joce, I just wanted a second account that was less hectic.
She/Her/They/Them 24
icon by @churty_iris",https://pbs.twimg.com/profile_images/1515794552820490246/QwLDoRpJ_normal.jpg,NotSoHangryBois,,1294064448747995136,"{'description': {'mentions': [{'start': 96, 'end': 108, 'username': 'churty_iris'}]}}"
442226998,probably still in bed,harp,False,https://t.co/7CJILhkIMN,False,"{'followers_count': 108, 'following_count': 152, 'tweet_count': 58106, 'listed_count': 8}","black lives matter. || he/they, 26, blind as a prophet. sometimes I write poetry & read tarot. ♎️☀️, ♈️🌙, ♑️⬆️",https://pbs.twimg.com/profile_images/1491098391497129984/kw1lr7gY_normal.jpg,_harpurr,,1453772716679565314,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7CJILhkIMN', 'expanded_url': 'http://harpurrs.carrd.co', 'display_url': 'harpurrs.carrd.co'}]}}"
255801059,"Fuchu-shi, Tokyo",osd,False,,False,"{'followers_count': 240, 'following_count': 258, 'tweet_count': 7174, 'listed_count': 2}",元愛車はマーチK10ST。新聞記者。ヤクルトファン。布袋BCメンバー。熱帯魚のシクリッドに詳しい。バスアングラー。そのうち、相模湖、攻めますんで,https://pbs.twimg.com/profile_images/1252838372/20110223174545_normal.jpg,k10march,,,
1285536620045836290,"Rawalpindi, Pakistan",Fawad Ali,False,https://t.co/HnYKfQH5pK,False,"{'followers_count': 111, 'following_count': 321, 'tweet_count': 6012, 'listed_count': 1}","Senior Digital News Producer @thecentrummedia

A content producer, and hobbyist photographer with a knack for traveling and reading.
Views are mine.",https://pbs.twimg.com/profile_images/1501078486877888512/FLqjh-tM_normal.jpg,fawadalijourno,,1439488426416517124,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HnYKfQH5pK', 'expanded_url': 'http://Instagram.com/fawadaliphotography', 'display_url': 'Instagram.com/fawadaliphotog…'}]}, 'description': {'mentions': [{'start': 29, 'end': 45, 'username': 'thecentrummedia'}]}}"
1360196584382767106,COC6･7 DX3 ｴﾓｸﾛ ｼﾉﾋﾞ 銀剣 DLH,真田 晶,False,https://t.co/uTmjjuv25d,False,"{'followers_count': 140, 'following_count': 166, 'tweet_count': 5169, 'listed_count': 3}","20↑社会人。主に平日夜と土日祝遊ぶ。
主にTRPGボイセして、たまにボドゲする人。
システムはCoC6版メイン、C7版・エモクロ・ビガミ・DX3・銀剣・デッドラ等。
KPは主にCoC2PL回してます。ﾊﾞﾃﾞｨ最高。
現状KPはFFさんからのみお受けしてます。
ふぁぼりがち。迷惑でしたらそっとﾘｰﾌﾞしてください；",https://pbs.twimg.com/profile_images/1509921425947168778/h8UBiBPT_normal.jpg,Akira_TRPG0141,,1443905259277991942,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uTmjjuv25d', 'expanded_url': 'https://profcard.info/u/ASZ0I8dJjmZzGt3aDh4xWJVCW1q1', 'display_url': 'profcard.info/u/ASZ0I8dJjmZz…'}]}}"
1467206340112228354,,𝔸mber French,False,,False,"{'followers_count': 11, 'following_count': 55, 'tweet_count': 140, 'listed_count': 0}",♕ • 𝕎ife • 𝕄other • 𝕄ichigander • 𝕋eacher • 🖤,https://pbs.twimg.com/profile_images/1482357776617771010/PCpBLtWq_normal.jpg,am_french_,,,
1460623251282042881,Where the tea is,G. E. Darling,False,https://t.co/teZaSQVU2F,False,"{'followers_count': 291, 'following_count': 201, 'tweet_count': 5713, 'listed_count': 2}","Good Evening Darling.
30+, British. Erotic VA and Scriptwriter. 🔞 MDNI 🔞
https://t.co/avYTWUFEoN",https://pbs.twimg.com/profile_images/1490447962597646347/P9W5YdcD_normal.jpg,GedAudio,,1461112224752324613,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/teZaSQVU2F', 'expanded_url': 'https://linktr.ee/GEDAudio', 'display_url': 'linktr.ee/GEDAudio'}]}, 'description': {'urls': [{'start': 73, 'end': 96, 'url': 'https://t.co/avYTWUFEoN', 'expanded_url': 'http://linktr.ee/GEDAudio', 'display_url': 'linktr.ee/GEDAudio'}]}}"
88867306,Tokyo,みんちやん,False,https://t.co/J0o6NdPlXp,False,"{'followers_count': 272, 'following_count': 773, 'tweet_count': 28600, 'listed_count': 0}",＊グラスの底に顔があってもイイじゃないか ＊自称音楽家。専門は作・編曲・録音。たまに演奏もする ＊飲み食いにあまり手加減しないタイプ、でも量が落ちた ＊城ヲタ・アニヲタ・ビートルマニア ＊視力が落ちていろいろ不如意  ＊gdgdな日常をgdgdにつぶやいている。おもにマンガやアニメや音楽の事など,https://pbs.twimg.com/profile_images/895804685411418112/05Bll_0Y_normal.jpg,min_chang,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/J0o6NdPlXp', 'expanded_url': 'http://d.hatena.ne.jp/min-chang/', 'display_url': 'd.hatena.ne.jp/min-chang/'}]}}"
1333933208065470465,"Dublin City, Ireland",Shauna Rose Raeside,False,,False,"{'followers_count': 342, 'following_count': 754, 'tweet_count': 2785, 'listed_count': 1}","Applied Physics DCU (final year) | Aspiring Space Bitch™️ | Class Rep | Student Ambassador | Cat Lady |
she/her
(Shauna Rose is my first name pls)",https://pbs.twimg.com/profile_images/1480985750783025152/WvR0rO8V_normal.jpg,RaesideRose,,,
2940529028,,Chris Close,False,,False,"{'followers_count': 15, 'following_count': 112, 'tweet_count': 155, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1335072157026553858/-rmOehFV_normal.jpg,LoveCookIslands,,,
161494900,,wanderer,False,https://t.co/7cew0mfwcQ,False,"{'followers_count': 36, 'following_count': 533, 'tweet_count': 1816, 'listed_count': 1}",wanderer,https://pbs.twimg.com/profile_images/1043823187312746496/NV6GGGsx_normal.jpg,iam_gracie,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7cew0mfwcQ', 'expanded_url': 'https://twitter.com/iam_gracie', 'display_url': 'twitter.com/iam_gracie'}]}}"
103541003,,Sreejit🇮🇳,False,https://t.co/XsUUDiaMfT,False,"{'followers_count': 245, 'following_count': 448, 'tweet_count': 12397, 'listed_count': 2}","FPL Addict - Best Finish OR 814. Argentina, Man United, Roger Federer & Messi fan. Half Mallu - Half Bong, Full Indian. Unabashedly Right Wing. RT!=Endorsements",https://pbs.twimg.com/profile_images/1469689178543718405/vZp1UUPN_normal.jpg,sreejitsh,,1459505528552361984,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XsUUDiaMfT', 'expanded_url': 'http://itsabigdeal.blogspot.com', 'display_url': 'itsabigdeal.blogspot.com'}]}}"
210011945,❝ 🆃🆆🅴🅴🆃 は個人的な見解です ❠,sopueltno,False,https://t.co/mQQxGzb5dM,False,"{'followers_count': 960, 'following_count': 99, 'tweet_count': 11080, 'listed_count': 14}","༅༅༅༅ ❝ Certified Public Psychologist / Clinical Psychologist ❠ Disclaimer : These posts are not intended to provide medical advice, diagnosis or treatment. ༅༅༅༅",https://pbs.twimg.com/profile_images/1520532519120433152/i2s3_hfw_normal.jpg,fake_outlandos,,1513621841407254529,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/mQQxGzb5dM', 'expanded_url': 'http://twilog.org/fake_outlandos', 'display_url': 'twilog.org/fake_outlandos'}]}}"
226643553,"İstanbul'un 1 doğusu, 1 batısı",Önder Demir,False,,False,"{'followers_count': 171, 'following_count': 2696, 'tweet_count': 1303, 'listed_count': 0}","PhD., Artık Lisanslı Atıcı, artık bir doçent..",https://pbs.twimg.com/profile_images/1281407444/redkit_normal.jpg,ondderdemir,,,
2506152426,,Regular Duck 🦆 What will she make?,False,https://t.co/l6hgiG3oPA,False,"{'followers_count': 25, 'following_count': 98, 'tweet_count': 2323, 'listed_count': 0}",follow for occasional Switch Screenshots. somewhat of a gamer.,https://pbs.twimg.com/profile_images/468219547523088384/DiBREPGG_normal.jpeg,aggressionbread,,1353972403689250818,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/l6hgiG3oPA', 'expanded_url': 'http://aggressionbread.tumblr.com', 'display_url': 'aggressionbread.tumblr.com'}]}}"
1513478941356535813,she her,bee ✘,False,https://t.co/IH8ioueu5f,False,"{'followers_count': 150, 'following_count': 172, 'tweet_count': 2461, 'listed_count': 3}",kim jisoo the love of my life,https://pbs.twimg.com/profile_images/1513485096992583680/8wcNVa5O_normal.jpg,i9yngi,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/IH8ioueu5f', 'expanded_url': 'http://i3yeji.carrd.co', 'display_url': 'i3yeji.carrd.co'}]}}"
332356563,,℘ ♡,False,,False,"{'followers_count': 510, 'following_count': 85, 'tweet_count': 67370, 'listed_count': 24}",,https://pbs.twimg.com/profile_images/1477975396046065674/lUUtJSW6_normal.jpg,premini__,,1450082910078447619,
345368342,,ひのっくま @ 社会のもくず（10%増量中）,False,,False,"{'followers_count': 183, 'following_count': 192, 'tweet_count': 15042, 'listed_count': 15}",サルガッソーに流されて岐阜やらシアトルやらを漂流しているへたれ系おっさん型くま。。燃料はスイートブール。昔人力飛行機屋さん。元研究室警備員。今は飛行機を設計しているらしい。つぶやくというよりぼやく,https://pbs.twimg.com/profile_images/677334664109932544/gQX3sCLj_normal.png,hinokkuma,,,
3742217114,,췍,False,,False,"{'followers_count': 140, 'following_count': 135, 'tweet_count': 18449, 'listed_count': 0}",크레이지 버블티,https://pbs.twimg.com/profile_images/1522187617890369537/OEwCBsR3_normal.jpg,do_asyoulike,,1480894647748939776,
95301990,Gubbi Gubbi Country,Erin Van Krimpen,False,https://t.co/HuSo9AYIIv,False,"{'followers_count': 523, 'following_count': 462, 'tweet_count': 76381, 'listed_count': 31}",Emerging watercolour artist and Tarot enthusiast. Writer & reflector. Human being having a spiritual experience. 🇦🇺🏳️‍🌈 She/They.,https://pbs.twimg.com/profile_images/1443011675624382464/eovHq7nA_normal.jpg,erinaree,,1518794721736675328,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/HuSo9AYIIv', 'expanded_url': 'https://www.erinvankrimpen.com', 'display_url': 'erinvankrimpen.com'}]}}"
1143222848590438400,22-she/they ,im crying!! ⚪️,False,https://t.co/Puiqp91hQI,False,"{'followers_count': 447, 'following_count': 580, 'tweet_count': 24183, 'listed_count': 7}",godzilla brainrot | i don’t know which side of twt i’m on | also let’s be friends ily bestie,https://pbs.twimg.com/profile_images/1510129104267399171/_kcA5mq6_normal.jpg,uvchiha,,1434675844648218626,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Puiqp91hQI', 'expanded_url': 'https://youtu.be/dQw4w9WgXcQ', 'display_url': 'youtu.be/dQw4w9WgXcQ'}]}}"
1424241595,World's Most Powerful City,CapsNut,False,,False,"{'followers_count': 155, 'following_count': 286, 'tweet_count': 22350, 'listed_count': 6}",A still barely hinged D.C. sports observer and recovering blogger...,https://pbs.twimg.com/profile_images/3651844607/f17bd25310a829eb13dfc6236c3eeddf_normal.png,Caps_Nut,,,
53948523,Christchurch,James Williams,False,,False,"{'followers_count': 140, 'following_count': 962, 'tweet_count': 617, 'listed_count': 1}",Air Traffic Controller. Man Utd and Warrington Wolves fan. All views are my own and not my employer’s,https://pbs.twimg.com/profile_images/1111809247/image_normal.jpg,bmb7jiw,,,
712987546054033408,Japan,Ken CarbonFiberZ,False,,False,"{'followers_count': 85, 'following_count': 206, 'tweet_count': 1732, 'listed_count': 0}",Ingress Resistance,https://pbs.twimg.com/profile_images/1112710653502881792/jNgmVm6Q_normal.jpg,kencarbonfiberz,,,
1379467344330678279,東京都,たゆん🇯🇵🐟🥩たゆせんの人🍳🦐,False,,False,"{'followers_count': 1815, 'following_count': 1817, 'tweet_count': 5895, 'listed_count': 7}",作って食べる、暮らす、笑うの幸せなまいにち。やんちゃなともしー @tomoyan20462 の胃袋満たす・賑やかし・いじられ担当。ボディは女体の人見知り。#たゆん飯 #たゆん絵 RT少なめ。いいね多め。居酒屋/料理/ラーメン/パン/魚全般/生肉/焼肉/麺類/スパイス/酒全般/アウトドア/焚き火/運転,https://pbs.twimg.com/profile_images/1503632686241705986/GrXilcU1_normal.jpg,AtreNetan,,1479094028054392834,"{'description': {'hashtags': [{'start': 77, 'end': 82, 'tag': 'たゆん飯'}, {'start': 83, 'end': 88, 'tag': 'たゆん絵'}], 'mentions': [{'start': 32, 'end': 45, 'username': 'tomoyan20462'}]}}"
2579979278,"Gadigal Land, Australia",Joanna Mendelssohn,False,https://t.co/8iHOLz349z,False,"{'followers_count': 3216, 'following_count': 2933, 'tweet_count': 166320, 'listed_count': 0}",Cynic from the inner-west. Sometimes writes about art. Lead author “Australian Art Exhibitions: Opening Our Eyes”. Retweets not an endorsement,https://pbs.twimg.com/profile_images/1521828975709929472/cn3bStx__normal.jpg,oldlillipilli,,1160150851672915969,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8iHOLz349z', 'expanded_url': 'https://www.thamesandhudsonaustralia.com/product-page/australian-art-exhibitions', 'display_url': 'thamesandhudsonaustralia.com/product-page/a…'}]}}"
2235284478,Your Imagination,✂🐩🐾,False,,False,"{'followers_count': 1189, 'following_count': 3377, 'tweet_count': 50077, 'listed_count': 32}",She/her. Atheist. Bi. I shave dog ass for a living. I use fuck like a comma. I'm not nice & I will hurt your feelings.,https://pbs.twimg.com/profile_images/1499973279167172608/tiFyEr6T_normal.jpg,GroomerBunnie,,1273706337147510784,
1317141565,En el laboratorio,Dazed and confused,False,,False,"{'followers_count': 271, 'following_count': 227, 'tweet_count': 11341, 'listed_count': 3}","En verdad, si no fuera por la música habría más razones para volverse loco~",https://pbs.twimg.com/profile_images/1349135128845561861/zoys9enm_normal.jpg,lara_dad13,,724344407592472576,
1468710838806749185,,pepeksoy,False,,False,"{'followers_count': 0, 'following_count': 30, 'tweet_count': 28, 'listed_count': 0}",eee,https://pbs.twimg.com/profile_images/1499895853988945920/umfWQFeT_normal.jpg,GdPract,,,
24999452,,Stacey Gray,False,,False,"{'followers_count': 21, 'following_count': 213, 'tweet_count': 113, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1431492722796400640/a2WUuqiq_normal.jpg,stacey48322,,,
220095964,Derby,Rob Cook💙,False,,False,"{'followers_count': 168, 'following_count': 387, 'tweet_count': 4161, 'listed_count': 3}","Family, Friends, The Rams, Cycling & Beer - Enjoying the best things in life!",https://pbs.twimg.com/profile_images/1484119263749283840/uG5Dofel_normal.jpg,leftelbow16,,,
4288520302,,saxon swantic,False,,False,"{'followers_count': 185, 'following_count': 211, 'tweet_count': 602, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1493784412810625024/k7SmObsa_normal.jpg,saxonswantic,,,
171177649,"Turku, Finland",Dr Elina Mäntylä,False,https://t.co/2S6D1JPOG9,False,"{'followers_count': 1157, 'following_count': 1072, 'tweet_count': 21033, 'listed_count': 55}","Development Specialist at @UniTurku; previously Postdoc Researcher at @BiologyCentre and @FU_Berlin
Opinions are my own.",https://pbs.twimg.com/profile_images/468731863264010241/pEVAa5GU_normal.jpeg,elinamantyla,,1508744486842769411,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2S6D1JPOG9', 'expanded_url': 'https://fromplantstobirds.wordpress.com/', 'display_url': 'fromplantstobirds.wordpress.com'}]}, 'description': {'mentions': [{'start': 26, 'end': 35, 'username': 'UniTurku'}, {'start': 70, 'end': 84, 'username': 'BiologyCentre'}, {'start': 89, 'end': 99, 'username': 'FU_Berlin'}]}}"
4870454901,Aquí y allá,De mente inquieta,False,https://t.co/990q7Opv1s,False,"{'followers_count': 93, 'following_count': 0, 'tweet_count': 21656, 'listed_count': 0}","Un sin fin de preguntas torturan mi mente cada día, sin poder dar respuesta a cada una de ellas",https://pbs.twimg.com/profile_images/799988239725711360/cJl7ng80_normal.jpg,DemenciaQuieta,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/990q7Opv1s', 'expanded_url': 'https://www.twitter.com', 'display_url': 'twitter.com'}]}}"
151434785,埼玉・川越,ocho.ocho.cuatro,False,,False,"{'followers_count': 21, 'following_count': 52, 'tweet_count': 1310, 'listed_count': 0}",人生いろいろ。 受動喫煙症。喫煙後10分以内の人は接近しないで。 ランニングはお休み中。 ◇好き：音楽（70-90sエレクトロ、ミニマルetc）／海外ドラマ（今は仕事の一部）／旅行（鉄分あり）／写真／料理,https://pbs.twimg.com/profile_images/2038545987/icon333876896822625595820091215.160414_normal.jpg,dl0e0lb,,,
2643730108,,JC.,False,,False,"{'followers_count': 100, 'following_count': 133, 'tweet_count': 1165, 'listed_count': 5}","de vez en cuando, paso por aquí...",https://pbs.twimg.com/profile_images/1350764052809658369/_TxZzWjs_normal.jpg,miss_JC_,,1190899257060069377,
20140756,"Cabinteely,  Dublin ",James Hedderman,False,,False,"{'followers_count': 135, 'following_count': 639, 'tweet_count': 943, 'listed_count': 2}",,https://pbs.twimg.com/profile_images/804287872715128832/BU7uykgO_normal.jpg,jhedderman,,,
107549043,tokyo,ta2ya ワクチン3回接種済み,False,,False,"{'followers_count': 211, 'following_count': 714, 'tweet_count': 3694, 'listed_count': 18}",クラフトビール。 観る将。 ランニング、ホームコースは隅田川テラス。 出身は愛媛、八幡浜。,https://pbs.twimg.com/profile_images/1402757491/2011040308240001_normal.jpg,ta2ya_t,,,
83300131,"Canberra, Australia",Patrick Wyllie 💉💉💉,False,,False,"{'followers_count': 106, 'following_count': 362, 'tweet_count': 422, 'listed_count': 4}","Enjoy Family, Friends, good food, good wine and following the North Melbourne Kangaroos",https://pbs.twimg.com/profile_images/826265108888252416/O7P1eWJc_normal.jpg,Moose1969,,,
517957815,Madrid,ClarAlcalde,False,,False,"{'followers_count': 31, 'following_count': 92, 'tweet_count': 1241, 'listed_count': 1}","Bla,bla,bla...Asi soy yo.",https://pbs.twimg.com/profile_images/888844878435807235/NagXLEtT_normal.jpg,Claralcalde,,,
158717516,日本海溝、蛸壺。,ゆーぎり,False,,False,"{'followers_count': 483, 'following_count': 537, 'tweet_count': 284950, 'listed_count': 25}",ゆるふわ清純派。自分からはなかなか絡めないですシャイなんですごめんなさい。歴史好き。蛸の嫁。餅は砂糖、心太は黒蜜で,https://pbs.twimg.com/profile_images/2664092210/39a804d59c6454cde49ab08157721d05_normal.png,Yufugiri082,,1294106882605379586,
35829660,"Cloud City, Jersey",King Cappa the Hilarious,False,https://t.co/apc5p6cyCp,False,"{'followers_count': 520, 'following_count': 417, 'tweet_count': 115813, 'listed_count': 20}",Photographer. Gamer. All around creative. #RPGSurvivor. Cereal Connoisseur. Pizza Aficionado. Nothing is off the table.,https://pbs.twimg.com/profile_images/1495159135930834958/6O3N_eJL_normal.jpg,cappability,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/apc5p6cyCp', 'expanded_url': 'http://about.me/cappability', 'display_url': 'about.me/cappability'}]}, 'description': {'hashtags': [{'start': 42, 'end': 54, 'tag': 'RPGSurvivor'}]}}"
177648267,"Trottiscliffe, Kent, UK",Stuart Dickson,False,,False,"{'followers_count': 261, 'following_count': 354, 'tweet_count': 13618, 'listed_count': 7}","Music (especially Prog)-loving, middle-aged bloke, happy family life in quiet Kent village. Now a bit keen on running and stuff. Mainly stuff TBH",https://pbs.twimg.com/profile_images/1505451378256322562/w4IveecI_normal.jpg,StuartinTrosley,,,
927312876,きたとうほくちほー,グローバルにゃんこ,False,,False,"{'followers_count': 427, 'following_count': 516, 'tweet_count': 92834, 'listed_count': 14}",(試験をパスすれば)#秋から東工大,https://pbs.twimg.com/profile_images/1038403787612798978/IJj2EG0X_normal.png,Oberst_tech,,1504824486809735179,"{'description': {'hashtags': [{'start': 10, 'end': 17, 'tag': '秋から東工大'}]}}"
1502046190585757696,they|he demigirl,❓,False,,False,"{'followers_count': 187, 'following_count': 259, 'tweet_count': 6143, 'listed_count': 0}",balkan commie america warned you about,https://pbs.twimg.com/profile_images/1521930125604012032/-zYTt6-D_normal.jpg,motherlless,,1516391118094708740,
37179327,"Sydney, New South Wales",Emmah 🖤,False,,False,"{'followers_count': 1483, 'following_count': 1005, 'tweet_count': 55108, 'listed_count': 27}",Marketing/Media 👩‍🎓 I moonlight here part time 🏈 📺 👾 🏋🏽‍♀️ 🍔 🎵 Parra💙,https://pbs.twimg.com/profile_images/1442050164684853249/fF-XiPvs_normal.jpg,EmmaH1123,,1504022867297837060,
740010659845263360,he/him,brian,False,,False,"{'followers_count': 812, 'following_count': 817, 'tweet_count': 101023, 'listed_count': 5}",Huge Cards and Blues fan. Falling down is an accident. Staying down is a choice. #BLM             Priv: @stl_brian117,https://pbs.twimg.com/profile_images/1498760755390205952/sWUODFD0_normal.jpg,b_scott_STL,,1378444896080658433,"{'description': {'hashtags': [{'start': 81, 'end': 85, 'tag': 'BLM'}], 'mentions': [{'start': 104, 'end': 117, 'username': 'stl_brian117'}]}}"
130347030,"Earth, Sol System",Johji Love,False,,False,"{'followers_count': 279, 'following_count': 777, 'tweet_count': 19062, 'listed_count': 21}","Musician, Video Editor
he/him
$Johji",https://pbs.twimg.com/profile_images/1459264875184672772/5_d7zf9G_normal.jpg,Johji_Love,,1274494340954546186,"{'description': {'cashtags': [{'start': 30, 'end': 36, 'tag': 'Johji'}]}}"
