,name,protected,url,verified,public_metrics,description,profile_image_url,username,id,location,pinned_tweet_id,entities
3558253638,たまゆ,False,,False,"{'followers_count': 323, 'following_count': 389, 'tweet_count': 18287, 'listed_count': 19}",たまゆさんが世界一いぬけんすきです。TRPGしてます。たまに絵を描くよ。いぬけんのスナックミー,https://pbs.twimg.com/profile_images/1520794085644140544/J5kAmg2o_normal.jpg,tamayu_trpg,,,,
3397601074,Shinoborei MW,False,https://t.co/YhBt9Wjg9q,False,"{'followers_count': 50, 'following_count': 159, 'tweet_count': 2919, 'listed_count': 0}","Lucas Rebébou top2 stan account (compte fan)                       

La bannière c Ozu : https://t.co/HCBC2xqUXD",https://pbs.twimg.com/profile_images/1474735127943069704/UVGfRxzG_normal.jpg,AlavinDylan,,"Rennes, France",1477347686940651529,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YhBt9Wjg9q', 'expanded_url': 'http://instagram.com/shinoborei', 'display_url': 'instagram.com/shinoborei'}]}, 'description': {'urls': [{'start': 89, 'end': 112, 'url': 'https://t.co/HCBC2xqUXD', 'expanded_url': 'https://youtu.be/g_Czx6qdKJo', 'display_url': 'youtu.be/g_Czx6qdKJo'}]}}"
29046124,Brian Brown 🐝,False,https://t.co/5jVNEZM1tt,False,"{'followers_count': 1438, 'following_count': 1701, 'tweet_count': 13369, 'listed_count': 9}",My whole political philosophy in a sentence: we need to invest in the poor and protect the vulnerable. #Resist #BLM #NeverTrump #LoveisLove #TeamPete,https://pbs.twimg.com/profile_images/1399899631534936065/TtR1p0U4_normal.jpg,bbrownSPFD,,"St Louis, MO",1297930168602959874,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5jVNEZM1tt', 'expanded_url': 'https://m.facebook.com/pages/category/Author/Alan-and-Brian-Brown-Write-Stuff-105299851298953/', 'display_url': 'm.facebook.com/pages/category…'}]}, 'description': {'hashtags': [{'start': 103, 'end': 110, 'tag': 'Resist'}, {'start': 111, 'end': 115, 'tag': 'BLM'}, {'start': 116, 'end': 127, 'tag': 'NeverTrump'}, {'start': 128, 'end': 139, 'tag': 'LoveisLove'}, {'start': 140, 'end': 149, 'tag': 'TeamPete'}]}}"
406727705,MGarcia M.Ed,False,,False,"{'followers_count': 350, 'following_count': 397, 'tweet_count': 18956, 'listed_count': 19}","Be Kind. Be Smart. Be You.
🇵🇷 ♏",https://pbs.twimg.com/profile_images/1518860436418011136/mG2k1Fuf_normal.jpg,MsMarieGarcia,,,1399867950698487810,
56583392,Santiago,False,,False,"{'followers_count': 781, 'following_count': 2020, 'tweet_count': 161857, 'listed_count': 43}",Nativo de la estribación oriental. . Me encanta el estudio de 🦇🦇🦇 🌳🌿🏔️ y su conservación.,https://pbs.twimg.com/profile_images/1514336267630256129/aK0QP838_normal.jpg,Noctilio82,,ECUADOR,1120354565113696256,
45569371,Greg,False,,False,"{'followers_count': 444, 'following_count': 948, 'tweet_count': 25768, 'listed_count': 8}","Football, Darts, NFL, TV and movies. Dabble with wrestling, Snooker & reading.",https://pbs.twimg.com/profile_images/1492199482745933833/nLfrcj01_normal.jpg,followgreg,,"Oakdale, Wales",,
8293702,Michael A. Burstein,False,https://t.co/EtzSPSpRhD,False,"{'followers_count': 1613, 'following_count': 3162, 'tweet_count': 8951, 'listed_count': 69}",SF writer (Astounding winner; multiple Hugo/Nebula nom.); science editor @SavvasLearning (opinions are my own); @brklib Trustee; https://t.co/pQvfC5ucl0; He/Him,https://pbs.twimg.com/profile_images/697985027137802240/qckbpndR_normal.jpg,mabfan,,"Brookline, MA",1027176309833838592,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EtzSPSpRhD', 'expanded_url': 'http://www.mabfan.com', 'display_url': 'mabfan.com'}]}, 'description': {'urls': [{'start': 129, 'end': 152, 'url': 'https://t.co/pQvfC5ucl0', 'expanded_url': 'http://thebrooklineparent.com', 'display_url': 'thebrooklineparent.com'}], 'mentions': [{'start': 73, 'end': 88, 'username': 'SavvasLearning'}, {'start': 112, 'end': 119, 'username': 'brklib'}]}}"
251054212,gecko,False,https://t.co/PSbHRHaUwQ,False,"{'followers_count': 75, 'following_count': 123, 'tweet_count': 4776, 'listed_count': 1}",虫好き。生き物好き。 手のかかる７歳男児と４歳女児がいるだららんワーママ。現在、退職→再出発に向けてハンドメイド練習中。人生楽しくいこうぜイエーイ！！（Amazonアソシエイトもやってみます！）,https://pbs.twimg.com/profile_images/822013816208637952/0BQ58wBL_normal.jpg,hisakaeru,,ぬくぬくしたところ,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PSbHRHaUwQ', 'expanded_url': 'http://kaerudou.blog.jp/', 'display_url': 'kaerudou.blog.jp'}]}}"
1398539424,Susan,False,,False,"{'followers_count': 8, 'following_count': 17, 'tweet_count': 223, 'listed_count': 1}",Amateur photographer. Interested in wildlife and nature photography.,https://pbs.twimg.com/profile_images/1508884328985542663/AV5xU-9m_normal.jpg,Lifeistillgood,,United States,,
91623346,ペリー,False,https://t.co/yT7sArXDqo,False,"{'followers_count': 685, 'following_count': 1934, 'tweet_count': 178053, 'listed_count': 17}",アニメ三昧、ときどき手品、たまに旅行。RT多めです【レイン目撃情報企画終了しました、お疲れ様！ #laineverywhere タグの発言は、基本的に事実ではありません】 #lain20th #lain21th #lain22nd #lain23rd,https://pbs.twimg.com/profile_images/1500519512264757251/eG4X_ljL_normal.jpg,Perry_ppp,,wired,1437384345061257226,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yT7sArXDqo', 'expanded_url': 'http://twilog.org/Perry_ppp', 'display_url': 'twilog.org/Perry_ppp'}]}, 'description': {'hashtags': [{'start': 48, 'end': 63, 'tag': 'laineverywhere'}, {'start': 86, 'end': 95, 'tag': 'lain20th'}, {'start': 96, 'end': 105, 'tag': 'lain21th'}, {'start': 106, 'end': 115, 'tag': 'lain22nd'}, {'start': 116, 'end': 125, 'tag': 'lain23rd'}]}}"
23339260,Steven,False,,False,"{'followers_count': 1185, 'following_count': 945, 'tweet_count': 56762, 'listed_count': 45}",I am in Sports. Formerly @Viewsfrom314ft @RiverAveBlues @NBCSPhilly. Always waiting for Wimbledon and the US Open. Marcus Smart is a future HOFer.,https://pbs.twimg.com/profile_images/1514051165650137091/T6mkgDwn_normal.jpg,StevenTydings,,New York,963245840717504512,"{'description': {'mentions': [{'start': 25, 'end': 40, 'username': 'Viewsfrom314ft'}, {'start': 41, 'end': 55, 'username': 'RiverAveBlues'}, {'start': 56, 'end': 67, 'username': 'NBCSPhilly'}]}}"
2218216806,Lisa Weber,False,https://t.co/ShwWUfMvGK,False,"{'followers_count': 1369, 'following_count': 1555, 'tweet_count': 10240, 'listed_count': 17}",Assistant Superintendent for Instruction,https://pbs.twimg.com/profile_images/1388499350352015364/brCw6mfX_normal.jpg,LisaWeberASI,,Suffern Central,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ShwWUfMvGK', 'expanded_url': 'https://www.sufferncentral.org/departments/academics/', 'display_url': 'sufferncentral.org/departments/ac…'}]}}"
1465301640211152902,Noel Noble,False,,False,"{'followers_count': 1, 'following_count': 14, 'tweet_count': 16, 'listed_count': 1}",Just a good boy😊😊😊,https://pbs.twimg.com/profile_images/1487305347518054400/S-DBM8Nr_normal.jpg,noelnoble246,,,,
1504923297225580545,kai ☆,False,,False,"{'followers_count': 7, 'following_count': 16, 'tweet_count': 303, 'listed_count': 0}",an essentially friendless autistic aroace uni student with eupd trying to navigate life,https://pbs.twimg.com/profile_images/1504928202959032323/dn5EzEMj_normal.jpg,pursuekairos,,21 • any pronouns,,
1496904518889574400,Caalz,False,,False,"{'followers_count': 157, 'following_count': 239, 'tweet_count': 1852, 'listed_count': 0}","NEW ACCOUNT. GOT SUSPENDED. RIP MY OLD ACCOUNT. 

@naayacaliyo 2015-2022 🥀🥀🥀

ENTP-T",https://pbs.twimg.com/profile_images/1496905089235263491/wREEF1qE_normal.jpg,nomorecaliyo,,,,"{'description': {'mentions': [{'start': 50, 'end': 62, 'username': 'naayacaliyo'}]}}"
323860316,Amy DuPonte,False,,False,"{'followers_count': 1306, 'following_count': 883, 'tweet_count': 29469, 'listed_count': 37}","Born/raised on Nantucket. Now living in N.Cal by the beach. Love great friends, food, fashion, travel, real estate,  49ers and Stanford football.",https://pbs.twimg.com/profile_images/2436414781/yaor4hjqni5d247t0bl9_normal.jpeg,NantucketGal,,Silicon Valley & Santa Cruz,,
18956004,allie(6/16),False,,False,"{'followers_count': 1700, 'following_count': 2491, 'tweet_count': 78363, 'listed_count': 14}","𝚠𝚑𝚢 𝚒𝚜 𝚒𝚝 𝚊𝚕𝚠𝚊𝚢𝚜 𝚗𝚞𝚗𝚜…? | inside, again. | besties with @joelembiid, no 🧢",https://pbs.twimg.com/profile_images/1520896325642076161/6g9mLvML_normal.jpg,stateofholland,,disney world,1495473459102720007,"{'description': {'mentions': [{'start': 56, 'end': 67, 'username': 'joelembiid'}]}}"
746416405537427456,mikaela🎗,False,,False,"{'followers_count': 1679, 'following_count': 243, 'tweet_count': 17396, 'listed_count': 47}",twenty-one | she/her | #foreverkyliestrong,https://pbs.twimg.com/profile_images/1505565261751099399/86uLaNV5_normal.jpg,harrysmcb,,pa,1487517339314798595,"{'description': {'hashtags': [{'start': 23, 'end': 42, 'tag': 'foreverkyliestrong'}]}}"
2400940130,Looking for something interesting to learn,False,,False,"{'followers_count': 4613, 'following_count': 5003, 'tweet_count': 13378, 'listed_count': 111}","TIS MCUSD #709AlwaysLearning, Passionate about providing Ss with a relevant edu! #IHaveQuestions #RelationSHIFT, #Optimalist, 

An asker of questions!",https://pbs.twimg.com/profile_images/1522183038729347074/_LvCU2BK_normal.jpg,SturmDon,,"Normal, IL",1520030845448466432,"{'description': {'hashtags': [{'start': 10, 'end': 28, 'tag': '709AlwaysLearning'}, {'start': 81, 'end': 96, 'tag': 'IHaveQuestions'}, {'start': 97, 'end': 111, 'tag': 'RelationSHIFT'}, {'start': 113, 'end': 124, 'tag': 'Optimalist'}]}}"
473538500,EdUcAtOR(EMK),False,,False,"{'followers_count': 497, 'following_count': 943, 'tweet_count': 2940, 'listed_count': 2}",Addison and Avery’s mom • Title 1 Specialist• Former Professional School Counselor (WMSFA) • Lover of Life • BBN alumni & Fan •,https://pbs.twimg.com/profile_images/1491753150008766469/N-X0TpEB_normal.jpg,ehandle77,,,,
159117522,Josh Brassard,False,,False,"{'followers_count': 63, 'following_count': 95, 'tweet_count': 1093, 'listed_count': 1}","Actor/writer turned software engineer turned part-time actor/writer. Love reading, Boston sports teams, Star Trek AND Star Wars. He/him.",https://pbs.twimg.com/profile_images/1487032773336522753/VlPZtuSu_normal.jpg,jpbrassard,,New England,,
2906987866,Simple @ Markus chair owner,False,https://t.co/xNOMcmbeab,False,"{'followers_count': 493, 'following_count': 1153, 'tweet_count': 133730, 'listed_count': 9}",Retwitteo arte en exceso. We're like... Strangers in a paradise dude...,https://pbs.twimg.com/profile_images/1522366663575973891/sZMeYOiN_normal.jpg,Simplura,,Gongaga,1432344924268240898,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xNOMcmbeab', 'expanded_url': 'https://www.backloggd.com/u/Simplura/', 'display_url': 'backloggd.com/u/Simplura/'}]}}"
28399354,Euron GreyBeard,False,,False,"{'followers_count': 564, 'following_count': 396, 'tweet_count': 87822, 'listed_count': 12}","This is my part, nobody else speak.",https://pbs.twimg.com/profile_images/840602800572772352/0vPo1Rv__normal.jpg,catchBifUcan,,Here.,,
462437872,Mike Andrews 💚,False,,False,"{'followers_count': 1057, 'following_count': 1041, 'tweet_count': 18214, 'listed_count': 39}","Thought I'd something more to say. Former housing association CEO. Tweets about life, nonsense, and Sheffield Wednesday, but maybe not in that order",https://pbs.twimg.com/profile_images/1042444974900633600/Sld9lMxl_normal.jpg,mja_owl,,Sheffield,,
122394071,Braden Pace,False,,False,"{'followers_count': 1031, 'following_count': 2902, 'tweet_count': 25893, 'listed_count': 23}","Pro-life libertarian, imperfect Christian, rock & roll enthusiast, Bama fan, nerd.",https://pbs.twimg.com/profile_images/1514011066904330246/cbPk31Jk_normal.jpg,bradenpace,,"Wetumpka, AL",,
4365874577,Jean Grey,False,,False,"{'followers_count': 4356, 'following_count': 2185, 'tweet_count': 156987, 'listed_count': 1}",She/Her 💚 Owner/Operator Hey Maid Cleaning Services ✨Follow Us on IG @ heymaid.cleaningservices,https://pbs.twimg.com/profile_images/1473693713511723012/etxX-EtI_normal.jpg,queenjamesss_,,"Atlanta, GA",1464247114528083968,
1182831470836097024,annabelle | no justice no peace,False,,False,"{'followers_count': 147, 'following_count': 666, 'tweet_count': 5095, 'listed_count': 0}","Badass bookworm, polyglot, she/her/hers
#blacklivesmatter #ACAB",https://pbs.twimg.com/profile_images/1182831700323241985/UjyeHa5a_normal.jpg,Annabellisima42,,,,"{'description': {'hashtags': [{'start': 40, 'end': 57, 'tag': 'blacklivesmatter'}, {'start': 58, 'end': 63, 'tag': 'ACAB'}]}}"
1323809519512637440,HPD,False,,False,"{'followers_count': 58, 'following_count': 118, 'tweet_count': 4874, 'listed_count': 0}",Practically Pedagogical in Every Way. Opinions are my own.,https://pbs.twimg.com/profile_images/1461033622438248450/aH8v35BE_normal.jpg,Heatherweizen,,,,
338578122,Jared Owen,False,https://t.co/xP9eABDoUX,False,"{'followers_count': 799, 'following_count': 1066, 'tweet_count': 42216, 'listed_count': 0}",Head Boys basketball Coach @ Poplar Springs #AtomicPride * Florida State Seminoles * 2nd Corinthians 5:21,https://pbs.twimg.com/profile_images/1492359728139280384/9fcZOR1R_normal.jpg,coachowen15,,Panhandle of Fla ,1492346598780805122,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xP9eABDoUX', 'expanded_url': 'http://www.maxpreps.com/high-schools/poplar-springs-atomics-(graceville,fl)/basketball/home.htm', 'display_url': 'maxpreps.com/high-schools/p…'}]}, 'description': {'hashtags': [{'start': 44, 'end': 56, 'tag': 'AtomicPride'}]}}"
403622640,Andrea Lledó🌱,False,https://t.co/FQQgVGkKmP,False,"{'followers_count': 528, 'following_count': 809, 'tweet_count': 31262, 'listed_count': 2}",❤💙,https://pbs.twimg.com/profile_images/1499910960798121984/sFvRwdu6_normal.jpg,andreagll12,,Ripollet (Barcelona),,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FQQgVGkKmP', 'expanded_url': 'http://instagram.com/andreaglledo', 'display_url': 'instagram.com/andreaglledo'}]}}"
1447427560586027008,RM66,False,,False,"{'followers_count': 111, 'following_count': 177, 'tweet_count': 87, 'listed_count': 1}",Sigo a pocos. De vez en cuando borro todo lo que escribo para evitar que me persiga el algoritmo.,https://pbs.twimg.com/profile_images/1522228227892207619/T2aHnxOg_normal.jpg,JFRM66,,"Valencia, España",1490649061254479872,
3025261,"Mur, the 50th Lafferty",False,https://t.co/GPeiW42jfb,True,"{'followers_count': 15387, 'following_count': 1077, 'tweet_count': 79785, 'listed_count': 1195}","(she/her) Hugo & Astounding winner, Podcaster HoF. Novella THE OPHELIA NETWORK: May 26, 2022; novel STATION ETERNITY: Oct 4, 2022",https://pbs.twimg.com/profile_images/1494359151320997892/SpK5e2Mv_normal.jpg,mightymur,,Station Eternity,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GPeiW42jfb', 'expanded_url': 'https://wlo.link/@mightymur', 'display_url': 'wlo.link/@mightymur'}]}}"
76246452,Moosetress,False,,False,"{'followers_count': 1009, 'following_count': 437, 'tweet_count': 158038, 'listed_count': 34}",I want you to know that I can take zero criticism right now. She/her.,https://pbs.twimg.com/profile_images/1214155187/fox_normal.jpg,mistresscurvy,,,,
4748073508,Shaun Elliott,False,,False,"{'followers_count': 1315, 'following_count': 1645, 'tweet_count': 27797, 'listed_count': 33}","2x Emmy-nominated WLWT News Photographer, #NABJ. Gary, IN born and raised. B.A. Valparaiso Univ (2000). Opinions are mine, Retweets 🚫endorsements.",https://pbs.twimg.com/profile_images/948381884702130176/ZqQIx_v9_normal.jpg,selliottWLWT,,219 ➡️ 937 ➡️ 513,1136416472354492421,"{'description': {'hashtags': [{'start': 42, 'end': 47, 'tag': 'NABJ'}]}}"
3095866971,"Archie👨‍🍳Eat,drink&laugh!",False,,False,"{'followers_count': 7011, 'following_count': 4887, 'tweet_count': 52058, 'listed_count': 6}",Pieman to the people!,https://pbs.twimg.com/profile_images/1515409282468134913/wPiEyb0y_normal.jpg,ArchiePieMan,,"Worcestershire, UK.",1454523171458240524,
875359150183784453,Ann Lounsbury,False,,False,"{'followers_count': 81, 'following_count': 83, 'tweet_count': 1092, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/949062580898639872/CC8DXOFR_normal.jpg,ann_lounsbury,,"Lawrence, KS",,
59233951,Christaaayy,False,,False,"{'followers_count': 770, 'following_count': 2650, 'tweet_count': 28398, 'listed_count': 10}",Put on your big girl panties and deal with it. she/her,https://pbs.twimg.com/profile_images/1433776729265524743/_HC5iAjC_normal.jpg,christaaayy,,The Dirty South,1467955328549629953,
1140406056142745601,Phubarrh,False,,False,"{'followers_count': 3, 'following_count': 36, 'tweet_count': 1421, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1248004899486314496/626kXQNC_normal.jpg,phubarrh,,,,
871107101053071361,nearlydetroitdonna,False,,False,"{'followers_count': 18, 'following_count': 309, 'tweet_count': 323, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1381266031549812738/aHhGK-qy_normal.jpg,CcDcliffcarter2,,,,
1477052306,う,False,,False,"{'followers_count': 125, 'following_count': 297, 'tweet_count': 9334, 'listed_count': 0}",ちいかわおじさん(27),https://pbs.twimg.com/profile_images/1415965186574340101/KFKADSKY_normal.jpg,nobe206,,,,
970242371748278272,ali 阿璃🌕🍂,False,https://t.co/sYomS1iZq0,False,"{'followers_count': 167, 'following_count': 176, 'tweet_count': 34104, 'listed_count': 1}","infp-t, cap sun",https://pbs.twimg.com/profile_images/1519152822624870400/Z8-N7z4w_normal.jpg,mehekaido,,"she/they, 20",,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sYomS1iZq0', 'expanded_url': 'https://xiao.xn--1ci06b', 'display_url': 'xiao.✩⡱'}]}}"
1152265446684614656,Annelid Reads,False,,False,"{'followers_count': 65, 'following_count': 195, 'tweet_count': 648, 'listed_count': 0}","Bookworm microbiologist 🔬🧬📚 Tweets about books, science, movies, climate change, art. #booktwitter #booktwt",https://pbs.twimg.com/profile_images/1276344848375840768/sSLp2D9m_normal.png,AnnelidReads,,Canada,1505721060364333063,"{'description': {'hashtags': [{'start': 86, 'end': 98, 'tag': 'booktwitter'}, {'start': 99, 'end': 107, 'tag': 'booktwt'}]}}"
2440844910,Colin Chaudhuri,False,,False,"{'followers_count': 57, 'following_count': 215, 'tweet_count': 9241, 'listed_count': 0}",Pats fan/Manchester United fan/sports fan/cat fan.   Overall just a huge nerd.,https://pbs.twimg.com/profile_images/1495211780112629766/gJ8J1sOd_normal.jpg,cobra0483,,,,
336136366,Denise Powell 😷,False,,False,"{'followers_count': 82, 'following_count': 570, 'tweet_count': 760, 'listed_count': 0}",Loving God and all things Disney!,https://pbs.twimg.com/profile_images/720748251570245632/4S_ly7F2_normal.jpg,SistaPal,,"Medford, OR",,
179524726,Brighter Hell 📚,False,,False,"{'followers_count': 9, 'following_count': 8, 'tweet_count': 2639, 'listed_count': 1}",,https://pbs.twimg.com/profile_images/1396877041501450245/yUg745Ck_normal.jpg,brighter_hell,,,1489944932697653252,
33952833,Tod Hess,False,https://t.co/bHIORwOUQs,False,"{'followers_count': 620, 'following_count': 3232, 'tweet_count': 61949, 'listed_count': 30}","Fan of trains (model and real), the universe, Red Wings, comedies, sports. Sci-Fi, Doctor Who & LivePD. Living and dying in 3/4 time. Domino College drop out.",https://pbs.twimg.com/profile_images/1505590510483873794/CDORsvjE_normal.jpg,railfan514,,Center of the Universe,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bHIORwOUQs', 'expanded_url': 'http://www.mccaa.org', 'display_url': 'mccaa.org'}]}}"
1083326883285164033,Carlos Muñoz del Real,False,https://t.co/2G07p97CLR,False,"{'followers_count': 242, 'following_count': 711, 'tweet_count': 6190, 'listed_count': 0}","Periodista deportivo, ahora en Berlín 🇩🇪 contando lo que pasa para @Onefootball",https://pbs.twimg.com/profile_images/1083330069488156673/CGaMgylt_normal.jpg,CMdelReal,,"Berlín, Alemania",1522589097675608066,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2G07p97CLR', 'expanded_url': 'https://www.linkedin.com/in/carlos-mu%C3%B1oz-del-real-1135296a/', 'display_url': 'linkedin.com/in/carlos-mu%C…'}]}, 'description': {'mentions': [{'start': 67, 'end': 79, 'username': 'Onefootball'}]}}"
974037073,Mark Sutter 🔜 SWCA - Homemade & Bootleg,False,,False,"{'followers_count': 1294, 'following_count': 287, 'tweet_count': 133722, 'listed_count': 92}",He is a cohost on @IdiotsArrayPod & @TarkinsTopShelf His interests: StarWars | StarTrek | DoctorWho | NINTENDO | SCIENCE husband/dad/writer/christian,https://pbs.twimg.com/profile_images/1423742605788160009/pAt7207n_normal.jpg,MarkESutter,,OH,997680085326065665,"{'description': {'mentions': [{'start': 18, 'end': 33, 'username': 'IdiotsArrayPod'}, {'start': 36, 'end': 52, 'username': 'TarkinsTopShelf'}]}}"
266096703,simply mo 🌻✨😘,False,,False,"{'followers_count': 808, 'following_count': 1709, 'tweet_count': 35163, 'listed_count': 3}",Follower of Christ 😇 Southern Gal 🧑🏽‍🌾 Nature Lover 🌻 History Buff 📚,https://pbs.twimg.com/profile_images/1509983578565849101/ynxJtoYO_normal.jpg,Medauri,,La Casa de Madrigal,1388106343031181312,
319594366,Rae Swan Snobl,False,,False,"{'followers_count': 132, 'following_count': 758, 'tweet_count': 641, 'listed_count': 2}","MA, English. 9-12 Communication Arts Teacher. College Composition Instructor. Freelance Writer. Mom. Slow runner. she/her/hers #BLM",https://pbs.twimg.com/profile_images/1444662842423226373/9JIANn3S_normal.jpg,RaeSwanSnobl,,"Springfield, MO",1092919753629421573,"{'description': {'hashtags': [{'start': 127, 'end': 131, 'tag': 'BLM'}]}}"
3293662986,Kylie M. Smith,False,https://t.co/EgycwStJc7,False,"{'followers_count': 3953, 'following_count': 2144, 'tweet_count': 23836, 'listed_count': 36}",AssocProf Presidents Humanities Fellow @FoxCenterEmory. Writing “Jim Crow in the Asylum” with @unc_press. Knitter. Dog lover. She/Her. Aussie in ATL. #histpsych,https://pbs.twimg.com/profile_images/1504644234707709963/WuJFcmVW_normal.jpg,drkyliesmith,,Muscogee/Dharawal country ,1467112315355082753,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EgycwStJc7', 'expanded_url': 'https://jimcrowintheasylum.com', 'display_url': 'jimcrowintheasylum.com'}]}, 'description': {'hashtags': [{'start': 150, 'end': 160, 'tag': 'histpsych'}], 'mentions': [{'start': 39, 'end': 54, 'username': 'FoxCenterEmory'}, {'start': 94, 'end': 104, 'username': 'unc_press'}]}}"
2875926581,jen parent,False,,False,"{'followers_count': 33, 'following_count': 79, 'tweet_count': 618, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/1315450604043546624/RRd50lep_normal.jpg,parent_jen,,,,
34922259,KindaClarkKent,False,,False,"{'followers_count': 167, 'following_count': 1066, 'tweet_count': 15124, 'listed_count': 2}","Dad. Husband. Son. Friend. JHU grad. Someday maybe an author. Fan of sports, comic book movies, and more.",https://pbs.twimg.com/profile_images/1042554130332413952/R2jsODWf_normal.jpg,KindaClarkKent,,"Boston, MA",1514700389354024967,
66679188,Gal,False,,False,"{'followers_count': 71, 'following_count': 1155, 'tweet_count': 17727, 'listed_count': 0}",,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,gal_good21,,,,
824289453116166145,Charles Chapman Jr 🏳️‍🌈🌈👬👨‍👨‍👦‍👦,False,,False,"{'followers_count': 389, 'following_count': 1243, 'tweet_count': 6871, 'listed_count': 2}","father of 2, husband to Marc. save our country, fight back! leave your racism, sexism, homophobia & trumpism at the door...in fact, just don't come in at all.",https://pbs.twimg.com/profile_images/824291512397824000/XBas4oX-_normal.jpg,unclechacha75,,,1050763973254176768,
252365877,Rob Matthews,False,,False,"{'followers_count': 79, 'following_count': 188, 'tweet_count': 548, 'listed_count': 0}",,https://pbs.twimg.com/profile_images/2302841635/IMG00055-20100725-0042_1_normal.jpg,robm1967,,Corner Brook NL,,
49337483,Rich Barrett,False,,False,"{'followers_count': 942, 'following_count': 842, 'tweet_count': 16269, 'listed_count': 4}",#girldad above all. Contributor to @NBA_Ukfans 🏀☘️ Boston Celtics ☘️ air raid shelter enthusiast. Whitney Houston Stan,https://pbs.twimg.com/profile_images/1490668146239410182/XNtgYPog_normal.jpg,richbarrett1,,"Birmingham, England",1487825199097597952,"{'description': {'hashtags': [{'start': 0, 'end': 8, 'tag': 'girldad'}], 'mentions': [{'start': 35, 'end': 46, 'username': 'NBA_Ukfans'}]}}"
369484955,Beth Hayward,False,https://t.co/dmREkI76hh,False,"{'followers_count': 613, 'following_count': 830, 'tweet_count': 14576, 'listed_count': 15}","Writer, Coach, ADHD, (3 Jabs & an Uppercut).   1/2 of @Westdal_Hayward & the other 1/2 of @JohnDalston1",https://pbs.twimg.com/profile_images/1452635375424491526/mj1ycVIX_normal.jpg,Bethalyza,,London,1488612508562771976,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dmREkI76hh', 'expanded_url': 'https://www.youtube.com/channel/UCUVNpj6NsMMnSshHOAp9BQQ', 'display_url': 'youtube.com/channel/UCUVNp…'}]}, 'description': {'mentions': [{'start': 54, 'end': 70, 'username': 'Westdal_Hayward'}, {'start': 90, 'end': 103, 'username': 'JohnDalston1'}]}}"
140856303,OB,False,,False,"{'followers_count': 256109, 'following_count': 4856, 'tweet_count': 271288, 'listed_count': 1246}",Periodista. Escritor.,https://pbs.twimg.com/profile_images/1440717923924860928/wsI6ePki_normal.jpg,osvaldobazan,,"Buenos Aires, Argentina",1330840369127370754,
19158996,Taylor Fisher,False,https://t.co/b517MurdRW,False,"{'followers_count': 1861, 'following_count': 1773, 'tweet_count': 58993, 'listed_count': 41}",VP of Ticket Sales & Service | @NashvilleSounds Living the dream | #BostonStrong,https://pbs.twimg.com/profile_images/1447261340402429967/aigUpIV1_normal.jpg,TaylorFisher,,"Nashville, TN",1466857917995442181,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/b517MurdRW', 'expanded_url': 'https://linktr.ee/taylor.fisher', 'display_url': 'linktr.ee/taylor.fisher'}]}, 'description': {'hashtags': [{'start': 67, 'end': 80, 'tag': 'BostonStrong'}], 'mentions': [{'start': 31, 'end': 47, 'username': 'NashvilleSounds'}]}}"
187317698,Gerardo Gumiel,False,,False,"{'followers_count': 116, 'following_count': 233, 'tweet_count': 829, 'listed_count': 1}",Lo imposible es solo aquello que todavía no se ha intentado,https://pbs.twimg.com/profile_images/1511726524726190082/uCxsmenh_normal.jpg,gruffygummi,,"Madrid, Spain",,
